Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
CAF,ADAM11,ITGA4,ETC,1,0.0072992700729927,0.01354248099432102,1.85531989622198,0.9351562668725384,0.5965905419778845,6,0.004491017964071856,0.005902206680255415,7.885348124821235,0.03397366278320989,0.555519101950574,7.993052179191353e-05,0.03177068366033305,14.62984326461752,0.3314174421117606
CAF,ADAM11,ITGA4,TAM,1,0.0072992700729927,0.01354248099432102,1.85531989622198,0.9351562668725384,0.5965905419778845,1,0.01538461538461539,0.03254655160096016,2.11552585406241,0.1873410452647027,0.149037810886582,0.0004407610564866913,0.1751931525217386,3.924977208013986,0.08891454837202341
ETC,ADAM11,ITGA4,DC,1,0.0007485029940119761,0.0009390355971374403,1.25455155777562,0.06484373312746164,0.4034094580221155,2,0.06451612903225806,0.1352801304146581,4.1936840428544,0.7786852919520875,0.295443087162844,0.0001270328580447593,0.05049286126162071,5.261192848781748,0.1191845356687435
ETC,ADAM11,ITGA4,ETC,1,0.0007485029940119761,0.0009390355971374403,1.25455155777562,0.06484373312746164,0.4034094580221155,6,0.004491017964071856,0.005902206680255415,7.885348124821235,0.03397366278320989,0.555519101950574,5.542382174422233e-06,0.002202979122876837,9.892575773597544,0.2241016598388134
ETC,ADAM11,ITGA4,TAM,1,0.0007485029940119761,0.0009390355971374403,1.25455155777562,0.06484373312746164,0.4034094580221155,1,0.01538461538461539,0.03254655160096016,2.11552585406241,0.1873410452647027,0.149037810886582,3.056237051737213e-05,0.01214789274296409,2.654036255728596,0.06012326251455859
CAF,ADAM12,ITGA9,CAF,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,16,0.1167883211678832,0.205026845186133,28.08867779050022,0.9797435799885348,0.8322090309006368,0.07772053159483391,0.7078120825712574,1458.736657503438,0.5332908746939731
CAF,ADAM12,ITGA9,ETC,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,3,0.002245508982035928,0.004238976375598773,5.66327243779996,0.02025642001146522,0.1677909690993632,0.001606889561366385,0.01463417482554065,294.1122101960121,0.1075227369017011
DC,ADAM12,ITGA9,CAF,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,16,0.1167883211678832,0.205026845186133,28.08867779050022,0.9797435799885348,0.8322090309006368,0.01373100252295135,0.1250502189334923,58.31556771497441,0.02131924220525118
DC,ADAM12,ITGA9,ETC,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,3,0.002245508982035928,0.004238976375598773,5.66327243779996,0.02025642001146522,0.1677909690993632,0.0002838915813938236,0.002585441547136388,11.7576537350066,0.004298410828601358
ETC,ADAM12,ITGA9,CAF,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,16,0.1167883211678832,0.205026845186133,28.08867779050022,0.9797435799885348,0.8322090309006368,0.003535975695657212,0.03220264027672764,647.1967035275309,0.2366048007005949
ETC,ADAM12,ITGA9,ETC,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,3,0.002245508982035928,0.004238976375598773,5.66327243779996,0.02025642001146522,0.1677909690993632,7.310709690223597e-05,0.0006657968679224773,130.4885648324134,0.04770453975986062
TAM,ADAM12,ITGA9,CAF,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,16,0.1167883211678832,0.205026845186133,28.08867779050022,0.9797435799885348,0.8322090309006368,0.01259216244465119,0.1146786382070574,112.1332065696188,0.04099411330081767
TAM,ADAM12,ITGA9,ETC,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,3,0.002245508982035928,0.004238976375598773,5.66327243779996,0.02025642001146522,0.1677909690993632,0.0002603458053120776,0.0023710067708657,22.60842973330082,0.008265281609200125
CAF,ADAM12,ITGB1,CAF,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,123,0.8978102189781022,1.618531118477449,221.7387632314106,0.2329517167121156,0.1307734154698265,0.6135445278721797,0.1682950958928271,11515.61724363295,0.08380138466792111
CAF,ADAM12,ITGB1,DC,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,14,0.4516129032258064,0.9025846548955822,27.98012430176305,0.1299070758884935,0.01650165432010275,0.3421471911355778,0.09385088078500398,1453.099120752799,0.0105744847021684
CAF,ADAM12,ITGB1,ETC,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,868,0.6497005988023952,1.018506927440228,1360.725255060144,0.1465915202505197,0.8025060053868769,0.3860904154371164,0.1059044951710949,70666.90091828628,0.5142567716391822
CAF,ADAM12,ITGB1,TAM,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,44,0.676923076923077,1.277229071558485,83.0198896513015,0.1838288442263991,0.04896209559128121,0.4841654873037842,0.132806460512941,4311.493664440198,0.03137557730714155
CAF,ADAM12,ITGB1,TIL,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,1,1.0,2.13107349438063,2.13107349438063,0.3067208429224721,0.001256829231912552,0.8078364796598116,0.2215893250349312,110.6735977133942,0.0008053932792608996
DC,ADAM12,ITGB1,CAF,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,123,0.8978102189781022,1.618531118477449,221.7387632314106,0.2329517167121156,0.1307734154698265,0.1083958290979559,0.02973294622264719,460.3570861790189,0.003350107983557859
DC,ADAM12,ITGB1,DC,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,14,0.4516129032258064,0.9025846548955822,27.98012430176305,0.1299070758884935,0.01650165432010275,0.06044765582915308,0.01658077543213503,58.09019725181611,0.000422733654856966
DC,ADAM12,ITGB1,ETC,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,868,0.6497005988023952,1.018506927440228,1360.725255060144,0.1465915202505197,0.8025060053868769,0.06821117096948377,0.01871030550803454,2825.03385687214,0.02055832040358401
DC,ADAM12,ITGB1,TAM,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,44,0.676923076923077,1.277229071558485,83.0198896513015,0.1838288442263991,0.04896209559128121,0.08553824055593735,0.02346311594822707,172.3595547202138,0.001254293976667763
DC,ADAM12,ITGB1,TIL,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,1,1.0,2.13107349438063,2.13107349438063,0.3067208429224721,0.001256829231912552,0.1427216787214863,0.03914851736958491,4.424372040366077,3.219701518593914e-05
ETC,ADAM12,ITGB1,CAF,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,123,0.8978102189781022,1.618531118477449,221.7387632314106,0.2329517167121156,0.1307734154698265,0.02791384070903231,0.007656758858490513,5109.126092655603,0.0371801035019875
ETC,ADAM12,ITGB1,DC,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,14,0.4516129032258064,0.9025846548955822,27.98012430176305,0.1299070758884935,0.01650165432010275,0.01556633913030521,0.004269842558486243,644.6955014207207,0.004691574456254839
ETC,ADAM12,ITGB1,ETC,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,868,0.6497005988023952,1.018506927440228,1360.725255060144,0.1465915202505197,0.8025060053868769,0.01756558141455873,0.004818234169292911,31352.73600452023,0.2281599531070977
ETC,ADAM12,ITGB1,TAM,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,44,0.676923076923077,1.277229071558485,83.0198896513015,0.1838288442263991,0.04896209559128121,0.0220276079004072,0.006042166811829078,1912.877470071361,0.01392038110511894
ETC,ADAM12,ITGB1,TIL,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,1,1.0,2.13107349438063,2.13107349438063,0.3067208429224721,0.001256829231912552,0.03675335332282064,0.01008143474655138,49.10248003928837,0.0003573282899964786
TAM,ADAM12,ITGB1,CAF,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,123,0.8978102189781022,1.618531118477449,221.7387632314106,0.2329517167121156,0.1307734154698265,0.09940555221970256,0.02726691573815085,885.2064425164517,0.006441819316360013
TAM,ADAM12,ITGB1,DC,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,14,0.4516129032258064,0.9025846548955822,27.98012430176305,0.1299070758884935,0.01650165432010275,0.05543416806797409,0.01520557711286828,111.6998486569678,0.0008128615068225424
TAM,ADAM12,ITGB1,ETC,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,868,0.6497005988023952,1.018506927440228,1360.725255060144,0.1465915202505197,0.8025060053868769,0.06255378250436709,0.01715848540209735,5432.170472679239,0.03953096023701304
TAM,ADAM12,ITGB1,TAM,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,44,0.676923076923077,1.277229071558485,83.0198896513015,0.1838288442263991,0.04896209559128121,0.07844375663828063,0.02151710095340195,331.4248717967356,0.002411843202352962
TAM,ADAM12,ITGB1,TIL,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,1,1.0,2.13107349438063,2.13107349438063,0.3067208429224721,0.001256829231912552,0.1308844390517224,0.03590156577140468,8.507488538361953,6.191064746923474e-05
CAF,ADAM12,SDC4,CAF,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,30,0.218978102189781,0.3819657876523398,52.32931290837055,0.1656218933502522,0.02937218844261048,0.1447936441709788,0.1196529169938614,2717.631907445101,0.01882209815637794
CAF,ADAM12,SDC4,DC,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,4,0.1290322580645161,0.2562213274574835,7.94286115118199,0.1110985924447452,0.004458289274971333,0.09712707503181392,0.08026276231375835,412.4986876601137,0.002856932451832639
CAF,ADAM12,SDC4,ETC,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,1055,0.7896706586826348,1.268998868088882,1695.382487766745,0.5502429850693987,0.9516099322798691,0.4810456237161135,0.3975209852222293,88046.74260000765,0.6098045975345778
CAF,ADAM12,SDC4,TAM,30,0.218978102189781,0.3790749036999305,51.93326180689047,0.722446257396798,0.6408136115956742,14,0.2153846153846154,0.3990658046888418,25.93927730477471,0.1730365291356038,0.01455959000254903,0.151275831482358,0.1250095928669489,1347.111279350397,0.009329983452885715
DC,ADAM12,SDC4,CAF,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,30,0.218978102189781,0.3819657876523398,52.32931290837055,0.1656218933502522,0.02937218844261048,0.02558090960807561,0.02113925974781169,108.6421231054971,0.0007524465323677287
DC,ADAM12,SDC4,DC,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,4,0.1290322580645161,0.2562213274574835,7.94286115118199,0.1110985924447452,0.004458289274971333,0.01715958556821516,0.01418014222515324,16.49036173105477,0.0001142109077707616
DC,ADAM12,SDC4,ETC,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,1055,0.7896706586826348,1.268998868088882,1695.382487766745,0.5502429850693987,0.9516099322798691,0.08498704959114965,0.07023062682416543,3519.823645867053,0.02437801306871359
DC,ADAM12,SDC4,TAM,1,0.03225806451612903,0.06697173002143064,2.07612363066435,0.1276356604806287,0.02561765303385254,14,0.2153846153846154,0.3990658046888418,25.93927730477471,0.1730365291356038,0.01455959000254903,0.02672612733240608,0.02208563168349834,53.85314657479825,0.0003729825250004493
ETC,ADAM12,SDC4,CAF,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,30,0.218978102189781,0.3819657876523398,52.32931290837055,0.1656218933502522,0.02937218844261048,0.006587536088189229,0.005443732791360711,1205.729905293451,0.0083507875239988
ETC,ADAM12,SDC4,DC,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,4,0.1290322580645161,0.2562213274574835,7.94286115118199,0.1110985924447452,0.004458289274971333,0.004418896392695246,0.003651637102629209,183.0130129998663,0.001267533283349022
ETC,ADAM12,SDC4,ETC,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,1055,0.7896706586826348,1.268998868088882,1695.382487766745,0.5502429850693987,0.9516099322798691,0.0218856664906742,0.01808562696903819,39063.6385765384,0.2705515922221083
ETC,ADAM12,SDC4,TAM,15,0.01122754491017964,0.01724640347680855,23.04119504501622,0.03286843714465012,0.2843093404604555,14,0.2153846153846154,0.3990658046888418,25.93927730477471,0.1730365291356038,0.01455959000254903,0.006882449881461042,0.005687440281622012,597.6719477060767,0.004139427430999357
TAM,ADAM12,SDC4,CAF,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,30,0.218978102189781,0.3819657876523398,52.32931290837055,0.1656218933502522,0.02937218844261048,0.02345924623700308,0.01938598381721847,208.9045877405124,0.00144685622986601
TAM,ADAM12,SDC4,DC,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,4,0.1290322580645161,0.2562213274574835,7.94286115118199,0.1110985924447452,0.004458289274971333,0.01573638112706528,0.01300405080320439,31.70880797103654,0.0002196126320189098
TAM,ADAM12,SDC4,ETC,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,1055,0.7896706586826348,1.268998868088882,1695.382487766745,0.5502429850693987,0.9516099322798691,0.07793828107995708,0.06440574605396575,6768.16032898347,0.04687572945446936
TAM,ADAM12,SDC4,TAM,2,0.03076923076923077,0.06141713995169477,3.99211409686016,0.1170496449779231,0.0492593949100178,14,0.2153846153846154,0.3990658046888418,25.93927730477471,0.1730365291356038,0.01455959000254903,0.02450948037651028,0.02025386430353446,103.5525545907559,0.0007171965936635098
CAF,ADAM15,ITGA5,CAF,10,0.072992700729927,0.1238110083169416,16.962108139421,0.1086383526648085,0.02306826876708265,22,0.1605839416058394,0.2809788756853508,38.49410596889307,0.3082570355126715,0.3868980014698133,0.03478827791436388,0.03348853653543401,652.9411881746955,0.008925067083352792
CAF,ADAM15,ITGA5,DC,10,0.072992700729927,0.1238110083169416,16.962108139421,0.1086383526648085,0.02306826876708265,3,0.0967741935483871,0.1921895476861177,5.95787597826965,0.2108478086893157,0.05988164294191612,0.02379518168699517,0.02290615859899195,101.0581366246685,0.001381365833598599
CAF,ADAM15,ITGA5,ETC,10,0.072992700729927,0.1238110083169416,16.962108139421,0.1086383526648085,0.02306826876708265,18,0.01347305389221557,0.02088915568539275,27.90791199568472,0.02291712923341857,0.2804978867427465,0.00258630742829805,0.00248967916772512,473.3770212162487,0.006470600639980385
CAF,ADAM15,ITGA5,TAM,10,0.072992700729927,0.1238110083169416,16.962108139421,0.1086383526648085,0.02306826876708265,15,0.2307692307692308,0.4174508159357995,27.13430303582696,0.4579780265645942,0.272722468845524,0.05168500644374133,0.04975397836265743,460.2549823815164,0.006291235210150872
DC,ADAM15,ITGA5,CAF,2,0.06451612903225806,0.1324656950386581,4.1064365461984,0.116232434330555,0.005584705694837579,22,0.1605839416058394,0.2809788756853508,38.49410596889307,0.3082570355126715,0.3868980014698133,0.0372200620588407,0.03582946563715815,158.0736035638965,0.002160711472129745
DC,ADAM15,ITGA5,DC,2,0.06451612903225806,0.1324656950386581,4.1064365461984,0.116232434330555,0.005584705694837579,3,0.0967741935483871,0.1921895476861177,5.95787597826965,0.2108478086893157,0.05988164294191612,0.0254585220134069,0.02450735407722231,24.46563965488403,0.0003344213523539495
DC,ADAM15,ITGA5,ETC,2,0.06451612903225806,0.1324656950386581,4.1064365461984,0.116232434330555,0.005584705694837579,18,0.01347305389221557,0.02088915568539275,27.90791199568472,0.02291712923341857,0.2804978867427465,0.002767096526636287,0.002663713718668166,114.6020697471685,0.001566498145482123
DC,ADAM15,ITGA5,TAM,2,0.06451612903225806,0.1324656950386581,4.1064365461984,0.116232434330555,0.005584705694837579,15,0.2307692307692308,0.4174508159357995,27.13430303582696,0.4579780265645942,0.272722468845524,0.0552979124773906,0.05323190089750637,111.425293641942,0.001523074724871762
ETC,ADAM15,ITGA5,CAF,458,0.342814371257485,0.5167677780470328,690.4017514708353,0.4534394871703912,0.9389383105735508,22,0.1605839416058394,0.2809788756853508,38.49410596889307,0.3082570355126715,0.3868980014698133,0.1452008292660722,0.1397759120995308,26576.39818222771,0.3632733558643497
ETC,ADAM15,ITGA5,DC,458,0.342814371257485,0.5167677780470328,690.4017514708353,0.4534394871703912,0.9389383105735508,3,0.0967741935483871,0.1921895476861177,5.95787597826965,0.2108478086893157,0.05988164294191612,0.09931736552161931,0.09560672224308406,4113.328010443382,0.05622516865825131
ETC,ADAM15,ITGA5,ETC,458,0.342814371257485,0.5167677780470328,690.4017514708353,0.4534394871703912,0.9389383105735508,18,0.01347305389221557,0.02088915568539275,27.90791199568472,0.02291712923341857,0.2804978867427465,0.01079484256881895,0.0103915313270189,19267.67132171467,0.2633702118976856
ETC,ADAM15,ITGA5,TAM,458,0.342814371257485,0.5167677780470328,690.4017514708353,0.4534394871703912,0.9389383105735508,15,0.2307692307692308,0.4174508159357995,27.13430303582696,0.4579780265645942,0.272722468845524,0.215725130595064,0.2076653215007574,18733.57034087534,0.2560695741532642
TAM,ADAM15,ITGA5,CAF,13,0.2,0.3666175742154845,23.83014232400649,0.3216897258342453,0.03240871496452905,22,0.1605839416058394,0.2809788756853508,38.49410596889307,0.3082570355126715,0.3868980014698133,0.1030117938095575,0.09916312124054853,917.3200238741094,0.01253886704998112
