Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
CAF,VCAM1,ITGA9,DC,403.0,0.286628733997155,0.4839551343234452,0.4700419415479131,3.0,0.021428571428571432,0.04000541378713743,0.09682284420774424,0.0193608254030191,0.04551079767759921
ETC,FN1,ITGA2,DC,653.0,0.2063843236409608,0.3285347065579427,0.0680500041279891,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.01930391652640607,0.003122988022541622
DC,CD52,SIGLEC10,Endo,99.0,0.7071428571428572,1.3477026940112171,0.2698753875662753,1.0,0.012048192771084341,0.014318941969964218,0.02514397731247367,0.01929767666831106,0.006785740622161465
TIL,COL1A2,GP6,TIL,11.0,0.1594202898550725,0.4181438408319517,0.08743779172459606,1.0,0.01449275362318841,0.04611581754297798,0.4312099313101923,0.01928304507052631,0.037704044163477966
TIL,PTMA,VIPR1,CAF,67.0,0.9710144927536232,2.3970496643521133,0.1738976391759643,8.0,0.005689900426742532,0.008040245831734695,0.048516724184964964,0.01927286857226813,0.008436943796316817
DC,IL18,IL18RAP,TIL,62.0,0.4428571428571428,0.7840613992568461,0.3652879903054196,1.0,0.01449275362318841,0.024580412996224783,0.5355735198679265,0.019272553008131167,0.1956385747333546
DC,MATN1,ITGB1,CAF,1.0,0.0071428571428571435,0.01230794059395121,0.5566899858018294,1237.0,0.8798008534850641,1.56392121529123,0.2347844485480401,0.01924864941142445,0.1307021513286988
CAF,WNT5A,LRP5,DC,240.0,0.1706970128022759,0.2862006965963874,0.5425033612229256,5.0,0.03571428571428571,0.06700305711629327,0.07353362633414161,0.01917632162077066,0.03989223944918247
ETC,MDK,PTPRZ1,Endo,2589.0,0.81826801517067,1.290960790616271,0.2772916391460172,1.0,0.012048192771084341,0.014846445808606019,0.1945302566473971,0.019166179418919658,0.05394161372925214
TIL,FN1,ITGB6,Endo,8.0,0.1159420289855072,0.2960877590390958,0.06132920760779328,4.0,0.04819277108433735,0.06459447494354409,0.07115284448000879,0.01912563333234099,0.004363747570999487
Endo,ICOSLG,CD28,TIL,7.0,0.08433734939759037,0.1113502420629374,0.1204023701160326,5.0,0.07246376811594203,0.1717272602803843,0.6572705762338978,0.01912187200102585,0.07913693518609181
DC,HLA-F,KIR3DL1,TIL,43.0,0.3071428571428572,0.5511578281354189,0.1351324476135107,1.0,0.01449275362318841,0.034647161036837834,1.0,0.01909605402812165,0.1351324476135107
TAM,SERPINF1,PLXDC2,TIL,140.0,0.2616822429906542,0.4731515777899368,0.1338873932285901,1.0,0.01449275362318841,0.04027790929631449,0.0138882017457033,0.01905755633363116,0.0018594551283649691
Endo,LTF,LRP11,CAF,5.0,0.060240963855421686,0.0917056628147253,0.7390646005765676,175.0,0.1244665718349929,0.2074741640209723,0.25841384812490503,0.019026555728474292,0.1909845274478867
ETC,BMP4,BMPR1A,DC,956.0,0.30214917825537296,0.4259853540379417,0.128347892921465,4.0,0.028571428571428567,0.04458255949911807,0.08478324049131228,0.01899151739214941,0.01088175027211377
DC,ENAM,CD63,TIL,2.0,0.01428571428571429,0.028081702394236432,0.5701774065724303,20.0,0.2898550724637681,0.6752891455614087,0.07661130160241372,0.018963268815713683,0.04368203326180253
CAF,ANXA2,ROBO4,DC,1201.0,0.8541963015647226,1.511479921830396,0.1380334117982158,1.0,0.0071428571428571435,0.012531596647961,0.014656846834732609,0.01894125672187015,0.0020231345748020213
ETC,GNAI2,FPR1,Endo,1461.0,0.4617572692793931,0.659556502356359,0.07913858587953755,1.0,0.012048192771084341,0.028673604535284218,0.02274017930511829,0.01891186231724149,0.001799625632854186
TIL,TGFB3,TGFBR1,TAM,1.0,0.01449275362318841,0.0387146900572287,0.04855308273828247,143.0,0.2672897196261682,0.487966755618651,0.3042907576351309,0.01889148170200753,0.014774254331953169
TAM,FN1,MAG,DC,371.0,0.6934579439252336,1.332433777594053,0.2759894837763688,1.0,0.0071428571428571435,0.014177017405431069,0.5175608574426154,0.01888993685653516,0.1428413538684422
TIL,COL1A1,ITGA2,DC,9.0,0.1304347826086956,0.32098749022363504,0.04597617065767949,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.01886046007807339,0.002109963579373342
Endo,CDH1,ITGB7,TIL,6.0,0.07228915662650602,0.0923871331328576,0.064119296437892,7.0,0.1014492753623188,0.2040719864913574,0.2770045583667263,0.01885362578466375,0.01776133739256348
Endo,TGFB2,ACVR1,CAF,4.0,0.04819277108433735,0.06414562956058578,0.2206691642773928,256.0,0.18207681365576103,0.2938806262169223,0.29394823785757107,0.01885115778434367,0.06486531198884248
Endo,CXCL17,GPR35,TAM,7.0,0.08433734939759037,0.1251042444200735,0.1246126228835857,43.0,0.08037383177570094,0.1499787599784899,0.1888518145238787,0.018762979446168542,0.02353331994414496
DC,AREG,ERBB3,Endo,32.0,0.2285714285714286,0.4256146136769467,0.3433007817327876,3.0,0.03614457831325301,0.04400886601040964,0.03334671903094952,0.01873081650538101,0.0114479547115486
DC,CD28,CD86,TAM,2.0,0.01428571428571429,0.02224068938666385,0.08512422957860148,245.0,0.4579439252336449,0.8415949962000668,0.4689207857460496,0.018717652899856232,0.03991652062002492
TAM,CD86,CD28,DC,245.0,0.4579439252336449,0.8415949962000668,0.4689207857460496,2.0,0.01428571428571429,0.02224068938666385,0.08512422957860148,0.018717652899856232,0.03991652062002492
TIL,RTN4,RTN4RL1,Endo,14.0,0.2028985507246377,0.5077985199301939,0.06893596815124371,2.0,0.024096385542168683,0.03685751255685313,0.8075611474234452,0.01871619032467856,0.05567000953896445
TAM,COL1A2,ITGA11,Endo,212.0,0.3962616822429906,0.7787960583403424,0.1628535467833579,2.0,0.024096385542168683,0.024017887166160733,0.051150956552593566,0.01870503585466907,0.008330114695951305
TAM,COL1A1,ITGA11,Endo,214.0,0.4,0.7779375967935374,0.111426746526121,2.0,0.024096385542168683,0.024017887166160733,0.051150956552593566,0.018684417422101432,0.005699584670354473
DC,ICAM5,ITGB2,DC,1.0,0.0071428571428571435,0.014104024300556791,0.1851415631685353,101.0,0.7214285714285714,1.324077634072661,0.3420184989811362,0.01867482312678455,0.06332183953392366
CAF,MDK,PTPRZ1,Endo,1013.0,0.7204836415362731,1.256859191722405,0.2699667937103427,1.0,0.012048192771084341,0.014846445808606019,0.1945302566473971,0.01865989187895505,0.05251670966674787
CAF,MICA,KLRK1,TIL,220.0,0.1564722617354196,0.2637584874018347,0.2592698960910982,2.0,0.028985507246376812,0.07052591573410798,0.9937548246954636,0.018601808856657583,0.2576507101388203
ETC,SPP1,ITGA9,DC,967.0,0.3056257901390645,0.4647727305497615,0.1203171114713197,3.0,0.021428571428571432,0.04000541378713743,0.09682284420774424,0.01859342540262094,0.01164944493951338
TIL,GPC3,CD81,ETC,1.0,0.01449275362318841,0.039539924868185514,0.06204607342188925,1019.0,0.3220606826801517,0.4692052122505212,0.0892422597284795,0.01855233884014664,0.005537131799448549
Endo,LTA,LTBR,TAM,2.0,0.024096385542168683,0.043735040149035315,0.81525782247228,125.0,0.2336448598130841,0.4240703284277904,0.1708561847893049,0.018546732839804,0.1392918411672502
CAF,FN1,ITGB7,Endo,1279.0,0.9096728307254623,1.6526678933078158,0.3423201711017919,1.0,0.012048192771084341,0.01121573509460912,0.015224087343178618,0.01853588529070619,0.005211512184185529
DC,IL7,IL7R,DC,2.0,0.01428571428571429,0.02644938874190057,0.1031196818735577,55.0,0.3928571428571428,0.6980069526113208,0.2276642295614857,0.0184618572341662,0.02347666292636902
ETC,IL18,IL18RAP,TIL,1615.0,0.5104298356510746,0.7492728562909671,0.3490802839220872,1.0,0.01449275362318841,0.024580412996224783,0.5355735198679265,0.01841743625449295,0.1869581563766474
DC,COL1A1,ITGA2,DC,23.0,0.1642857142857143,0.3132459793331108,0.04486732674104258,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.01840558734458157,0.002059075907654584
TAM,GPC3,CD81,TAM,4.0,0.007476635514018692,0.01370186282381245,0.02150097122382153,382.0,0.7140186915887851,1.339463029905257,0.2547642363948788,0.01835313869333002,0.005477678515585154
CAF,GNAI2,ADORA1,DC,601.0,0.4274537695590327,0.7088958676344296,0.08505869671515294,2.0,0.01428571428571429,0.02586398897427307,0.3922116744892104,0.018334874904404632,0.033361013868520036
CAF,TFPI,VLDLR,DC,606.0,0.4310099573257468,0.7231958793996464,0.3280565072128286,2.0,0.01428571428571429,0.02535070742370479,0.1090012715829416,0.01833352714868933,0.03575857643725678
TAM,GNAI2,EDNRA,ETC,402.0,0.7514018691588785,1.408125618552551,0.1689575795172563,27.0,0.008533501896333754,0.013018783764689191,0.01461956120569911,0.018332082941454858,0.002470085674919303
Endo,PLA2G2A,ITGA5,Endo,1.0,0.012048192771084341,0.015506073054078919,0.1061159718878436,60.0,0.7228915662650602,1.1820968601403339,0.4809201196231258,0.01832968027033333,0.051033305894226014
DC,CD44,SELE,TAM,111.0,0.7928571428571428,1.4952764658122017,0.21156938004061698,3.0,0.005607476635514018,0.01224365177574727,0.065980864388241,0.018307644355874668,0.01395953057316417
TAM,SELE,CD44,DC,3.0,0.005607476635514018,0.01224365177574727,0.065980864388241,111.0,0.7928571428571428,1.4952764658122017,0.21156938004061698,0.018307644355874668,0.01395953057316417
TAM,ALCAM,CHL1,TIL,189.0,0.3532710280373832,0.6362046874852848,0.3467661149349378,1.0,0.01449275362318841,0.02874927876044478,0.3312236129462412,0.018290425909216108,0.1148571254360816
TAM,CD52,SIGLEC10,Endo,353.0,0.6598130841121496,1.2771213085306532,0.2557415738949246,1.0,0.012048192771084341,0.014318941969964218,0.02514397731247367,0.01828702590545518,0.006430360331870293
ETC,GNAS,PTGDR,DC,2575.0,0.8138432364096081,1.25687450109424,0.1293442408062738,1.0,0.0071428571428571435,0.01454915662329314,0.1441800067524228,0.01828646397224353,0.01864885351283556
TIL,GNAI2,FPR1,Endo,19.0,0.2753623188405797,0.6365320657222697,0.07637593954160432,1.0,0.012048192771084341,0.028673604535284218,0.02274017930511829,0.0182516687265479,0.001736802559772956
Endo,PLA2G2A,ITGB1,TAM,1.0,0.012048192771084341,0.015506073054078919,0.1061159718878436,338.0,0.6317757009345795,1.1769723616225471,0.176693559866042,0.01825021942195101,0.01875000883150793
DC,ANXA2,ROBO4,DC,109.0,0.7785714285714286,1.4526454524325703,0.1326604508841965,1.0,0.0071428571428571435,0.012531596647961,0.014656846834732609,0.018203966882379782,0.001944383909636235
TAM,MMP9,EPHB2,DC,147.0,0.2747663551401869,0.5169042001160247,0.5260487615426164,3.0,0.021428571428571432,0.03519316840936065,0.1852861212123556,0.01819149656618911,0.09746953459479477
DC,DCN,EGFR,DC,38.0,0.2714285714285714,0.4979350435107344,0.1110791252229306,3.0,0.021428571428571432,0.03645539434174793,0.06717852581037619,0.01815241836775924,0.007462131880782655
DC,SLIT2,APP,Endo,1.0,0.0071428571428571435,0.012381387523334859,0.02176507954051216,75.0,0.9036144578313252,1.46459043369347,0.2777998337358062,0.018133661722527908,0.006046335477600877
TAM,PSAP,GPR37,ETC,525.0,0.9813084112149532,1.9032089095764249,0.2415466871014343,22.0,0.0069532237673830604,0.009522825228713592,0.694328557148556,0.01812392581962687,0.1677127627391526
TAM,F13A1,ITGA9,DC,131.0,0.2448598130841121,0.4514856851509765,0.3759073839720727,3.0,0.021428571428571432,0.04000541378713743,0.09682284420774424,0.01806187165343406,0.036396422074868685
DC,F8,LRP1,ETC,5.0,0.03571428571428571,0.062302055408001,0.1343964299645887,626.0,0.1978508217446271,0.2894290451193055,0.1037837839438607,0.01803202440570779,0.01394817005027107
DC,BMP2,ENG,TAM,2.0,0.01428571428571429,0.02777666748822871,0.02854467333210631,190.0,0.3551401869158878,0.6489168055781276,0.2005472257434003,0.01802474633606721,0.005724555046505543
DC,BMP7,ENG,Endo,1.0,0.0071428571428571435,0.014104024300556791,0.1075198789765231,66.0,0.7951807228915663,1.27792996165323,0.39494324434331396,0.01802395523356675,0.04246424983438851
CAF,RTN4,RTN4R,Endo,1179.0,0.8385490753911806,1.471453553271915,0.1997565398542937,1.0,0.012048192771084341,0.01224905425036265,0.0796170201549887,0.01802391440091657,0.0159040204596701
Endo,LTF,LRP11,Endo,5.0,0.060240963855421686,0.0917056628147253,0.7390646005765676,11.0,0.1325301204819277,0.1965035755150589,0.2447497275565177,0.0180204906380719,0.1808858596377815
ETC,HLA-E,KLRC1,Endo,2621.0,0.8283817951959545,1.2918579683475822,0.1106679159819653,1.0,0.012048192771084341,0.013940409399112409,0.06106491890227358,0.0180090289642709,0.0067579273145223365
ETC,HLA-E,KLRC2,Endo,2621.0,0.8283817951959545,1.2918579683475822,0.1106679159819653,1.0,0.012048192771084341,0.013940409399112409,0.2202071009769888,0.0180090289642709,0.02436986094955354
ETC,GAS6,TYRO3,DC,1023.0,0.3233249051833123,0.4755250768016065,0.1751324073761249,3.0,0.021428571428571432,0.03786336442761079,0.1619783098966597,0.01800497927740684,0.028367651354918012
Endo,SEMA4G,PLXNB2,Endo,2.0,0.024096385542168683,0.0325066950111394,0.1116848541454938,32.0,0.3855421686746988,0.5533522983030206,0.2377221713677547,0.01798765439464932,0.02654996603635775
TAM,INHBA,TGFBR3,DC,248.0,0.4635514018691589,0.9008486337780236,0.3483832042830191,2.0,0.01428571428571429,0.01993834375370986,0.015580066501735568,0.01796142973032612,0.005427833490817167
TAM,APP,FPR2,DC,208.0,0.3887850467289721,0.7162725332631278,0.1358607745021412,2.0,0.01428571428571429,0.02505670321890272,0.08909745525679069,0.017947428289825818,0.01210484927735745
DC,IL7,IL7R,TAM,2.0,0.01428571428571429,0.02644938874190057,0.1031196818735577,196.0,0.3663551401869159,0.6769883359451893,0.2208087288363981,0.017905927671146692,0.02276972587251405
DC,CHAD,ITGB1,CAF,1.0,0.0071428571428571435,0.01144822561772164,0.4290514305427821,1237.0,0.8798008534850641,1.56392121529123,0.2347844485480401,0.01790412292099542,0.1007346035187348
DC,FGF2,SDC2,TAM,2.0,0.01428571428571429,0.0243903313215655,0.09937785624558672,206.0,0.3850467289719626,0.7330941063280553,0.3056722257917922,0.017880408143228242,0.03037705051300525
CAF,GREM1,KDR,DC,491.0,0.3492176386913229,0.6104944660317488,0.7600850158113135,2.0,0.01428571428571429,0.0292023538923565,0.03282873136296734,0.01782787544638434,0.024952626797086392
DC,PLA2G2A,ITGAV,Endo,2.0,0.01428571428571429,0.02438483117518786,0.1668778452449872,38.0,0.4578313253012048,0.7302575417282929,0.2351143685056721,0.01780720686945212,0.03923537920236245
TIL,CGN,F11R,TAM,2.0,0.028985507246376812,0.06271295085463015,0.08308803629056825,84.0,0.1570093457943925,0.2828356237953132,0.1568696940709218,0.01773745657501414,0.013033994833855091
CAF,GNAS,PTGDR,DC,987.0,0.7019914651493598,1.216772731860637,0.1252173905185219,1.0,0.0071428571428571435,0.01454915662329314,0.1441800067524228,0.01770301705079268,0.01805384421048125
CAF,AZGP1,ITGAV,TAM,27.0,0.01920341394025605,0.0294646867910761,0.04496059536893146,173.0,0.3233644859813084,0.599684734170333,0.1930750310955495,0.01766952286571859,0.00868076834893086
Endo,FGF18,FGFR1,TAM,9.0,0.108433734939759,0.1628177370725067,0.2787712611222291,34.0,0.06355140186915888,0.10844091739711902,0.06064841900664755,0.01765610477666555,0.0169070362515525
Endo,CDH1,EGFR,CAF,6.0,0.07228915662650602,0.0923871331328576,0.064119296437892,166.0,0.1180654338549075,0.1910947896886429,0.3521417472811621,0.01765469977596008,0.02257908108207808
DC,FGF7,NRP1,CAF,3.0,0.021428571428571432,0.033849317813495865,0.029070862820357483,436.0,0.310099573257468,0.5194124169876566,0.222385818824072,0.01758175597889122,0.00646494763222747
DC,VTN,ITGA5,TAM,3.0,0.021428571428571432,0.03659514020347621,0.4234041712802577,133.0,0.2485981308411215,0.4786011372416121,0.1947123995800779,0.01751447571889996,0.08244204218219328
TAM,GNAS,PTGDR,DC,342.0,0.6392523364485981,1.199074675930453,0.12339609363801099,1.0,0.0071428571428571435,0.01454915662329314,0.1441800067524228,0.01744552526313663,0.017791249613951017
TIL,FN1,ITGA2,DC,8.0,0.1159420289855072,0.2960877590390958,0.06132920760779328,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.01739741120463109,0.002814553551398391
Endo,CCL19,CCR10,Endo,6.0,0.07228915662650602,0.1003235612917346,0.2434631260656319,11.0,0.1325301204819277,0.1732725506423455,0.5117469961398039,0.01738331935454254,0.1245915234348935
DC,SIRPB2,CD47,Endo,3.0,0.021428571428571432,0.03667577622507121,0.4537593185146072,29.0,0.3493975903614458,0.473941225432031,0.06433978186173668,0.0173821623277812,0.02919477557096012
Endo,CHAD,ITGB1,Endo,1.0,0.012048192771084341,0.012436585892648191,0.4660927506572687,72.0,0.8674698795180723,1.396697949948097,0.2096799728531574,0.017370154020615158,0.0977303153048696
DC,FGF2,SDC1,CAF,2.0,0.01428571428571429,0.0243903313215655,0.09937785624558672,556.0,0.39544807965860607,0.7114298855022154,0.3637849575580114,0.01735201061946244,0.03615216921650693
Endo,TNF,TNFRSF1A,Endo,1.0,0.012048192771084341,0.017010600291043367,0.02241386528160132,54.0,0.6506024096385542,1.019647759980766,0.2786450105916041,0.01734482048269054,0.0062455117287905865
DC,F13A1,ITGA9,DC,34.0,0.2428571428571429,0.433330409446634,0.3607912852345702,3.0,0.021428571428571432,0.04000541378713743,0.09682284420774424,0.01733556233646228,0.0349328384017786
TAM,IL1RN,IL1R2,Endo,289.0,0.5401869158878505,1.042439916866621,0.5101174024729361,1.0,0.012048192771084341,0.01660897222786759,0.0360732162879193,0.01731385562845831,0.0184015753916378
DC,HSP90AA1,CFTR,TAM,140.0,1.0,1.931407211796181,0.1752332300040904,3.0,0.005607476635514018,0.008963634187798148,0.030016641292407862,0.01731242771421615,0.005259913007542786
DC,PLA2G2A,ITGAV,ETC,2.0,0.01428571428571429,0.02438483117518786,0.1668778452449872,1521.0,0.4807206068268015,0.7098167540707018,0.2285332343067716,0.0173087617133339,0.038137133707981836
Endo,JAG1,NOTCH3,DC,34.0,0.4096385542168675,0.5728285571949956,0.3517564798892133,2.0,0.01428571428571429,0.030155068666408862,0.03093887423562536,0.017273684476295008,0.01088294949285865
CAF,WNT2,FZD3,Endo,222.0,0.1578947368421053,0.2523676687277872,0.9342151051947768,4.0,0.04819277108433735,0.06841296243988146,0.2530640360399949,0.01726521984171455,0.2364162450501186
DC,GNAS,PTGDR,DC,91.0,0.65,1.1823517233929757,0.1216751440936324,1.0,0.0071428571428571435,0.01454915662329314,0.1441800067524228,0.017202220407464983,0.017543123097021933
DC,MATN1,ITGB1,Endo,1.0,0.0071428571428571435,0.01230794059395121,0.5566899858018294,72.0,0.8674698795180723,1.396697949948097,0.2096799728531574,0.01719047539565463,0.1167267411105522
Endo,CEACAM5,CD1D,DC,4.0,0.04819277108433735,0.07208905073504222,0.07772191614166461,19.0,0.1357142857142857,0.2383704530117983,0.5987442642668562,0.01718389968090253,0.04653555149765128
CAF,HLA-F,KIR3DL1,TIL,412.0,0.2930298719772404,0.4953426689914469,0.1214477303074373,1.0,0.01449275362318841,0.034647161036837834,1.0,0.01716221722096371,0.1214477303074373
DC,CGN,F11R,TAM,5.0,0.03571428571428571,0.06047158992225115,0.08011846978234488,84.0,0.1570093457943925,0.2828356237953132,0.1568696940709218,0.017103519857554282,0.01256815984418683
CAF,SPINK1,EGFR,DC,404.0,0.2873399715504978,0.4689495502893729,0.1195107421064809,3.0,0.021428571428571432,0.03645539434174793,0.06717852581037619,0.01709574078218444,0.008028555473217439
Endo,GNAI2,EDNRA,ETC,69.0,0.8313253012048193,1.312958070496229,0.1575386561226826,27.0,0.008533501896333754,0.013018783764689191,0.01461956120569911,0.01709311721189395,0.002303146025449144
Endo,LTA,TNFRSF1B,Endo,2.0,0.024096385542168683,0.043735040149035315,0.81525782247228,21.0,0.2530120481927711,0.3903678179381269,0.1348449975519579,0.01707275219041529,0.1099334390754891
ETC,GNAI2,ADORA1,DC,1461.0,0.4617572692793931,0.659556502356359,0.07913858587953755,2.0,0.01428571428571429,0.02586398897427307,0.3922116744892104,0.01705876210485498,0.031039077284521613
DC,C4BPA,LRP1,TAM,2.0,0.01428571428571429,0.021029568258529,0.1852368208157834,230.0,0.4299065420560748,0.8088034722888814,0.2900216347895299,0.01700878782823429,0.053722685596208714
Endo,FGF22,FGFR1,Endo,2.0,0.024096385542168683,0.028636174330357717,0.2330775887310492,33.0,0.3975903614457831,0.5939377183638468,0.3321752016839705,0.017008104044442033,0.07742259504474977
DC,IL2,CD53,TIL,1.0,0.0071428571428571435,0.014177017405431069,0.1585125391244455,34.0,0.4927536231884058,1.1991681600392858,0.3012672463547025,0.01700062787691571,0.04775463617471375
Endo,ANXA2,ROBO4,DC,70.0,0.8433734939759037,1.356112927212205,0.1238447771771134,1.0,0.0071428571428571435,0.012531596647961,0.014656846834732609,0.01699426021290905,0.001815173930366539
Endo,GNAS,VIPR1,Endo,70.0,0.8433734939759037,1.360311733331804,0.1399889076073125,1.0,0.012048192771084341,0.01245062173644892,0.07512996410313663,0.01693672683536746,0.0105173616033747
CAF,SEMA3E,PLXND1,Endo,14.0,0.009957325746799429,0.01656458939689905,0.1916806835000005,52.0,0.6265060240963856,1.0223317378420558,0.5056318652780514,0.0169345054647719,0.09691986153587707
DC,IL2,CD53,DC,1.0,0.0071428571428571435,0.014177017405431069,0.1585125391244455,93.0,0.6642857142857143,1.194056696272124,0.2999830923341986,0.016928162566121417,0.04755108166029681
CAF,PROS1,TYRO3,DC,381.0,0.2709815078236131,0.4468689915855449,0.3038883971464243,3.0,0.021428571428571432,0.03786336442761079,0.1619783098966597,0.01691996347980243,0.04922332896698271
TAM,LAMA2,RPSA,TAM,3.0,0.005607476635514018,0.010565927216030991,0.02603730291711069,453.0,0.8467289719626169,1.5998166502639262,0.1240244208462574,0.01690354628568315,0.003229261414693222
DC,IL7,IL2RG,ETC,2.0,0.01428571428571429,0.02644938874190057,0.1031196818735577,1361.0,0.4301517067003793,0.6379181381869037,0.2305917580928597,0.016872544822414858,0.02377854873720007
TAM,HSP90AA1,CFTR,TAM,519.0,0.9700934579439252,1.8814041216163089,0.1706965362665455,3.0,0.005607476635514018,0.008963634187798148,0.030016641292407862,0.01686421830558429,0.005123736698969386
Endo,AGRN,LRP4,ETC,41.0,0.4939759036144578,0.7477450548418025,0.3155362300547548,47.0,0.01485461441213654,0.022525020507199508,0.3992761320770633,0.01684297269446863,0.1259860854664409
Endo,TFPI,VLDLR,DC,37.0,0.4457831325301205,0.6643425060786964,0.3013594080736698,2.0,0.01428571428571429,0.02535070742370479,0.1090012715829416,0.01684155250073185,0.032848558683512614
TIL,IL2,IL2RB,TIL,2.0,0.028985507246376812,0.0749800821838558,0.8383486364465808,7.0,0.1014492753623188,0.2245051186918806,0.7700911436081659,0.01683341225021351,0.6456048601834941
CAF,HLA-E,KLRC2,Endo,985.0,0.7005689900426743,1.2055314627277558,0.1032726955281475,1.0,0.012048192771084341,0.013940409399112409,0.2202071009769888,0.01680560213393575,0.022741380892332592
CAF,HLA-E,KLRC1,Endo,985.0,0.7005689900426743,1.2055314627277558,0.1032726955281475,1.0,0.012048192771084341,0.013940409399112409,0.06106491890227358,0.01680560213393575,0.006306338777245517
ETC,EFNB2,EPHB2,DC,1059.0,0.3347029077117573,0.4771482944858066,0.2796819689564007,3.0,0.021428571428571432,0.03519316840936065,0.1852861212123556,0.0167923602840782,0.05182118720096593
DC,FGF2,CD44,CAF,2.0,0.01428571428571429,0.0243903313215655,0.09937785624558672,572.0,0.406827880512091,0.6874453147472912,0.09726788482149357,0.01676701899214431,0.009666273875102674
ETC,SHH,BOC,Endo,480.0,0.1517067003792668,0.2109863080274177,0.8470273464757924,6.0,0.07228915662650602,0.07929264568398887,0.1474331655094178,0.016729662566590968,0.1248799229639685
CAF,BSG,SELE,TAM,1106.0,0.7866287339971549,1.359784654950414,0.1502884981155723,3.0,0.005607476635514018,0.01224365177574727,0.065980864388241,0.01664872980521752,0.009916165013275987
DC,LRPAP1,VLDLR,DC,53.0,0.3785714285714286,0.6558733218093455,0.14510389459156303,2.0,0.01428571428571429,0.02535070742370479,0.1090012715829416,0.01662685268820209,0.01581650902211749
TAM,LAMA2,RPSA,CAF,3.0,0.005607476635514018,0.010565927216030991,0.02603730291711069,1254.0,0.8918918918918919,1.5735731350555342,0.12198991472072501,0.01662625921409847,0.003176288362416016
DC,IL1A,IL1RAP,DC,4.0,0.028571428571428567,0.04635175692054699,0.11695181611105901,28.0,0.2,0.3585842051998278,0.2649215622774295,0.01662100791496996,0.0309830578353244
TAM,FN1,MAG,Endo,371.0,0.6934579439252336,1.332433777594053,0.2759894837763688,1.0,0.012048192771084341,0.01245062173644892,0.4545352719353756,0.01658962895369125,0.1254469550595957
TIL,CGN,F11R,DC,2.0,0.028985507246376812,0.06271295085463015,0.08308803629056825,21.0,0.15,0.2641259033121895,0.1464926839582773,0.01656411479385214,0.012171789441028091
CAF,CLEC2B,KLRF1,DC,605.0,0.43029871977240397,0.7215004946000451,0.1625486917475107,2.0,0.01428571428571429,0.02291766557058329,0.1098699766238613,0.016535107044254267,0.01785922096253825
DC,KLRF1,CLEC2B,CAF,2.0,0.01428571428571429,0.02291766557058329,0.1098699766238613,605.0,0.43029871977240397,0.7215004946000451,0.1625486917475107,0.016535107044254267,0.01785922096253825
DC,EFNB3,RHBDL2,ETC,4.0,0.028571428571428567,0.05068700551984821,0.4559104077562887,726.0,0.22945638432364102,0.3260301697118677,0.7212579152687598,0.01652549301182249,0.328828990247631
TAM,LAMA2,ITGB1,CAF,3.0,0.005607476635514018,0.010565927216030991,0.02603730291711069,1237.0,0.8798008534850641,1.56392121529123,0.2347844485480401,0.01652427773237387,0.006113153807072108
TAM,GNAI2,CCR5,Endo,402.0,0.7514018691588785,1.408125618552551,0.1689575795172563,1.0,0.012048192771084341,0.01172389495056712,0.03887702340874261,0.01650871682911245,0.0065685677739768635
Endo,RTN4,RTN4R,Endo,69.0,0.8313253012048193,1.3441129340179827,0.1824694692372792,1.0,0.012048192771084341,0.01224905425036265,0.0796170201549887,0.01646411224740038,0.01452767540993455
TIL,GNAI2,ADORA1,DC,19.0,0.2753623188405797,0.6365320657222697,0.07637593954160432,2.0,0.01428571428571429,0.02586398897427307,0.3922116744892104,0.01646325832961205,0.029955535138299332
CAF,FN1,ITGA2B,CAF,1279.0,0.9096728307254623,1.6526678933078158,0.3423201711017919,9.0,0.006401137980085347,0.009898123622945594,0.1438028698020111,0.01635831111563382,0.04922662299555315
TIL,IL2,IL2RA,TIL,2.0,0.028985507246376812,0.0749800821838558,0.8383486364465808,6.0,0.08695652173913042,0.217340263440909,0.568482963411935,0.01629619081466022,0.4765869172195072
DC,GPC3,CD81,Endo,1.0,0.0071428571428571435,0.011345260205314279,0.01780298900506413,72.0,0.8674698795180723,1.430786654724451,0.2721338785741929,0.016232646896140058,0.004844796448161813
CAF,CGN,F11R,ETC,20.0,0.014224751066856332,0.02161758809333882,0.02864102102574367,1614.0,0.5101137800252844,0.7495743183256219,0.4157379202142376,0.01620398885890852,0.011907158514054921
Endo,FCN2,LRP1,TAM,1.0,0.012048192771084341,0.019982553774048683,1.0,230.0,0.4299065420560748,0.8088034722888814,0.2900216347895299,0.01616195887764986,0.2900216347895299
ETC,EFNB2,EPHB4,DC,1059.0,0.3347029077117573,0.4771482944858066,0.2796819689564007,3.0,0.021428571428571432,0.033860113103669785,0.0385762121102129,0.01615629521851255,0.010789070957864091
