Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
Endo,COMP,ITGA5,Endo,5.0,0.060240963855421686,0.09226525465043324,0.07141794484994499,60.0,0.7228915662650602,1.1820968601403339,0.4809201196231258,0.1090664678223255,0.03434632658047335
EMT,BMP4,BMPR1A,DC,1.0,1.0,2.4322278338764103,0.7328217146995429,4.0,0.028571428571428567,0.04458255949911807,0.08478324049131228,0.1084349421192061,0.06213099967462717
TAM,ARF1,CHRM3,ETC,307.0,0.5738317757009346,1.050289682957791,0.1617544529637955,235.0,0.07427307206068268,0.1023845086239766,0.7642443717096079,0.1075333931024656,0.1236199302765472
TIL,PGF,FLT1,EMT,1.0,0.01449275362318841,0.04401355286827912,0.04090014038757147,1.0,1.0,2.4322278338764103,0.6733092824699081,0.1070509883540194,0.02753844417727425
TIL,IL2,CD53,TAM,2.0,0.028985507246376812,0.0749800821838558,0.8383486364465808,404.0,0.7551401869158878,1.4269950541914609,0.3585042405761981,0.1069962064392315,0.3005515412473727
CAF,FN1,ITGB6,Endo,1279.0,0.9096728307254623,1.6526678933078158,0.3423201711017919,4.0,0.04819277108433735,0.06459447494354409,0.07115284448000879,0.1067532148242715,0.0243570538967758
ETC,BSG,SLC16A7,Endo,2678.0,0.8463969658659924,1.318569681865917,0.1457332647687387,5.0,0.060240963855421686,0.0807403905041565,0.2396317640319691,0.1064618310207955,0.03492231931467086
TAM,APOE,LRP5,DC,436.0,0.8149532710280374,1.574912145534544,0.3925471240494188,5.0,0.03571428571428571,0.06700305711629327,0.07353362633414161,0.105523928440395,0.028865413538391886
CAF,COL1A2,ITGA2,DC,1381.0,0.9822190611664297,1.795085139604259,0.3753691080379079,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.1054749254828001,0.017226644486746767
CAF,CTHRC1,FZD3,Endo,1192.0,0.8477951635846372,1.536164299236556,0.4404350718057362,4.0,0.04819277108433735,0.06841296243988146,0.2530640360399949,0.1050935505051573,0.1114582768847246
CAF,COL1A1,ITGA2,DC,1367.0,0.97226173541963,1.780910347399742,0.2550860720491993,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.1046420484684902,0.01170654958710256
TIL,HSP90AA1,CFTR,Endo,62.0,0.8985507246376812,2.2060045246681543,0.2001469684384883,3.0,0.03614457831325301,0.04736717666354615,0.1586190959108108,0.1044922060405386,0.0317471311830026
Endo,NRG2,ERBB3,ETC,5.0,0.060240963855421686,0.1032954694980771,0.85200380790273,2106.0,0.6656131479140329,1.006677816063449,0.7627872592540189,0.1039852576435729,0.649897649504111
Endo,BSG,SLC16A7,Endo,67.0,0.8072289156626506,1.276456716488302,0.1410787819469527,5.0,0.060240963855421686,0.0807403905041565,0.2396317640319691,0.1030616137509189,0.03380695738542979
CAF,INHBA,ACVR1,DC,1043.0,0.7418207681365576,1.32239664168243,0.5114075351708297,6.0,0.042857142857142864,0.07778996506155922,0.07780786180838299,0.1028691885539995,0.03979152682433768
Endo,RTN4,CNTNAP1,Endo,69.0,0.8313253012048193,1.3441129340179827,0.1824694692372792,5.0,0.060240963855421686,0.07581065980314193,0.7217493656340871,0.1018980883778402,0.1316972236695948
TAM,GNAI2,ADRA2B,TIL,402.0,0.7514018691588785,1.408125618552551,0.1689575795172563,2.0,0.028985507246376812,0.07143266785952622,0.3234422712953119,0.1005861696145543,0.05464802327161965
Endo,COMP,CD47,TIL,5.0,0.060240963855421686,0.09226525465043324,0.07141794484994499,31.0,0.4492753623188406,1.085475245886216,0.1473584419101139,0.1001516499784334,0.01052403707751034
Endo,FN1,TNFRSF11B,Endo,45.0,0.5421686746987951,0.8642942634117851,0.1790228764844246,6.0,0.07228915662650602,0.11514304485408,0.3267464416642716,0.0995174731391472,0.05849508786778815
DC,RTN4,CNTNAP1,Endo,100.0,0.7142857142857143,1.303918966523282,0.1770129545875955,5.0,0.060240963855421686,0.07581065980314193,0.7217493656340871,0.09885095718196094,0.1277589876826125
Endo,COMP,CD47,ETC,5.0,0.060240963855421686,0.09226525465043324,0.07141794484994499,2219.0,0.7013274336283186,1.0600369182830691,0.1439050676073786,0.09780457620424786,0.01027740418201137
CAF,INHBA,ACVR1B,DC,1043.0,0.7418207681365576,1.32239664168243,0.5114075351708297,6.0,0.042857142857142864,0.07384828106737562,0.1152825396370634,0.09765671887751773,0.05895635944402405
Endo,GNAS,PTGDR,TIL,70.0,0.8433734939759037,1.360311733331804,0.1399889076073125,2.0,0.028985507246376812,0.07158725178267,0.7094191582822159,0.09738097855694412,0.09931081300362654
CAF,FN1,ITGA2,DC,1279.0,0.9096728307254623,1.6526678933078158,0.3423201711017919,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.09710682744155928,0.015709944590372
Endo,FGF18,FGFR1,Endo,9.0,0.108433734939759,0.1628177370725067,0.2787712611222291,33.0,0.3975903614457831,0.5939377183638468,0.3321752016839705,0.09670359526600934,0.09260089988697123
TAM,HLA-B,KLRD1,Endo,534.0,0.9981308411214952,1.941776789883506,0.1406928315231749,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.09643258487223437,0.01531359734761795
Endo,LGALS1,PTPRC,Endo,76.0,0.9156626506024096,1.525722232138969,0.1350531968372231,4.0,0.04819277108433735,0.06278840333731711,0.014863339077623891,0.09579766289225332,0.002007341458108729
TIL,HLA-E,KLRD1,Endo,54.0,0.7826086956521741,1.905339364910042,0.1632222286964774,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.09462302823596933,0.01776579134400991
EMT,BSG,SLC16A7,DC,1.0,1.0,2.4322278338764103,0.2688189390117122,3.0,0.021428571428571432,0.03877031061557528,0.1150675376582357,0.09429822860723626,0.03093233338797715
Endo,GNAI2,ADRA2B,TIL,69.0,0.8313253012048193,1.312958070496229,0.1575386561226826,2.0,0.028985507246376812,0.07143266785952622,0.3234422712953119,0.09378809776324157,0.050954660753131584
TAM,BSG,SLC16A7,Endo,333.0,0.6224299065420561,1.1613678906806781,0.1283587334322537,5.0,0.060240963855421686,0.0807403905041565,0.2396317640319691,0.09376929701254648,0.03075882972128024
DC,HLA-B,KLRD1,Endo,137.0,0.9785714285714284,1.878161760852479,0.1360835589186028,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.09327333314044693,0.014811904802463659
DC,MMP1,ITGA2,ETC,9.0,0.06428571428571428,0.1217071910128066,0.1195389306303952,1614.0,0.5101137800252844,0.7540427480010996,0.5889439362402226,0.0917724247627914,0.07040172833941187
Endo,HSPG2,ITGA2,DC,78.0,0.9397590361445785,1.558277746206921,0.4047625645097736,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.09156068731030496,0.01857558507358473
DC,HSP90AA1,CFTR,Endo,140.0,1.0,1.931407211796181,0.1752332300040904,3.0,0.03614457831325301,0.04736717666354615,0.1586190959108108,0.0914853066103968,0.02779533651677999
ETC,HLA-E,KLRK1,TIL,2621.0,0.8283817951959545,1.2918579683475822,0.1106679159819653,2.0,0.028985507246376812,0.07052591573410798,0.9937548246954636,0.09110946621611753,0.1099767754460702
ETC,GNAS,PTGDR,TIL,2575.0,0.8138432364096081,1.25687450109424,0.1293442408062738,2.0,0.028985507246376812,0.07158725178267,0.7094191582822159,0.08997619136905112,0.09175928244143904
TIL,IL2,CD53,TIL,2.0,0.028985507246376812,0.0749800821838558,0.8383486364465808,34.0,0.4927536231884058,1.1991681600392858,0.3012672463547025,0.0899137271920088,0.252566985187481
TIL,IL2,CD53,DC,2.0,0.028985507246376812,0.0749800821838558,0.8383486364465808,93.0,0.6642857142857143,1.194056696272124,0.2999830923341986,0.08953046921866717,0.2514904164154041
DC,SIRPB2,CD47,EMT,3.0,0.021428571428571432,0.03667577622507121,0.4537593185146072,1.0,1.0,2.4322278338764103,0.3301865291988511,0.0892038437636409,0.1498252144719741
TAM,HSP90AA1,CFTR,Endo,519.0,0.9700934579439252,1.8814041216163089,0.1706965362665455,3.0,0.03614457831325301,0.04736717666354615,0.1586190959108108,0.08911680140412356,0.02707573025770638
CAF,HLA-B,KLRD1,Endo,1380.0,0.9815078236130867,1.788099154412041,0.1295580081032474,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.08880064092132567,0.01410163650680204
EMT,EFEMP1,EGFR,DC,1.0,1.0,2.4322278338764103,0.6921868552873377,3.0,0.021428571428571432,0.03645539434174793,0.06717852581037619,0.08866782481293993,0.04650009252352354
EMT,GNAI2,EGFR,DC,1.0,1.0,2.4322278338764103,0.2918371217964751,3.0,0.021428571428571432,0.03645539434174793,0.06717852581037619,0.08866782481293993,0.0196051876190304
ETC,RTN4,CNTNAP1,Endo,2385.0,0.7537926675094817,1.1532465110437757,0.1565584806485364,5.0,0.060240963855421686,0.07581065980314193,0.7217493656340871,0.08742837891790002,0.1129959840927176
CAF,GNAS,PTGDR,TIL,987.0,0.7019914651493598,1.216772731860637,0.1252173905185219,2.0,0.028985507246376812,0.07158725178267,0.7094191582822159,0.08710541591799466,0.08883161578394537
TAM,FN1,ITGB6,Endo,371.0,0.6934579439252336,1.332433777594053,0.2759894837763688,4.0,0.04819277108433735,0.06459447494354409,0.07115284448000879,0.08606786026073084,0.01963743681725788
TAM,GNAS,PTGDR,TIL,342.0,0.6392523364485981,1.199074675930453,0.12339609363801099,2.0,0.028985507246376812,0.07158725178267,0.7094191582822159,0.08583846073205678,0.08753955288399128
TIL,HLA-B,KIR3DL1,TIL,69.0,1.0,2.475308144834659,0.1793502289261881,1.0,0.01449275362318841,0.034647161036837834,1.0,0.08576239990988273,0.1793502289261881
Endo,TNFSF10,TNFRSF11B,Endo,41.0,0.4939759036144578,0.7444799085726931,0.2960132266511231,6.0,0.07228915662650602,0.11514304485408,0.3267464416642716,0.08572168350574699,0.096721268493814
EMT,GNAI2,ADRA2A,TIL,1.0,1.0,2.4322278338764103,0.2918371217964751,1.0,0.01449275362318841,0.03496476884631232,0.04983418268994787,0.0850422839930556,0.01454346444331411
CAF,HLA-E,KLRK1,TIL,985.0,0.7005689900426743,1.2055314627277558,0.1032726955281475,2.0,0.028985507246376812,0.07052591573410798,0.9937548246954636,0.08502121035515367,0.1026277394404022
DC,GNAS,PTGDR,TIL,91.0,0.65,1.1823517233929757,0.1216751440936324,2.0,0.028985507246376812,0.07158725178267,0.7094191582822159,0.08464131051820678,0.086318678306772
EMT,HLA-B,KIR3DL1,TIL,1.0,1.0,2.4322278338764103,0.1762288140636804,1.0,0.01449275362318841,0.034647161036837834,1.0,0.08426978943859523,0.1762288140636804
CAF,HSP90AA1,CFTR,Endo,1372.0,0.9758179231863442,1.776918776858994,0.1612167619661856,3.0,0.03614457831325301,0.04736717666354615,0.1586190959108108,0.0841676256202523,0.02557205702874475
DC,GNAI2,ADRA2B,TIL,91.0,0.65,1.1759002495214042,0.14109342042729098,2.0,0.028985507246376812,0.07143266785952622,0.3234422712953119,0.08399769195999647,0.04563557636782736
Endo,HLA-B,KLRD1,Endo,83.0,1.0,1.689612876278232,0.1224221141070812,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.08390961203254244,0.013324935901735509
TIL,HLA-A,KIR3DL1,TIL,67.0,0.9710144927536232,2.39167228274008,0.2156811932055698,1.0,0.01449275362318841,0.034647161036837834,1.0,0.08286465472743706,0.2156811932055698
CAF,COL1A2,GP6,TIL,1381.0,0.9822190611664297,1.795085139604259,0.3753691080379079,1.0,0.01449275362318841,0.04611581754297798,0.4312099313101923,0.08278181877210114,0.1618628872929944
ETC,TNFSF10,TNFRSF11B,Endo,1556.0,0.4917825537294564,0.7136764732488874,0.2837654491394099,6.0,0.07228915662650602,0.11514304485408,0.3267464416642716,0.08217488217059828,0.09271935077356604
CAF,COL1A1,GP6,TIL,1367.0,0.97226173541963,1.780910347399742,0.2550860720491993,1.0,0.01449275362318841,0.04611581754297798,0.4312099313101923,0.08212813664108802,0.10999564760652199
Endo,TGFB2,ENG,Endo,4.0,0.04819277108433735,0.06414562956058578,0.2206691642773928,66.0,0.7951807228915663,1.27792996165323,0.39494324434331396,0.08197362192458167,0.08715179566624122
TAM,HLA-E,KLRD1,Endo,460.0,0.8598130841121495,1.6332429070614711,0.1399128954152864,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.08111016470725711,0.015228705833361191
CAF,THBS1,PTPRJ,DC,847.0,0.6024182076813656,1.067169131825533,0.4000345935358526,6.0,0.042857142857142864,0.07583738114573557,0.4667501733092376,0.08093131219721664,0.1867162158625496
DC,F8,LRP1,CAF,5.0,0.03571428571428571,0.062302055408001,0.1343964299645887,1031.0,0.7332859174964438,1.294152851048957,0.4640587465167204,0.08062838263247456,0.06236783882568923
TIL,HSP90AA1,EGFR,DC,62.0,0.8985507246376812,2.2060045246681543,0.2001469684384883,3.0,0.021428571428571432,0.03645539434174793,0.06717852581037619,0.08042076486645777,0.01344557828511353
CAF,SDC2,PTPRJ,DC,872.0,0.620199146514936,1.058444590152198,0.4413309436760396,6.0,0.042857142857142864,0.07583738114573557,0.4667501733092376,0.08026966580501411,0.2059912944475209
Endo,HLA-E,KLRD1,Endo,80.0,0.9638554216867471,1.6117348775683111,0.1380703950327318,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.08004203221626256,0.0150281603708397
DC,LAMB1,ITGB1,CAF,3.0,0.021428571428571432,0.05077389328332765,0.03416542237332176,1237.0,0.8798008534850641,1.56392121529123,0.2347844485480401,0.079406368888729,0.008021509851331219
ETC,HLA-B,KLRD1,Endo,3092.0,0.9772439949431101,1.596346672660365,0.1156644443580252,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.07927782266161755,0.01258940280864985
DC,HLA-E,KLRD1,Endo,119.0,0.85,1.5933491825186592,0.1364953716130693,3.0,0.03614457831325301,0.049662033955004535,0.1088441904383415,0.07912896120442035,0.014856728221805109
TIL,APOD,LEPR,Endo,12.0,0.1739130434782609,0.4382405907666641,0.1236777934350355,9.0,0.108433734939759,0.1797345360908989,0.3198709242487987,0.07876696927764784,0.0395609300951168
TAM,FN1,ITGA2,DC,371.0,0.6934579439252336,1.332433777594053,0.2759894837763688,5.0,0.03571428571428571,0.058757617204748785,0.045892547143243013,0.07829063385454874,0.012665860395246309
Endo,COMP,CD47,DC,5.0,0.060240963855421686,0.09226525465043324,0.07141794484994499,65.0,0.4642857142857143,0.8466451041919776,0.1149361110512452,0.0781159261368154,0.008208500840324984
TIL,ARF1,CHRM3,ETC,23.0,0.3333333333333333,0.7604931247555189,0.117123067448526,235.0,0.07427307206068268,0.1023845086239766,0.7642443717096079,0.0778627148900063,0.08951064509490082
Endo,HSP90AA1,CFTR,Endo,81.0,0.9759036144578314,1.638338829343435,0.1486436434292795,3.0,0.03614457831325301,0.04736717666354615,0.1586190959108108,0.07760348476425788,0.02357772033364125
TIL,GNAS,PTGDR,TIL,31.0,0.4492753623188406,1.0696690951054142,0.1100790388379196,2.0,0.028985507246376812,0.07158725178267,0.7094191582822159,0.07657467083545208,0.0780921790769123
Endo,TGFB2,TGFBR2,Endo,4.0,0.04819277108433735,0.06414562956058578,0.2206691642773928,62.0,0.7469879518072289,1.1926281060114279,0.3516516564772432,0.07650188069175211,0.07759867715159408
Endo,EFNB2,EPHB3,TIL,56.0,0.6746987951807228,1.05062921018115,0.6158296058948042,2.0,0.028985507246376812,0.07202321723641175,0.1668443826178309,0.07566969583979669,0.1027477103933007
Endo,COMP,CD47,TAM,5.0,0.060240963855421686,0.09226525465043324,0.07141794484994499,243.0,0.4542056074766355,0.8181140977596678,0.1110628908466149,0.07548350556290519,0.007931883413359
ETC,HSP90AA1,CFTR,Endo,3080.0,0.9734513274336284,1.587849784812412,0.1440628598954106,3.0,0.03614457831325301,0.04736717666354615,0.1586190959108108,0.07521196127238328,0.02285112059093584
DC,BSG,SLC16A7,Endo,72.0,0.5142857142857142,0.9301102540749072,0.1027992724126664,5.0,0.060240963855421686,0.0807403905041565,0.2396317640319691,0.07509746512592823,0.02463397098945018
TIL,APOD,LEPR,CAF,12.0,0.1739130434782609,0.4382405907666641,0.1236777934350355,140.0,0.09957325746799432,0.1707088323454194,0.3038080113448354,0.07481153953614401,0.037574304471015466
EMT,RSPO3,LGR4,DC,1.0,1.0,2.4322278338764103,0.9146560109613602,3.0,0.021428571428571432,0.03075294119050143,0.048262246944007284,0.07479815953710194,0.04414335426983779
Endo,LTF,LRP1,TAM,5.0,0.060240963855421686,0.0917056628147253,0.7390646005765676,230.0,0.4299065420560748,0.8088034722888814,0.2900216347895299,0.07417185851310316,0.2143447236742871
EMT,COL1A1,ITGA11,DC,1.0,1.0,2.4322278338764103,0.3483765734631925,2.0,0.01428571428571429,0.03034996341225428,0.06463639574676125,0.07381802576841552,0.02251780607126755
EMT,HLA-E,KLRC1,DC,1.0,1.0,2.4322278338764103,0.2083584977323222,2.0,0.01428571428571429,0.030114822697635636,0.1319157245055195,0.07324610997744249,0.02748576218524093
EMT,CD99,PILRA,Endo,1.0,1.0,2.4322278338764103,0.2513164889692491,1.0,0.012048192771084341,0.02947659720368132,0.02007503574885215,0.07169380016675726,0.005045187500333683
EMT,COL1A1,GP6,Endo,1.0,1.0,2.4322278338764103,0.3483765734631925,1.0,0.012048192771084341,0.02947659720368132,0.2756234657145976,0.07169380016675726,0.0960207585517012
DC,LAMB1,ITGB1,Endo,3.0,0.021428571428571432,0.05077389328332765,0.03416542237332176,72.0,0.8674698795180723,1.396697949948097,0.2096799728531574,0.0709157926597072,0.0071638048357547624
DC,HSP90AA1,EGFR,DC,140.0,1.0,1.931407211796181,0.1752332300040904,3.0,0.021428571428571432,0.03645539434174793,0.06717852581037619,0.07041021154052564,0.011771910064665379
Endo,CDH1,PTPRM,Endo,6.0,0.07228915662650602,0.0923871331328576,0.064119296437892,41.0,0.4939759036144578,0.7587269918001021,0.6754524711725087,0.07009661160292859,0.04330953722881679
TAM,INHBA,ACVR1,DC,248.0,0.4635514018691589,0.9008486337780236,0.3483832042830191,6.0,0.042857142857142864,0.07778996506155922,0.07780786180838299,0.0700769837473458,0.027106952215214808
EMT,GNAI2,FPR1,Endo,1.0,1.0,2.4322278338764103,0.2918371217964751,1.0,0.012048192771084341,0.028673604535284218,0.02274017930511829,0.06974073904828315,0.006636428477541489
ETC,BMP7,ENG,Endo,130.0,0.04108723135271808,0.05432375404684511,0.4141288568565933,66.0,0.7951807228915663,1.27792996165323,0.39494324434331396,0.06942195292594426,0.1635573943031308
