Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
EMT,INHBA,TGFBR3,Endo,207.0,0.2095141700404858,0.3174813317085653,0.1411096629488884,11.0,0.2,0.2955924846179189,0.41614770638380794,0.09384509565954048,0.05872246258477212
TIL,EBI3,IL27RA,TIL,11.0,0.1057692307692308,0.1990873258943703,0.4369246825691314,25.0,0.2403846153846154,0.4713707585058579,0.3457934793886238,0.09384394381573226,0.1510857062163499
EMT,HP,ITGB2,TIL,71.0,0.07186234817813765,0.1091645873837956,0.4930615920680651,46.0,0.4423076923076923,0.8588302475068376,0.2402006033050678,0.09375384960180694,0.1184336918813065
EMT,EPHA4,EFNB1,ETC,228.0,0.2307692307692308,0.3149983555261034,0.5401706883848895,101.0,0.2239467849223947,0.2972063282408679,0.2163018884732127,0.0936195046478247,0.1168399399955269
ETC,EFNB1,EPHA4,EMT,101.0,0.2239467849223947,0.2972063282408679,0.2163018884732127,228.0,0.2307692307692308,0.3149983555261034,0.5401706883848895,0.0936195046478247,0.1168399399955269
EMT,LIF,IL6ST,DC,351.0,0.3552631578947368,0.539706613945247,0.435246438324224,6.0,0.09375,0.1733030600395694,0.04645097894776015,0.09353280772030582,0.02021762314368612
EMT,GPI,AMFR,DC,580.0,0.5870445344129555,0.8575858398029135,0.2323340512291192,4.0,0.0625,0.1090616212213036,0.07334420810930807,0.09352970202533888,0.01704035700422716
ETC,ADAM9,ITGA3,TIL,205.0,0.4545454545454545,0.7273129695186791,0.2447855076792491,7.0,0.0673076923076923,0.1285911998327663,0.04074068496684465,0.0935260474043391,0.009972729252809415
EMT,TGFB1,TGFBR3,CAF,558.0,0.5647773279352226,0.8210681387724121,0.1513637157583241,24.0,0.069164265129683,0.1138989874107041,0.16035185208335098,0.0935188296013692,0.024271452160065182
EMT,TFF3,ACKR3,CAF,316.0,0.31983805668016196,0.4795596880000806,0.2783559424715618,41.0,0.1181556195965418,0.1949967421170812,0.2258383463768779,0.09351257681069963,0.06286344575195485
DC,CD99,PILRA,TIL,32.0,0.5,0.9476993121510444,0.1164500950540083,6.0,0.0576923076923077,0.09861262705506298,0.07711007762370498,0.09345511882949066,0.0089794758689024
EMT,TNFSF10,TNFRSF10A,ETC,336.0,0.340080971659919,0.47668546194961,0.1134357658257005,65.0,0.1441241685144124,0.1960092202505009,0.4059459940736967,0.09343474570149288,0.04604879472162508
CAF,RARRES2,CCRL2,TIL,281.0,0.8097982708933718,1.411714557816843,0.4478084341494411,4.0,0.038461538461538464,0.06611069966218731,0.06033090764020816,0.09332943714056686,0.02701668928117617
TIL,GPI,AMFR,EMT,28.0,0.2692307692307692,0.4862291127609163,0.1317274310630474,143.0,0.1447368421052632,0.1919150885612791,0.1290633683703689,0.09331470323658342,0.017001185959772458
DC,THBS2,ITGA6,EMT,4.0,0.0625,0.1118225303157938,0.047197454275815,568.0,0.5748987854251012,0.8334919064169058,0.2884292495503317,0.09320317397327317,0.01361312631745941
EMT,ANG,PLXNB2,Endo,224.0,0.2267206477732794,0.3136206589898153,0.2469331407820164,11.0,0.2,0.2971680588437,0.1139923402435355,0.0931980424452854,0.02814848660142847
CAF,PSEN1,NOTCH2,EMT,51.0,0.1469740634005764,0.2241494364443507,0.09643207760014624,306.0,0.3097165991902834,0.4152609570379904,0.2399038364215988,0.09308050949740727,0.02313442537038041
EMT,CRP,OLR1,TAM,39.0,0.039473684210526314,0.06064778349583536,0.1968567896516764,529.0,0.8920741989881956,1.5340853599279198,0.7102066205960526,0.09303887677303917,0.1398089953199051
Endo,BMP2,ENG,EMT,9.0,0.1636363636363636,0.2381177754352404,0.3462879351704186,286.0,0.2894736842105263,0.3906939536707317,0.1054518778019735,0.0930311751240735,0.0365167130238887
TIL,COL18A1,ITGB1,CAF,4.0,0.038461538461538464,0.060034126678565586,0.01824226291822404,308.0,0.8876080691642652,1.549443807201967,0.1945873481682883,0.09301950580288186,0.0035497135658459156
TIL,LAMC2,ITGB4,ETC,6.0,0.0576923076923077,0.1168186195651387,0.054513488959100416,231.0,0.5121951219512195,0.7962138323394096,0.3494354988953325,0.0930126007725586,0.01904894821094845
EMT,COL4A1,ITGAV,ETC,98.0,0.09919028340080972,0.1437941146921991,0.048743549140537,174.0,0.3858093126385809,0.6468343235309157,0.1945419640274072,0.09301096890465553,0.009482665783466505
EMT,COL1A2,ITGA2,CAF,448.0,0.4534412955465587,0.7195787922933513,0.1252545658406199,29.0,0.08357348703170027,0.1292228683223711,0.06467213079616778,0.09298603552409458,0.008100479664861783
Endo,RARRES2,CMKLR1,EMT,16.0,0.2909090909090909,0.42236365425105793,0.1339775138001666,156.0,0.1578947368421053,0.2200219952569153,0.3718471519705532,0.09292929393231973,0.04981915693468746
EMT,ICAM4,ITGB2,TAM,48.0,0.048582995951417,0.06603063474984641,0.1036244902369197,490.0,0.8263069139966274,1.406900992754834,0.3934869180856597,0.09289856558179074,0.04077488130152307
ETC,SEMA4C,PLXNB2,EMT,53.0,0.1175166297117517,0.1586343690384382,0.118096637142689,407.0,0.4119433198380567,0.5849989666368022,0.2244029910430355,0.0928009419605675,0.02650123860694345
ETC,EFNB1,EPHB6,EMT,101.0,0.2239467849223947,0.2972063282408679,0.2163018884732127,234.0,0.2368421052631579,0.3119367792936852,0.4557528021340068,0.09270958481715816,0.0985801917785441
EMT,FN1,ITGA8,DC,971.0,0.9827935222672064,1.583268091918657,0.2137248785403858,2.0,0.03125,0.05851615350595438,0.1914538601371925,0.09264675870779164,0.040918453003909463
TIL,CEACAM1,HAVCR2,DC,7.0,0.0673076923076923,0.12172620048356099,0.1933673797380481,26.0,0.40625,0.7605103038997157,0.3034350839151644,0.09257402972231067,0.058674447097270085
EMT,PLA2G2A,ITGB1,DC,118.0,0.1194331983805668,0.1660510993744977,0.7153169515052298,20.0,0.3125,0.5570635223662425,0.06995898339435787,0.09250101031034468,0.05004284673205706
TAM,CCL5,CCR1,TIL,170.0,0.2866779089376054,0.4734737738749434,0.2329144777618091,11.0,0.1057692307692308,0.1950925155555307,0.2094083085700202,0.09237118959483323,0.048774226829570035
CAF,TNFSF10,TNFRSF10D,EMT,93.0,0.2680115273775216,0.4103050239348245,0.09763936248825487,160.0,0.1619433198380567,0.2246861777480249,0.2068719714018403,0.0921898675387276,0.02019884740436419
EMT,LAMC2,ITGA3,TIL,478.0,0.4838056680161943,0.7165855535376657,0.3343951401449693,7.0,0.0673076923076923,0.1285911998327663,0.04074068496684465,0.0921465961122354,0.01362348705909006
CAF,LRPAP1,VLDLR,EMT,201.0,0.5792507204610949,0.9401694330062996,0.16619435531211801,73.0,0.07388663967611336,0.09796225701613877,0.3734536161723256,0.09210111963488056,0.062065882978738815
DC,HBEGF,ERBB2,EMT,16.0,0.25,0.4416146467059602,0.1177927817570078,152.0,0.1538461538461539,0.20853246566040098,0.1917466270439633,0.09209099114934076,0.02258636859203194
CAF,RPS19,C5AR1,EMT,343.0,0.9884726224783862,1.771683053201669,0.1405346510217578,35.0,0.0354251012145749,0.05196248875541355,0.032198257666276715,0.0920610607301485,0.004524970904638837
EMT,MMP1,ITGA2,ETC,129.0,0.1305668016194332,0.1792983909469957,0.2616812322342718,150.0,0.3325942350332594,0.513438400330123,0.2569603647791525,0.09205867902959046,0.06724170489077658
CAF,APOE,SCARB1,EMT,239.0,0.6887608069164265,1.1349261512027442,0.1456004570532727,57.0,0.0576923076923077,0.0810907181358187,0.07997366816014335,0.09203197663215126,0.01164420263634364
TIL,APOE,LRP8,DC,86.0,0.8269230769230769,1.5812359289192157,0.2028578456102259,2.0,0.03125,0.05819326183066281,0.2123379717531943,0.09201727642764723,0.04307442349109799
EMT,HMGB1,HAVCR2,Endo,878.0,0.8886639676113359,1.3860561847956092,0.1261701195922441,2.0,0.03636363636363636,0.06637547100383291,0.02648306868517121,0.0920001321035842,0.003341371943177667
EMT,PROS1,MERTK,TAM,216.0,0.2186234817813765,0.3091354176366973,0.2203979560718817,106.0,0.178752107925801,0.2975822863753375,0.6776900035609038,0.0919932243799232,0.1493614916351694
TIL,CD9,L1CAM,EMT,10.0,0.09615384615384616,0.1835829859690878,0.02551736851042396,357.0,0.361336032388664,0.5009136942121529,0.7590937666581481,0.09195923169627364,0.01937007537778174
EMT,L1CAM,CD9,TIL,357.0,0.361336032388664,0.5009136942121529,0.7590937666581481,10.0,0.09615384615384616,0.1835829859690878,0.02551736851042396,0.09195923169627364,0.01937007537778174
CAF,FN1,ITGA2B,Endo,322.0,0.9279538904899136,1.633837970819193,0.2205512911239434,2.0,0.03636363636363636,0.056215182989810535,0.4056069266544113,0.09184650050530163,0.08945713136244504
Endo,PTDSS1,JMJD6,EMT,7.0,0.1272727272727273,0.1802586782141391,0.08196266087514804,358.0,0.3623481781376518,0.5091517055328436,0.1556126995844239,0.09177901344982496,0.01275443092390442
DC,GAS6,AXL,TIL,26.0,0.40625,0.7336005335522329,0.1733216876336135,6.0,0.0576923076923077,0.1250950492694934,0.03028757041658025,0.09176979488884318,0.005249492818923596
TIL,GZMB,IGF2R,EMT,15.0,0.1442307692307692,0.2693266128004336,0.4509140032863374,244.0,0.2469635627530364,0.3406935581475761,0.2296049056228434,0.09175784201881423,0.103532067168578
EMT,MMP2,SDC2,TAM,202.0,0.2044534412955465,0.3087640847272908,0.0943893511023285,108.0,0.1821247892074199,0.2970009375616572,0.1269217702159463,0.09170322264937232,0.01198006353144201
ETC,RARRES2,CMKLR1,EMT,128.0,0.2838137472283814,0.4167180224823119,0.1321866691084067,156.0,0.1578947368421053,0.2200219952569153,0.3718471519705532,0.09168713076607436,0.04915323643643493
TIL,CD14,ITGB1,TAM,5.0,0.04807692307692308,0.08546598145040625,0.03257624019694567,378.0,0.6374367622259697,1.072474393807762,0.1346870065887084,0.09166007664720986,0.004387596278041371
DC,ADAM9,ITGAV,EMT,5.0,0.078125,0.1496972327245269,0.05038231771791733,421.0,0.4261133603238866,0.6122772375630366,0.184148570957978,0.09165620812340433,0.009277831809305291
EMT,HBEGF,EGFR,ETC,287.0,0.2904858299595142,0.4050325413971215,0.1080351616712658,70.0,0.1552106430155211,0.2262702271972662,0.2699513614522289,0.0916468051642128,0.02916423897786987
Endo,PTN,PLXNB2,EMT,6.0,0.1090909090909091,0.1565746126567042,0.2208921373212956,407.0,0.4119433198380567,0.5849989666368022,0.2244029910430355,0.0915959866057295,0.04956885631278767
EMT,EFNB1,EPHB4,Endo,207.0,0.2095141700404858,0.2830162221733319,0.20597456213998702,11.0,0.2,0.323310791150994,0.3584298723883563,0.0915021986994254,0.07382743602308313
Endo,COL1A2,ITGB3,EMT,26.0,0.4727272727272727,0.7266706410979586,0.1264890191799094,91.0,0.09210526315789473,0.1258754057855188,0.6027920160734509,0.09146996182062866,0.07624657088261097
TAM,COL18A1,ITGA5,EMT,34.0,0.05733558178752107,0.09841734116300932,0.02990557392166043,613.0,0.6204453441295547,0.9290864307372022,0.3099105262447445,0.09143821622378584,0.009268052151712891
EMT,DKK1,LRP6,Endo,261.0,0.26417004048583,0.3673033503548269,0.6549221979889743,9.0,0.1636363636363636,0.2488725868927491,0.3087382685360806,0.09141173497717953,0.2021995454329601
EMT,DKK1,LRP5,ETC,261.0,0.26417004048583,0.3673033503548269,0.6549221979889743,81.0,0.1796008869179601,0.2485523047468181,0.3476529544227995,0.0912940942719202,0.2276856370479405
CAF,NID1,ITGB3,EMT,156.0,0.4495677233429395,0.7252574909937101,0.4232713748682145,91.0,0.09210526315789473,0.1258754057855188,0.6027920160734509,0.09129208097782053,0.2551446054029924
DC,CLEC11A,ITGA10,EMT,4.0,0.0625,0.1190923884157511,0.05190609279034342,494.0,0.5,0.7659412129053215,0.5231335643860726,0.09121776843095207,0.02715381933476658
ETC,JAG1,NOTCH1,EMT,104.0,0.2305986696230599,0.3640105864980236,0.16913134680722003,179.0,0.1811740890688259,0.2504508550467346,0.1961712767800298,0.09116676263449336,0.03317871224669837
EMT,FN1,SDC2,DC,971.0,0.9827935222672064,1.583268091918657,0.2137248785403858,2.0,0.03125,0.05755981170197672,0.02459787923394951,0.09113261324458588,0.0052571787516269355
EMT,ADAM9,ITGA6,DC,456.0,0.4615384615384616,0.6573641895626748,0.2212434448663092,5.0,0.078125,0.13853125224718302,0.04793863601710464,0.0910654843625719,0.01060610897461635
EMT,TGFA,ERBB2,ETC,132.0,0.1336032388663968,0.1724945235100349,0.3591186060130156,165.0,0.3658536585365854,0.5274950562290288,0.4850342966691777,0.0909900083781254,0.1741848404883385
EMT,SEMA4A,PLXNB2,Endo,194.0,0.1963562753036437,0.3061218838518173,0.1777560811423692,11.0,0.2,0.2971680588437,0.1139923402435355,0.09096964599382114,0.02026283168193846
Endo,PSEN1,NOTCH2,EMT,8.0,0.1454545454545454,0.2190289683697025,0.09422918392994004,306.0,0.3097165991902834,0.4152609570379904,0.2399038364215988,0.0909541790242464,0.022605942727669092
EMT,THBS1,ITGA6,DC,437.0,0.4423076923076923,0.6565494262820076,0.19597911440646104,5.0,0.078125,0.13853125224718302,0.04793863601710464,0.09095261418501606,0.00939497143248584
TAM,AGRN,DAG1,EMT,76.0,0.1281618887015177,0.2071793479659548,0.07090501569394317,318.0,0.3218623481781376,0.4382391197464263,0.2834920168902631,0.09079409508223857,0.02010100590671171
EMT,GAS6,AXL,TIL,489.0,0.4949392712550607,0.7255515083048376,0.1714200114817044,6.0,0.0576923076923077,0.1250950492694934,0.03028757041658025,0.09076290167894888,0.005191895668563117
CAF,FN1,NT5E,TIL,322.0,0.9279538904899136,1.633837970819193,0.2205512911239434,3.0,0.02884615384615385,0.05549207098581913,0.02531207922566865,0.09066505265602533,0.005582611754252768
DC,TNFSF14,LTBR,EMT,5.0,0.078125,0.1456077295071744,0.1797178764275228,433.0,0.4382591093117409,0.62236960308711,0.1891288629875409,0.0906218248197954,0.03398983762727277
EMT,COL1A2,ITGB3,EMT,448.0,0.4534412955465587,0.7195787922933513,0.1252545658406199,91.0,0.09210526315789473,0.1258754057855188,0.6027920160734509,0.09057727247457917,0.07550245226547209
DC,OSM,LIFR,EMT,15.0,0.234375,0.4416736881657231,0.2561648833582058,145.0,0.1467611336032389,0.20466327031735,0.3260100160490058,0.09039438143312237,0.08351231773480036
TAM,RPS19,C5AR1,EMT,593.0,1.0,1.738308627245481,0.1378873020524665,35.0,0.0354251012145749,0.05196248875541355,0.032198257666276715,0.09032684249668167,0.0044397308803930426
ETC,LRPAP1,SORT1,EMT,201.0,0.4456762749445676,0.6717478153724767,0.1187452933362963,96.0,0.097165991902834,0.1342064258880413,0.09513607172355087,0.09015287339923993,0.01129696074367597
TIL,VCAM1,ITGB1,EMT,4.0,0.038461538461538464,0.07200982712486652,0.056578441912339565,789.0,0.7985829959514169,1.250511680663727,0.1570458706942354,0.0900491299422213,0.008885410672646588
EMT,ADAM17,ITGA5,TIL,513.0,0.5192307692307693,0.7736349260471718,0.2236584380760442,6.0,0.0576923076923077,0.1163228946801236,0.03880122269789769,0.08999145402345034,0.00867822086405255
EMT,TIMP2,ITGA3,TAM,640.0,0.6477732793522267,0.9652448214377052,0.1654188155093226,34.0,0.05733558178752107,0.09322666042544224,0.02953637580054796,0.08998655119558956,0.004885872299364865
ETC,EFNB1,EPHB4,EMT,101.0,0.2239467849223947,0.2972063282408679,0.2163018884732127,220.0,0.2226720647773279,0.3027549138500408,0.3356411481036466,0.08998067630225091,0.07259981418413604
TAM,COL1A1,DDR1,TIL,238.0,0.4013490725126476,0.6690788236975802,0.0974207130946914,9.0,0.08653846153846154,0.1344707881056333,0.1036583655953239,0.08997155672740371,0.01009847189452668
ETC,CD99,PILRB,EMT,153.0,0.3392461197339246,0.4644318106447704,0.0570678144452097,135.0,0.1366396761133603,0.1935839584651492,0.1419165001364974,0.08990654834175127,0.008098864496503213
CAF,CCL5,SDC1,EMT,39.0,0.1123919308357349,0.1588080218863165,0.07812193520101289,388.0,0.3927125506072874,0.5660024385549728,0.23897724471650797,0.08988572764974666,0.01866936482625964
EMT,TNC,CNTN1,CAF,266.0,0.2692307692307692,0.3651850958655014,0.5908756603336365,52.0,0.1498559077809798,0.2459495283760944,0.8303947453399142,0.08981710209809889,0.4906600434903037
ETC,TGFB1,ENG,EMT,72.0,0.1596452328159645,0.2293455081807784,0.04227978979019438,286.0,0.2894736842105263,0.3906939536707317,0.1054518778019735,0.08960390334777144,0.004458483226448704
Endo,LRPAP1,VLDLR,EMT,32.0,0.5818181818181818,0.914506709262208,0.1616579391317232,73.0,0.07388663967611336,0.09796225701613877,0.3734536161723256,0.08958714129572769,0.06037174195170775
EMT,SEMA3C,NRP1,ETC,341.0,0.3451417004048583,0.4939729689723178,0.3164388069216783,53.0,0.1175166297117517,0.181295135460329,0.05683975488088117,0.08955489632357724,0.017986304220226682
EMT,APP,LRP1,DC,719.0,0.7277327935222672,1.097808375729356,0.1839124006684468,3.0,0.046875,0.08155831824723375,0.02746983904422317,0.08953540488221358,0.005052044044598915
TAM,COL1A2,ITGB3,EMT,252.0,0.4249578414839797,0.7112548075601939,0.1238056389058882,91.0,0.09210526315789473,0.1258754057855188,0.6027920160734509,0.08952948751854052,0.07462905067734199
EMT,SEMA3A,NRP1,TAM,141.0,0.1427125506072874,0.19448864304846697,0.4067108315971414,166.0,0.2799325463743676,0.4602525466758415,0.1442986424866354,0.08951389326258563,0.058687820884078076
TIL,ADAM9,ITGB1,EMT,4.0,0.038461538461538464,0.0715748606461351,0.02408933888794859,789.0,0.7985829959514169,1.250511680663727,0.1570458706942354,0.08950519927987048,0.0037831312001063906
EMT,BMP2,BMPR2,Endo,73.0,0.07388663967611336,0.1015489493588703,0.1476797602696078,31.0,0.5636363636363636,0.8803772998804302,0.3077629152201831,0.08940138984225676,0.045450353539592266
EMT,MDK,SDC3,CAF,350.0,0.35425101214574894,0.5148385727138468,0.1115120920712087,37.0,0.106628242074928,0.1734826964099892,0.1223655757963332,0.08931558381026843,0.01364524135454718
EMT,JAG1,NOTCH2,ETC,313.0,0.3168016194331984,0.4384880674664794,0.2037360454897195,71.0,0.1574279379157428,0.2036289348579795,0.1176401533804776,0.08928885812613306,0.02396753964054257
DC,FN1,ITGAV,TIL,23.0,0.359375,0.6871192575508789,0.09275401974712852,8.0,0.07692307692307693,0.1298157896448183,0.039043411520608085,0.0891989289991286,0.0036214333631777477
EMT,EFNB1,EPHA4,EMT,207.0,0.2095141700404858,0.2830162221733319,0.20597456213998702,228.0,0.2307692307692308,0.3149983555261034,0.5401706883848895,0.08914964457180988,0.11126142102093302
EMT,EPHA4,EFNB1,EMT,228.0,0.2307692307692308,0.3149983555261034,0.5401706883848895,207.0,0.2095141700404858,0.2830162221733319,0.20597456213998702,0.08914964457180988,0.11126142102093302
DC,EBI3,IL6ST,EMT,4.0,0.0625,0.1251828532733461,0.274731091915789,491.0,0.4969635627530364,0.711599385850489,0.1907322818410302,0.08908004150832496,0.05240008805377624
EMT,FN1,ITGA2B,Endo,971.0,0.9827935222672064,1.583268091918657,0.2137248785403858,2.0,0.03636363636363636,0.056215182989810535,0.4056069266544113,0.0890037055091355,0.08668829113435321
CAF,RPS19,C5AR1,TIL,343.0,0.9884726224783862,1.771683053201669,0.1405346510217578,3.0,0.02884615384615385,0.05023553454638269,0.0311281604108899,0.08900144522435323,0.004374585160293709
TAM,FN1,ITGA2,TIL,427.0,0.7200674536256324,1.236078288667072,0.1668578325175712,4.0,0.038461538461538464,0.07197179031753981,0.03601970067278328,0.08896276740800997,0.00601016918219232
Endo,TGFB3,ENG,EMT,9.0,0.1636363636363636,0.2273589333948433,0.2509338583007178,286.0,0.2894736842105263,0.3906939536707317,0.1054518778019735,0.08882776059039188,0.02646144656190502
EMT,IL11,IL6ST,ETC,147.0,0.1487854251012146,0.2012921721367488,0.5838647325782863,136.0,0.3015521064301552,0.4411904191852455,0.1182536930902899,0.08880817780372081,0.06904416089255687
EMT,MDK,TSPAN1,TIL,350.0,0.35425101214574894,0.5148385727138468,0.1115120920712087,10.0,0.09615384615384616,0.1723250247792095,0.08412120938126318,0.08871956980020651,0.009380532045664846
TIL,HBEGF,CD9,DC,5.0,0.04807692307692308,0.09158113827308816,0.02442762511190649,31.0,0.484375,0.9683967077980328,0.1346036264020929,0.08868687280005501,0.003288046924453443
EMT,PSEN1,NOTCH2,ETC,311.0,0.3147773279352227,0.4351697222066566,0.187215819440549,71.0,0.1574279379157428,0.2036289348579795,0.1176401533804776,0.08861314701538431,0.02202409771423799
EMT,COL4A5,CD93,Endo,61.0,0.06174089068825911,0.0786242560475579,0.2500140648178266,39.0,0.7090909090909091,1.1265277388596178,0.6333699982776728,0.08857240538477508,0.1583514078030608
TIL,THBS1,LRP1,EMT,8.0,0.07692307692307693,0.1360925613904271,0.04062344522885427,429.0,0.4342105263157895,0.6508121804523175,0.2192015018118823,0.08857069662184475,0.0089047202029376
EMT,CSF1,CSF1R,DC,176.0,0.1781376518218623,0.2481077400879197,0.2136836299580678,13.0,0.203125,0.3566478121484491,0.2362656319314319,0.08848708267945264,0.05048609786544514
EMT,HP,ITGB2,DC,71.0,0.07186234817813765,0.1091645873837956,0.4930615920680651,29.0,0.453125,0.8099426048034799,0.2265275389182483,0.08841705025792848,0.1116920289862921
EMT,FN1,NT5E,TAM,971.0,0.9827935222672064,1.583268091918657,0.2137248785403858,20.0,0.03372681281618887,0.0557818071831586,0.02544423910817645,0.08831755542265397,0.005438066912947546
Endo,DLL1,NOTCH3,EMT,10.0,0.1818181818181818,0.2638306479502643,0.5619327164399799,224.0,0.2267206477732794,0.3347380856547995,0.1986470343191368,0.08831416603193683,0.1116262676076984
TAM,CCL2,CCR3,TIL,345.0,0.5817875210792579,0.9948412809349836,0.3431027102518533,5.0,0.04807692307692308,0.08874738197641567,0.979463058538692,0.08828955916504364,0.3360564299761948
EMT,EFNB1,EPHB6,EMT,207.0,0.2095141700404858,0.2830162221733319,0.20597456213998702,234.0,0.2368421052631579,0.3119367792936852,0.4557528021340068,0.0882831688326152,0.09387348386362418
EMT,SEMA3A,PLXNA1,EMT,141.0,0.1427125506072874,0.19448864304846697,0.4067108315971414,326.0,0.3299595141700405,0.45373595169840397,0.3272827480163693,0.08824648954812735,0.1331094386131352
EMT,SPINK1,EGFR,EMT,191.0,0.1933198380566802,0.2767715486596139,0.09917164174646674,236.0,0.2388663967611336,0.3187392063414327,0.3802713408912521,0.08821794375765456,0.03771213318531578
ETC,ARF1,PLD2,EMT,265.0,0.5875831485587583,0.9511424015919696,0.1149089001476408,68.0,0.06882591093117409,0.0926874645687614,0.1850982500833747,0.08815897764740231,0.02126943633633355
CAF,GNAI2,FPR1,EMT,156.0,0.4495677233429395,0.7166366922778924,0.106621066127935,89.0,0.09008097165991903,0.1229965530303708,0.1033604931169552,0.0881438429252673,0.01102040597163885
EMT,COL4A1,ITGAV,EMT,98.0,0.09919028340080972,0.1437941146921991,0.048743549140537,421.0,0.4261133603238866,0.6122772375630366,0.184148570957978,0.08804186332156214,0.008976054917649866
ETC,CTHRC1,FZD6,EMT,90.0,0.1995565410199557,0.2703898666042691,0.061805328292911466,237.0,0.2398785425101214,0.3253043497961476,0.3213774992763653,0.08795899974716884,0.019862841848730682
CAF,TGFB1,ITGAV,TIL,147.0,0.4236311239193083,0.6775297047711074,0.1249024396490697,8.0,0.07692307692307693,0.1298157896448183,0.039043411520608085,0.08795405363268191,0.004876617351146543
EMT,FN1,NT5E,TIL,971.0,0.9827935222672064,1.583268091918657,0.2137248785403858,3.0,0.02884615384615385,0.05549207098581913,0.02531207922566865,0.08785882534633255,0.005409821058110655
EMT,COL14A1,CD44,DC,49.0,0.04959514170040486,0.06497629679216388,0.07817810302974564,45.0,0.703125,1.351989963275176,0.1701624352938857,0.08784730111379455,0.01330297639819782
EMT,COL1A1,ITGA2,TIL,775.0,0.7844129554655871,1.220560562185866,0.1777187920644013,4.0,0.038461538461538464,0.07197179031753981,0.03601970067278328,0.08784592885149962,0.0064013776940883465
TIL,EBI3,IL6ST,ETC,11.0,0.1057692307692308,0.1990873258943703,0.4369246825691314,136.0,0.3015521064301552,0.4411904191852455,0.1182536930902899,0.08783542076580682,0.05166795731610239
EMT,TNFSF4,TNFRSF4,TIL,64.0,0.06477732793522267,0.08687985210080333,0.1746056553429732,55.0,0.5288461538461539,1.009231623863576,0.3986555651725869,0.08768189421672105,0.06960751621308289
EMT,HSPG2,ITGA2,CAF,462.0,0.4676113360323887,0.6777186732561825,0.1758319061563616,29.0,0.08357348703170027,0.1292228683223711,0.06467213079616778,0.08757675087379573,0.01137142403308371
TIL,CXCL10,SDC4,ETC,5.0,0.04807692307692308,0.08105821084352548,0.1017685471389943,281.0,0.6230598669623061,1.079418186206374,0.3355455234436757,0.0874957069258521,0.034147980419856214
ETC,HBEGF,ERBB2,EMT,136.0,0.3015521064301552,0.4193140761875169,0.111844504779037,152.0,0.1538461538461539,0.20853246566040098,0.1917466270439633,0.08744059819349613,0.02144580654478279
TIL,MMP2,SDC2,EMT,9.0,0.08653846153846154,0.1578269761391076,0.04824779370751838,384.0,0.388663967611336,0.5539969013357687,0.2367476277649375,0.08743565572825993,0.011422550705147059
EMT,TGFB3,TGFBR2,Endo,52.0,0.05263157894736842,0.07535715254635363,0.08317096124906946,41.0,0.7454545454545455,1.1602648088520258,0.2687434169343057,0.08743425219482794,0.02235164831578566
Endo,COL5A3,SDC3,EMT,9.0,0.1636363636363636,0.2280331683661292,0.3583647778172215,276.0,0.2793522267206478,0.3833049378933105,0.2703631566807489,0.08740623943819399,0.0968886325738592
EMT,DKK1,LRP6,ETC,261.0,0.26417004048583,0.3673033503548269,0.6549221979889743,74.0,0.16407982261640802,0.2378099343072976,0.2950145223923546,0.0873483856187317,0.1932115594438684
TAM,RPS19,C5AR1,TIL,593.0,1.0,1.738308627245481,0.1378873020524665,3.0,0.02884615384615385,0.05023553454638269,0.0311281604108899,0.08732486309626546,0.0042921780569140046
DC,CTHRC1,FZD6,EMT,9.0,0.140625,0.2681064876455335,0.061283396802156574,237.0,0.2398785425101214,0.3253043497961476,0.3213774992763653,0.08721620663965915,0.01969510481143829
Endo,COL3A1,DDR1,TIL,23.0,0.4181818181818182,0.648301705409662,0.1279145026319314,9.0,0.08653846153846154,0.1344707881056333,0.1036583655953239,0.0871776412566634,0.01325940827876477
EMT,MUC1,SIGLEC9,DC,555.0,0.5617408906882592,0.859103818822725,0.2985716560652679,4.0,0.0625,0.1013554981232291,0.2148319102878318,0.08707489549634563,0.06414271923030301
TIL,LTA,TNFRSF14,TIL,7.0,0.0673076923076923,0.1180431021838554,0.7640371773391427,40.0,0.3846153846153846,0.7375212838097618,0.1883098990499461,0.08705930026752391,0.1438757637351397
EMT,EFNA5,EPHB2,TAM,277.0,0.2803643724696356,0.3991057024663527,0.3481177191989986,80.0,0.1349072512647555,0.2181335532710131,0.4244605459702209,0.08705834500970923,0.14776223715311498
CAF,LIF,IL6ST,EMT,28.0,0.08069164265129683,0.122329783692644,0.09865286301382548,491.0,0.4969635627530364,0.711599385850489,0.1907322818410302,0.08704979894690862,0.0188162856727775
DC,MDK,SDC3,EMT,8.0,0.125,0.22698493127246,0.049164079570432666,276.0,0.2793522267206478,0.3833049378933105,0.2703631566807489,0.08700444498410766,0.013292155747965691
TIL,HBEGF,CD9,CAF,5.0,0.04807692307692308,0.09158113827308816,0.02442762511190649,199.0,0.5734870317002881,0.9497029431257124,0.1320052609845532,0.08697487655275465,0.003224575028130042
TIL,GRN,SORT1,EMT,37.0,0.3557692307692308,0.647677889534678,0.07567442710938517,96.0,0.097165991902834,0.1342064258880413,0.09513607172355087,0.08692253468115874,0.00719936772511709
