CCI,LR,prognosis,candidate,mean_exp_weight_grade4,median_exp_weight_grade4
TAM->CAF,ARF1->PLD2,good,FALSE,0.07835824106641753,0.07835824106641753
TAM->TAM,ARF1->PLD2,good,TRUE,0.5371866687739588,0.1746874259693969
TIL->CAF,ARF1->PLD2,good,FALSE,0.1211362851909074,0.2773133354318626
TIL->TAM,ARF1->PLD2,good,FALSE,0.8304525040856797,0.9112285040592317
CAF->CAF,GPC3->CD81,good,TRUE,0.3730309810925452,0.028177239928266984
CAF->DC,GPC3->CD81,good,FALSE,0.05624901330606757,0.0992002763472319
CAF->EMT,GPC3->CD81,good,TRUE,0.3076103992207456,0.01740667210351963
CAF->ETC,GPC3->CD81,good,TRUE,0.3736006472686712,0.0592606160045817
CAF->Endo,GPC3->CD81,good,TRUE,0.48304379448100354,0.05266711378484012
CAF->TAM,GPC3->CD81,good,TRUE,0.460637574833942,0.10163732010772808
CAF->TIL,GPC3->CD81,good,TRUE,1.197647754526417,0.3922978331550644
EMT->CAF,GPC3->CD81,good,FALSE,0.01168549083429693,0.011830640879553139
EMT->EMT,GPC3->CD81,good,TRUE,0.01230756412406734,0.004683847708334013
EMT->ETC,GPC3->CD81,good,FALSE,0.0111897219160789,0.01706733071222171
EMT->Endo,GPC3->CD81,good,FALSE,0.01488499642514391,0.019149491878077407
EMT->TAM,GPC3->CD81,good,FALSE,0.01460266056742667,0.049078768086383256
EMT->TIL,GPC3->CD81,good,FALSE,0.02416965128966187,0.1114111517524963
ETC->CAF,GPC3->CD81,good,TRUE,0.1109920152795676,0.04925404848517488
ETC->EMT,GPC3->CD81,good,TRUE,0.1169006389790156,0.025569671372670265
ETC->ETC,GPC3->CD81,good,TRUE,0.1062830653410261,0.06361535094062563
ETC->Endo,GPC3->CD81,good,TRUE,0.1413818019356893,0.08530348665864518
ETC->TAM,GPC3->CD81,good,FALSE,0.1387000980793355,0.1717468529753465
ETC->TIL,GPC3->CD81,good,FALSE,0.2295700149257252,0.4734132554454386
Endo->CAF,GPC3->CD81,good,TRUE,0.07880896467476953,0.05086646049584458
Endo->EMT,GPC3->CD81,good,TRUE,0.0830043341816067,0.03088922227600811
Endo->ETC,GPC3->CD81,good,FALSE,0.0754654136235788,0.1031375104561416
Endo->Endo,GPC3->CD81,good,TRUE,0.1003869819494678,0.09514554400382422
Endo->TAM,GPC3->CD81,good,FALSE,0.0984828602525038,0.1496906331039295
Endo->TIL,GPC3->CD81,good,FALSE,0.1630042949584894,0.6498520950339133
EMT->CAF,ICOS->ICOSLG,good,FALSE,0.0011961452444291243,0.011830640879553139
EMT->EMT,ICOS->ICOSLG,good,FALSE,2.2765640562250514e-4,0.004683847708334013
TIL->CAF,ICOS->ICOSLG,good,FALSE,0.1990509587756381,0.2773133354318626
TIL->EMT,ICOS->ICOSLG,good,FALSE,0.03646842165583426,0.1385716167483181
EMT->DC,ICOS->ICOSLG,good,FALSE,0.003497893096441043,0.02593533256831102
EMT->ETC,ICOS->ICOSLG,good,FALSE,2.004175948240277e-4,0.01706733071222171
EMT->TAM,ICOS->ICOSLG,good,FALSE,6.308186752612727e-4,0.049078768086383256
CAF->EMT,ICOSLG->ICOS,good,FALSE,0.0011961452444291243,0.01740667210351963
CAF->TIL,ICOSLG->ICOS,good,FALSE,0.1990509587756381,0.3922978331550644
EMT->EMT,ICOSLG->ICOS,good,FALSE,2.2765640562250514e-4,0.004683847708334013
EMT->TIL,ICOSLG->ICOS,good,FALSE,0.03646842165583426,0.1114111517524963
DC->EMT,ICOSLG->ICOS,good,FALSE,0.003497893096441043,0.04596678201286626
ETC->EMT,ICOSLG->ICOS,good,FALSE,2.004175948240277e-4,0.025569671372670265
TAM->EMT,ICOSLG->ICOS,good,FALSE,6.308186752612727e-4,0.04512993439069284
ETC->CAF,TDGF1->ACVR1B,good,FALSE,0.004686385838621606,0.04925404848517488
ETC->EMT,TDGF1->ACVR1B,good,FALSE,0.00331388479359206,0.025569671372670265
ETC->ETC,TDGF1->ACVR1B,good,FALSE,0.01552487557087146,0.06361535094062563
ETC->Endo,TDGF1->ACVR1B,good,FALSE,0.004730029733045309,0.08530348665864518
Endo->CAF,DHH->BOC,good,FALSE,0.01156367592522211,0.05086646049584458
Endo->EMT,DHH->BOC,good,FALSE,4.994253055154462e-4,0.03088922227600811
EMT->CAF,FGA->ITGB3,poor,FALSE,5.609368201416545e-4,0.011830640879553139
EMT->DC,FGA->ITGB3,poor,FALSE,0.001599405905837866,0.02593533256831102
EMT->EMT,FGA->ITGB3,poor,FALSE,8.523854936685922e-4,0.004683847708334013
ETC->CAF,FGA->ITGB3,poor,FALSE,0.01698583913878416,0.04925404848517488
ETC->DC,FGA->ITGB3,poor,FALSE,0.04044273414822486,0.09277599774902935
ETC->EMT,FGA->ITGB3,poor,TRUE,0.03518620071672947,0.025569671372670265
EMT->Endo,FGA->ITGB3,poor,FALSE,2.559992778256268e-4,0.019149491878077407
ETC->Endo,FGA->ITGB3,poor,FALSE,0.0114169286251608,0.08530348665864518
CAF->EMT,APOD->LEPR,good,TRUE,0.12510761183410848,0.01740667210351963
EMT->EMT,APOD->LEPR,good,TRUE,0.02749609014852609,0.004683847708334013
Endo->EMT,APOD->LEPR,good,TRUE,0.03412799457808292,0.03088922227600811
CAF->CAF,APOD->LEPR,good,TRUE,0.09918727240944657,0.028177239928266984
CAF->ETC,APOD->LEPR,good,TRUE,0.1198823599662743,0.0592606160045817
CAF->Endo,APOD->LEPR,good,TRUE,0.349510739679639,0.05266711378484012
CAF->TIL,APOD->LEPR,good,TRUE,2.005611739458635,0.3922978331550644
EMT->CAF,APOD->LEPR,good,TRUE,0.02204944332084404,0.011830640879553139
EMT->ETC,APOD->LEPR,good,TRUE,0.02664998479173461,0.01706733071222171
EMT->Endo,APOD->LEPR,good,TRUE,0.07769663443087592,0.019149491878077407
EMT->TIL,APOD->LEPR,good,TRUE,0.4458497678034832,0.1114111517524963
ETC->CAF,APOD->LEPR,good,FALSE,0.01457709604119148,0.04925404848517488
ETC->EMT,APOD->LEPR,good,TRUE,0.03609108329367776,0.025569671372670265
ETC->ETC,APOD->LEPR,good,FALSE,0.01761855762762799,0.06361535094062563
ETC->Endo,APOD->LEPR,good,FALSE,0.05136598170283731,0.08530348665864518
ETC->TIL,APOD->LEPR,good,FALSE,0.2947555088191456,0.4734132554454386
Endo->CAF,APOD->LEPR,good,FALSE,0.02697091921066004,0.05086646049584458
Endo->ETC,APOD->LEPR,good,FALSE,0.03259830991305402,0.1031375104561416
Endo->Endo,APOD->LEPR,good,FALSE,0.0950386646811329,0.09514554400382422
Endo->TIL,APOD->LEPR,good,FALSE,0.545364247638474,0.6498520950339133
TAM->CAF,APOD->LEPR,good,FALSE,0.01055264194249301,0.07835824106641753
TAM->EMT,APOD->LEPR,good,FALSE,0.02612703368617874,0.04512993439069284
TAM->ETC,APOD->LEPR,good,FALSE,0.01275441484793432,0.17367925931143874
TAM->Endo,APOD->LEPR,good,FALSE,0.03718482826778332,0.1228309267215977
TAM->TIL,APOD->LEPR,good,FALSE,0.213379217393943,0.855987299540236
ETC->CAF,EDN3->EDNRB,good,FALSE,0.02177169677142316,0.04925404848517488
ETC->EMT,EDN3->EDNRB,good,FALSE,7.765352870742978e-4,0.025569671372670265
ETC->Endo,EDN3->EDNRB,good,FALSE,0.01312644252052959,0.08530348665864518
CAF->CAF,ADAM17->ITGB1,poor,TRUE,0.4838773186000441,0.028177239928266984
CAF->DC,ADAM17->ITGB1,poor,FALSE,0.008220233459579371,0.0992002763472319
CAF->EMT,ADAM17->ITGB1,poor,TRUE,0.44279968511995105,0.01740667210351963
CAF->ETC,ADAM17->ITGB1,poor,TRUE,0.45034818755025313,0.0592606160045817
CAF->Endo,ADAM17->ITGB1,poor,TRUE,0.4176992883116083,0.05266711378484012
CAF->TIL,ADAM17->ITGB1,poor,TRUE,0.6213965937737391,0.3922978331550644
EMT->CAF,ADAM17->ITGB1,poor,TRUE,0.9287886928184166,0.011830640879553139
EMT->DC,ADAM17->ITGB1,poor,FALSE,0.02582935514815797,0.02593533256831102
EMT->EMT,ADAM17->ITGB1,poor,TRUE,0.8450894288304204,0.004683847708334013
EMT->ETC,ADAM17->ITGB1,poor,TRUE,0.8520225801084899,0.01706733071222171
EMT->Endo,ADAM17->ITGB1,poor,TRUE,0.7842866755583555,0.019149491878077407
EMT->TIL,ADAM17->ITGB1,poor,TRUE,1.1830078781926765,0.1114111517524963
ETC->CAF,ADAM17->ITGB1,poor,TRUE,0.5028639120418441,0.04925404848517488
ETC->DC,ADAM17->ITGB1,poor,FALSE,0.006744613207423329,0.09277599774902935
ETC->EMT,ADAM17->ITGB1,poor,TRUE,0.46104249933094754,0.025569671372670265
ETC->ETC,ADAM17->ITGB1,poor,TRUE,0.4702390128710548,0.06361535094062563
ETC->Endo,ADAM17->ITGB1,poor,TRUE,0.437215593413819,0.08530348665864518
ETC->TIL,ADAM17->ITGB1,poor,TRUE,0.6475227043030655,0.4734132554454386
Endo->CAF,ADAM17->ITGB1,poor,TRUE,0.8576930234002917,0.05086646049584458
Endo->DC,ADAM17->ITGB1,poor,FALSE,0.02351177265883811,0.2286205970950332
Endo->EMT,ADAM17->ITGB1,poor,TRUE,0.7805649972937461,0.03088922227600811
Endo->ETC,ADAM17->ITGB1,poor,TRUE,0.7872233672125413,0.1031375104561416
Endo->Endo,ADAM17->ITGB1,poor,TRUE,0.7248440530267751,0.09514554400382422
Endo->TIL,ADAM17->ITGB1,poor,TRUE,1.0927826568190118,0.6498520950339133
TAM->CAF,ADAM17->ITGB1,poor,TRUE,0.9005798371478361,0.07835824106641753
TAM->DC,ADAM17->ITGB1,poor,FALSE,0.1410435069401914,0.4366708504905247
TAM->EMT,ADAM17->ITGB1,poor,TRUE,0.7634258073824876,0.04512993439069284
TAM->ETC,ADAM17->ITGB1,poor,TRUE,0.6829434645230417,0.17367925931143874
TAM->Endo,ADAM17->ITGB1,poor,TRUE,0.55878250853477,0.1228309267215977
TAM->TIL,ADAM17->ITGB1,poor,TRUE,1.0346076555921049,0.855987299540236
CAF->TAM,ADAM17->ITGB1,poor,TRUE,0.8370752270225198,0.10163732010772808
EMT->TAM,ADAM17->ITGB1,poor,TRUE,1.550262288904359,0.049078768086383256
ETC->TAM,ADAM17->ITGB1,poor,TRUE,0.8800253804745275,0.1717468529753465
Endo->TAM,ADAM17->ITGB1,poor,TRUE,1.433507913377305,0.1496906331039295
TAM->TAM,ADAM17->ITGB1,poor,TRUE,0.8513361724024138,0.1746874259693969
TIL->CAF,ADAM17->ITGB1,poor,TRUE,3.500225927547553,0.2773133354318626
TIL->EMT,ADAM17->ITGB1,poor,TRUE,3.23178731017769,0.1385716167483181
TIL->ETC,ADAM17->ITGB1,poor,TRUE,3.331093584628066,0.417437080083662
TIL->Endo,ADAM17->ITGB1,poor,TRUE,3.124900029109772,0.4613234861335697
TIL->TAM,ADAM17->ITGB1,poor,TRUE,3.194650070948624,0.9112285040592317
TIL->TIL,ADAM17->ITGB1,poor,TRUE,4.552653909369223,2.4946087777333394
CAF->CAF,BMP8A->ACVR2A,good,FALSE,0.0018515741734735896,0.028177239928266984
CAF->EMT,BMP8A->ACVR2A,good,FALSE,0.001204612390473047,0.01740667210351963
CAF->ETC,BMP8A->ACVR2A,good,FALSE,0.001843580820553206,0.0592606160045817
EMT->CAF,BMP8A->ACVR2A,good,FALSE,5.331716924737228e-4,0.011830640879553139
EMT->EMT,BMP8A->ACVR2A,good,FALSE,2.421868341514733e-4,0.004683847708334013
EMT->ETC,BMP8A->ACVR2A,good,FALSE,3.909902589527884e-4,0.01706733071222171
CAF->Endo,BMP8A->ACVR2A,good,FALSE,0.002551125383870318,0.05266711378484012
CAF->CAF,ARF1->CHRM3,good,TRUE,0.02837980641681138,0.028177239928266984
CAF->EMT,ARF1->CHRM3,good,FALSE,0.0166224305224794,0.01740667210351963
CAF->Endo,ARF1->CHRM3,good,TRUE,0.126790496666788,0.05266711378484012
DC->CAF,ARF1->CHRM3,good,FALSE,0.04148406020856608,0.1261354276289414
DC->EMT,ARF1->CHRM3,good,FALSE,0.0242977664639306,0.04596678201286626
DC->Endo,ARF1->CHRM3,good,TRUE,0.1853354642504991,0.1796159043596034
EMT->CAF,ARF1->CHRM3,good,TRUE,0.02431426451065697,0.011830640879553139
EMT->EMT,ARF1->CHRM3,good,TRUE,0.01424118849148203,0.004683847708334013
EMT->Endo,ARF1->CHRM3,good,TRUE,0.1086271565111058,0.019149491878077407
ETC->CAF,ARF1->CHRM3,good,FALSE,0.01557616483668972,0.04925404848517488
ETC->EMT,ARF1->CHRM3,good,FALSE,0.009123167156319592,0.025569671372670265
ETC->Endo,ARF1->CHRM3,good,FALSE,0.06958855345249183,0.08530348665864518
Endo->CAF,ARF1->CHRM3,good,FALSE,0.02825788710234572,0.05086646049584458
Endo->EMT,ARF1->CHRM3,good,FALSE,0.01655102075652507,0.03088922227600811
Endo->Endo,ARF1->CHRM3,good,TRUE,0.1262458061848538,0.09514554400382422
TAM->CAF,ARF1->CHRM3,good,FALSE,0.02894989474834941,0.07835824106641753
TAM->EMT,ARF1->CHRM3,good,FALSE,0.01695633884953034,0.04512993439069284
TAM->Endo,ARF1->CHRM3,good,TRUE,0.1293374408438572,0.1228309267215977
TIL->CAF,ARF1->CHRM3,good,FALSE,0.04475448477091674,0.2773133354318626
TIL->EMT,ARF1->CHRM3,good,FALSE,0.02621329767891737,0.1385716167483181
TIL->Endo,ARF1->CHRM3,good,FALSE,0.1999465136876113,0.4613234861335697
EMT->EMT,SLAMF6->SLAMF6,good,FALSE,2.059973094504958e-5,0.004683847708334013
EMT->TIL,SLAMF6->SLAMF6,good,FALSE,0.001904670286967306,0.1114111517524963
TIL->EMT,SLAMF6->SLAMF6,good,FALSE,0.001904670286967306,0.1385716167483181
TIL->TIL,SLAMF6->SLAMF6,good,FALSE,0.1026713198272113,2.4946087777333394
DC->EMT,CXCL16->CXCR6,good,FALSE,0.003990651685185043,0.04596678201286626
DC->TIL,CXCL16->CXCR6,good,TRUE,0.3661237536086407,0.33376356709139343
EMT->EMT,CXCL16->CXCR6,good,FALSE,5.386187889972866e-4,0.004683847708334013
EMT->TIL,CXCL16->CXCR6,good,FALSE,0.04941577174573254,0.1114111517524963
ETC->EMT,CXCL16->CXCR6,good,FALSE,0.01025352145028758,0.025569671372670265
ETC->TIL,CXCL16->CXCR6,good,TRUE,0.9407129604978118,0.4734132554454386
TIL->EMT,CXCL16->CXCR6,good,FALSE,0.005854685060505365,0.1385716167483181
TIL->TIL,CXCL16->CXCR6,good,FALSE,0.5371401564577445,2.4946087777333394
EMT->EMT,VIP->VIPR1,good,FALSE,2.035817715719797e-6,0.004683847708334013
DC->CAF,C1QB->LRP1,good,FALSE,0.08624002572030835,0.1261354276289414
DC->EMT,C1QB->LRP1,good,TRUE,0.1398912818618195,0.04596678201286626
DC->ETC,C1QB->LRP1,good,FALSE,0.04511103487935417,0.1255733334327429
DC->Endo,C1QB->LRP1,good,FALSE,0.044227137532731,0.1796159043596034
DC->TAM,C1QB->LRP1,good,FALSE,0.1546632040577507,0.7852263385137609
EMT->CAF,C1QB->LRP1,good,TRUE,0.07853554388985033,0.011830640879553139
EMT->EMT,C1QB->LRP1,good,TRUE,0.05818899171155258,0.004683847708334013
EMT->ETC,C1QB->LRP1,good,FALSE,0.001371405981649146,0.01706733071222171
EMT->Endo,C1QB->LRP1,good,TRUE,0.028205793037142296,0.019149491878077407
EMT->TAM,C1QB->LRP1,good,TRUE,0.054990741559155246,0.049078768086383256
TAM->CAF,C1QB->LRP1,good,TRUE,0.7846554953518348,0.07835824106641753
TAM->EMT,C1QB->LRP1,good,TRUE,0.8937473669531006,0.04512993439069284
TAM->ETC,C1QB->LRP1,good,TRUE,0.3783734036271874,0.17367925931143874
TAM->Endo,C1QB->LRP1,good,TRUE,0.33628895200583353,0.1228309267215977
TAM->TAM,C1QB->LRP1,good,TRUE,0.9369502596861835,0.1746874259693969
CAF->CAF,C1QB->LRP1,good,TRUE,0.09936184287278266,0.028177239928266984
CAF->EMT,C1QB->LRP1,good,TRUE,0.07213346731890917,0.01740667210351963
CAF->Endo,C1QB->LRP1,good,FALSE,0.03542626952130286,0.05266711378484012
CAF->TAM,C1QB->LRP1,good,FALSE,0.06772950449079901,0.10163732010772808
ETC->CAF,C1QB->LRP1,good,TRUE,0.07382687605321715,0.04925404848517488
ETC->EMT,C1QB->LRP1,good,TRUE,0.05359591164044961,0.025569671372670265
ETC->Endo,C1QB->LRP1,good,FALSE,0.02632208434706386,0.08530348665864518
ETC->TAM,C1QB->LRP1,good,FALSE,0.05032372174890197,0.1717468529753465
Endo->CAF,C1QB->LRP1,good,TRUE,0.2196020372188099,0.05086646049584458
Endo->EMT,C1QB->LRP1,good,TRUE,0.1594239389779675,0.03088922227600811
Endo->Endo,C1QB->LRP1,good,FALSE,0.07829646404507021,0.09514554400382422
Endo->TAM,C1QB->LRP1,good,FALSE,0.1496906331039295,0.1496906331039295
CAF->CAF,IL33->IL1RL1,good,FALSE,0.001212535437241154,0.028177239928266984
CAF->EMT,IL33->IL1RL1,good,FALSE,1.112430077184668e-4,0.01740667210351963
EMT->CAF,IL33->IL1RL1,good,FALSE,5.127219132694934e-4,0.011830640879553139
EMT->EMT,IL33->IL1RL1,good,FALSE,4.703922541434278e-5,0.004683847708334013
Endo->CAF,IL33->IL1RL1,good,FALSE,0.003490932453519498,0.05086646049584458
Endo->EMT,IL33->IL1RL1,good,FALSE,3.202725577696092e-4,0.03088922227600811
CAF->CAF,ADAM9->ITGB1,poor,TRUE,0.35704507780427536,0.028177239928266984
CAF->DC,ADAM9->ITGB1,poor,FALSE,0.03381877208349845,0.0992002763472319
CAF->EMT,ADAM9->ITGB1,poor,TRUE,0.3133370707274422,0.01740667210351963
CAF->ETC,ADAM9->ITGB1,poor,TRUE,0.29804281355936146,0.0592606160045817
CAF->Endo,ADAM9->ITGB1,poor,TRUE,0.2599595745860513,0.05266711378484012
CAF->TIL,ADAM9->ITGB1,poor,TRUE,0.43160924849631643,0.3922978331550644
EMT->CAF,ADAM9->ITGB1,poor,TRUE,0.806648427613577,0.011830640879553139
EMT->DC,ADAM9->ITGB1,poor,TRUE,0.07980428536288856,0.02593533256831102
EMT->EMT,ADAM9->ITGB1,poor,TRUE,0.7062606150069496,0.004683847708334013
EMT->ETC,ADAM9->ITGB1,poor,TRUE,0.669151450272368,0.01706733071222171
EMT->Endo,ADAM9->ITGB1,poor,TRUE,0.5813984605763967,0.019149491878077407
EMT->TIL,ADAM9->ITGB1,poor,TRUE,0.9718099966062006,0.1114111517524963
ETC->CAF,ADAM9->ITGB1,poor,TRUE,0.8395190255835155,0.04925404848517488
ETC->DC,ADAM9->ITGB1,poor,FALSE,0.07908512505221195,0.09277599774902935
ETC->EMT,ADAM9->ITGB1,poor,TRUE,0.7369574731533586,0.025569671372670265
ETC->ETC,ADAM9->ITGB1,poor,TRUE,0.7013215400285183,0.06361535094062563
ETC->Endo,ADAM9->ITGB1,poor,TRUE,0.6119947625962864,0.08530348665864518
ETC->TIL,ADAM9->ITGB1,poor,TRUE,1.0152612242720118,0.4734132554454386
Endo->CAF,ADAM9->ITGB1,poor,TRUE,0.2710543772083026,0.05086646049584458
Endo->DC,ADAM9->ITGB1,poor,FALSE,0.02241893476675538,0.2286205970950332
Endo->EMT,ADAM9->ITGB1,poor,TRUE,0.2394442767205776,0.03088922227600811
Endo->ETC,ADAM9->ITGB1,poor,TRUE,0.23028046157847787,0.1031375104561416
Endo->Endo,ADAM9->ITGB1,poor,TRUE,0.20301020252039503,0.09514554400382422
Endo->TIL,ADAM9->ITGB1,poor,FALSE,0.33081644322606657,0.6498520950339133
CAF->TAM,ADAM9->ITGB1,poor,TRUE,0.4617078121479712,0.10163732010772808
EMT->TAM,ADAM9->ITGB1,poor,TRUE,1.024001451164533,0.049078768086383256
ETC->TAM,ADAM9->ITGB1,poor,TRUE,1.08804457099676,0.1717468529753465
Endo->TAM,ADAM9->ITGB1,poor,TRUE,0.3688008716780136,0.1496906331039295
TAM->CAF,ADAM9->ITGB1,poor,TRUE,1.192115194297642,0.07835824106641753
TAM->EMT,ADAM9->ITGB1,poor,TRUE,1.100689737448038,0.04512993439069284
TAM->ETC,ADAM9->ITGB1,poor,TRUE,1.134511702404549,0.17367925931143874
TAM->Endo,ADAM9->ITGB1,poor,TRUE,1.064285815393925,0.1228309267215977
TAM->TAM,ADAM9->ITGB1,poor,TRUE,1.088041449001624,0.1746874259693969
TAM->TIL,ADAM9->ITGB1,poor,TRUE,1.550553596276073,0.855987299540236
TIL->CAF,ADAM9->ITGB1,poor,TRUE,3.500225927547553,0.2773133354318626
TIL->EMT,ADAM9->ITGB1,poor,TRUE,3.23178731017769,0.1385716167483181
TIL->ETC,ADAM9->ITGB1,poor,TRUE,3.331093584628066,0.417437080083662
TIL->Endo,ADAM9->ITGB1,poor,TRUE,3.124900029109772,0.4613234861335697
TIL->TAM,ADAM9->ITGB1,poor,TRUE,3.194650070948624,0.9112285040592317
TIL->TIL,ADAM9->ITGB1,poor,TRUE,4.552653909369223,2.4946087777333394
CAF->CAF,ECM1->ITGB4,poor,TRUE,0.1493963859882812,0.028177239928266984
CAF->EMT,ECM1->ITGB4,poor,TRUE,0.9423020583692319,0.01740667210351963
CAF->ETC,ECM1->ITGB4,poor,TRUE,0.8677132181419644,0.0592606160045817
CAF->Endo,ECM1->ITGB4,poor,TRUE,0.3170094435675853,0.05266711378484012
CAF->TAM,ECM1->ITGB4,poor,TRUE,0.5886414661218284,0.10163732010772808
DC->CAF,ECM1->ITGB4,poor,FALSE,0.01605757608317094,0.1261354276289414
DC->EMT,ECM1->ITGB4,poor,TRUE,0.09630990141250574,0.04596678201286626
DC->ETC,ECM1->ITGB4,poor,FALSE,0.1117390281579377,0.1255733334327429
DC->Endo,ECM1->ITGB4,poor,FALSE,0.04653688863780822,0.1796159043596034
DC->TAM,ECM1->ITGB4,poor,FALSE,0.1230397391614046,0.7852263385137609
EMT->CAF,ECM1->ITGB4,poor,TRUE,0.04450951609536624,0.011830640879553139
EMT->EMT,ECM1->ITGB4,poor,TRUE,0.2846890251037902,0.004683847708334013
EMT->ETC,ECM1->ITGB4,poor,TRUE,0.243838894609488,0.01706733071222171
EMT->Endo,ECM1->ITGB4,poor,TRUE,0.08454386724295683,0.019149491878077407
EMT->TAM,ECM1->ITGB4,poor,TRUE,0.127885545676057,0.049078768086383256
ETC->CAF,ECM1->ITGB4,poor,TRUE,0.051361885885249384,0.04925404848517488
ETC->EMT,ECM1->ITGB4,poor,TRUE,0.3322838477459761,0.025569671372670265
ETC->ETC,ECM1->ITGB4,poor,TRUE,0.26738356140134056,0.06361535094062563
ETC->Endo,ECM1->ITGB4,poor,TRUE,0.08811798103457105,0.08530348665864518
ETC->TAM,ECM1->ITGB4,poor,FALSE,0.10229577484911966,0.1717468529753465
Endo->CAF,ECM1->ITGB4,poor,FALSE,0.04280912767824193,0.05086646049584458
Endo->EMT,ECM1->ITGB4,poor,TRUE,0.2809096766847752,0.03088922227600811
Endo->ETC,ECM1->ITGB4,poor,TRUE,0.2081524214597124,0.1031375104561416
Endo->Endo,ECM1->ITGB4,poor,FALSE,0.06352293973841917,0.09514554400382422
Endo->TAM,ECM1->ITGB4,poor,FALSE,0.03768146758674112,0.1496906331039295
TAM->CAF,ECM1->ITGB4,poor,FALSE,0.02551932528413727,0.07835824106641753
TAM->EMT,ECM1->ITGB4,poor,TRUE,0.1674555358534932,0.04512993439069284
TAM->ETC,ECM1->ITGB4,poor,FALSE,0.1240835690891934,0.17367925931143874
TAM->Endo,ECM1->ITGB4,poor,FALSE,0.03786721781330027,0.1228309267215977
TAM->TAM,ECM1->ITGB4,poor,FALSE,0.02246263076784125,0.1746874259693969
CAF->CAF,ADAM9->ITGA3,poor,TRUE,0.11866809970248353,0.028177239928266984
CAF->EMT,ADAM9->ITGA3,poor,TRUE,0.2715597456889265,0.01740667210351963
CAF->ETC,ADAM9->ITGA3,poor,TRUE,0.27747784327002545,0.0592606160045817
EMT->CAF,ADAM9->ITGA3,poor,TRUE,0.2656803744733608,0.011830640879553139
EMT->EMT,ADAM9->ITGA3,poor,TRUE,0.6081795991234259,0.004683847708334013
EMT->ETC,ADAM9->ITGA3,poor,TRUE,0.6282339977106959,0.01706733071222171
ETC->CAF,ADAM9->ITGA3,poor,TRUE,0.2793318873293835,0.04925404848517488
ETC->EMT,ADAM9->ITGA3,poor,TRUE,0.6391971757514897,0.025569671372670265
ETC->ETC,ADAM9->ITGA3,poor,TRUE,0.6522613795724878,0.06361535094062563
Endo->CAF,ADAM9->ITGA3,poor,TRUE,0.09240369674233487,0.05086646049584458
Endo->EMT,ADAM9->ITGA3,poor,TRUE,0.21126739106552095,0.03088922227600811
Endo->ETC,ADAM9->ITGA3,poor,TRUE,0.20936089085215814,0.1031375104561416
CAF->Endo,ADAM9->ITGA3,poor,TRUE,0.259476507695625,0.05266711378484012
CAF->TAM,ADAM9->ITGA3,poor,TRUE,0.2538593120595892,0.10163732010772808
CAF->TIL,ADAM9->ITGA3,poor,TRUE,0.657973746507267,0.3922978331550644
EMT->Endo,ADAM9->ITGA3,poor,TRUE,0.5754815349285674,0.019149491878077407
EMT->TAM,ADAM9->ITGA3,poor,TRUE,0.5630234037654493,0.049078768086383256
EMT->TIL,ADAM9->ITGA3,poor,TRUE,1.459291035421495,0.1114111517524963
ETC->Endo,ADAM9->ITGA3,poor,TRUE,0.611473312929224,0.08530348665864518
ETC->TAM,ADAM9->ITGA3,poor,TRUE,0.5982360250705194,0.1717468529753465
ETC->TIL,ADAM9->ITGA3,poor,TRUE,1.550558045390387,0.4734132554454386
Endo->Endo,ADAM9->ITGA3,poor,TRUE,0.2072634677176401,0.09514554400382422
Endo->TAM,ADAM9->ITGA3,poor,TRUE,0.2027765896695555,0.1496906331039295
Endo->TIL,ADAM9->ITGA3,poor,FALSE,0.5255732843770006,0.6498520950339133
TAM->CAF,ADAM9->ITGA3,poor,TRUE,0.4765432830158782,0.07835824106641753
TAM->EMT,ADAM9->ITGA3,poor,TRUE,1.083964872121478,0.04512993439069284
TAM->ETC,ADAM9->ITGA3,poor,TRUE,0.8817295130276274,0.17367925931143874
TAM->Endo,ADAM9->ITGA3,poor,TRUE,0.611471558390155,0.1228309267215977
TAM->TAM,ADAM9->ITGA3,poor,TRUE,0.598234308514038,0.1746874259693969
TAM->TIL,ADAM9->ITGA3,poor,TRUE,1.550553596276073,0.855987299540236
TIL->CAF,ADAM9->ITGA3,poor,TRUE,1.399201321138725,0.2773133354318626
TIL->EMT,ADAM9->ITGA3,poor,TRUE,3.182680640343442,0.1385716167483181
TIL->ETC,ADAM9->ITGA3,poor,TRUE,2.588887816669014,0.417437080083662
TIL->Endo,ADAM9->ITGA3,poor,TRUE,1.795370625987299,0.4613234861335697
TIL->TAM,ADAM9->ITGA3,poor,TRUE,1.756504109188049,0.9112285040592317
TIL->TIL,ADAM9->ITGA3,poor,TRUE,4.552653909369223,2.4946087777333394
EMT->ETC,WNT7B->FZD8,poor,FALSE,0.002115207285361406,0.01706733071222171
ETC->ETC,WNT7B->FZD8,poor,FALSE,0.03447182517822989,0.06361535094062563
EMT->CAF,WNT7B->FZD8,poor,TRUE,0.01185329132932813,0.011830640879553139
EMT->EMT,WNT7B->FZD8,poor,TRUE,0.007121190928702083,0.004683847708334013
EMT->Endo,WNT7B->FZD8,poor,FALSE,0.01039790927287577,0.019149491878077407
Endo->CAF,WNT7B->FZD8,poor,FALSE,0.003101797564136041,0.05086646049584458
Endo->EMT,WNT7B->FZD8,poor,FALSE,0.001863490237664463,0.03088922227600811
