Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
TIL,CD28,CD86,DC,0.2196531791907514,0.4309028426921909,0.8573298909828515,0.4705882352941176,0.8327863765591741,0.431434611940291,0.3588500170146774,0.3698817888209985
TIL,CD2,CD48,DC,0.7745664739884393,1.6569104378190609,0.8352200250531019,0.4901960784313725,0.9355247526126391,0.3056829656101901,1.5500807274419757,0.2553125341952495
TIL,B2M,CD1A,DC,1.0,2.1466349511735814,0.1687928745736153,0.2450980392156863,0.4354781490747039,0.9609434328543878,0.9348126152761383,0.16220040433413
TIL,CD6,ALCAM,DC,0.3063583815028902,0.6550727193830629,0.7850719322709521,0.2794117647058824,0.4841510848120396,0.2030311341030161,0.3171541677200826,0.1593940447614176
TIL,SIRPG,CD47,DC,0.208092485549133,0.4138417350188916,0.9742443663694396,0.4901960784313725,0.8997550809247707,0.1474205024327631,0.3723562037819703,0.1436235939824717
TIL,LTB,CD40,DC,0.6473988439306358,1.360255941022467,0.4765419755249476,0.2941176470588235,0.5290819727428996,0.2049642605393466,0.719686896711416,0.0976740736294303
TIL,ICAM3,ITGB2,DC,0.3583815028901734,0.7347707266388213,0.2774232031331537,0.6372549019607843,1.1627803699882118,0.29528195700939197,0.8543769773775963,0.0819180663409717
TIL,C1QB,CD33,DC,0.2832369942196532,0.5490008746387854,0.1556568465649849,0.2009803921568628,0.3788309382727658,0.4802165499028737,0.2079785164519802,0.074748993826198
TIL,C1QA,CD33,DC,0.2427745664739884,0.4425786183279113,0.1253790035555882,0.2009803921568628,0.3788309382727658,0.4802165499028737,0.1676624732406269,0.060209072517724685
TIL,HMGB1,HAVCR2,DC,0.861271676300578,1.8009173847775468,0.1646748332843951,0.4166666666666667,0.7637846199080331,0.3579823680075803,1.375513000218088,0.05895068677040124
TIL,ANXA1,FPR1,DC,0.5895953757225434,1.300410479442426,0.1387813331797023,0.2745098039215687,0.4885963560225843,0.3630737416107313,0.6353758215891508,0.05038785790328003
TIL,GNAI2,FPR1,DC,0.4046242774566474,0.7921866922029053,0.1149521602545189,0.2745098039215687,0.4885963560225843,0.3630737416107313,0.3870595310999241,0.04173611092984457
TIL,LGALS9,HAVCR2,DC,0.2196531791907514,0.4185834767301125,0.1165558440190037,0.4166666666666667,0.7637846199080331,0.3579823680075803,0.3197076216740921,0.04172493704704512
TIL,LTB,TNFRSF1A,DC,0.6473988439306358,1.360255941022467,0.4765419755249476,0.2450980392156863,0.4223810287520854,0.0858963808144736,0.5745463037352054,0.04093323100377246
TIL,CD99,PILRA,DC,0.6184971098265896,1.250557411799499,0.1475237559386792,0.2058823529411765,0.3792674903330665,0.2603497369381658,0.4742957710906111,0.0384077710507653
TIL,ANXA1,FPR3,DC,0.5895953757225434,1.300410479442426,0.1387813331797023,0.2401960784313726,0.4293280500585207,0.2724610442419111,0.5583026954146826,0.03781250695942627
TIL,LGALS1,CD69,DC,0.6705202312138728,1.3630631693529942,0.1262821981881821,0.2990196078431372,0.5898234035816418,0.2756965995029955,0.803966557844563,0.03481557261824515
TIL,LGALS1,PTPRC,DC,0.6705202312138728,1.3630631693529942,0.1262821981881821,0.5686274509803921,1.0301235021139408,0.2545634009128851,1.4041234056164342,0.03214682584553862
TIL,VIM,CD44,DC,0.8497109826589595,1.7869350764531682,0.1639725797096645,0.7647058823529411,1.450323837565292,0.1778706018538992,2.591634537561588,0.029165901440494482
TIL,MIF,CXCR4,DC,0.5664739884393064,1.157928861736239,0.1276657523060415,0.6715686274509803,1.255455313638425,0.2074557806326925,1.453727942282054,0.02648499830470981
TIL,HLA-B,CANX,DC,1.0,2.1466349511735814,0.1755924746626864,0.5686274509803921,1.058552282256406,0.1474669100658071,2.272325326736162,0.02589407966931488
TIL,APOE,SORL1,DC,0.5260115606936416,1.018266306371322,0.1718419027367195,0.2156862745098039,0.3785134236672021,0.1370302521391562,0.3854274658295651,0.023547539260085033
TIL,MIF,CD74,DC,0.5664739884393064,1.157928861736239,0.1276657523060415,0.9411764705882352,1.8044993597897399,0.1799265541748914,2.089481889685106,0.02297045889857125
TIL,B2M,HLA-F,DC,1.0,2.1466349511735814,0.1687928745736153,0.3284313725490196,0.5930525427450991,0.1240849259021994,1.273067316138994,0.02094465133428629
TIL,LGALS9,CD44,DC,0.2196531791907514,0.4185834767301125,0.1165558440190037,0.7647058823529411,1.450323837565292,0.1778706018538992,0.6070815943126391,0.02073185812524939
TIL,HLA-A,APLP2,DC,0.9884393063583816,2.1132772951936616,0.1723569412108382,0.4215686274509804,0.7669341922751668,0.105350852266816,1.6207446154428,0.0181579506506633
TIL,SPP1,CD44,DC,0.2196531791907514,0.4270852895304256,0.0980142246209753,0.7647058823529411,1.450323837565292,0.1778706018538992,0.6194119760794511,0.01743384912357614
TIL,SLPI,PLSCR1,DC,0.2138728323699422,0.4071995974598347,0.09955298155221882,0.5343137254901961,0.965675252185378,0.173256774905362,0.3932225739668102,0.01724822851595044
TIL,COL1A1,CD44,DC,0.2890173410404624,0.5755141143427164,0.09320473411559342,0.7647058823529411,1.450323837565292,0.1778706018538992,0.8346818388865189,0.01657838215277325
TIL,COL1A2,CD44,DC,0.2369942196531792,0.4811389399291199,0.08656169348311495,0.7647058823529411,1.450323837565292,0.1778706018538992,0.6978072737600981,0.0153967805173344
