Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
DC,CD86,CD28,TIL,0.4705882352941176,0.8327863765591741,0.431434611940291,0.2196531791907514,0.4309028426921909,0.8573298909828515,0.3588500170146774,0.3698817888209985
DC,CD48,CD2,TIL,0.4901960784313725,0.9355247526126391,0.3056829656101901,0.7745664739884393,1.6569104378190609,0.8352200250531019,1.5500807274419757,0.2553125341952495
DC,CXCL16,CXCR6,TIL,0.5,0.8942837910723378,0.2552577060615711,0.2369942196531792,0.4536849911529805,0.9449298459468528,0.4057231338409074,0.2412006248655074
DC,ALCAM,CD6,TIL,0.2794117647058824,0.4841510848120396,0.2030311341030161,0.3063583815028902,0.6550727193830629,0.7850719322709521,0.3171541677200826,0.1593940447614176
DC,CD47,SIRPG,TIL,0.4901960784313725,0.8997550809247707,0.1474205024327631,0.208092485549133,0.4138417350188916,0.9742443663694396,0.3723562037819703,0.1436235939824717
DC,ADAM28,ITGA4,TIL,0.2107843137254902,0.3776484662668052,0.2937185178828707,0.208092485549133,0.4231925829755057,0.4819421944957553,0.1598180298961874,0.1415553470725114
DC,CD58,CD2,TIL,0.25,0.4465111998694706,0.1468677539776079,0.7745664739884393,1.6569104378190609,0.8352200250531019,0.7398290676668386,0.1226668891566705
DC,SELPLG,SELL,TIL,0.2450980392156863,0.4354147473088618,0.2341195781769782,0.2832369942196532,0.5641506046928784,0.4266302899908413,0.2456394929864912,0.09988250353017764
DC,CD59,CD2,TIL,0.5490196078431373,1.0045804569064671,0.1177415512067539,0.7745664739884393,1.6569104378190609,0.8352200250531019,1.664499844677366,0.09834010134869607
DC,ICAM1,IL2RA,TIL,0.2352941176470588,0.4356552376670622,0.1441457496015546,0.2254335260115607,0.4423733929571371,0.6700453333474106,0.1927222856463263,0.09658418684238602
DC,CD14,ITGA4,TIL,0.2303921568627451,0.4078941575714422,0.1614946321862632,0.208092485549133,0.4231925829755057,0.4819421944957553,0.1726177821232765,0.07783107743513253
DC,LGALS1,PTPRC,TIL,0.9215686274509804,1.753991409561835,0.1625000922795053,0.7861271676300579,1.689879911028974,0.4176019442359228,2.9640348471359377,0.06786035447443828
DC,LGALS1,CD69,TIL,0.9215686274509804,1.753991409561835,0.1625000922795053,0.4046242774566474,0.8702548954873475,0.4067765265497582,1.5264196108139398,0.06610122310147233
DC,GRN,TNFRSF1B,TIL,0.7941176470588235,1.474674234620018,0.1780369555191055,0.5375722543352601,1.074358074599465,0.3319649356624952,1.5843281713678032,0.059102026484446374
DC,ICAM3,ITGB2,TIL,0.4215686274509804,0.7891141858813484,0.2979413538784386,0.3699421965317919,0.7628997712849283,0.1937343829336531,0.602015031926573,0.057721484344056474
DC,SPP1,ITGA4,TIL,0.2794117647058824,0.5111670760332148,0.1173106305399859,0.208092485549133,0.4231925829755057,0.4819421944957553,0.2163221152385328,0.05653694272012157
DC,LGALS3,LAG3,TIL,0.5098039215686274,0.9307757260816104,0.1196656171012406,0.2254335260115607,0.4348850816096209,0.4376656119284795,0.4047804775972552,0.0523735255354136
DC,TFF2,CXCR4,TIL,0.3431372549019608,0.6471705415767876,0.1602181998357824,0.9132947976878611,1.969168362387087,0.3253921946710304,1.274387755541927,0.05213375167080695
DC,TFF3,CXCR4,TIL,0.3137254901960784,0.587069191294165,0.1552670763347272,0.9132947976878611,1.969168362387087,0.3253921946710304,1.1560380780286421,0.0505226947287113
DC,ICAM1,SPN,TIL,0.2352941176470588,0.4356552376670622,0.1441457496015546,0.2485549132947977,0.5046565915741044,0.3137119629901899,0.219856287342466,0.045220246064196085
DC,MIF,CXCR4,TIL,0.6617647058823529,1.247649541155218,0.1375577745311878,0.9132947976878611,1.969168362387087,0.3253921946710304,2.4568320037896223,0.04476022614876597
DC,MDK,ITGA4,TIL,0.2303921568627451,0.4189128339077566,0.08312556184095424,0.208092485549133,0.4231925829755057,0.4819421944957553,0.1772808042230125,0.0400617156923221
DC,LGALS9,CD44,TIL,0.4215686274509804,0.7611153455451838,0.2119348861757225,0.6936416184971098,1.474409052655517,0.1808244605666337,1.1221953555868507,0.03832301146797593
DC,FN1,ITGA4,TIL,0.2401960784313726,0.4583873321626968,0.06813304524877241,0.208092485549133,0.4231925829755057,0.4819421944957553,0.1939861191011828,0.032836189344871966
DC,B2M,HLA-F,TIL,1.0,1.933187144837631,0.1520091784061881,0.4739884393063584,0.9778213473882822,0.2045904547928295,1.890311658718838,0.03109962694280638
DC,VIM,CD44,TIL,0.9509803921568628,1.8146417141163451,0.1665149937640854,0.6936416184971098,1.474409052655517,0.1808244605666337,2.6755241706194632,0.030109983923647114
DC,C3,ITGB2,TIL,0.2647058823529412,0.4735292472890621,0.14964150943773802,0.3699421965317919,0.7628997712849283,0.1937343829336531,0.3612553544535497,0.0289907054921806
DC,ICAM1,ITGB2,TIL,0.2352941176470588,0.4356552376670622,0.1441457496015546,0.3699421965317919,0.7628997712849283,0.1937343829336531,0.3323612811752828,0.02792598785156605
DC,HBEGF,CD44,TIL,0.2990196078431372,0.5426368436706129,0.137981208984535,0.6936416184971098,1.474409052655517,0.1808244605666337,0.8000686746123681,0.02495037768296049
DC,MIF,CD74,TIL,0.6617647058823529,1.247649541155218,0.1375577745311878,0.8554913294797688,1.7712712882303283,0.1766133845773924,2.209925810021982,0.02429454413488691
DC,APOE,SORL1,TIL,0.4068627450980392,0.7471535083646731,0.1260890984121214,0.2485549132947977,0.4845694663863822,0.1754248911823094,0.36204777685698303,0.02211916636822189
DC,SPP1,CD44,TIL,0.2794117647058824,0.5111670760332148,0.1173106305399859,0.6936416184971098,1.474409052655517,0.1808244605666337,0.7536693643228226,0.02121263148612462
DC,LRPAP1,SORL1,TIL,0.3627450980392157,0.6377741392220342,0.1151375517659536,0.2485549132947977,0.4845694663863822,0.1754248911823094,0.3090458743178554,0.02019799248953992
DC,HBEGF,CD82,TIL,0.2990196078431372,0.5426368436706129,0.137981208984535,0.208092485549133,0.4057316407795239,0.1328898868892242,0.2201649369298998,0.01833630725479325
DC,LGALS1,ITGB1,TIL,0.9215686274509804,1.753991409561835,0.1625000922795053,0.4508670520231214,0.8888843192072439,0.11097053909961099,1.559095459983725,0.01803272284399323
DC,CD14,ITGB1,TIL,0.2303921568627451,0.4078941575714422,0.1614946321862632,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.3625707205615036,0.017921146395403008
DC,COL1A2,CD44,TIL,0.2843137254901961,0.5321337011492538,0.09573615957524242,0.6936416184971098,1.474409052655517,0.1808244605666337,0.7845827461975452,0.017311439411914382
DC,COL1A1,CD44,TIL,0.2549019607843137,0.4817060601905782,0.07801248334840442,0.6936416184971098,1.474409052655517,0.1808244605666337,0.7102317758640116,0.014106565218938731
DC,APP,CD74,TIL,0.2598039215686275,0.4743668544051038,0.07546029131293704,0.8554913294797688,1.7712712882303283,0.1766133845773924,0.8402323892958967,0.01332729744997381
DC,TIMP1,CD63,TIL,0.8431372549019608,1.595958783040363,0.1518570135709945,0.4682080924855491,0.9283528920465404,0.08713513064336524,1.4816129518225982,0.01323208071661989
DC,SPP1,ITGB1,TIL,0.2794117647058824,0.5111670760332148,0.1173106305399859,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.4543683983809416,0.01301802391313752
DC,ADAM17,ITGB1,TIL,0.2205882352941176,0.3945318386527527,0.1126016276882373,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.3506931648064342,0.01249546332805737
DC,FN1,CD44,TIL,0.2401960784313726,0.4583873321626968,0.06813304524877241,0.6936416184971098,1.474409052655517,0.1808244605666337,0.6758504321632915,0.01232012115387132
DC,COL1A2,ITGB1,TIL,0.2843137254901961,0.5321337011492538,0.09573615957524242,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.4730053026732854,0.01062389323939103
DC,HLA-B,CANX,TIL,0.9852941176470588,1.896646149091953,0.1551436543490717,0.2485549132947977,0.479310904056842,0.06677279825182039,0.9090831803971918,0.01035937593190072
DC,MDK,ITGB1,TIL,0.2303921568627451,0.4189128339077566,0.08312556184095424,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.3723650491752734,0.009224488410448742
DC,COL1A1,ITGB1,TIL,0.2549019607843137,0.4817060601905782,0.07801248334840442,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.4281809633705057,0.008657087333671862
DC,TIMP2,ITGB1,TIL,0.2401960784313726,0.4263807948020835,0.0745760390985188,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.3790032025106935,0.008275743262676296
DC,HLA-A,APLP2,TIL,0.965686274509804,1.849064276374585,0.1508079718184592,0.2023121387283237,0.3990032457641545,0.05480956830699984,0.7377826479000071,0.008265719832623948
DC,FN1,ITGB1,TIL,0.2401960784313726,0.4583873321626968,0.06813304524877241,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.4074533116826635,0.007560760761754461
DC,LGALS3BP,ITGB1,TIL,0.2401960784313726,0.41534075978904406,0.06710251370979081,0.4508670520231214,0.8888843192072439,0.11097053909961099,0.3691898885041038,0.007446402121314522
