Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
ETC,ACE,BDKRB2,ETC,14,0.1891891891891892,0.2726955123942657,20.17946791717566,1.0,1.0,5,0.06756756756756757,0.1043390351068131,7.721088597904172,1.0,1.0,0.02845278664117569,1.0,155.807459647078,1.0
DC,ADAM12,ITGA9,CAF,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,1,0.25,0.5245988144002974,2.09839525760119,0.8029526749883694,0.575967115988123,0.07021346019211654,0.8029526749883694,2.527684566916196,0.575967115988123
DC,ADAM12,ITGA9,TAM,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,1,0.08333333333333333,0.1287383382630225,1.54486005915627,0.1970473250116306,0.4240328840118769,0.01723062260284216,0.1970473250116306,1.860907241106953,0.4240328840118769
DC,ADAM12,ITGB1,CAF,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,0.2722628068054047,0.399727501437898,9.801461044994568,0.07404488194240219
DC,ADAM12,ITGB1,DC,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.07813045785599054,0.1147086268279598,6.328567086335234,0.0478089950693187
DC,ADAM12,ITGB1,ETC,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.1182621381137237,0.1736286698046483,78.76258398374002,0.5950098873813153
DC,ADAM12,ITGB1,TAM,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,0.1603760506589888,0.2354589625097583,17.32061347117079,0.1308481229232425
DC,ADAM12,ITGB1,TIL,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.05208957483145354,0.07647623941973558,20.15866545977252,0.1522881126837213
DC,ADAM12,SDC4,DC,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,1,0.1111111111111111,0.1338422014399366,1.20457981295943,0.0977771603674276,0.01560270926943249,0.01791373488628858,0.0977771603674276,1.451012525789375,0.01560270926943249
DC,ADAM12,SDC4,ETC,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,44,0.5945945945945946,0.9025104553235548,66.78577369394307,0.6593205175503059,0.8650643146016276,0.1207939861630642,0.6593205175503059,80.44879478460075,0.8650643146016276
DC,ADAM12,SDC4,TAM,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,1,0.08333333333333333,0.1640149737107084,1.9681796845285,0.1198195951249959,0.02549348335188796,0.02195212515055454,0.1198195951249959,2.37082951625989,0.02549348335188796
DC,ADAM12,SDC4,TIL,1,0.1111111111111111,0.1338422014399366,1.20457981295943,1.0,1.0,3,0.06976744186046512,0.1684817095657809,7.244713511328579,0.1230827269572705,0.09383949277705211,0.02254996291064815,0.1230827269572705,8.726835646420835,0.09383949277705211
ETC,ADAM15,ITGA5,TAM,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,3,0.25,0.5509345624020542,6.611214748824651,0.7147064915890573,0.4114583219699026,0.3429849471016746,0.5633400261054358,304.570633026287,0.3942787644584669
ETC,ADAM15,ITGA5,TIL,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,4,0.09302325581395349,0.2199197237778888,9.45654812244922,0.2852935084109428,0.5885416780300974,0.1369112776256145,0.2248716842050754,435.6516854047054,0.5639683857530378
TAM,ADAM15,ITGA5,TAM,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,3,0.25,0.5509345624020542,6.611214748824651,0.7147064915890573,0.4114583219699026,0.09215822904646692,0.1513664654836215,13.27078498269124,0.0171795575114357
TAM,ADAM15,ITGA5,TIL,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,4,0.09302325581395349,0.2199197237778888,9.45654812244922,0.2852935084109428,0.5885416780300974,0.03678733130735754,0.06042182420586739,18.98226295459649,0.02457329227705966
ETC,ADAM15,ITGA9,CAF,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,1,0.25,0.5245988144002974,2.09839525760119,0.8029526749883694,0.575967115988123,0.3265895968156387,0.6328967012509826,96.67052065742905,0.551918847511158
ETC,ADAM15,ITGA9,TAM,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,1,0.08333333333333333,0.1287383382630225,1.54486005915627,0.1970473250116306,0.4240328840118769,0.0801462009328018,0.1553150090595285,71.16982642832798,0.4063283027003466
TAM,ADAM15,ITGA9,CAF,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,1,0.25,0.5245988144002974,2.09839525760119,0.8029526749883694,0.575967115988123,0.08775288572243573,0.1700559737373868,4.212138514676915,0.02404826847696499
TAM,ADAM15,ITGA9,TAM,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,1,0.08333333333333333,0.1287383382630225,1.54486005915627,0.1970473250116306,0.4240328840118769,0.02153485744836423,0.0417323159521021,3.101019472564449,0.01770458131153038
ETC,ADAM15,ITGAV,CAF,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,3,0.75,1.509608661838697,6.03843464735479,0.4632960339700284,0.1116902677106446,0.93980861314546,0.3651753593155927,278.1833494910561,0.1070268807400852
ETC,ADAM15,ITGAV,DC,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,1,0.1111111111111111,0.1338422014399366,1.20457981295943,0.04107591766823468,0.02228058257568686,0.08332361683881385,0.03237651931785299,55.49352881465002,0.02135030475820403
ETC,ADAM15,ITGAV,ETC,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,24,0.3243243243243243,0.4426060880530996,32.75285051592937,0.1358349686177812,0.6058150590423933,0.2755449304830281,0.107066712934196,1508.884039325061,0.5805205538825878
ETC,ADAM15,ITGAV,TAM,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,7,0.5833333333333334,1.17235354897563,14.06824258770756,0.3597930797439557,0.2602140906712752,0.7298500537463607,0.2835931187428695,648.1068477267683,0.2493494108306275
TAM,ADAM15,ITGAV,CAF,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,3,0.75,1.509608661838697,6.03843464735479,0.4632960339700284,0.1116902677106446,0.2525215702962809,0.09812067465443568,12.12103537422148,0.004663386970559379
TAM,ADAM15,ITGAV,DC,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,1,0.1111111111111111,0.1338422014399366,1.20457981295943,0.04107591766823468,0.02228058257568686,0.02238861218400673,0.008699398350381683,2.417970115872726,0.0009302778174828206
TAM,ADAM15,ITGAV,ETC,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,24,0.3243243243243243,0.4426060880530996,32.75285051592937,0.1358349686177812,0.6058150590423933,0.0740374556686302,0.02876825568358529,65.7452606337436,0.0252945051598055
TAM,ADAM15,ITGAV,TAM,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,7,0.5833333333333334,1.17235354897563,14.06824258770756,0.3597930797439557,0.2602140906712752,0.1961068233201331,0.0761999610010863,28.23938255809917,0.01086467984064767
ETC,ADAM15,ITGB1,CAF,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,1.266398209961099,0.3150698975665128,374.8538701484852,0.0709532971090542
ETC,ADAM15,ITGB1,DC,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.3634145740772674,0.09041468293943639,242.03410633546,0.04581283327965052
ETC,ADAM15,ITGB1,ETC,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.5500823332084258,0.1368561507856609,3012.250856649341,0.5701665289308138
ETC,ADAM15,ITGB1,TAM,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,0.7459702111288972,0.1855915115477551,662.4215474824607,0.1253848409017218
ETC,ADAM15,ITGB1,TIL,31,0.4189189189189189,0.6225511530920714,46.06878532881328,0.7882117103105111,0.9582471502115046,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.2422884899270714,0.06027946747114591,770.9619749479409,0.1459296499902644
TAM,ADAM15,ITGB1,CAF,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,0.3402744560187166,0.08465760387138514,16.3331738888984,0.003091584833347992
TAM,ADAM15,ITGB1,DC,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.09764756103628289,0.02429394388852344,10.54593659191855,0.001996161789668179
TAM,ADAM15,ITGB1,ETC,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.1478041939934149,0.03677251901898748,131.2501242661525,0.0248433584505016
TAM,ADAM15,ITGB1,TAM,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,0.2004382237762718,0.04986745096200319,28.86310422378314,0.005463282021520723
TAM,ADAM15,ITGB1,TIL,1,0.08333333333333333,0.1672761800324533,2.00731416038944,0.2117882896894889,0.04175284978849537,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.06510162716675275,0.01619677194858967,33.59243961804442,0.006358462693456871
CAF,ADAM17,ITGA5,TAM,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,3,0.25,0.5509345624020542,6.611214748824651,0.7147064915890573,0.4114583219699026,0.2890196182482643,0.1388193100580235,13.87294167591669,0.01777384352784251
CAF,ADAM17,ITGA5,TIL,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,4,0.09302325581395349,0.2199197237778888,9.45654812244922,0.2852935084109428,0.5885416780300974,0.1153696263571214,0.05541330387749116,19.84357573342488,0.02542334699864448
DC,ADAM17,ITGA5,TAM,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,3,0.25,0.5509345624020542,6.611214748824651,0.7147064915890573,0.4114583219699026,0.4258737363986962,0.2045518522826249,45.9943635310592,0.05892741710166052
DC,ADAM17,ITGA5,TIL,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,4,0.09302325581395349,0.2199197237778888,9.45654812244922,0.2852935084109428,0.5885416780300974,0.169998473257356,0.08165214151045001,65.78940915059677,0.08428858791080086
ETC,ADAM17,ITGA5,TAM,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,3,0.25,0.5509345624020542,6.611214748824651,0.7147064915890573,0.4114583219699026,0.1562856394918171,0.07506571622274759,138.7816478687336,0.1778053531384155
ETC,ADAM17,ITGA5,TIL,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,4,0.09302325581395349,0.2199197237778888,9.45654812244922,0.2852935084109428,0.5885416780300974,0.06238543923916831,0.02996441447586786,198.5104676590336,0.2543291879425683
TAM,ADAM17,ITGA5,TAM,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,3,0.25,0.5509345624020542,6.611214748824651,0.7147064915890573,0.4114583219699026,0.5262869674995867,0.2527814345739862,75.78532331994049,0.09709523112419272
TAM,ADAM17,ITGA5,TIL,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,4,0.09302325581395349,0.2199197237778888,9.45654812244922,0.2852935084109428,0.5885416780300974,0.210081001300383,0.1009042217742015,108.4017966709976,0.1388830586314707
TIL,ADAM17,ITGA5,TAM,3,0.06976744186046512,0.1643420273925986,7.06670717788174,0.0608476052246074,0.1454739736244044,3,0.25,0.5509345624020542,6.611214748824651,0.7147064915890573,0.4114583219699026,0.09054170294580773,0.04348817845167515,46.71951872003678,0.05985647707779129
TIL,ADAM17,ITGA5,TIL,3,0.06976744186046512,0.1643420273925986,7.06670717788174,0.0608476052246074,0.1454739736244044,4,0.09302325581395349,0.2199197237778888,9.45654812244922,0.2852935084109428,0.5885416780300974,0.03614205326927853,0.01735942677293226,66.826656494896,0.08561749654661308
CAF,ADAM17,ITGB1,CAF,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,1.067142830279198,0.07764011746619513,17.07428528446717,0.003198530872777184
CAF,ADAM17,ITGB1,DC,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.3062348431126077,0.02228015642974814,11.02445435205388,0.002065214268889237
CAF,ADAM17,ITGB1,ETC,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.4635322549647763,0.03372435039030321,137.2055474695739,0.02570275547035425
CAF,ADAM17,ITGB1,TAM,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,0.6285990900386028,0.0457338097628147,30.17275632185294,0.005652271295948497
CAF,ADAM17,ITGB1,TIL,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.2041667643329899,0.01485417988645349,35.11668346527426,0.006578418618517828
DC,ADAM17,ITGB1,CAF,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,1.572447251700745,0.1144036073404535,56.60810106122683,0.01060441218341019
DC,ADAM17,ITGB1,DC,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.4512405685201891,0.03283006712068155,36.55048605013532,0.006847013277488289
DC,ADAM17,ITGB1,ETC,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.683020116626107,0.04969321873506942,454.8913976729876,0.08521493901366654
DC,ADAM17,ITGB1,TAM,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,0.9262479993368683,0.06738929544466671,100.0347839283818,0.01873954542844627
DC,ADAM17,ITGB1,TIL,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.3008420788246772,0.02188780515220371,116.4258845051501,0.02181009510945011
ETC,ADAM17,ITGB1,CAF,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,0.5770511381550262,0.04198343171985341,170.8071368938877,0.0319973510775756
ETC,ADAM17,ITGB1,DC,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.1655946699418132,0.01204786206799933,110.2860501812476,0.02065991814382305
ETC,ADAM17,ITGB1,ETC,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.2506523098028109,0.01823624188260896,1372.572048480193,0.2571243246221726
ETC,ADAM17,ITGB1,TAM,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,0.3399112190587337,0.0247302856065603,301.8411625241555,0.05654399355074356
ETC,ADAM17,ITGB1,TIL,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.1104019634381621,0.008032309421593435,351.2990476602317,0.06580895368666904
TAM,ADAM17,ITGB1,CAF,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,1.943201528811576,0.141377883706484,93.27367338295564,0.01747298460592807
TAM,ADAM17,ITGB1,DC,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.5576348342762159,0.04057079596844629,60.2245621018313,0.01128188489139477
TAM,ADAM17,ITGB1,ETC,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.8440637569249935,0.06140997004071979,749.5286161493947,0.1404094156119527
TAM,ADAM17,ITGB1,TAM,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,1.144640321907984,0.08327845769832715,164.8282063547497,0.03087731626516559
TAM,ADAM17,ITGB1,TIL,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.3717751338689871,0.02704854893421032,191.8359690763974,0.0359366883812223
TIL,ADAM17,ITGB1,CAF,3,0.06976744186046512,0.1643420273925986,7.06670717788174,0.0608476052246074,0.1454739736244044,4,1.0,2.034207476238995,8.13682990495598,0.399727501437898,0.07404488194240219,0.3343057807822978,0.0243224612049119,57.50059429455521,0.01077160320271115
TIL,ADAM17,ITGB1,DC,3,0.06976744186046512,0.1643420273925986,7.06670717788174,0.0608476052246074,0.1454739736244044,3,0.3333333333333333,0.5837505436658,5.2537548929922,0.1147086268279598,0.0478089950693187,0.09593474783756925,0.006979745241084509,37.12674741313929,0.006954964487723346
TIL,ADAM17,ITGB1,ETC,3,0.06976744186046512,0.1643420273925986,7.06670717788174,0.0608476052246074,0.1454739736244044,44,0.5945945945945946,0.8835937906086765,65.3859405050421,0.1736286698046483,0.5950098873813153,0.1452115949401412,0.01056488875594695,462.0632950995294,0.08655845266316928
TIL,ADAM17,ITGB1,TAM,3,0.06976744186046512,0.1643420273925986,7.06670717788174,0.0608476052246074,0.1454739736244044,8,0.6666666666666666,1.198247256348062,14.37896707617675,0.2354589625097583,0.1308481229232425,0.1969223834258594,0.0143271139973894,101.6119498477435,0.0190349963829386
TIL,ADAM17,ITGB1,TIL,3,0.06976744186046512,0.1643420273925986,7.06670717788174,0.0608476052246074,0.1454739736244044,7,0.1627906976744186,0.3891864768439974,16.73501850429189,0.07647623941973558,0.1522881126837213,0.06395969463832518,0.004653396025274629,118.2614753862632,0.02215395688786199
CAF,ADAM17,NOTCH1,ETC,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,12,0.1621621621621622,0.1867060784792814,13.81624980746682,0.5381596435067799,0.7969689148200452,0.0979457874115599,0.1045281542729266,28.99195307382173,0.03442681805716907
CAF,ADAM17,NOTCH1,TAM,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,1,0.08333333333333333,0.1087119551997433,1.30454346239692,0.3133502001206194,0.07525056379627525,0.0570301628089236,0.06086282844664453,2.737447814828333,0.003250612941533266
CAF,ADAM17,NOTCH1,TIL,1,0.25,0.5245988144002974,2.09839525760119,0.1942326139355147,0.04319719052648699,1,0.02325581395348837,0.05151633929375883,2.21520258963163,0.1484901563726008,0.1277805213836797,0.02702541051574934,0.02884163121594358,4.648370608708887,0.005519759527784654
DC,ADAM17,NOTCH1,ETC,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,12,0.1621621621621622,0.1867060784792814,13.81624980746682,0.5381596435067799,0.7969689148200452,0.1443242458843844,0.1540234392698978,96.11994775899998,0.1141387040996435
DC,ADAM17,NOTCH1,TAM,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,1,0.08333333333333333,0.1087119551997433,1.30454346239692,0.3133502001206194,0.07525056379627525,0.08403460176879572,0.08968207873038052,9.075736991029938,0.0107770851218379
DC,ADAM17,NOTCH1,TIL,3,0.3333333333333333,0.7730023953151579,6.957021557836422,0.2862039937930749,0.1432160050124614,1,0.02325581395348837,0.05151633929375883,2.21520258963163,0.1484901563726008,0.1277805213836797,0.03982225367194397,0.04249847579279656,15.41121217104232,0.01830021579097999
ETC,ADAM17,NOTCH1,ETC,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,12,0.1621621621621622,0.1867060784792814,13.81624980746682,0.5381596435067799,0.7969689148200452,0.05296360196558089,0.05652297769423738,290.0286843635209,0.3443977962615699
ETC,ADAM17,NOTCH1,TAM,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,1,0.08333333333333333,0.1087119551997433,1.30454346239692,0.3133502001206194,0.07525056379627525,0.0308387213260344,0.03291121247310596,27.38478453751855,0.0325183678521887
ETC,ADAM17,NOTCH1,TIL,16,0.2162162162162162,0.2836736885963689,20.9918529561313,0.1050301306986154,0.4321345410809838,1,0.02325581395348837,0.05151633929375883,2.21520258963163,0.1484901563726008,0.1277805213836797,0.01461382999044263,0.01559594053127211,46.50120702958844,0.05521837696722524
TAM,ADAM17,NOTCH1,ETC,6,0.5,0.9552622097350275,11.46314651682033,0.3536856563481876,0.2359782897556634,12,0.1621621621621622,0.1867060784792814,13.81624980746682,0.5381596435067799,0.7969689148200452,0.1783532610990798,0.1903393467338021,158.3776958559829,0.1880673615076612
