Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand detection rate,Delta ligand average expression value,Delta ligand derived specificity of average expression value,Delta receptor detection rate,Delta receptor average expression value,Delta receptor derived specificity of average expression value,Edge delta average expression weight,Edge delta average expression derived specificity
ETC,VEGFA,FLT1,EMT,0.5439317319848294,0.823862934899947,0.2545279709160603,1.0,2.4322278338764103,0.6733092824699081,2.00382236156276,0.1713760454660142
ETC,HRAS,CAV1,EMT,0.2101769911504425,0.2866764861301254,0.3053244415023678,1.0,2.4322278338764103,0.4940836584515889,0.6972625288835758,0.15085581707217802
ETC,VEGFB,FLT1,EMT,0.2234513274336283,0.3148459022246219,0.1683216280623034,1.0,2.4322278338764103,0.6733092824699081,0.7657769667726563,0.1133325146147963
ETC,ADM,RAMP2,EMT,0.2512642225031606,0.3629306469057298,0.1876812918081824,1.0,2.4322278338764103,0.592399777060084,0.8827300211708875,0.1111823554255158
ETC,LAMB2,RPSA,EMT,0.218078381795196,0.3158383085802855,0.147332837538943,1.0,2.4322278338764103,0.1885563876416114,0.7681907251334169,0.02778054762733149
