LR,Pval_PAAD-US,Pval_PACA-AU,Pval_PACA-CA,HR_PAAD-US,HR_PACA-AU,HR_PACA-CA,meta_Pval,adjPval,annot,HR_geometric_mean,HR_mean
GDNF->GFRA2,8.825004360798472e-4,0.4777001327607715,0.16943393866456435,2.55356164260581,1.184369192196638,0.7605669874206556,0.04535311138442772,0.14510038056000005,2 The others,1.320049771660724,1.4994992740743678
QRFP->P2RY14,0.0012625712067714234,0.3587620735992104,0.48358376434864103,2.5539092771327145,1.3368511984610953,1.1534886296622429,0.10006252323935304,0.20431812817668318,2 The others,1.5791884214429717,1.6814163684186842
CCL22->ACKR2,0.0015885075561111739,0.7183907728756835,0.6559586153580061,2.2494310376514286,0.851124220455506,0.9106601115454278,0.4075899185683596,0.3622871273086422,2 The others,1.203577283685498,1.3370717898841207
IL20->IL20RB,0.0016927963156737613,0.005292856426479031,0.01091892246435866,0.35320363700549334,0.3887214384571895,0.6737167006928976,9.566229916544688e-7,3.004315326823921e-4,"0 HR<1, q<0.1",0.45225182120013874,0.4718805920518601
IL26->IL20RB,0.0016927963156737613,0.005292856426479031,0.01091892246435866,0.35320363700549334,0.3887214384571895,0.6737167006928976,9.566229916544688e-7,3.004315326823921e-4,"0 HR<1, q<0.1",0.45225182120013874,0.4718805920518601
TNFSF13->FAS,0.0017947395215340833,0.8555134668928697,0.3018658825451518,2.7986888847591063,1.1842592722899512,1.37056559304038,0.2575776074809439,0.29682199694829586,2 The others,1.6561528409082205,1.7845045833631457
DHH->PTCH2,0.001956439772643037,0.14699368665000967,0.33261465125012957,2.35308182115905,1.4817913272476806,1.1249462461406394,0.018612850673471473,0.0994255362218039,"1 HR>1, q<0.1",1.5770735549726624,1.65327313151579
DKK4->KREMEN2,0.001986500191439755,0.340584515330715,0.2711601687121231,3.0063663450190288,1.4033334354938691,1.2152380552032467,0.0385286082802969,0.13802886668665224,2 The others,1.7243339470483234,1.874979278572048
GHRL->GHSR,0.002004713308797923,0.3374166692751527,0.23707663006188973,2.104190171854239,1.2263924056818236,1.3407285990940263,0.03193318177115854,0.12608130460201014,2 The others,1.512464203045785,1.5571037255433628
IL3->CSF2RB,0.0020307239977160885,0.3923244646831452,0.8326354739071626,2.3979322367389293,0.8419532070668071,1.0280257918792233,0.3020258318727974,0.32324763250387245,2 The others,1.27558564777793,1.4226370785616531
IL5->CSF2RB,0.0020307239977160885,0.3923244646831452,0.8622815020273766,2.3979322367389293,0.8419532070668071,1.0300277715776114,0.3222819721719875,0.3287865569650733,2 The others,1.276413136961643,1.4233044051277826
GRN->TNFRSF1B,0.002126488489775813,0.36578532748074466,0.5346854431229826,2.3288644263194334,1.3000323379434724,0.8023798034880053,0.12255492844260703,0.22218764830964352,2 The others,1.344289429532748,1.4770921892503035
IL19->IL20RB,0.0022049641700547795,0.03927941964195092,0.006476142319705058,0.37576348543105786,0.4966097979452466,0.6553849781884503,1.8386563489950193e-5,0.0018333795668875308,"0 HR<1, q<0.1",0.49637372065721097,0.5092527538549182
CORT->SSTR5,0.002307434173199341,0.5665242044096075,0.3080233772219835,2.8569106340478183,1.1381653745311386,1.1343509533306497,0.1123652756090728,0.2110696335536936,2 The others,1.5450759116370476,1.7098089873032023
IL24->IL20RB,0.002342005459372354,0.011509410011466215,0.004345923961698972,0.39345926109190626,0.4442972193910244,0.6484980666596487,1.0043207545624974e-6,3.004315326823921e-4,"0 HR<1, q<0.1",0.4839799284105601,0.49541818238085983
CCL21->CCR7,0.002480475357360956,0.3348193799567024,0.3970944757863275,2.235917543559073,1.2743481941115267,1.1892721051267758,0.06601409853411912,0.17553238366354734,2 The others,1.5020176681407784,1.5665126142657917
TNFSF13->TNFRSF14,0.002504927842269411,0.7190451880042847,0.7733110551224838,2.5176792051876573,1.2179288994217026,1.1034384377046411,0.49614592346143016,0.3975181561246395,2 The others,1.5012631076199179,1.6130155141046671
ANGPT1->TIE1,0.0027457436581026506,0.12029849853127172,0.34562562676828223,2.3029467189083843,1.5622528923734553,1.178182479182256,0.01715733574090304,0.09594455603257562,"1 HR>1, q<0.1",1.6183877999220686,1.681127363488032
RELN->LRP8,0.0027599376884970273,0.1863005427401334,0.049751367361283716,2.895138600015584,1.4825827835591674,1.3358097173063765,0.0022699503414769116,0.03143976455943227,"1 HR>1, q<0.1",1.7898266496520943,1.904510366960376
MMRN2->CLEC14A,0.002874232506110741,0.402875341033718,0.3734932725880127,1.9780480073356497,1.1125577315714448,0.9059292508952881,0.07886189729972018,0.18722754901492675,2 The others,1.2585908076261885,1.3321783299341277
CCL26->CCR2,0.002909229920840195,0.6211920472221415,0.7308989884782624,2.161623550387987,1.1292874941409108,1.182904823766548,0.39226640196458995,0.3550444464783947,2 The others,1.4240048274884844,1.4912719560984817
CCL16->CCR2,0.0031408020390955027,0.571963159187999,0.23559505634720057,2.147454830525507,1.0945371571869777,1.3264246752907434,0.08880301066552933,0.19864370364590384,2 The others,1.460872722092042,1.5228055543344095
DEFB103B->CCR2,0.0031408020390955027,0.6896956391473681,0.27495497169287775,2.147454830525507,1.0643919560306832,1.3128909100232546,0.15107550082090282,0.24283492912265786,2 The others,1.4423968135392609,1.5082458988598149
DEFB106A->CCR2,0.0031408020390955027,0.571963159187999,0.15192244955730616,2.147454830525507,1.0945371571869777,1.3510103890208536,0.06404707685295596,0.17377759829114245,2 The others,1.4698434405982954,1.531000792244446
CXCL16->CXCR6,0.003141628796545559,0.048156995989253604,0.3069605574630012,2.8253586332665406,1.8443641329621734,1.1394570947577751,0.007663739610839495,0.06534029119227446,"1 HR>1, q<0.1",1.8108094087252689,1.9363932869954965
CD34->SELP,0.003178844273641346,0.33274419977512437,0.3971366443886619,2.2343409674719497,1.409996915100447,1.1570322007328295,0.06565484244286368,0.17553238366354734,2 The others,1.5389966893285436,1.6004566944350753
SEMA6B->PLXNA2,0.003201635008905024,0.8777020512814385,0.3030912932106915,2.823088318697311,1.1031029424275014,1.230464707320844,0.27351490129401934,0.30615147341669424,2 The others,1.5648398233938108,1.718885322815219
LAMA1->ITGA7,0.0032117110285131423,0.9645246659483782,0.30567903825891973,2.7186470666541305,1.090924819562763,1.1745373886034691,0.3339392223112916,0.33326169705449515,2 The others,1.5159033055287954,1.6613697582734543
CSF2->CSF2RA,0.003297268086556837,0.2681631094472836,0.36323538422828694,2.0876736630702224,0.6903885110840473,1.1254158139421686,0.04261333698499427,0.14046624943296654,2 The others,1.1749599421271295,1.3011593293654795
GDF3->TDGF1,0.003437375667842968,0.02588763456379861,0.011097935229609557,2.2876323013464632,2.1796275138455057,1.6342537159888397,1.1008613302547303e-5,0.0013172423460004266,"1 HR>1, q<0.1",2.0123151379185975,2.0338378437269364
DSC3->DSG3,0.00344095406464473,0.3000750788750749,0.04276793232692688,0.46685840971270154,0.7156449872668846,0.6530539703418144,0.006920634213489077,0.06226260993930168,"0 HR<1, q<0.1",0.6020196007228286,0.6118524557738002
CCL16->CCR5,0.003474069207266006,0.45977981939228796,8.75352164618759e-5,2.226796743913751,1.3488050142336594,2.1702086671864853,0.016578763500314155,0.09589601853653928,"1 HR>1, q<0.1",1.8680008993879338,1.9152701417779652
CCL4L1->CCR5,0.003474069207266006,0.45977981939228796,0.0012243381170573553,2.226796743913751,1.3488050142336594,2.0097906666770804,0.016701090559735437,0.09589601853653928,"1 HR>1, q<0.1",1.8207913917487506,1.861797474941497
IL16->CD4,0.0035659836304200443,0.28626057211748634,0.4755476826585875,2.3300942626598578,1.3107994037873476,1.1679951447590562,0.07472574791525802,0.1849273910136156,2 The others,1.5279773659609601,1.6029629370687537
WNT3A->FZD8,0.003636482573472044,0.01657528615431836,0.01771661588776241,2.3548140275850993,2.342515411518009,1.3976313133563527,9.093724411048582e-6,0.0013172423460004266,"1 HR>1, q<0.1",1.9755008965091974,2.031653584153154
ICAM3->ITGAL,0.003688403038140331,0.8642123121496575,0.7286804528396853,2.256333950956753,1.0947764305023293,1.1472888591431707,0.5721355754860376,0.4176707748382938,2 The others,1.415143663725296,1.4994664135340843
DHH->PTCH1,0.0040558651106400445,0.0474000307891449,0.07028737653555228,2.4239625571226076,1.570176003023292,1.4104056390096587,3.007347844285918e-4,0.007496792550781332,"1 HR>1, q<0.1",1.7509460283670546,1.8015147330518528
CSF2->CSF3R,0.004105775746884643,0.18764016138959116,0.7204938856279157,2.3577034173835623,0.7755622731691963,1.008484129849864,0.12652484980179293,0.22596131570890202,2 The others,1.22628562892471,1.380583273467541
PNOC->OPRL1,0.004448694249813534,0.37015479082372504,0.14274683532070886,2.095796718491651,1.2452017587678295,0.8176111086804533,0.023078252292013015,0.10810641211701258,2 The others,1.2873952081898605,1.3862031953133114
GHRL->MLNR,0.00464554464161171,0.16341931787613007,0.017755557860637428,1.9752463092426962,1.3616216547717204,1.6187966597703372,0.001069372629882164,0.018817122784059993,"1 HR>1, q<0.1",1.6328890225859773,1.6518882079282513
APLN->APLNR,0.004870004907936654,0.2338257982587072,0.6035960591959957,1.775050105391457,1.427607810867449,1.1209694445003333,0.09959477715382209,0.20398565187796838,2 The others,1.4162429759575905,1.44120912025308
SHH->BOC,0.004876827860276989,0.06669208205830357,0.0024129510264595533,2.0352988334053492,1.683718117478291,1.7303688989824981,6.748768077379515e-5,0.002990844313866812,"1 HR>1, q<0.1",1.8100007568727667,1.8164619499553794
NPY->NPFFR2,0.004877229183545717,0.40330561947174404,0.8052699053736517,2.7656357835126135,1.112906951527341,1.078057834821901,0.29293229909186924,0.31864539179086326,2 The others,1.4915299107754376,1.6522001899539518
CSF3->CSF3R,0.0049132356887260364,0.8743367385548394,0.9355753823310327,2.0884827743263763,1.1318418979071396,1.1635324500043829,0.725717711819007,0.4551163306762182,2 The others,1.401086842376735,1.4612857074126329
ANGPTL1->TEK,0.005276880516633553,0.0023156490088658277,0.4624752766223106,2.0118148390630597,2.802687886405358,1.2348051029175107,0.01731132360286423,0.09594455603257562,"1 HR>1, q<0.1",1.9095031818804635,2.0164359427953094
FGF7->FGFR2,0.005323952337377813,0.23703984828753355,0.019472036340155152,2.6619291317887694,1.5378559335518531,1.609168006001162,0.002991823792629096,0.036906031191580625,"1 HR>1, q<0.1",1.8745822925063016,1.9363176904472612
NMS->NMUR1,0.005507417639065149,0.2895964992387605,0.7223547516708212,2.198043242151748,1.4621657521065752,1.0286554027630603,0.17554662966428797,0.25753662934883825,2 The others,1.4897072005472647,1.5629547990071277
SELPLG->SIGLEC5,0.005526436980074156,0.0010816058740380496,0.6359121953490197,2.0359251039450803,2.376103480742662,1.027876746540025,0.04420884663078465,0.1433060792017046,2 The others,1.7068265760336272,1.8133017770759228
DLL4->NOTCH4,0.005628614223523454,0.07568111670659317,0.5361767540041891,2.0252889369521436,0.5902429047089678,1.0564308082373912,0.039240191596052396,0.1384251085293886,2 The others,1.0809018856311285,1.2239875499661677
CCL21->CXCR3,0.005750460959138781,0.31385125986647555,0.9733435170943688,1.9983021812265214,1.3487430440478632,1.111861820431865,0.34766785656117816,0.33623560084188675,2 The others,1.4417182608265013,1.4863023485687499
IHH->PTCH2,0.005767337810301698,0.03738827204572004,0.1383610987649857,2.461846706880947,2.3767758469831626,1.2761847990599346,9.967782976213735e-4,0.01804778104824721,"1 HR>1, q<0.1",1.9545836725200814,2.038269117641348
SEMA4B->DCBLD2,0.005879323481788212,7.267549034982723e-4,5.830407880634825e-4,0.5069181557671725,0.2978483986487667,0.4992883678015507,6.19263949711289e-8,7.409840599291804e-5,"0 HR<1, q<0.1",0.4224365832307935,0.4346849740724967
CCL21->ACKR2,0.0059101427601099266,0.12218946909127137,0.8701092600866014,2.0634104911570827,1.5050916176600375,1.0080434044982738,0.16577270574782713,0.252682938516603,2 The others,1.4628819048573276,1.5255151711051314
CCL21->ACKR4,0.0059101427601099266,0.06501950031889225,0.9454552167112189,2.0634104911570827,2.029997036313977,1.1212236154427273,0.1749918621306359,0.25753662934883825,2 The others,1.6746514308563707,1.7382103809712623
CCL21->CCR10,0.0059101427601099266,0.16367491077799168,0.4734404139184947,2.0634104911570827,1.6016063032067052,0.8450585856619113,0.044313216122422665,0.1433060792017046,2 The others,1.408238048210326,1.503358460008566
NTN1->NEO1,0.005921319113206369,0.016675685346983493,0.036292226009309037,2.4401400529558286,2.3386647556930593,1.3903136577392823,3.403740070069672e-5,0.002226908838712128,"1 HR>1, q<0.1",1.994489883481111,2.05637282212939
IL12B->IL23R,0.005957368177181288,0.917994516416737,0.30670087084463393,2.1371149697755887,1.0806769915715169,0.8767453149694642,0.3045030956589418,0.32453179649720315,2 The others,1.2651220206817817,1.3648457587721898
DLL3->NOTCH1,0.0060519620393348905,0.8773740644001857,0.36270588162549156,2.7253375687747567,1.0145785376160972,1.2064578888771076,0.31505277995347175,0.3273766011116324,2 The others,1.4941907626502808,1.6487913317559872
MUC7->SELL,0.006341264202724406,0.6405545536714636,0.4759656493981478,2.220002052991403,1.1606190524534699,1.1103284685191137,0.2350266748749813,0.2803814583965545,2 The others,1.419596267921713,1.4969831913213287
SHH->PTCH2,0.006406630921387935,0.07337255045704372,0.012167905639278942,2.532036245750295,1.88279312986192,1.4668775675432155,1.295575343576439e-4,0.004378880297591773,"1 HR>1, q<0.1",1.9122975271433245,1.96056898105181
CSF2->IL3RA,0.006461395947836013,0.8719278456618961,0.5154387911238671,2.451535379998501,0.9812507594020404,1.220244294658085,0.42076996524414373,0.36843358459137165,2 The others,1.4318196522077336,1.5510101446862088
DEFB103A->CCR6,0.006479741217012891,0.4822830598779142,0.37325624397906154,2.029356920963187,1.2978963629845204,1.31678557084048,0.10675773048697634,0.20958386485748962,2 The others,1.5136931204588113,1.5480129515960623
DEFB103B->CCR6,0.006479741217012891,0.4822830598779142,0.7863110750335967,2.029356920963187,1.2978963629845204,1.091211179201486,0.3350985433452305,0.33355919380080334,2 The others,1.421790974453624,1.4728214877163979
DEFB4A->CCR6,0.006479741217012891,0.2945912600124593,0.9379821679994464,2.029356920963187,1.3896838909926068,0.9839397452974518,0.3102127827184341,0.3253535825720154,2 The others,1.4052307823688415,1.4676601857510818
DEFB4B->CCR6,0.006479741217012891,0.2945912600124593,0.477149234308911,2.029356920963187,1.3896838909926068,1.1444608020736045,0.07855183006019073,0.18722754901492675,2 The others,1.4778322088268636,1.5211672046764662
SEMA3C->NRP1,0.006657002496848863,0.4099460084483596,0.027793037354029826,0.4307676575899459,0.682209853646552,0.7457224093480576,0.014627136520757648,0.09031287030408178,"0 HR<1, q<0.1",0.6029011194006441,0.6195666401948517
SEMA4A->LILRB2,0.00670093905942426,0.7338180718265769,0.864598739265676,2.113787193512483,1.2270405005195089,0.9272944473511134,0.5784511379619561,0.41882605191381916,2 The others,1.3398184061015375,1.422707380461035
THPO->MPL,0.0067100749339488175,0.4323841129076833,0.03694964656093069,1.985639615099796,1.136135043367023,1.6149681784383598,0.017979995702451165,0.09691024159562123,"1 HR>1, q<0.1",1.5387383738041036,1.5789142789683932
NXPH2->NRXN1,0.006908715894766715,0.32139635313924486,0.45845990357063393,2.238418441501721,1.2833498495160962,0.819424072444342,0.08116780455919072,0.18982081641901263,2 The others,1.3302451549042016,1.4470641211540531
IL3->IL3RA,0.006978105305106785,0.3426603992792907,0.19116259204512975,2.431377548595966,1.172002076610038,1.3190319909027555,0.026360973248338464,0.11387142052934855,2 The others,1.5548149362686265,1.640803872036253
CCL17->CCR8,0.007193864482339829,0.8973162341224457,0.514987386405601,1.9166726520023682,1.0330905975511826,1.1704579909750061,0.43979701676439387,0.37375128237233274,2 The others,1.3233683041811601,1.3734070801761857
APOE->LRP1,0.007229722494163204,0.014977890912271086,0.0058315206549302,1.8670415933980045,2.198143397279447,1.5435322329342136,3.6740286693569757e-6,7.326969060031033e-4,"1 HR>1, q<0.1",1.8502989636444442,1.869572407870555
CCL24->CCR2,0.007231338005910248,0.16888984721582712,0.09390240906335323,2.0815207783438927,1.6973571198044153,1.3153665865927044,0.0032813600868469303,0.038493445550853066,"1 HR>1, q<0.1",1.6687845136117583,1.6980814949136709
GRN->SORT1,0.007254205406138414,0.03514434575487324,0.7332755370974254,2.0416109101793327,2.186917934978789,0.9265342769915754,0.07778334242588378,0.1870372736737154,2 The others,1.605297951813884,1.7183543740498992
HGF->MET,0.007296467019084041,0.23461343821702108,0.4837728731813137,0.4171745571166944,0.6702173094128191,0.907109218783602,0.0636926325817697,0.17320865543103264,2 The others,0.6329912082539417,0.6648336951043717
CCL22->CCR4,0.007301337152127885,0.9276466349688695,0.3250349445237879,1.9034462553605564,0.9131930915448856,1.1753236114567196,0.3245961715548929,0.3299894060226362,2 The others,1.2688790657587075,1.3306543194540539
RPH3A->NRXN1,0.007386689814580905,0.25634238073185633,0.7999836049903329,2.3109708576648784,1.310743982660525,0.886530714031342,0.20046644721911128,0.26436252211519795,2 The others,1.389959168674736,1.502748518118915
CFP->NCR1,0.007811424117634469,0.2941578363314621,0.7391524945517283,1.9096206836725047,0.6115619948254446,1.100242818510473,0.18804986458903286,0.2619466980305382,2 The others,1.087156450520907,1.2071418323361407
CCL3L1->CCR5,0.007840655875721803,0.45977981939228796,0.0012243381170573553,1.9590161777371964,1.3488050142336594,2.0097906666770804,0.01717655631197679,0.09594455603257562,"1 HR>1, q<0.1",1.744667508349595,1.7725372862159787
NCAM1->GFRA1,0.0078754409870887,0.02327870579901925,0.7932666234733605,2.1406205268835428,1.8465964175016265,1.0750094798695171,0.09338895674321165,0.20170600428748736,2 The others,1.6197251392521268,1.6874088080848955
CCL7->CCR5,0.008368996323390276,0.7256662962024324,0.009595395517341343,2.013888254050721,1.00504353920911,1.6999257835795927,0.06853630099750686,0.17866564140612942,2 The others,1.5096747871938878,1.5729525256131414
ZG16B->CXCR4,0.008434379138963388,0.09769484710424048,0.006275976130017069,2.1910048625347485,1.7130568229407295,1.4995882693878948,2.3670530162174435e-4,0.00690807741108296,"1 HR>1, q<0.1",1.7788078947532937,1.801216651621124
DSC3->DSG4,0.008501736237178537,0.029281704836838895,0.012581460033656455,0.43514261573909735,0.423907819514166,0.5522169477220962,2.129279663632039e-5,0.001959848139836987,"0 HR<1, q<0.1",0.4670222720278271,0.4704224609917865
EDN3->EDNRB,0.008573989036163798,0.28254952650790677,0.039662224673809865,2.0031846242339397,1.4135033468815623,1.4281586693144477,0.006032385504683492,0.0563913102048692,"1 HR>1, q<0.1",1.5931796846905075,1.6149488801433165
SHH->GPC5,0.008775632559003266,0.213735449987155,0.05291267120373433,2.5200694272085196,1.6907514868302853,1.3655112626570118,0.0034821937251787705,0.039682287260173754,"1 HR>1, q<0.1",1.7985776404828815,1.8587773922319386
HSPG2->COL13A1,0.008775758162483105,0.3583268072300212,0.5309254937053589,2.2015818847006967,1.3251183554028982,1.1198949542807524,0.12070311250455053,0.2204904891717468,2 The others,1.483846352919413,1.5488650647947824
MLN->MLNR,0.008851868823871789,0.6071833353872853,0.46658063732588106,2.4698534369111753,1.2368735087989762,1.210804761347627,0.21119931464255354,0.2699912707352777,2 The others,1.5465247104205193,1.6391772356859262
CRH->CRHR2,0.009033709146969549,0.7652909066918195,0.16974979046734184,1.8364789173739497,0.9878059332355545,1.5261468332097978,0.14023855301554497,0.23701030626283376,2 The others,1.4041644247881624,1.450143894606434
EDN2->EDNRB,0.009165757490323112,0.32369816220816505,0.7268905427222605,2.0485040183979843,1.3465835311554268,0.9406588684510805,0.19825807608953486,0.26436252211519795,2 The others,1.3741498382777513,1.4452488060014972
SHH->LRP2,0.009182305759992349,0.06516553786784274,0.04444362334220975,2.612733135161099,1.9515019577708044,1.3443928368122766,2.7938590112182e-4,0.007496792550781332,"1 HR>1, q<0.1",1.8996054696585443,1.96954264324806
NODAL->TDGF1,0.009593844972336396,0.06423979742308883,0.3807453691194843,2.29514237208,1.983403290432138,1.1426982922221565,0.015655858570456812,0.0927381839553119,"1 HR>1, q<0.1",1.7326762114407401,1.8070813182447647
GDNF->GFRA1,0.010009521174265568,0.06611550117471898,0.19648070391942907,1.9069556288039609,1.6400996372497227,1.3348480415006214,0.003376398295481553,0.03922378635905261,"1 HR>1, q<0.1",1.610203932838421,1.6273011025181017
PSPN->GFRA1,0.010009521174265568,0.08358997378036404,0.3277578700508147,1.9069556288039609,1.57573832981517,1.2392310338877692,0.01246810692263991,0.08476584921608861,"1 HR>1, q<0.1",1.5499784358151247,1.5739749975023
TAC3->TACR1,0.01004888522076286,0.8187849528954637,0.5742372236876052,2.0409924017908296,1.054538443561695,1.0801422143329737,0.427606852555404,0.3700751569288611,2 The others,1.3247326738013772,1.391891019895166
ZP3->EGFR,0.010478173433792315,0.1279061246071138,0.7809310460636513,0.4847052246066275,0.7291863549326069,1.0351876203744221,0.12949180253159265,0.22812831546831405,2 The others,0.7152289770371183,0.7496930666378855
NXPH1->NRXN1,0.01050946616868842,0.25634238073185633,0.6541693816058002,2.2450189673479595,1.310743982660525,0.8697111194330941,0.13021399715225096,0.2284579960574211,2 The others,1.3678473601735341,1.4751580231471928
FCER2->CR2,0.010731390768969451,0.9268594982237737,0.7111585347726385,2.0663530542300896,0.9430693351891627,1.0125773615916764,0.6104649718501198,0.4256734203073641,2 The others,1.2542731375672398,1.3406665836703098
FGF18->FGFR4,0.011005699982087669,0.09896760219448131,0.009763184690589122,2.361463792221813,1.8930173251086024,1.549162641424302,2.8610686874412026e-4,0.007496792550781332,"1 HR>1, q<0.1",1.9060939299965927,1.934547919584906
PYY->NPY4R,0.011159592918353,0.04964338224874121,0.41373474482603834,2.2810002198613315,1.936809061065297,0.7852113795794826,0.01780987894134297,0.09686599720490835,2 The others,1.5137921196388346,1.667673553502037
WNT9B->FZD8,0.011161502760301811,0.006778597348098492,0.004845059818452513,2.0920463477919906,2.601573230732204,1.5216144310568596,1.9715372782394774e-6,4.718109934908045e-4,"1 HR>1, q<0.1",2.0231930532117386,2.0717446698603514
PSAP->CD1B,0.011361871944893354,0.07397337280201155,0.9697145506559256,1.8514457927915537,1.6937108519042248,0.9109891556771986,0.1956511952541837,0.26436252211519795,2 The others,1.4189088347875098,1.485381933457659
PSAP->GPR37,0.011361871944893354,0.07397337280201155,0.9697145506559256,1.8514457927915537,1.6937108519042248,0.9109891556771986,0.1956511952541837,0.26436252211519795,2 The others,1.4189088347875098,1.485381933457659
PSAP->GPR37L1,0.011361871944893354,0.07397337280201155,0.9697145506559256,1.8514457927915537,1.6937108519042248,0.9109891556771986,0.1956511952541837,0.26436252211519795,2 The others,1.4189088347875098,1.485381933457659
EDN1->EDNRB,0.011472114067412664,0.5976102738296105,0.058727044781636706,1.7751136649591288,0.9820379868260521,1.3787532184900317,0.049637099605492986,0.15036347997759375,2 The others,1.339513200904121,1.3786349567584042
CD34->SELE,0.011745677503233853,0.2991911125029668,0.20224175512208786,1.977966498499449,1.5848443792293438,1.2211382941765996,0.02252445144918197,0.10810641211701258,2 The others,1.5643123309345803,1.594649723968464
RSPO4->LGR5,0.01179820686901345,0.01793354882906717,7.840490044946913e-4,2.855489242012154,2.044011747123516,1.7387968364906603,4.736125805553155e-6,8.095771784206242e-4,"1 HR>1, q<0.1",2.1650648986572945,2.2127659418754435
TAC1->TACR1,0.011798546471988747,0.9153965593605674,0.8587776787343668,2.713015814690284,1.0859901363447346,1.0675034331143194,0.7066839289935951,0.4523902664095177,2 The others,1.4651513699305947,1.6221697947164462
PYY->NPY2R,0.012156145961399245,0.4400381421136528,0.5274371337836138,2.204403377130981,0.6716546675566063,1.049994741424835,0.15668840866794412,0.2464790168369899,2 The others,1.1584431955930694,1.308684262037474
NLGN1->NRXN1,0.01262657062254724,0.09017737826380812,0.4978687308522405,2.129504950743939,1.908561936437039,1.1190411163682497,0.036121218153087505,0.13381134401969993,2 The others,1.6568263212612382,1.7190360011830759
MFNG->NOTCH1,0.012652536271478443,0.8753212660139709,0.15621655027185577,2.160122290021477,0.9128475570338965,1.3156801021198001,0.18970947178907174,0.26212243272070823,2 The others,1.3740703472476719,1.4628833163917243
IL10->IL10RA,0.012695952524089726,0.8997627762469869,0.9819943367596663,1.9648297393572678,1.1624900832740308,1.06009762575756,0.7753817248272535,0.46739936368652785,2 The others,1.342826842007203,1.3958058161296194
IL22->IL10RA,0.012695952524089726,0.8997627762469869,0.7967596200971561,1.9648297393572678,1.1624900832740308,1.159024760556194,0.6538611043197929,0.437146227722966,2 The others,1.3833613295100229,1.4287815277291642
FGF5->FGFR4,0.012787256563848493,0.18238235860277485,0.01239074510814453,2.3195928373487775,1.7540557529918699,1.5400180214381516,0.0014903284674091112,0.02442824146363507,"1 HR>1, q<0.1",1.8435729126595095,1.8712222039262665
