LR,pval,hr,median_day_low,median_day_high,diff_day
TNF->TNFRSF1A,0.08925854415064582,0.8066817561431604,608.5,456,-152.5
FN1->CD44,0.08941520294038763,0.7265239840461059,589.5,456,-133.5
GNAS->VIPR1,0.09087738296327552,0.7543000987072708,668,455,-213
EFNA5->EPHA5,0.0910280023145914,0.8187041502952946,599,446,-153
NXPH3->NRXN3,0.0911704184189176,1.280577605237694,437,587,150
F12->GP1BA,0.09143452372190963,1.443121492152797,482.5,592,109.5
THBS1->TNFRSF11B,0.09145570963897753,0.7190041452369942,643,455,-188
APOD->LEPR,0.0923758689584171,1.2145488625480116,456,631,175
PSEN1->NOTCH1,0.09307432492522127,1.3019235482184577,450.5,587,136.5
CD86->CTLA4,0.09350072485911465,1.42906866474172,446.5,625,178.5
GNAS->ADRB2,0.0935150237404051,0.7535116815167172,668,456,-212
CCL8->CCR5,0.09372490781657128,1.495028065047989,482.5,573,90.5
CCL24->CCR2,0.09390240906335323,1.3153665865927044,449.5,627,177.5
CCL15->CCR1,0.09510673410741088,1.4313429151862698,455,607.5,152.5
C1QTNF1->AVPR2,0.09582685354834741,1.2250566939125165,445,575,130
CRP->OLR1,0.09697954538361808,0.7000815388880666,584,463,-121
L1CAM->CNTN1,0.09787479211159633,0.7653496161571958,588.5,480,-108.5
NAMPT->INSR,0.09868779004580208,0.8115613194898271,583,463,-120
RLN1->RXFP1,0.09882706322847612,0.7520018611193947,591,456,-135
NTF4->NGFR,0.0993815825222566,0.7474003240714273,626,383,-243
FN1->TNFRSF11B,0.09973448622163705,0.7304330672290994,588.5,456,-132.5
EGF->ERBB3,0.10044277474662167,1.1593195569627635,375,617.5,242.5
ADM->CALCRL,0.10168939107174135,0.7149653241476165,616.5,446,-170.5
PLAU->LRP1,0.10232349425831344,1.2478214943368442,483,590,107
IL7->IL7R,0.10336555687136584,1.5519014717536963,471.5,579,107.5
HP->CD163,0.10345038511943838,0.7591075654207213,582.5,456,-126.5
CD99->PILRB,0.10356807406322255,1.1290842362197466,459,592,133
COL18A1->ITGB1,0.10378236930702078,0.7371195442035319,629,444,-185
PLA2G2A->ITGA5,0.10477102221488499,0.8025147639701983,589.5,446,-143.5
TNFSF13B->TNFRSF13B,0.10536146181948058,1.5721068541368295,469,587,118
INHBB->ACVR1,0.10636099395358456,1.3811816644458745,507.5,578,70.5
TNFSF13->SDC2,0.10659940892615272,1.3721501648134495,456,563,107
MDK->ITGA6,0.10748696215945308,0.7191489778185097,575,456,-119
SEMA6A->PLXNA2,0.11059247494272018,1.2346855484354171,450.5,592,141.5
EFNA4->EPHA3,0.11062743759986438,1.2410509416935223,455.5,587,131.5
FGF13->SCN8A,0.1110231752477634,1.4011677611245468,456,628,172
L1CAM->ITGA5,0.11180484799480772,0.7533904700874718,608.5,455,-153.5
L1CAM->ALCAM,0.11246718145816648,0.7664149080685415,559,515,-44
ALCAM->L1CAM,0.11246718145816648,0.7664149080685415,559,515,-44
FGF19->FGFR3,0.11250381763462824,1.394445877122827,471.5,608,136.5
ANXA1->FPR2,0.11270873103699142,0.7612382677314784,629,455,-174
CD47->SIRPA,0.113789637712712,0.7340215681214795,608.5,456,-152.5
SIRPA->CD47,0.113789637712712,0.7340215681214795,608.5,456,-152.5
CXADR->CXADR,0.11483397134135565,1.2756870947430574,467,608,141
TNFSF12->TNFRSF12A,0.1149174919826359,0.7535600607725954,606,480,-126
LTBP1->ITGB5,0.11528959693007723,0.7331280898204257,632,437,-195
ANPEP->SELE,0.11609597863141041,1.361095236122808,440.5,627,186.5
VTN->ITGA5,0.1165899361560857,0.7411390103953348,585,456,-129
CXCL12->ITGA4,0.11690497187161131,1.4074724046242868,450,579,129
GNAS->TSHR,0.11755103973706471,0.7595400225859975,668,456,-212
SHH->CDON,0.11981591856293339,1.2914649333565753,469,592,123
PTDSS1->JMJD6,0.12076456138480796,0.7719658131753757,581,456,-125
PDGFB->ART1,0.12127266782712665,0.7908319278580291,629,375,-254
CCL7->CCR3,0.12148661031750763,0.7228450272058414,556,512,-44
CCL18->CCR3,0.12159131711506943,0.7023080305447743,573,522,-51
MADCAM1->ITGA4,0.12168556990055024,1.4006281112527927,446.5,590,143.5
FGF2->FGFRL1,0.12186447379308163,0.7023690003318612,589.5,467,-122.5
NPPB->NPR1,0.12188985547098075,1.3961334224875646,459,579,120
BTC->ERBB3,0.12243192292013239,1.1334139979819386,373,627,254
NRG2->ERBB3,0.12243192292013239,1.1334139979819386,373,627,254
NRG1->ERBB3,0.12243192292013239,1.1334139979819386,373,627,254
GNAI2->EGFR,0.12341865736004887,0.7765907639272662,588.5,437,-151.5
CCL2->CCR4,0.12365537959774198,1.2927330319768806,478.5,579,100.5
HP->ITGB2,0.12401070325235775,0.7649444830239804,581,463,-118
RTN4->S1PR2,0.12406717606021511,0.6925567134289802,573,455.5,-117.5
TAC3->TACR2,0.12423170744549517,1.3260063543817198,456,608.5,152.5
NID1->ITGB3,0.12427959002683697,1.2879198822243128,469,579,110
ADM2->CALCR,0.12432858700017924,1.1854482109816724,459.5,608,148.5
PLA2G2A->ITGA4,0.12438610520644011,1.533855695081227,467,590,123
SERPING1->SELE,0.12557759957993997,1.3842309859308266,456,587,131
SERPING1->SELP,0.12557759957993997,1.3842309859308266,456,587,131
RELN->ITGB1,0.12611939386295556,0.7545023097112433,581,456,-125
HLA-E->KLRD1,0.1263980016643279,1.3002692569397671,441.5,579,137.5
HLA-E->KLRC1,0.1263980016643279,1.3002692569397671,441.5,579,137.5
HLA-E->KLRK1,0.1263980016643279,1.3002692569397671,441.5,579,137.5
ADCYAP1->VIPR1,0.12659242285588213,1.4274378561958363,456,629,173
IL31->OSMR,0.12664304482553135,0.7749138983373309,597.5,463,-134.5
OSM->OSMR,0.12664304482553135,0.7749138983373309,597.5,463,-134.5
GRN->TNFRSF1A,0.12696811690010223,0.6486801081006787,608.5,480,-128.5
FGG->ITGA2B,0.12747137621316762,0.7762897549945952,617.5,456,-161.5
SLAMF7->SLAMF7,0.1275859614212409,1.3553594416627555,465,625,160
THBS2->ITGA6,0.12916861131069135,0.6953217788240819,577,463,-114
CD6->ALCAM,0.13037651796000027,0.7722063011676874,559,467,-92
ALCAM->CD6,0.13037651796000027,0.7722063011676874,559,467,-92
VWF->TNFRSF11B,0.13042225846890187,1.2956417806730525,467,579,112
EFNA3->EPHA2,0.13227413347083716,0.710435368896458,534.5,512,-22.5
SPP1->ITGA4,0.13281217930824807,0.6842542806094475,576.5,456,-120.5
SPP1->ITGA9,0.13281217930824807,0.6842542806094475,576.5,456,-120.5
SPP1->ITGB3,0.13281217930824807,0.6842542806094475,576.5,456,-120.5
LHB->LHCGR,0.13340824735981593,0.7372851321015198,600,456,-144
BGN->FGFR3,0.13435692047750336,1.2172058788927378,444,563,119
FNDC5->ITGB5,0.1348462799149418,0.6749998358751617,629,444,-185
LILRB4->LAIR1,0.1350136402981159,1.4369237207133723,482.5,579,96.5
TDGF1->ACVR1B,0.13538750531754928,1.1784681238021604,437,592,155
NODAL->ACVR1B,0.13538750531754928,1.1784681238021604,437,592,155
SEMA4D->ERBB2,0.13597294002548233,1.2211149815165454,456,578.5,122.5
IL1RN->IL1R2,0.13635097486585812,0.7329954139594231,557,512,-45
CORT->SSTR3,0.1370931890305438,0.7290941238761262,590,503,-87
DSC1->DSG3,0.13754186944648805,0.7282561382237855,574,480,-94
PF4->CXCR3,0.13794669523015068,1.4256715018323818,487,539,52
IHH->PTCH2,0.1383610987649857,1.2761847990599346,456,590,134
CCL19->CCRL2,0.13840033386494643,1.1799199260613562,437,663,226
SHH->HHIP,0.13851103423326905,1.2489689151752599,459.5,592,132.5
ICAM4->ITGA4,0.13894865075739604,1.3814793427454921,446.5,590,143.5
INHA->TGFBR3,0.13927427640559742,1.428151842583186,455.5,625,169.5
RTN4->RTN4R,0.13949005064509323,0.7051482775321188,560,456,-104
COL4A3->CD47,0.13978317017331832,0.736862941641346,599,446,-153
VIP->ADCYAP1R1,0.14074427897448438,0.8864217604276967,576.5,455,-121.5
RTN4->TNFRSF19,0.14162435772071857,0.728575349190605,560,456,-104
GDF5->ROR2,0.14191624059313357,1.1509628544878667,478.5,547,68.5
PNOC->OPRL1,0.14274683532070886,0.8176111086804533,578.5,456,-122.5
IL13->IL13RA2,0.14301216601644096,0.7937129666440491,600,456,-144
EFNB2->EPHB6,0.14341605072793784,0.7302410947164155,547.5,480,-67.5
BMP7->ACVR1,0.14349516501887327,1.3860850877877973,507.5,578,70.5
EFNA5->EPHA8,0.1443706057544979,0.8360856063949405,583,455,-128
SERPINE1->LRP2,0.14515352066150222,0.7311377072527341,582.5,456,-126.5
EFNA5->EPHA2,0.14546859627770525,0.7149433046720064,534.5,512,-22.5
WNT7A->FZD1,0.14547817910515126,0.7786810115790221,591,446,-145
TF->TFRC,0.14575268187642332,0.7327038823297503,583,467,-116
B2M->HLA-F,0.14618333984509757,1.3255916010444235,456,608.5,152.5
C3->LRP1,0.14696192966591193,1.2343436882790522,455.5,590,134.5
CCL13->CCR3,0.14697299514762385,0.7559797180557853,582.5,467,-115.5
DLL1->NOTCH1,0.14714608255561956,1.344139451609394,456,587,131
NTN4->UNC5A,0.14740548986305824,0.7934506514405187,609,503,-106
GNAI2->IGF1R,0.14747650769801235,0.809068941429321,574,455,-119
TNFSF18->TNFRSF18,0.14756529684971476,0.7926737952728612,616.5,471,-145.5
FAM3C->LIFR,0.1494517756614374,0.7988115055231678,583,463,-120
EFNB1->EPHB2,0.15029590378053426,0.7479004216287718,575,456,-119
PTN->PTPRB,0.1518496095904458,1.3202258214119176,503,576,73
TGFA->EGFR,0.15192040073029245,0.7978962081800791,582.5,456,-126.5
FN1->ITGAV,0.15377308243075538,0.7518449699071421,576.5,456,-120.5
BMP2->ACVR2B,0.15386844601673078,0.7511525471475189,576.5,463,-113.5
ARTN->GFRA1,0.1543925431381491,1.3478866152918312,456,575,119
IGF2->IGF1R,0.1547127350810279,0.8125522401650751,575,467,-108
HEBP1->FPR3,0.1547898437563966,0.8537451472749037,591,456,-135
SCGB3A2->MARCO,0.15492977285861742,0.6840007916583053,574,494,-80
IL22->IL22RA2,0.15510111824359818,1.6626793475715973,575,515,-60
COL5A2->DDR1,0.1552838722586969,0.7510441996023394,591,467,-124
HLA-F->LILRB1,0.1559357218987938,1.418496120311961,455.5,587,131.5
MFNG->NOTCH1,0.15621655027185577,1.3156801021198001,456,587,131
ADCYAP1->VIPR2,0.1594446366894018,0.8283769060336905,602.5,463,-139.5
JAG1->NOTCH4,0.1599434078947991,0.8110817444822781,576.5,480,-96.5
EFNA5->EPHB1,0.1599599552077049,0.8519590638382951,588.5,446,-142.5
LEP->LEPR,0.1636910688790404,0.8515488260187989,588.5,444,-144.5
ANXA2->TLR2,0.163692905189597,0.7733208977375852,601,455,-146
FGF2->NRP1,0.16457684970339315,0.7817252233230443,627.5,456,-171.5
L1CAM->ERBB3,0.16582871513856934,1.1157455251956234,382,627,245
CXCL9->CCR3,0.16611982238639478,0.8188192653844649,600,467,-133
EFNA2->EPHA2,0.16636721914120256,0.678207154833182,518.5,539,20.5
CALCA->RAMP2,0.16639034633376382,1.254263044906813,478.5,547,68.5
CCL2->CCR2,0.1671373744655038,1.2613683913929439,478.5,579,100.5
PTGS2->CAV1,0.16897071347806158,0.7502349095414893,628,456,-172
EFNA5->EPHA7,0.16921089134083744,0.91779716107041,578.5,446,-132.5
GDNF->GFRA2,0.16943393866456435,0.7605669874206556,600,456,-144
HRAS->INSR,0.17027629811147216,1.2023558636834408,456,590,134
CRLF1->CNTFR,0.17173280305550764,0.8219156160775392,599,467,-132
CCL5->SDC1,0.17207407680204956,0.7389775681052461,575,471,-104
HLA-F->KIR3DL2,0.172078593679314,1.377906950833654,449.5,590,140.5
NTRK3->PTPRS,0.17243635135986124,1.3534382528105058,507.5,547,39.5
IL1B->IL1R1,0.17274725436764027,1.3383134780389674,450,579,129
F2->F2RL1,0.17283054700435363,0.767544520395084,593.5,456,-137.5
PLG->F2RL1,0.17283054700435363,0.767544520395084,593.5,456,-137.5
NRG3->ERBB4,0.1740444986153109,1.1945876992571058,456,625,169
CNTN1->NOTCH1,0.17406663325602367,1.3001300153865303,456,587,131
ARF1->CHRM3,0.17429096908367492,1.1918076603415324,440.5,608,167.5
INHBB->ACVR1B,0.17507938135545842,1.231610756138032,455.5,587,131.5
RTN4->RTN4RL1,0.17577971689554328,0.734515092534137,560,456,-104
ARF1->INSR,0.17593992067763975,1.2199241566815782,449.5,590,140.5
DKK2->KREMEN2,0.17746116763063224,1.3427393454201633,512,575,63
CCL1->CCR8,0.1780186337457208,1.3209442192631684,498.5,547,48.5
WNT3A->FZD1,0.17805526652425108,1.1436364747445629,467,579,112
INHBC->ACVR2A,0.17884175424642101,1.2384606588323301,503,547,44
NODAL->ACVR2A,0.17884175424642101,1.2384606588323301,503,547,44
SEMA7A->PLXNC1,0.17921093432207968,0.7500105684439766,589.5,456,-133.5
SLIT2->GPC1,0.18039952974570894,0.7378155536958739,632,456,-176
CCL8->ACKR2,0.18068898086385643,0.7402158865573805,581.5,456,-125.5
SLIT2->ROBO4,0.18111829071687546,1.2796801971649339,478.5,547,68.5
SPP1->ITGB1,0.1829052680521258,0.7819650761742525,574,456,-118
F2->ITGA2B,0.18335112365444461,0.9016804354453547,583,456,-127
TNC->ITGB3,0.18346505992425577,0.786389702631581,609.5,456,-153.5
EFNA2->EPHA8,0.18414415041586996,1.2110878508649394,461.5,578,116.5
EFNB2->EPHA4,0.18427263540233885,0.7473078672804515,600,455,-145
LTB->TNFRSF1A,0.1851541251521489,0.8811937747734699,591,456,-135
RTN4->CNTNAP1,0.1859961484711692,0.7205555593860712,560,456,-104
CCL2->CCR5,0.18641713441209684,1.2317711754911085,478.5,579,100.5
PSAP->LRP1,0.1871252222847235,1.1709560291949939,483,625,142
SPON2->ITGB1,0.18776097955175364,0.7709778566726807,557,480,-77
BMP8A->ACVR2A,0.18826219658917498,1.1873500172255995,547.5,515,-32.5
REN->ATP6AP2,0.18835662339793935,0.7202622440207068,575,518.5,-56.5
LGALS1->CD69,0.1888483510195177,0.8244725038575356,608.5,456,-152.5
HLA-G->KLRC1,0.18916095617758577,0.7438948553597563,487,575,88
HMGB1->THBD,0.18921273883643175,0.8653678836092125,575.5,480,-95.5
JAM2->JAM3,0.18940529630183256,1.1493352486404456,482.5,587,104.5
JAM3->JAM2,0.18940529630183256,1.1493352486404456,482.5,587,104.5
INS->IGF1R,0.19027683936475426,0.8109768058427971,575,515,-60
IGFL2->IGFLR1,0.19037799590427673,0.7514295549256882,525.5,522,-3.5
CSF1->CSF1R,0.19087714318814109,1.5323577948091656,465,575,110
PF4->SDC2,0.19088892730868134,1.2318175900887407,440.5,608,167.5
EGF->ERBB4,0.19241243028591482,0.8355016672146294,575,467,-108
ADAM17->ITGB1,0.19440201313386885,0.7364932668239771,575,456,-119
EFNB3->EPHB3,0.19457572694942116,1.189145039184418,456,587,131
TGFB2->ENG,0.1947068168908701,0.7806634560476375,610.5,467,-143.5
CNTN2->CNTNAP2,0.19481411716457364,0.7843057792800412,546.5,522,-24.5
GDNF->GFRA1,0.19648070391942907,1.3348480415006214,487,579,92
ANXA2->ROBO4,0.19648225653766183,0.7857926484812379,600,455,-145
C4A->CR1,0.19661263253478511,1.3059368383273138,467,579,112
LPL->GPIHBP1,0.19711410800602247,1.2655040125209993,456,592,136
NID1->COL13A1,0.1974994403503254,1.1878990493773671,469,579,110
CALCA->CALCRL,0.1975119992078116,1.2818172981846585,459.5,590,130.5
RTN4->LINGO1,0.1983768329614043,0.7392340121215907,560,456,-104
LPL->SDC1,0.19999887904255453,0.706171766375856,557,494,-63
COL4A1->ITGB1,0.2000134686348578,0.7723802544966459,589.5,456,-133.5
COL1A1->ITGB1,0.2016671707540597,0.7188477791944834,588.5,463,-125.5
CD34->SELE,0.20224175512208786,1.2211382941765996,440.5,573,132.5
COL1A1->ITGA2,0.20363964083782482,0.7178481299377929,582.5,471,-111.5
VTN->PLAUR,0.203705202022185,1.1034294630883332,487,590,103
TNFSF15->TNFRSF25,0.20621586748828558,1.1888665960033433,531,522,-9
L1CAM->PTPRZ1,0.20651593235562826,0.8763251504586733,588.5,455,-133.5
PTPRZ1->L1CAM,0.20651593235562826,0.8763251504586733,588.5,455,-133.5
LAMB1->ITGA6,0.20656207565871587,0.7922234629131752,574,456,-118
BMP4->BMPR1B,0.20670748948757267,0.7704497968130825,588.5,456,-132.5
DHH->BOC,0.20728148703512494,1.1551855501317192,446.5,575,128.5
TFPI->VLDLR,0.20787443129421457,0.8361444930050487,626,456,-170
GDF11->ACVR1B,0.20904214382731023,1.1531674971187202,440.5,590,149.5
VTN->ITGB8,0.209207468015434,0.8432682512541835,588.5,437,-151.5
F2->F2R,0.2097541518357574,1.1291631707530538,498.5,547,48.5
NTS->NTSR1,0.21202536632737556,0.8036955147357692,575,456,-119
DSC2->DSG2,0.21366658318372156,0.7774308124767423,576.5,455,-121.5
IAPP->RAMP2,0.21387221452653082,1.1794989039808887,459.5,579,119.5
S100A8->TLR4,0.21410757448619122,0.802573248826933,616.5,456,-160.5
JAG2->NOTCH4,0.21551711983762933,0.8130303766607272,588.5,463,-125.5
LGALS9->HAVCR2,0.21554737227470544,1.1844222259111838,423,608,185
HLA-B->CANX,0.21628426132105716,1.3857117806677666,498.5,578,79.5
MUC1->SIGLEC9,0.2170986113889516,1.2953300679717041,501,539,38
OMG->TNFRSF1B,0.21841403998054687,1.280845178982782,465,592,127
DLL1->NOTCH4,0.2188604752243275,1.2361914932742415,450,579,129
WNT5A->FZD7,0.2189602375394496,0.7987718390906463,627,456,-171
ZG16B->TLR4,0.21927180910012378,1.2252191814335072,543.5,522,-21.5
ICOS->ICOSLG,0.22000217197058902,1.221587727096644,467,576,109
ICOSLG->ICOS,0.22000217197058902,1.221587727096644,467,576,109
WNT10A->FZD8,0.22052355362824305,0.8231284638949704,496,575,79
CD80->CD274,0.22125229577107774,0.8544069118687155,582.5,480,-102.5
CD274->CD80,0.22125229577107774,0.8544069118687155,582.5,480,-102.5
ARTN->GFRA3,0.22126995541688,1.3108591247260966,455.5,575,119.5
IHH->HHIP,0.22165874798770424,1.2984597561186966,487.5,579,91.5
HLA-A->ERBB2,0.22179388192034544,1.3933455471513596,475.5,573,97.5
SEMA6D->KDR,0.22381756462826796,1.2807816313191982,467,579,112
DLK1->NOTCH4,0.22387188364786537,1.1456677202209393,450,573,123
SERPINE1->LRP1,0.22398709211817558,1.0797327790943851,513.5,547,33.5
EDIL3->ITGB3,0.22474944117645634,0.7646115465642084,608.5,467,-141.5
OXT->AVPR2,0.22491540576827496,1.1641760563178172,441.5,625,183.5
MDK->PTPRZ1,0.22689769347501643,1.3090076972364342,487,579,92
LRRC4B->PTPRS,0.22690751274683696,1.3267575680128194,525.5,522,-3.5
SLITRK3->PTPRS,0.22690751274683696,1.3267575680128194,525.5,522,-3.5
SLITRK2->PTPRS,0.22690751274683696,1.3267575680128194,525.5,522,-3.5
CCL2->CCR10,0.22712632047474623,1.2174618773917902,498.5,579,80.5
CCL19->CXCR3,0.22731744499463646,1.3568436387185225,469,579,110
VEGFB->NRP1,0.22754768781668333,0.8175541143484539,599,467,-132
EFNA1->EPHA4,0.22779187625376418,0.7073689957341124,547.5,503,-44.5
EFNA4->EPHA8,0.22939413978438172,1.1274472657762957,455.5,631,175.5
SEMA3F->NRP2,0.22959322800410753,0.7598553187184484,581,480,-101
PLTP->ABCA1,0.23090465341973632,0.8574419204736683,588.5,456,-132.5
GAS6->TYRO3,0.231540610022125,1.407123894367611,489.5,547,57.5
PGF->NRP1,0.2317261680614523,0.7908135418931863,597.5,480,-117.5
TNFSF10->TNFRSF11B,0.23188478892241648,1.137284464467624,498.5,578,79.5
CD52->SIGLEC10,0.23195684221766522,1.330104422998483,469,573,104
ROBO2->ROBO2,0.23381846991031396,1.183791695059696,445,608,163
MMP7->CD44,0.23400616702261157,0.7893538951941826,643,456,-187
MMP9->EPHB2,0.23432539189029788,0.8267271552694365,591,456,-135
ICAM5->ITGB2,0.23438660943899825,0.7937529668405081,574,512,-62
GIP->DPP4,0.23527929511420353,1.1515766248354427,449.5,592,142.5
FGL1->LAG3,0.23556271559331365,1.2936243175258522,454.5,590,135.5
CALCB->CALCRL,0.23567601142871197,1.2762626922741194,478.5,579,100.5
PDGFA->PDGFRA,0.23671035256819783,1.1728122763760827,487,539,52
LGALS1->ITGB1,0.23818893503899863,0.7712862933212317,556,480,-76
HSP90AA1->FGFR3,0.23840481232289956,0.8264935015163288,575,471,-104
SEMA5A->MET,0.23997056843993247,0.8345722834592543,560,456,-104
CADM3->CADM3,0.24027045839842087,0.8885971652952401,600,456,-144
UCN2->IL10RB,0.24032736158329726,1.1521009821587638,459.5,587,127.5
TIGIT->PVR,0.24053218976705415,1.1861632231190822,471,582.5,111.5
PVR->TIGIT,0.24053218976705415,1.1861632231190822,471,582.5,111.5
TNC->PTPRZ1,0.24104202469290048,0.861376698597978,632,455,-177
APP->FPR2,0.24127671417287833,1.1710630578037802,456,626.5,170.5
FGF1->NRP1,0.24162580487869856,0.7997103217290354,597.5,480,-117.5
MICB->KLRK1,0.24237755149746554,0.8852571354789267,578.5,512,-66.5
SFRP1->FZD2,0.24325332326098037,0.8230044068870475,608.5,503,-105.5
EDN2->EDNRA,0.24368252147096303,0.7636321387325505,581,456,-125
CGN->F11R,0.2437022344094577,1.1290461863019505,469,627,158
GNAS->AVPR2,0.24416926286070129,0.833067739282127,647,456,-191
GNAS->CRHR1,0.24416926286070129,0.833067739282127,647,456,-191
GNAS->GCGR,0.24416926286070129,0.833067739282127,647,456,-191
GNAS->PTGDR,0.24416926286070129,0.833067739282127,647,456,-191
GNAS->LHCGR,0.24416926286070129,0.833067739282127,647,456,-191
POMC->MC2R,0.24434254859436488,0.9179104136440804,608.5,455,-153.5
DSG2->DSC3,0.24455103179867754,0.7862581949276445,575,456,-119
DSC3->DSG2,0.24455103179867754,0.7862581949276445,575,456,-119
THBS2->ITGA4,0.24457298277354678,0.758779300353146,591,463,-128
IL1RAPL1->PTPRS,0.24538033076293642,1.3144869372640704,498.5,575,76.5
COL2A1->ITGA10,0.2456957990601455,1.233089301008573,463.5,608,144.5
SLIT2->APP,0.2457272928981843,1.2128034424524345,455.5,608,152.5
ASIP->MC1R,0.24732412496155765,1.2677057569391201,513.5,539,25.5
FGF1->CSPG4,0.2475510623679279,0.8353962320049062,582.5,494,-88.5
F13A1->ITGB1,0.24797316018027626,0.7913704774841336,557,480,-77
CNTN4->PTPRG,0.25043872631695796,1.199902790583976,449.5,575,125.5
ADAM23->ITGB3,0.2522470779640975,0.7900905494659309,626,480,-146
AGRN->ATP1A3,0.2526553884306798,0.7879160772689835,591,463,-128
AGRN->MUSK,0.2526553884306798,0.7879160772689835,591,463,-128
LPL->LRP2,0.2526854069162555,1.2128572619541982,467,608,141
IL17B->IL17RB,0.25291571906728527,1.2101809970080715,508,573,65
APP->CD74,0.2531214424230973,1.329036393997513,456,625,169
EFNB3->EPHB6,0.25454679971109784,0.7567693989856427,590,455.5,-134.5
GDF5->ACVR2A,0.25465146218758505,1.167226345866504,503,547,44
GDF7->ACVR2A,0.25483020419760194,1.1789183386386888,517,539,22
BMP6->BMPR1B,0.25515802444021196,0.8898110184476816,576.5,471,-105.5
MDK->ITGB1,0.2557321397711164,0.7526775937591251,556,480,-76
CCL4->CCR5,0.256224897021084,1.2747378990250788,467,583,116
VTN->ITGA8,0.25628966292671307,1.1215763001940162,455.5,587,131.5
WNT7A->FZD10,0.2571180712127764,0.8315469072478141,518.5,547,28.5
NTN1->UNC5C,0.2573390178124604,0.8863246817641588,591,456,-135
AHSG->INSR,0.25743986154288534,1.161836325918482,463.5,578,114.5
EREG->ERBB4,0.25929048512465225,0.9890129092192077,560,456,-104
C4A->C3AR1,0.25940106561128884,1.2867853236868168,467,579,112
PTN->PTPRS,0.26043715761572417,1.3171431065889248,525.5,522,-3.5
ADCYAP1->ADCYAP1R1,0.2606115848939642,0.8598614606978588,582.5,480,-102.5
PSEN1->NCSTN,0.26268102552694284,1.2183386003407992,450.5,608,157.5
CD5L->CD5,0.2629001430941451,1.1739035755502338,459.5,592,132.5
HLA-F->LILRB2,0.26314457471711206,1.3230337382751163,456,583,127
PVR->CD226,0.2632147137336548,1.1661648961943691,469,575,106
CD226->PVR,0.2632147137336548,1.1661648961943691,469,575,106
CCL3->CCR5,0.26349728761049107,1.1766190293456338,471,584.5,113.5
INHA->ACVR2A,0.2639280013947465,1.1640351578199257,503,547,44
HLA-B->KIR3DL2,0.2644641859420823,1.2867832616643498,485,573,88
HLA-B->LILRB2,0.2644641859420823,1.2867832616643498,485,573,88
HLA-B->KLRD1,0.2644641859420823,1.2867832616643498,485,573,88
HLA-B->KIR2DL3,0.2644641859420823,1.2867832616643498,485,573,88
VCAM1->ITGB2,0.26537004165624967,0.8298925465386044,582.5,503,-79.5
C3->CD46,0.2668333802592632,0.8392309111376506,521,522,1
PSEN1->NOTCH2,0.2673762181471804,0.8168265247379649,608.5,456,-152.5
NTN1->UNC5A,0.26916597609278914,1.2848262576710954,487,547,60
IL1A->IL1R2,0.2694082708226777,0.8108432271297445,556,515,-41
TNFSF13->TNFRSF17,0.269474941379666,1.267879765925717,456,587,131
DKK4->KREMEN2,0.2711601687121231,1.2152380552032467,491.5,547,55.5
C4A->C5AR2,0.27246930429441607,1.2447204023434566,467,579,112
OXT->AVPR1A,0.27402143832775006,1.1884122117190254,518.5,539,20.5
APP->NCSTN,0.2741768831465613,1.1658025395081262,450.5,608,157.5
MDK->SDC3,0.2748123086243959,1.1587873756963385,482.5,579,96.5
TGFB1->TGFBR2,0.2756950542056469,0.8211008134615602,609,456,-153
LIF->IL6ST,0.2761134300196173,0.9026012178825656,518.5,547,28.5
ADAM15->ITGB3,0.27687735940787017,1.1520815858644227,496,579,83
APP->LRP1,0.2768788609634917,1.171269812656196,467,590,123
CYTL1->CCR2,0.27942496179384846,1.3366940097504532,487,547,60
BAG6->NCR3,0.27946274832400775,1.095372059825857,422,579,157
ICAM3->ITGB2,0.279727453058067,0.8121274224643397,574,512,-62
ICAM4->ITGB2,0.279727453058067,0.8121274224643397,574,512,-62
NPPC->NPR2,0.27991986960767135,1.2937132336457,496,573,77
ICAM4->ITGAM,0.28007710036441336,1.3078952616150281,471,560,89
S100A9->TLR4,0.2805487472806977,0.8351391787457596,600,456,-144
TGFA->ERBB4,0.281076883286009,0.8127579614906918,588.5,467,-121.5
CCL2->ACKR2,0.28332494322038404,1.2323155518759772,521,522,1
POMC->MC1R,0.28381795089323336,1.2034079436381624,487.5,575,87.5
RNASE2->TLR2,0.28444553661866756,1.2817806537919494,487,579,92
F11->GP1BA,0.28472525249362757,1.2448419833644477,467,587,120
NPNT->ITGB1,0.28535229731641765,0.7737904748990647,530.5,515,-15.5
KITLG->KIT,0.2854616904426375,1.2703809263103407,469,590,121
VTN->PVR,0.28572676251298856,1.1319401313393151,467,587,120
WNT2->FZD1,0.28705864406920456,1.0943129705175083,482.5,547,64.5
PSPN->RET,0.28756621948750916,1.226682932150845,459.5,579,119.5
VCAM1->ITGB1,0.28769537603726403,0.8349479087886877,557,480,-77
PLG->F2R,0.2884415516300559,1.1091062513623353,512.5,539,26.5
WNT5A->ROR1,0.2892613927417198,1.263280949759648,503,539,36
HLA-G->KLRD1,0.2898729787307772,0.7478893643874357,487,575,88
THBS1->CD47,0.2902032334986736,0.8671380221767194,608.5,455,-153.5
NID1->ITGAV,0.291581586994357,1.093894899352683,547.5,515,-32.5
CD70->CD27,0.2933269530088105,1.2388704831179609,485,575,90
CD58->CD2,0.29340184086173904,0.8673325448550653,560,512,-48
