LR,pval,hr,median_day_high,median_day_low,diff_day
PTGS2->PTGDR2,0.2815263634398112,0.6687414710962735,388,434.5,-46.5
WNT5A->FZD4,0.28199977394904496,1.3447722779244222,412,421.5,-9.5
EDN3->EDNRB,0.28254952650790677,1.4135033468815623,392,421.5,-29.5
COL18A1->GPC1,0.2829238730825975,0.6744237955859583,361,460,-99
ICAM2->ITGB2,0.2838421157835409,1.417425262562375,423,400.5,22.5
WNT2->FZD5,0.28446547109931153,1.3270366244549336,451,356,95
WNT3A->FZD5,0.28446547109931153,1.3270366244549336,451,356,95
FSTL1->DIP2A,0.2855384004828788,1.1834992698531184,427,386.5,40.5
IL16->CD4,0.28626057211748634,1.3107994037873476,423,400.5,22.5
ADM->CALCRL,0.2879016591052954,0.6325079201808219,348,465.5,-117.5
EFNA1->EPHA8,0.28878658626392195,1.3090059637865539,427,402,25
EFNA1->EPHA5,0.28878658626392195,1.3090059637865539,427,402,25
COL8A1->ITGA2,0.2898400539286109,0.6109787819966506,361,453,-92
FGA->ITGA5,0.29000334018591223,0.7077769188795373,359,446,-87
DKK2->KREMEN2,0.2904718503173971,1.2670379515032457,413,413,0
TGFB1->ITGB8,0.2905252427740628,0.7996078296569177,351,439,-88
HLA-E->KLRC2,0.29242842223496546,1.3846812353009572,427,390,37
HLA-E->KLRD1,0.29242842223496546,1.3846812353009572,427,390,37
HLA-E->KLRC1,0.29242842223496546,1.3846812353009572,427,390,37
HLA-E->KLRK1,0.29242842223496546,1.3846812353009572,427,390,37
LIPH->LPAR1,0.29345176710374743,1.4910499563448345,465,353.5,111.5
DEFB4A->CCR6,0.2945912600124593,1.3896838909926068,414,406.5,7.5
WNT5A->FZD2,0.29543114142486404,1.4387136929081823,412,420.5,-8.5
CNTN2->NRCAM,0.29854951123116014,0.6479060370232215,361,487.5,-126.5
IL1B->IL1R2,0.29863672937227426,1.3303793477953196,476,390,86
SEMA4D->CD72,0.2990912141984392,1.2816364765991233,423,394,29
CD34->SELE,0.2991911125029668,1.5848443792293438,413,413,0
SERPINE1->LRP2,0.2999410718082033,0.7116485011806771,351,460,-109
DSC3->DSG3,0.3000750788750749,0.7156449872668846,361,420.5,-59.5
LRPAP1->VLDLR,0.3003372132723289,1.4494148680216916,413,403,10
ROBO2->ROBO2,0.30111174894166826,1.3324173983167327,413,386.5,26.5
ICAM5->ITGB2,0.3021842904383941,1.4457911655897873,423,400.5,22.5
NID1->ITGAV,0.3024069681313377,1.3319580208681716,413,413,0
RBP4->STRA6,0.3046888878051496,0.6198819669889118,359,487.5,-128.5
TSLP->IL7R,0.3050382678045819,1.1627631443867337,423,406.5,16.5
CCL13->CCR3,0.3053806858729662,0.7069501356280262,388,463.5,-75.5
GPI->AMFR,0.3060797541547833,1.5328186996916602,412,418.5,-6.5
CCL27->CCR10,0.3061010617283374,1.2689678324951035,423,360,63
NCR3LG1->NCR3,0.30622323827049536,1.3556920392555225,400,437,-37
NID2->COL13A1,0.30884241636102505,1.3133178730239192,423,412.5,10.5
LRPAP1->SORL1,0.30931559803249065,1.14839446241333,465,345.5,119.5
INHBB->ACVR1,0.31023086195957694,0.8117531322041355,348,442,-94
CCL11->CCR5,0.31278307622154966,1.4449744631685264,392,421.5,-29.5
CCL21->CXCR3,0.31385125986647566,1.3487430440478632,423,400.5,22.5
CCL20->ACKR4,0.3138606788798698,0.9061177382453605,343,426,-83
SLURP1->CHRNA7,0.3144230349164623,1.558647461081959,429,360,69
HRAS->CAV1,0.315521583298217,0.6577622479209252,388,420.5,-32.5
LPL->LRP2,0.3158486156442383,1.4022193190503978,413,413,0
NRG2->ERBB4,0.3163766347757284,1.3900614245571146,351,440,-89
TIMP2->ITGB1,0.31750683882815467,0.7296796620094782,348,460,-112
PVR->CD96,0.31771214969499073,0.8246755222383869,359,440,-81
CD96->PVR,0.31771214969499073,0.8246755222383869,359,440,-81
NDP->LGR4,0.3180198935931733,1.3136332843360343,413,407,6
RSPO1->LGR4,0.3180198935931733,1.3136332843360343,413,407,6
MEPE->PHEX,0.3188518056873014,0.893759507874726,351,463.5,-112.5
BGN->FGFR3,0.31996086700020554,1.0947267582287084,400,418.5,-18.5
IAPP->CALCR,0.32023658130514077,0.7325794812373126,351,506.5,-155.5
PSEN1->NOTCH2,0.32054718863599785,1.269352619198316,427,374.5,52.5
PDGFB->ART1,0.3210477539891743,0.565731472108387,423,402.5,20.5
EFNB2->EPHB4,0.32148108669743947,1.2569644070801285,423,406,17
EDN2->EDNRB,0.32369816220816505,1.3465835311554268,392,440,-48
TCTN1->TMEM67,0.3238302689637693,0.7257132569740231,351,487.5,-136.5
COL4A1->ITGA1,0.32388625549245,1.4979881046580703,400,413.5,-13.5
LGI4->ADAM23,0.32581298365534317,1.2340811252304855,423,406,17
ADAM15->ITGAV,0.32657276795458823,1.4138352179103806,413,413,0
CCL19->CCR7,0.32741211734349207,1.2391493824063295,413,407,6
LGALS3BP->ITGB1,0.32837740413956074,0.785724890709054,348,453,-105
SLAMF7->SLAMF7,0.3284528341770049,1.4191120127350358,412,413.5,-1.5
TNFSF11->TNFRSF11B,0.32911550717383165,1.1926285993334078,423,406,17
FGF9->FGFR3,0.3296720601350841,0.7978927133100663,392,440,-48
TGFB2->TGFBR1,0.3310427380665967,1.2602676661292844,392,420.5,-28.5
HGF->SDC2,0.3317268940838023,1.4305013804910554,392,421.5,-29.5
ICAM2->ITGAL,0.33227948377126293,0.6942700973175159,392,428,-36
CD34->SELP,0.33274419977512437,1.409996915100447,423,400,23
FGF1->FGFR2,0.3332057462032747,1.5123627986854595,412,425,-13
S100A8->TLR4,0.3340594505184975,1.5181686661389808,361,421.5,-60.5
ULBP1->KLRK1,0.33479647329893325,0.898377728239512,351,463.5,-112.5
CCL21->CCR7,0.3348193799567024,1.2743481941115267,412,413.5,-1.5
LHB->LHCGR,0.3354280868568944,0.7276460103887604,361,451.5,-90.5
SLAMF1->SLAMF1,0.3374223634836734,1.1304460845962225,427,374.5,52.5
FGF2->GPC4,0.33829695410209804,0.7565460324084201,392,475,-83
LCN2->LRP2,0.33912130669421037,1.486783500336366,413,403,10
NTN1->MCAM,0.3401149197509963,1.4982589639431552,423,400,23
DKK4->KREMEN2,0.340584515330715,1.4033334354938691,413,413,0
CD6->ALCAM,0.3426960267265622,0.8027017450871087,287,440,-153
ALCAM->CD6,0.3426960267265622,0.8027017450871087,287,440,-153
ALCAM->CHL1,0.3426960267265622,0.8027017450871087,287,440,-153
AMH->ACVR1,0.3451343261326063,1.3525520254586336,400,418.5,-18.5
PROS1->MERTK,0.345722100145058,1.3190480329587533,400,421.5,-21.5
CCL7->ACKR2,0.3467065031433496,0.6620798250337285,400,487.5,-87.5
AGT->AGTR1,0.3491025639488856,1.3953247639162627,413,403,10
FGF5->FGFR3,0.35003509080565,0.81828841435118,361,440,-79
GNAI2->EDNRA,0.3502280760391463,1.2180220332015836,413,413,0
C3->NRP1,0.3508718931784397,0.7841188904718929,392,465.5,-73.5
DKK2->LRP6,0.35197835879817274,1.324066325627699,423,412.5,10.5
RSPO3->LRP6,0.35197835879817274,1.324066325627699,423,412.5,10.5
VCAN->SELP,0.3521658075739116,1.214691618000357,400,418.5,-18.5
SEMA6A->PLXNA2,0.3527898783637625,1.4708049671130876,413,413,0
C4A->CR1,0.35397235361481094,1.2148597854628178,392,428,-36
THBS1->LRP1,0.3560357926849548,1.3141464012759843,423,385.5,37.5
IL12A->IL12RB1,0.3560483921623401,0.8395543252314694,359,487.5,-128.5
CNTF->LIFR,0.35634680961962273,0.7833247979256898,351,487.5,-136.5
CTF1->LIFR,0.35634680961962273,0.7833247979256898,351,487.5,-136.5
CCL5->CXCR3,0.35773363929654256,1.149928775689993,455,340,115
SEMA3A->PLXNA4,0.35800974115236517,0.7233571568243826,388,420,-32
HSPG2->COL13A1,0.3583268072300212,1.3251183554028982,429,355,74
HSPG2->PTPRS,0.3583268072300212,1.3251183554028982,429,355,74
ADAM23->ITGB3,0.3585943661534309,0.7414195624213684,388,439,-51
CXCL1->CXCR2,0.3587428576657298,0.847190168217627,351,470.5,-119.5
QRFP->P2RY14,0.3587620735992104,1.3368511984610953,413,413,0
SNCA->LAG3,0.3594981327304476,0.8071862795154562,351,453,-102
WNT5B->FZD2,0.36169596691053496,1.3511063131199865,423,387,36
ZG16B->TLR6,0.3624300920639434,1.5962126947319486,423,396,27
HLA-A->APLP2,0.36265984749675806,0.7859518046665563,423,402.5,20.5
TNFSF13->TNFRSF11B,0.3652932911685014,1.2610822133274804,413,401,12
GRN->TNFRSF1B,0.36578532748074466,1.3000323379434724,429,360,69
EFNB3->EPHB2,0.36609391686839565,0.687754606123467,400,460,-60
NELL2->ROBO3,0.3666199947970844,0.7174549441786005,361,451.5,-90.5
ADCYAP1->VIPR2,0.3667926593941019,1.2710706435854615,392,428,-36
EFNA5->EPHB2,0.36682255142648945,0.885037514946199,388,453,-65
GDF5->ACVR2A,0.36752583918196935,1.226769737922401,392,432.5,-40.5
GDF9->ACVR2A,0.36752583918196935,1.226769737922401,392,432.5,-40.5
GDF7->ACVR2A,0.36752583918196935,1.226769737922401,392,432.5,-40.5
INHA->ACVR2A,0.36752583918196935,1.226769737922401,392,432.5,-40.5
INHBC->ACVR2A,0.36752583918196935,1.226769737922401,392,432.5,-40.5
NODAL->ACVR2A,0.36752583918196935,1.226769737922401,392,432.5,-40.5
TDGF1->ACVR2A,0.36752583918196935,1.226769737922401,392,432.5,-40.5
PF4->FGFR2,0.3682222499111414,1.4488195490783078,412,425,-13
MSMP->CCR2,0.3683658319623516,1.2548361911495427,412,413.5,-1.5
FGF2->SDC1,0.36952115831536614,1.301231538265294,429,406,23
GIP->DPP4,0.36956158233578074,0.7981996030501541,388,453,-65
PNOC->OPRL1,0.37015479082372504,1.2452017587678295,427,412.5,14.5
TNFSF10->TNFRSF10D,0.370388301510438,1.3788915061334308,413,403,10
LAMB2->RPSA,0.3723270960298477,1.3036626565967306,423,406,17
EFNA2->EPHA5,0.3740637612709289,1.4015275611554892,413,413,0
CCL11->CXCR3,0.37463456451134636,1.1264004490228334,423,412.5,10.5
INS->IGF1R,0.37547197763794127,1.1831977415576456,392,439,-47
EFNA3->EPHA5,0.3757456578051608,1.1262763507028382,413,401,12
L1CAM->EPHB2,0.37590064909736765,0.705192033926277,388,460,-72
TGFB3->ACVRL1,0.3766456712068078,1.1324797753175153,400,413.5,-13.5
FGA->TLR4,0.3775864782047329,0.7060520830279962,355,465,-110
GDF6->BMPR1B,0.37912878614673295,0.7345462477141763,348,460,-112
CRH->CRHR1,0.3794880774035505,0.6343096657084101,388,453,-65
WNT7A->FZD10,0.37960587408666613,0.6595964428594858,388,425,-37
LAMA1->ITGB8,0.38183636638191454,0.8195189193880961,361,439,-78
ADCYAP1->VIPR1,0.382899230980538,1.1378487582707297,423,374.5,48.5
COL1A1->CD36,0.3837157028020052,1.2768178832816002,427,386,41
COL1A1->CD93,0.3837157028020052,1.2768178832816002,427,386,41
COL1A1->DDR2,0.3837157028020052,1.2768178832816002,427,386,41
COL1A1->ITGA11,0.3837157028020052,1.2768178832816002,427,386,41
COL1A1->GP6,0.3837157028020052,1.2768178832816002,427,386,41
ALB->LRP2,0.38389859314353536,0.8231717542130541,359,440,-81
FGF7->FGFR1,0.3855087881628748,1.1518202715643462,413,413,0
BMP2->ACVR2B,0.3857467166294649,1.4456416178398412,392,418.5,-26.5
EFNA2->EPHA4,0.38653604687686316,1.3248739235529796,465,396,69
CD99->PILRB,0.3867809798627637,1.2694225811023843,388,418.5,-30.5
SLIT2->GPC1,0.38700015939830523,1.2300065804846418,388,425,-37
ADM2->RAMP1,0.3879305002592064,1.2327437190580055,537,345.5,191.5
LAMA3->SDC2,0.38813206740185213,0.7268090917320614,388,439,-51
EFNA5->EPHA8,0.3881907334013488,0.9453129101640204,348,453,-105
EFNA5->EPHA5,0.3881907334013488,0.9453129101640204,348,453,-105
LIN7C->HTR2C,0.3882648295691038,1.2632308988973369,392,420.5,-28.5
SPP1->CD44,0.3886117533833324,0.7811978775599793,351,506.5,-155.5
VIP->SCTR,0.3902815290107662,1.3965965798570559,413,419.5,-6.5
TNFSF10->TNFRSF10A,0.390284810180342,1.4287693630176,412,421.5,-9.5
FGF2->SDC3,0.390754374734008,1.2726614827525715,427,390,37
CSF2->CSF2RB,0.3923244646831452,0.8419532070668071,392,465.5,-73.5
CXCL11->ACKR3,0.39354036364461165,0.7686851800341197,351,453,-102
CCL13->ACKR4,0.395021596898707,1.453696460920212,413,407,6
GNAI2->F2R,0.3950689718011373,1.0873407859748556,392,440,-48
REN->ATP6AP2,0.39551006911607745,1.4809258230775348,361,453,-92
NMB->GRPR,0.3961672595002905,0.7929960425645263,413,413,0
MFGE8->PDGFRB,0.3964122351071111,1.1345363329982003,392,426,-34
DLL4->NOTCH2,0.3964127397126326,1.4570291600525531,392,420.5,-28.5
IL27->IL27RA,0.39663531684106157,1.3053786750492828,412,413.5,-1.5
LY9->LY9,0.39796811391643727,0.7570896255498522,412,451.5,-39.5
ANXA2->ROBO4,0.39834281722056986,0.7494527675993866,388,425,-37
HGF->ST14,0.39861418936013826,1.24430547320167,427,355,72
OMG->RTN4RL1,0.39881683564382575,0.8456514336148535,351,453,-102
RSPO1->LGR6,0.39964329358672357,1.1494459339852863,412,413.5,-1.5
VASP->CXCR2,0.40067086684402986,1.208407341315201,465,390,75
F8->LDLR,0.4014393620336518,1.2318343078029397,499,373.5,125.5
PF4->LDLR,0.4014393620336518,1.2318343078029397,499,373.5,125.5
COL1A2->ITGB1,0.4018822443731719,1.2492469987485313,423,387,36
GUCA2B->GUCY2D,0.4025886068182626,0.8263740332341848,388,447,-59
MMRN2->CLEC14A,0.402875341033718,1.1125577315714448,423,385.5,37.5
LTB->TNFRSF1A,0.40359226512099566,0.6828600610095755,400,420.5,-20.5
FGF19->FGFR1,0.4054853835100888,1.0450775065562619,423,386.5,36.5
BMP6->BMPR1B,0.4064357215061677,0.739735622914787,348,453,-105
IL19->IL20RA,0.40654525334184,0.7269629388267141,412,413.5,-1.5
OXT->AVPR1A,0.4067492492645508,0.7959795883169779,361,434.5,-73.5
EFNA3->EPHA8,0.4079496059281874,1.106829428207019,413,403,10
ADM2->CALCR,0.4087210537407844,1.3172020572215246,455,349.5,105.5
CCL13->CCR5,0.4093620889368005,0.8980005190814226,361,440,-79
SEMA3C->NRP1,0.4099460084483596,0.682209853646552,348,487.5,-139.5
TNC->ITGA7,0.4108183557463354,0.7923633496043384,392,470.5,-78.5
GH1->PRLR,0.4111998858799941,1.3845868649322683,400,418.5,-18.5
AMH->AMHR2,0.412319976434937,0.7604945054054009,359,458,-99
GDF5->ACVR1,0.4143361829857194,1.3082435405656268,406.5,414,-7.5
IL23A->IL12RB1,0.4162346910035538,0.7606615206343585,392,440,-48
VIM->CD44,0.41636860220805416,1.260867402986988,390,455,-65
LRPAP1->LDLR,0.41670565580537755,1.2042565163797292,499,360,139
INHBA->ACVR1,0.4172011557614854,1.317340205711242,388,453,-65
NMU->NMUR2,0.4195756574219569,0.7190341053646675,412,413.5,-1.5
MCAM->MCAM,0.4199320468532105,1.4646719345373935,413,413,0
BSG->SLC16A1,0.4203174963587143,1.4869757195823174,423,394,29
CXCL12->ITGA5,0.42089523116654093,0.7699960281137456,388,413.5,-25.5
FGF10->FGFR1,0.4210415835011865,1.0658413443618568,413,413,0
HBEGF->CD82,0.42185810154094916,1.149040847448823,499,340,159
PLA2G2A->ITGB3,0.4235602383826168,0.7705283467384996,400,427,-27
ENAM->CD63,0.4241787143493345,1.2943389106434398,427,396,31
MMRN2->CD93,0.4253251681781621,1.3083603092750973,400,432.5,-32.5
NPPA->NPR3,0.42594950042364976,1.0864868593969887,427,374.5,52.5
NPPB->NPR3,0.42594950042364976,1.0864868593969887,427,374.5,52.5
NPPC->NPR3,0.42594950042364976,1.0864868593969887,427,374.5,52.5
CXCL13->CCR10,0.4259620587263543,1.2705469995838072,413,407,6
CTHRC1->ROR2,0.42639776405581087,1.142447714493525,400,434.5,-34.5
CLEC11A->ITGA11,0.42746143569375217,1.1926583832610647,429,360,69
NODAL->ACVR1C,0.42888829012379004,0.8205258147680532,412,420.5,-8.5
CXCL10->CXCR3,0.4305968296720135,1.1809178670576994,429,390,39
DCN->MET,0.43100081114350364,1.2076313867116253,392,442,-50
HRAS->INSR,0.43189068302080524,1.3272926918806,413,413,0
COL5A3->SDC3,0.43212653428185577,1.2569379299917596,413,403,10
CCL18->PITPNM3,0.4328449752272937,1.2054091023966909,429,406,23
PTH2->PTH1R,0.43566872290840875,1.1334905517013145,392,439,-47
DSC1->DSG1,0.4362067709570754,1.2505071657920672,414,406.5,7.5
TGFB2->ENG,0.4363389475522338,1.2739558102248092,351,460,-109
VTN->ITGB6,0.4366897642057004,0.8189167842546475,361,458,-97
TNFSF15->TNFRSF25,0.4372908560653038,0.7169969511114013,392,487.5,-95.5
NID1->COL13A1,0.4378341722887824,1.2038695468312701,400,432.5,-32.5
ADAM10->EPHA3,0.438267613492328,1.2169546770082713,388,453,-65
UCN3->CRHR1,0.4386828373943328,0.7900784534010507,359,470.5,-111.5
IL17C->IL17RE,0.439783933471401,0.7097269892854534,400,458,-58
BGN->TLR4,0.4402259795148149,1.1091857671426975,392,439,-47
COL18A1->GPC4,0.44029441311490747,0.7453447530766173,388,458,-70
IGF2->INSR,0.4426971518881575,0.7919420612854339,361,437,-76
MDK->SDC3,0.44273120033435254,1.2775430165862685,423,349.5,73.5
COMP->CD47,0.4436274076922174,1.04858460943027,400,432.5,-32.5
HAVCR1->HAVCR1,0.4471087232316874,0.8231420198044903,400,440,-40
SERPINA1->LRP1,0.44784605503970976,1.2681254055606959,427,402,25
GNAI2->CCR5,0.4489025537905472,0.7267985806800948,400,434.5,-34.5
GNAI2->ADRA2B,0.4489025537905472,0.7267985806800948,400,434.5,-34.5
GNAI2->TSHR,0.4489025537905472,0.7267985806800948,400,434.5,-34.5
GNAI2->LHCGR,0.4489025537905472,0.7267985806800948,400,434.5,-34.5
FGF18->FGFR1,0.44920331414674297,1.0568055323488734,412,418.5,-6.5
FGG->TLR4,0.4493823273798895,0.7754050686732948,351,470.5,-119.5
IL17A->IL17RA,0.4509254300190989,1.0331150737003474,348,460,-112
IL17C->IL17RA,0.4509254300190989,1.0331150737003474,348,460,-112
IL17F->IL17RA,0.4509254300190989,1.0331150737003474,348,460,-112
BMP4->BMPR2,0.4527897692661951,1.234499369493346,402.5,414,-11.5
CD99->PILRA,0.4535356229381148,1.2788436629736968,423,412.5,10.5
HLA-B->CANX,0.45390895882141147,0.8272027068488408,400,432.5,-32.5
RSPO3->LGR4,0.4548585489857788,1.1572967568973556,413,407,6
IL17B->IL17RB,0.4554357775030269,1.2285606225405052,427,347,80
IFNG->IFNGR1,0.45673060515783737,0.7916108667999473,361,432.5,-71.5
HMGB1->THBD,0.45697976593398093,1.0582898158451386,361,440,-79
PLAU->IGF2R,0.4571283689167185,0.7079865232479605,388,434.5,-46.5
MDK->SDC4,0.4572265200897261,1.2173226115076592,429,406,23
INHBA->ACVR1C,0.4584367510339359,1.2517516132523374,392,439,-47
CALCA->CALCRL,0.4584970077507946,1.2585240001347962,361,453,-92
JAG1->NOTCH2,0.4595204435851322,1.2761132894737912,413,413,0
CCL3L1->CCR5,0.45977981939228796,1.3488050142336594,400,420.5,-20.5
CCL5->CCR5,0.45977981939228796,1.3488050142336594,400,420.5,-20.5
CCL4->CCR5,0.45977981939228796,1.3488050142336594,400,420.5,-20.5
CCL3->CCR5,0.45977981939228796,1.3488050142336594,400,420.5,-20.5
CCL3L3->CCR5,0.45977981939228796,1.3488050142336594,400,420.5,-20.5
CCL4L1->CCR5,0.45977981939228796,1.3488050142336594,400,420.5,-20.5
CCL14->CCR5,0.45977981939228796,1.3488050142336594,400,420.5,-20.5
PSEN1->NOTCH3,0.4606619623469346,1.1666148101497102,423,412.5,10.5
CCL3->ACKR2,0.4618418803923531,0.6848182411216732,412.5,423,-10.5
CCL5->ACKR2,0.4618418803923531,0.6848182411216732,412.5,423,-10.5
CCL4->ACKR2,0.4618418803923531,0.6848182411216732,412.5,423,-10.5
CCL3L1->ACKR2,0.4618418803923531,0.6848182411216732,412.5,423,-10.5
CCL3L3->ACKR2,0.4618418803923531,0.6848182411216732,412.5,423,-10.5
CCL14->ACKR2,0.4618418803923531,0.6848182411216732,412.5,423,-10.5
CCL27->ACKR2,0.4618418803923531,0.6848182411216732,412.5,423,-10.5
C4A->C3AR1,0.4633096947867533,1.3005870542837654,392,428,-36
C4A->C5AR2,0.4633096947867533,1.3005870542837654,392,428,-36
IGFL2->IGFLR1,0.46388470662193737,1.2142672293419448,423,402,21
COL9A3->MAG,0.4646222077737592,0.6679231416117429,412,432.5,-20.5
COL2A1->DDR1,0.46481439270509106,1.224159098769338,499,355,144
LIF->LIFR,0.46642608739232294,0.8545910761753818,361,447,-86
GNAS->ADRB2,0.4675451943175849,0.9847677061955803,427,376.5,50.5
GNAS->AVPR2,0.4675451943175849,0.9847677061955803,427,376.5,50.5
GNAS->CRHR1,0.4675451943175849,0.9847677061955803,427,376.5,50.5
GNAS->GCGR,0.4675451943175849,0.9847677061955803,427,376.5,50.5
GNAS->TSHR,0.4675451943175849,0.9847677061955803,427,376.5,50.5
GNAS->PTGDR,0.4675451943175849,0.9847677061955803,427,376.5,50.5
GNAS->LHCGR,0.4675451943175849,0.9847677061955803,427,376.5,50.5
HGF->SDC1,0.4687832162330946,1.2378781796745038,451,380.5,70.5
LPL->SDC1,0.4687832162330946,1.2378781796745038,451,380.5,70.5
COMP->ITGA5,0.4703656078486218,0.6686999408258177,388,418.5,-30.5
FGF23->KL,0.4712193219389307,0.9930548259509642,413,413,0
WNT5A->MCAM,0.47146128994689573,1.3535384212484094,400,428,-28
WNT5A->FZD6,0.47197137702046355,1.1294386360528685,400,425,-25
F13A1->ITGA9,0.4721013773120265,1.207818090614589,412,420.5,-8.5
EDA->EDA2R,0.4743027281879264,1.444806443235517,392,418.5,-26.5
ICAM3->CD209,0.47637707078791147,1.2091955413038964,427,373.5,53.5
CD209->ICAM3,0.47637707078791147,1.2091955413038964,427,373.5,53.5
ICAM4->ITGAL,0.4766673290729704,0.8477814886343631,392,428,-36
GDNF->GFRA2,0.4777001327607715,1.184369192196638,427,374.5,52.5
CXCL12->ITGAV,0.4777528251935256,1.251500524957977,361,432.5,-71.5
PLA2G2A->ITGAV,0.4777528251935256,1.251500524957977,361,432.5,-71.5
ADM2->RAMP3,0.4790522968471609,1.2309560103136077,423,369.5,53.5
GAST->CCKBR,0.47944743196856376,1.0903558402726854,465,355,110
CCL13->ACKR2,0.47945935102653203,0.7357541187936097,412,437,-25
CXCL13->ACKR4,0.48063686723381993,1.2651936191293862,423,394,29
EFNA1->EPHA4,0.48277630767582413,1.16329387153404,455,375.5,79.5
CD22->PTPRC,0.4828855145246532,0.8344733384437866,351,452.5,-101.5
PTPRC->CD22,0.4828855145246532,0.8344733384437866,351,452.5,-101.5
SCT->VIPR1,0.4840670206697205,1.2636595898414598,451,356,95
RSPO3->LGR6,0.4841476519378415,1.1390766479978758,429,412.5,16.5
WNT3A->LRP6,0.48679204920586017,1.1773002792206628,423,412.5,10.5
CD86->CD28,0.48697479518252995,0.8808716132279883,348,465.5,-117.5
CD28->CD86,0.48697479518252995,0.8808716132279883,348,465.5,-117.5
SLIT2->ROBO1,0.48808807725525494,1.065813693079583,392,437,-45
VEGFC->VIPR2,0.488940422146672,1.1692915711413876,423,412.5,10.5
WNT4->FZD2,0.48915998704997765,1.2885351885702163,412,432.5,-20.5
IL13->IL4R,0.489664437725573,0.7489573562940073,400,437,-37
CCL8->CCR5,0.4903870707728978,0.9540154060508487,351,453,-102
ANXA2->TLR2,0.4913578501192509,0.8750193567978419,388,425,-37
F2->F2R,0.4946710914750361,1.066244162136155,392,440,-48
PLG->F2R,0.4946710914750361,1.066244162136155,392,440,-48
AGT->LRP2,0.4957624241520938,1.3164920774465951,412,421.5,-9.5
EFNA5->EPHB6,0.4961066978745484,0.9036911412367132,388,420.5,-32.5
VIP->VIPR2,0.4969608827058435,1.1379156726497321,414,394,20
TGFA->ERBB2,0.49707423959431896,1.1681504933676063,429,400.5,28.5
CYTL1->CCR2,0.4975928654394798,1.1554592876232848,400,421.5,-21.5
AGRN->ATP1A3,0.49811657891652295,0.8171442017412789,412,418.5,-6.5
AGRN->MUSK,0.49811657891652295,0.8171442017412789,412,418.5,-6.5
IL13->IL13RA2,0.49858426465826655,1.2082958780676158,413,413,0
VTN->PLAUR,0.4994412992681222,1.1618745226180134,465,375.5,89.5
ADAM12->SDC4,0.5014697746704299,1.2044961756169819,429,406,23
CXCL12->CD4,0.5016192836624191,1.3646556303265218,412,413.5,-1.5
SHH->GAS1,0.5026831081966219,1.2997204725450986,412,432.5,-20.5
SLITRK5->PTPRD,0.5028122791297411,1.021478200110071,400,413.5,-13.5
ADAM23->ITGA4,0.5043128343930317,0.736003023351025,361,487.5,-126.5
VEGFB->FLT1,0.5062734173471637,0.7434773277703386,361,465.5,-104.5
INS->LRP2,0.5066752070013523,0.7895085026646711,361,460,-99
ADAM9->ITGB5,0.5071045395218787,1.1982282052500366,429,374.5,54.5
COL2A1->TNFRSF10A,0.5075795767164957,0.8411670125708325,392,413.5,-21.5
TNC->PTPRZ1,0.509175890768075,0.8543599675919852,400,446,-46
F11->GP1BA,0.5095691743025738,0.8680338221211406,359,470.5,-111.5
PLA2G2A->ITGA4,0.510631226043265,0.8162160426434871,351,487.5,-136.5
TGFB1->ITGB6,0.5106814013573886,0.8434620250800481,361,453,-92
CCL3->CCR4,0.510756933997629,0.7054943047716717,392,487.5,-95.5
CCL5->CCR4,0.510756933997629,0.7054943047716717,392,487.5,-95.5
RAET1G->KLRK1,0.5108309802401995,0.8411921515692066,351,440,-89
IL18->IL1RAPL1,0.511145014827744,0.8288455764470464,392,425,-33
IL18->IL18RAP,0.511145014827744,0.8288455764470464,392,425,-33
CFH->ITGAM,0.5117509968826603,0.9500518999779276,348,453,-105
NTF4->NTRK2,0.5128564963627695,1.1553782481613444,361,440,-79
COL4A3->CD47,0.513352882925073,1.3883012392405536,392,434.5,-42.5
DSC1->DSG4,0.5137071657657079,1.01174916422988,451,396,55
HLA-A->ERBB2,0.5139201481516558,1.2278900284887422,465,351,114
CD58->CD2,0.5139595316318455,0.8588253744050006,348,518,-170
CLCF1->LIFR,0.5140598109681358,0.8506563503350697,348,487.5,-139.5
INHBA->TGFBR3,0.5140960677488166,1.059594684652935,400,420.5,-20.5
GNAI2->ADORA1,0.5142261065862002,0.7358055659545196,400,434.5,-34.5
GNAI2->TBXA2R,0.5142261065862002,0.7358055659545196,400,434.5,-34.5
C1QB->CD33,0.515149277623512,0.9649830912346065,392,428,-36
OSM->OSMR,0.516434432565105,0.7858147173116471,392,465.5,-73.5
THBS2->ITGA6,0.5183423351059502,1.109967244030429,423,386.5,36.5
F2->THBD,0.5192568129174631,0.8077978048489847,361,428,-67
PROC->THBD,0.5192568129174631,0.8077978048489847,361,428,-67
CCL26->CCR1,0.5198284365703281,0.9208968048538692,351,453,-102
EDN1->EDNRA,0.5207856949054932,1.0071637824608894,400,460,-60
VCAM1->ITGB2,0.5211580480181246,1.1312423826856874,400,439,-39
HSP90AA1->FGFR3,0.5219972676085826,0.8360721579309329,388,453,-65
CD1D->LILRB2,0.5234713054945326,0.7883519515090248,359,440,-81
FBN1->ITGA5,0.5234909595933857,1.0216391798346056,427,386.5,40.5
SCGB3A2->MARCO,0.5235214980170457,0.9419974135683183,351,425,-74
KISS1->MMP24,0.5244575389164765,1.078669336819251,451,390,61
PLTP->ABCA1,0.5247982988539064,0.8615808409187502,359,460,-101
