LR,pval_PAAD-US,pval_PACA-AU,pval_PACA-CA,hr_PAAD-US,hr_PACA-AU,hr_PACA-CA,median_day_low_PAAD-US,median_day_low_PACA-AU,median_day_low_PACA-CA,median_day_high_PAAD-US,median_day_high_PACA-AU,median_day_high_PACA-CA,diff_day_PAAD-US,diff_day_PACA-AU,diff_day_PACA-CA,meta_pval,meta_qval_BH,meta_qval_holm,meta_qval_storey
SOSTDC1->LRP6,0.714034744929229,0.6332445840430418,0.6207732106612123,1.0491562390585374,1.1279134725398938,1.1238191090658092,185.5,413.5,557,181,392,503,-4.5,-21.5,-54,0.81686015199250706,0.9102155979345079,1,0.4715158890365432
SFRP2->FZD5,0.716719768540313,0.13759774534049085,0.8930536825310613,0.860250767655738,1.5159361147107102,0.9165502067984646,202,386.5,514.5,181,429,522,-21,42.5,7.5,0.680482642603292,0.84317532914009,1,0.4367872467087469
NID1->PTPRF,0.7173037581594035,0.8800975832667622,0.07897496378207536,0.8524807593779266,1.1736057643407,1.236985752442407,160.5,432.5,437,216,412,608,55.5,-20.5,171,0.630453288869034,0.8188847089677908,1,0.4242040593938061
ASIP->MC2R,0.718034968868556,0.025976414273978787,0.523417279413829,0.8809383023420367,2.0023313873386677,1.3317198818171876,187.5,340,550,183,537,480,-4.5,197,-70,0.3297647137102811,0.6300297086221984,1,0.32637214617564153
F2->THBD,0.7183313688524147,0.5192568129174631,0.4669583618552938,0.9012764792985107,0.8077978048489847,0.9856483309022175,213.5,428,575,179,361,456,-34.5,-67,-119,0.6505572137681277,0.8312675509259408,1,0.43061870087868687
PF4->THBD,0.7183313688524147,0.6615436199325024,0.739526141852928,0.9012764792985107,0.8647298558495149,1.026904889441566,213.5,420.5,574,179,388,471,-34.5,-32.5,-103,0.8861892932769245,0.9432660004716613,1,0.48863687660331834
CTHRC1->FZD3,0.7184584048220443,0.8635747419088319,0.32777934864265645,0.9911141732271745,0.9080093294309897,0.8332694983831337,180,434.5,582.5,188,392,467,8,-42.5,-115.5,0.7844172099786153,0.8957635103129445,1,0.4640293232616005
LAMA1->ITGA2,0.718497672804449,0.012100520139345261,0.023475898155524866,0.8031542461224275,0.40679519985604295,0.6447738159768317,159,453,642,250,348,400,91,-105,-242,0.07146457372398282,0.338910079797107,1,0.17556443543881875
WNT4->FZD2,0.7202084579004384,0.48915998704997765,0.6866542238230731,0.9475592280932945,1.2885351885702163,1.041430526211856,154,432.5,456,229,412,543,75,-20.5,87,0.7763137345502356,0.8899085238230815,1,0.4609962845328318
CCL23->CCR1,0.7204351833610452,0.7678104364501415,0.8290415984027466,1.0308242878993634,0.9651666576748803,1.0621560428542822,199.5,453,494,179,388,530.5,-20.5,-65,36.5,0.9469649660675112,0.9735559593840202,1,0.5043278809520142
TGFB1->TGFBR1,0.7204392557125892,0.1677618912287664,0.6846308297742105,1.050914628643368,1.4799749973376741,0.9853295100573376,161,406,576.5,202,423,456,41,17,-120.5,0.5544952035400821,0.7791587209754396,1,0.4036249410084758
FGF1->FGFR3,0.7231983953476819,0.7410917232988385,0.02356520800973938,1.1074066048536229,0.9704337852766646,1.6062719218361554,234,425,455.5,164,400,627,-70,-25,171.5,0.4908920920773303,0.7469553971049453,1,0.3869427627210627
NID2->COL13A1,0.7245721173396039,0.30884241636102505,0.3618603068379799,1.0704675351943544,1.3133178730239192,0.840282204804006,195.5,412.5,575,181,423,480,-14.5,10.5,-95,0.421838983211517,0.7020214618566434,1,0.3636657891396475
MFGE8->ITGAV,0.7260445407084553,0.5370663069183924,0.9952183691798836,0.9423737349259863,1.2305022778547785,0.8546761745649414,173,440,575,194,361,491.5,21,-79,-83.5,0.9320041725899162,0.9664561345484332,1,0.5006499828507819
EFNB1->ERBB2,0.7265994396547916,0.9418796369429896,0.6890072049962196,1.0285835272664472,1.070441436438594,1.0441582608172815,164,402.5,473.5,197,429,573,33,26.5,99.5,0.9557924991468407,0.9792642738260606,1,0.5072849396589257
FSTL1->DIP2A,0.726881864222736,0.2855384004828788,0.8604674214445647,0.8506658162028337,1.1834992698531184,0.9178452198877566,199.5,386.5,574,181,427,512,-18.5,40.5,-62,0.7623830136882136,0.8828567599149765,1,0.4573432832703274
AZGP1->ITGAV,0.7269503447871044,0.9217839110103604,0.9891608719398359,0.7792519412352585,1.032078014528952,0.9232817147471454,182,440,575,188,351,503,6,-89,-72,0.9920868052354044,0.9965306431087992,1,0.516229378186741
WNT10A->FZD5,0.7286913025927122,0.1434451725632826,0.6950394389685529,1.0042126643183258,1.4716324419607054,0.923819235888187,164,349.5,573,219,465,513.5,55,115.5,-59.5,0.5502808895063905,0.7779384679073795,1,0.4029928174637447
COL9A1->MAG,0.7287376049045067,0.1365977039959766,0.01362379713556261,1.092678400263354,1.686763801662053,1.6344975330971212,164,374.5,418.5,194,423,608,30,48.5,189.5,0.11317610905836986,0.40205532604102084,1,0.20827535248824597
TNC->PTPRB,0.7291782868992118,0.9383733609292655,0.8539276458297321,1.1089936956835533,0.9883147279559042,1.0743768479402656,208,428,575,181,400,467,-27,-28,-108,0.981737889974617,0.9933659191282926,1,0.514589966991624
SPON2->ITGA5,0.7293173340383549,0.702501489239843,0.05365135612013994,1.0776563348464374,0.846603159196434,0.6903356041895048,207,418.5,589.5,183,388,456,-24,-30.5,-133.5,0.4891036570397715,0.7461326196678146,1,0.3865165421249443
TNFSF13B->TNFRSF17,0.72957004567058,0.156373845884751,0.07575540641726719,0.928673202598911,1.5302665690685928,1.6101977778123786,234,387,467,160,423,588.5,-74,36,121.5,0.14824042337812043,0.4575242693303221,1,0.23700974043800543
LGALS1->CD69,0.7315492457340018,0.2590937309256379,0.1888483510195177,1.1405826340741148,1.4936786823841777,0.8244725038575356,180,413.5,608.5,188,412,456,8,-1.5,-152.5,0.2705933333147712,0.5765144935116544,1,0.29864984138643536
FGF7->NRP1,0.7319168848802996,0.062489481460552665,0.3354705477994413,1.03137326789736,0.6121569299616002,0.8050721853198418,239.5,538.5,597.5,161,287,515,-78.5,-251.5,-82.5,0.23930887499891662,0.5402822379789985,1,0.27988056933918937
MIF->CXCR4,0.7321537980081931,0.9950113089724492,0.5506007873827568,1.2540070992480763,0.9603529302057149,1.1950492621220654,186.5,412.5,498.5,183,423,575,-3.5,10.5,76.5,0.9372111211184264,0.9689142952457401,1,0.501923375472503
NDP->LGR4,0.7324760903294569,0.3180198935931733,0.5020445849201348,0.9104841725491484,1.3136332843360343,1.0250380488587447,199.5,407,459.5,181,413,579,-18.5,6,119.5,0.5393570803527724,0.771436085767974,1,0.3996244105695159
SEMA3A->PLXNA1,0.7340730717975923,0.00046044630542241283,0.015775626474287097,1.1374686372322593,0.3321820887626188,0.606548172700306,162.5,583,616.5,194,343,455,31.5,-240,-161.5,0.07039948275617895,0.33769163653632367,1,0.174933249422393
HLA-B->KIR3DL2,0.7348563244363138,0.8501286533298964,0.2644641859420823,1.3632480044639375,0.9981560310501294,1.2867832616643498,192.5,403,485,181,413,573,-11.5,10,88,0.7478625774187815,0.8729118177549082,1,0.4521915387224835
HLA-B->LILRB2,0.7348563244363138,0.8501286533298964,0.2644641859420823,1.3632480044639375,0.9981560310501294,1.2867832616643498,192.5,403,485,181,413,573,-11.5,10,88,0.7478625774187815,0.8729118177549082,1,0.4521915387224835
HLA-B->KLRD1,0.7348563244363138,0.8501286533298964,0.2644641859420823,1.3632480044639375,0.9981560310501294,1.2867832616643498,192.5,403,485,181,413,573,-11.5,10,88,0.7478625774187815,0.8729118177549082,1,0.4521915387224835
HLA-B->KIR2DL3,0.7348563244363138,0.8501286533298964,0.2644641859420823,1.3632480044639375,0.9981560310501294,1.2867832616643498,192.5,403,485,181,413,573,-11.5,10,88,0.7478625774187815,0.8729118177549082,1,0.4521915387224835
TNC->ITGA7,0.7351938193245366,0.4108183557463354,0.5298267596422267,1.1296779669346784,0.7923633496043384,0.9059795554559157,208,470.5,582.5,181,392,456,-27,-78.5,-126.5,0.6300669269620804,0.8188847089677908,1,0.4242040593938061
PSEN1->NOTCH1,0.7356417472265331,0.6040425854292302,0.09307432492522127,1.1763700945128543,0.9226484035662779,1.3019235482184577,171.5,385.5,450.5,233,423,587,61.5,37.5,136.5,0.44967033481236934,0.7182391172117562,1,0.37206696595995997
INS->INSR,0.7357088518870317,0.7757773037464637,0.3164328799834888,0.9839938766774461,1.0637811777198722,0.8686726497165559,173,426,576.5,194,400,503,21,-26,-73.5,0.7341854677016479,0.8671025207746915,1,0.4491821683749307
CCL8->CCR1,0.7364689989181684,0.9667021988035982,0.9219537505639441,0.9783855813392626,1.0664759367862746,1.1047044566559445,199.5,440,574,179,392,512,-20.5,-48,-62,0.9912197199993991,0.9965306431087992,1,0.516229378186741
MDK->TSPAN1,0.7369523789002581,0.11876023969908478,0.3432679690598833,1.3735292688383625,1.539227806313565,1.0653134084632212,160,349.5,461.5,247,423,587,87,73.5,125.5,0.2833274999686705,0.5897651011912076,1,0.30551400859525585
MFGE8->ITGB3,0.7370544984933158,0.7591486547208843,0.7879668360462861,0.7865050791973885,0.8911976599853926,0.8574408485568377,180,428,575,194,388,496,14,-40,-79,0.9388666133297543,0.9689257204477716,1,0.5019292940310353
INS->IGF1R,0.7371518796137468,0.37547197763794127,0.19027683936475426,0.9835768677805801,1.1831977415576456,0.8109768058427971,173,439,575,194,392,515,21,-47,-60,0.35472783593698637,0.6434597954205798,1,0.33332928834168074
ITGAV->THY1,0.737410943868241,0.27358267415751913,0.6025609283609944,1.0003021232723432,1.4202361415137112,0.9815717263143265,215,413,575,181,413,503,-34,0,-72,0.5846778283137903,0.7944807334613463,1,0.41156215100082877
SLIT2->GPC1,0.738856888724474,0.38700015939830523,0.18039952974570894,1.0032423439368259,1.2300065804846418,0.7378155536958739,153,425,632,239,388,456,86,-37,-176,0.35711658426919124,0.6454883467893305,1,0.33438013190474786
AGRN->LRP4,0.7406116476056328,0.5692173463233183,0.488365120684508,1.06767856056352,0.8391349258972262,0.8371413256237835,180,418.5,588.5,188,412,467,8,-6.5,-121.5,0.7148071392414055,0.8618205969962677,1,0.4464459913726267
AGRN->ATP1A3,0.7406116476056328,0.49811657891652295,0.2526553884306798,1.06767856056352,0.8171442017412789,0.7879160772689835,180,418.5,591,188,412,463,8,-6.5,-128,0.4935379244474419,0.747178933720431,1,0.3870585606333618
AGRN->MUSK,0.7406116476056328,0.49811657891652295,0.2526553884306798,1.06767856056352,0.8171442017412789,0.7879160772689835,180,418.5,591,188,412,463,8,-6.5,-128,0.4935379244474419,0.747178933720431,1,0.3870585606333618
PLAU->LRP1,0.7412206902058671,0.20940819458692106,0.10232349425831344,0.8501410632170165,1.286206831650529,1.2478214943368442,209,355,483,181,429,590,-28,74,107,0.194495341396227,0.5014260632657223,1,0.2597520373671323
COL1A2->ITGB1,0.7435555502863095,0.4018822443731719,0.07677434508610437,0.8782016237956312,1.2492469987485313,0.6418930585209706,171.5,387,608.5,194,423,456,22.5,36,-152.5,0.2988043729754853,0.6126343372777379,1,0.31736088114874367
FGF10->FGFR1,0.7437400265328928,0.4210415835011865,0.4974622863290272,1.0197355249972484,1.0658413443618568,1.0597428397150743,215,413,498.5,181,413,547,-34,0,48.5,0.6202593358146999,0.8122665478764329,1,0.420775675923055
FGF17->FGFR1,0.7437400265328928,0.20759383494193495,0.5014096804919037,1.0197355249972484,1.1825532157375598,1.0669802902215257,215,418.5,498.5,181,412,547,-34,-6.5,48.5,0.46459283375435717,0.7292400471199553,1,0.3777657402477924
FGF20->FGFR1,0.7437400265328928,0.2704806732165307,0.7232672979684053,1.0197355249972484,1.1098878335379398,1.0133475195669002,215,387.5,512.5,181,413,539,-34,25.5,26.5,0.6736511804662213,0.84317532914009,1,0.4367872467087469
FGF22->FGFR1,0.7437400265328928,0.20759383494193495,0.44015307914245716,1.0197355249972484,1.1825532157375598,1.0756242785656107,215,418.5,498.5,181,412,547,-34,-6.5,48.5,0.41904112226145374,0.701268445277097,1,0.3632757065232105
FGF23->FGFR1,0.7437400265328928,0.20759383494193495,0.44015307914245716,1.0197355249972484,1.1825532157375598,1.0756242785656107,215,418.5,498.5,181,412,547,-34,-6.5,48.5,0.41904112226145374,0.701268445277097,1,0.3632757065232105
FGF5->FGFR1,0.7437400265328928,0.10827530265748209,0.44015307914245716,1.0197355249972484,1.3767404125410827,1.0756242785656107,215,386.5,498.5,181,429,547,-34,42.5,48.5,0.347118663462418,0.6381058223985303,1,0.33055578791486095
BMP6->BMPR1B,0.7450679382993431,0.4064357215061677,0.25515802444021196,0.7339113941373971,0.739735622914787,0.8898110184476816,185.5,453,576.5,181,348,471,-4.5,-105,-105.5,0.4302673189347106,0.7060005569677072,1,0.3657270662404924
MDK->NOTCH2,0.7461332306351107,0.14525001611312827,0.36755783209574067,1.2502475886398736,1.5017877133354565,1.1234847534269106,160.5,385.5,482.5,216,423,578,55.5,37.5,95.5,0.32387507250272946,0.6254379763938608,1,0.32399350675353594
CD80->CD274,0.7469537078062535,0.06657011945115743,0.22125229577107774,1.064156149320691,0.5757434206330353,0.8544069118687155,180,463.5,582.5,194,348,480,14,-115.5,-102.5,0.1846453983794896,0.4919952597334704,1,0.2548666303032131
CD274->CD80,0.7469537078062535,0.06657011945115743,0.22125229577107774,1.064156149320691,0.5757434206330353,0.8544069118687155,180,463.5,582.5,194,348,480,14,-115.5,-102.5,0.1846453983794896,0.4919952597334704,1,0.2548666303032131
RARRES2->GPR1,0.7490476160129492,0.15277096700178716,0.9027880288346762,0.8915795689968111,1.299419659761874,1.0307168636028643,236,352,575,161,427,494,-75,75,-81,0.7190339649733519,0.8626575969867917,1,0.4468795796296848
TGFB2->ACVR1,0.7491625387879419,0.9601168691328567,0.877252010982197,0.9590039488153923,1.1162679867120107,0.9953693296829683,156.5,460,556,216,348,515,59.5,-112,-41,0.9882191591041082,0.9957726119792236,1,0.5158366979000152
GHRL->GPR39,0.7501154358297699,0.5748117890781623,0.293402262319278,1.2956377148809493,0.715934362904137,0.9394860285452906,195.5,402,626.5,181,429,456,-14.5,27,-170.5,0.5881948374847032,0.7952686330389044,1,0.4119703039380306
C4B->CD46,0.750259758078277,0.6125098557806262,0.4361725422198801,1.287612834121053,1.3262613902515215,1.1934800106407326,182,453,455.5,194,361,625,12,-92,169.5,0.7153014876964563,0.8618205969962677,1,0.4464459913726267
KISS1->MMP24,0.7512358645758088,0.5244575389164765,0.981583507002714,1.2586363504815476,1.078669336819251,1.048584435761014,173,390,529.5,202,451,522,29,61,-7.5,0.9317143377647272,0.9664561345484332,1,0.5006499828507819
TNFSF13B->TNFRSF13B,0.7516688898471916,0.23597250110160417,0.10536146181948058,0.8928694651660194,1.4299645900981768,1.5721068541368295,239.5,387,469,160,423,587,-79.5,36,118,0.21722471468797397,0.5225315898969423,1,0.27068526151280353
SEMA3A->NRP2,0.7528190287929643,0.20094002406428257,0.01454338178665504,1.1479944701989193,0.7195664824136813,0.6410781766460342,164,418.5,629.5,194,348,455,30,-70.5,-174.5,0.15131494386771702,0.4600161018846614,1,0.23830057597725104
MDK->ITGA6,0.7533930299667242,0.9874844053868609,0.10748696215945308,1.3921997892680413,0.9455353373406263,0.7191489778185097,159,406,575,248,423,456,89,17,-119,0.7471810579128604,0.8729118177549082,1,0.4521915387224835
CTHRC1->ROR2,0.7538565191290378,0.42639776405581087,0.6558309930951587,1.2206636320227666,1.142447714493525,0.9515669449784278,171.5,434.5,498.5,194,400,539,22.5,-34.5,40.5,0.7394099754154844,0.869837046488773,1,0.4505987254259132
NTF3->NTRK1,0.7543834682549975,0.9750350554169893,0.4617265662424501,1.0595448871933282,0.9360761091587817,0.851196582843532,220.5,421.5,469,179,412,547,-41.5,-9.5,78,0.9118016159481572,0.9565918707666632,1,0.495540031848726
HSPG2->ITGB1,0.754766056273804,0.9668202887117139,0.8860046655055085,0.9936825533467158,1.0874006845961703,1.045801139452728,161,421.5,530.5,216,400,515,55,-21.5,-15.5,0.9899291623879164,0.996036409043142,1,0.5159733517954229
RSPO3->LGR6,0.7548524066184672,0.4841476519378415,0.3951986750517833,1.2813561152622035,1.1390766479978758,0.8352904117926697,181,412.5,575,229,429,494,48,16.5,-81,0.5998434417837828,0.8018771494486634,1,0.4153936912071909
RNASE2->TLR2,0.7551401571994674,0.9363520822047782,0.28444553661866756,1.058986000797801,1.0411229299281315,1.2817806537919494,208,432.5,487,181,351,579,-27,-81.5,92,0.8210173699674426,0.9127406147792814,1,0.4728239149208473
PDGFB->PDGFRA,0.7560542307172636,0.021925162935937714,0.5913818106414509,0.7673605933693214,1.7138798078648672,1.0594404114402276,184.5,400.5,575,183,423,512,-1.5,22.5,-63,0.4027640853364259,0.6855396291210133,1,0.3551277614098135
CCL3->CCR3,0.756245398457998,0.21655745675598237,0.4885366191821764,0.9108468726582938,1.4436457527957791,0.8618519049388148,199.5,412.5,539,160,414,522,-39.5,1.5,-17,0.47102386693799203,0.7332048783439153,1,0.37981962827573623
CXCL2->CXCR2,0.7577708311485094,0.6944090759624431,5.874169031163667e-4,1.1986736738396213,0.9640963841173366,2.1032930525266234,234.5,451,413,179,406,681,-55.5,-45,268,0.46461061720716157,0.7292400471199553,1,0.3777657402477924
HLA-G->LILRB1,0.7579352328595468,0.2068716534925098,0.07844760748302593,1.1074924332271736,0.6768415932817994,0.7302303746911901,183,402.5,581,184.5,414,456,1.5,11.5,-125,0.189202413519758,0.4946360954913897,1,0.25623465346500074
COL18A1->ITGA5,0.7589161613678466,0.10945852885596652,0.681402221757845,1.1352392693438742,0.5347391170375407,0.971029376758484,213.5,508,560,181,361,467,-32.5,-147,-93,0.5372915725549106,0.769889042462867,1,0.3988230009902461
SERTAD1->AR,0.7589446741150733,0.5904597449248838,0.3625854861568035,1.1376692460295776,1.1192399585515465,1.0306915976483635,200,413.5,387.5,183,400,587,-17,-13.5,199.5,0.6558168399101371,0.83324037591982,1,0.43164067669739764
EFNB3->RHBDL2,0.7604958705796602,0.21761374999540484,0.9412408840183734,1.1352700983610307,1.255351375674641,0.9500469682629767,179,337.5,508,243.5,451,547,64.5,113.5,39,0.7899312723515259,0.8980386433166392,1,0.4652079026699822
HLA-F->LILRB1,0.761514836177189,0.7594418023916643,0.1559357218987938,1.2991029790677244,1.1458944306193983,1.418496120311961,182,390,455.5,194,423,587,12,33,131.5,0.6308242295392903,0.8188847089677908,1,0.4242040593938061
HLA-F->LILRB2,0.761514836177189,0.5351500355791308,0.26314457471711206,1.2991029790677244,1.311439510398401,1.3230337382751163,182,390,456,194,423,583,12,33,127,0.5447857686714372,0.774173288993793,1,0.4010423546427932
BMP2->BMPR2,0.765098601595478,0.6204270404344294,0.8220074277123876,0.8783983206941589,1.1180575176021044,0.9254674262468973,182,453,574,194,361,471,12,-92,-103,0.9170546213749974,0.9597361949017855,1,0.49716887538135235
FGF1->FGFR1,0.7659302841777996,0.12681296271507791,0.7848769622616893,1.012368762700355,1.2749203792065866,0.9940658799312657,215,360,512.5,179,429,539,-36,69,26.5,0.6313472471690857,0.8189084953765957,1,0.42421638138622214
APP->CD74,0.7660028993106938,0.8993377461960192,0.2531214424230973,1.0731273864400344,1.021137498218442,1.329036393997513,188.5,421.5,456,181,400,625,-7.5,-21.5,169,0.7894208614761307,0.8980386433166392,1,0.4652079026699822
IL1B->IL1R2,0.766307412830944,0.29863672937227426,0.295336295182006,1.0539789530213892,1.3303793477953196,0.8243389803521809,206.5,390,508,179,476,547,-27.5,86,39,0.3961195091358006,0.6796834153061299,1,0.35209408689404065
SEMA7A->ITGA1,0.7667864504752511,0.7888273345382888,0.8291529894521585,1.0942070401762234,0.9843506788072933,0.9134604561608249,179,440,469,197,361,578,18,-79,109,0.9611878149078286,0.9806004645798795,1,0.5079771220085131
AMH->AMHR2,0.7671608291767413,0.412319976434937,0.5087041371220749,1.0577298687901588,0.7604945054054009,1.2336257591471362,198,458,575,179,359,467,-19,-99,-108,0.6389172733352408,0.8210727710339699,1,0.4253375337407002
CCL26->CCR1,0.7673038363645681,0.5198284365703281,0.0706847632378973,0.9639554004626392,0.9208968048538692,1.578734548326506,185.5,453,465,181,351,608,-4.5,-102,143,0.3943209005011401,0.6775974094818442,1,0.35101348039487124
MIF->CD74,0.767499520086991,0.5949104883397107,0.7595795452983117,1.0475075079213014,1.2517449690999427,1.2184136831737622,188.5,413.5,480,181,412,530.5,-7.5,-1.5,50.5,0.8871899481856373,0.9432660004716613,1,0.48863687660331834
MIA->CDH7,0.7689556337916426,0.8077712479700669,0.6645937881991125,0.9957134102050241,0.9543638782650874,0.8580315482053215,209,375.5,547,181,427,517,-28,51.5,-30,0.9272180804176555,0.965786910519736,1,0.500303307004343
ULBP2->KLRK1,0.7710380481805966,0.16750221099768992,0.9706320843873861,1.0359851819792778,0.6428874504513736,0.8537484113399256,165.5,428,482.5,194,348,575,28.5,-80,92.5,0.7840444393869629,0.8957635103129445,1,0.4640293232616005
COL1A2->CD44,0.7715375204495434,0.056531005053687244,0.6078172869429952,0.8844957160120346,1.7097417661887102,0.8345982458778455,171.5,353.5,575,194,429,512,22.5,75.5,-63,0.4520022092152022,0.7182391172117562,1,0.37206696595995997
ANGPTL2->LILRB2,0.7747618608114483,0.743692845821526,0.8328879832925522,1.1089283688233609,0.9757923629090364,1.0596988653417936,195.5,376.5,521,181,427,522,-14.5,50.5,1,0.9545122244015942,0.9785113889008343,1,0.5068949252429281
EFNA2->EPHA2,0.7749680883397205,0.14727715281525444,0.16636721914120256,1.0808982224082082,0.6047556215822734,0.678207154833182,179,441,518.5,188,388,539,9,-53,20.5,0.21466704756270974,0.5218329042378066,1,0.27032332375819684
SEMA5A->PLXNB3,0.7762664355404126,0.6185959132923045,0.9215673777217752,0.8519452053282875,1.1192170390427576,0.9575128730581758,169.5,439,527,194,392,522,24.5,-47,-5,0.9467648779312655,0.9735559593840202,1,0.5043278809520142
INHBC->ACVR2B,0.7783987167926695,0.23157986861823388,0.8637936957994043,0.8669202960496158,0.7074929433472464,0.9954567464036562,160.5,470.5,575,202,392,503,41.5,-78.5,-72,0.7629231692443406,0.8828567599149765,1,0.4573432832703274
VEGFA->KDR,0.7814225230189584,0.007272267257104281,8.028830033686152e-4,1.0838568506381083,0.3916783224012725,0.5174992338718825,202,622,618,181,348,369,-21,-274,-249,0.08201651526358071,0.3571301659778247,1,0.18500292468611212
CLCF1->IL6ST,0.7815557696640072,0.7687057673642026,0.3074546035417093,0.9636577289909387,1.1205259150009927,0.8894422699082563,191,487.5,582.5,181,332,467,-10,-155.5,-115.5,0.7530292198154559,0.8766608827702322,1,0.45413365411554835
HP->CD163,0.7815930121781103,0.7988791887627456,0.10345038511943838,0.7595735285864849,0.9980963673606155,0.7591075654207213,218,458,582.5,181,359,456,-37,-99,-126.5,0.6358680580356878,0.8195023678994424,1,0.4245240231484815
COL1A2->ITGB3,0.7818363455437877,0.056531005053687244,0.3497409616602557,1.0343945997137485,1.7097417661887102,0.8140574055763051,180,353.5,587,188,429,467,8,75.5,-120,0.27619447030469985,0.5814425838273398,1,0.3012027232440147
BMP8A->TGFBR1,0.782071519152265,0.015303384079879634,0.5245461064180299,0.8471005489517143,1.885464678742467,1.1453049670184128,174,353.5,560,194,465,480,20,111.5,-80,0.368323178411999,0.6568307972874018,1,0.3402558229416706
EFNA1->EPHA2,0.7832029208113339,0.7376103926401153,0.04341485542880941,1.1315424771131803,0.8318204111543931,0.5794043584333273,197.5,413,543,183,413,503,-14.5,0,-40,0.5480828074112611,0.7765212304113821,1,0.40225865074608175
COL5A1->SDC3,0.7854770225075229,0.8706943130650822,0.5460438842583168,0.9598207374728476,1.0069186291808856,0.8196452817228757,180,413.5,576.5,188,412,480,8,-1.5,-96.5,0.9153735759447558,0.9592174037645397,1,0.4969001277737988
COL1A2->ITGA2,0.785512246593995,0.183736486988905,0.3695374787483171,0.8891132620211427,1.4517153906609186,0.7453153552744726,171.5,360,575,194,427,512,22.5,67,-63,0.38048630186703103,0.6685886556029053,1,0.34634670627676284
ADM->CALCRL,0.7865816786226351,0.2879016591052954,0.10168939107174135,1.2214963810860846,0.6325079201808219,0.7149653241476165,191,465.5,616.5,181,348,446,-10,-117.5,-170.5,0.26844883188617896,0.5760732110093363,1,0.2984212453132972
CXCL9->CXCR3,0.7877848027280596,0.9124540043144546,0.36132354376030906,0.9527805252154298,1.0023297326797682,0.9206237001265931,185.5,413.5,618,181,400,463,-4.5,-13.5,-155,0.8622584333118067,0.9324241286084276,1,0.4830204986132976
UCN2->CRHR1,0.788123407724496,0.7508991876305291,0.4117111653277491,0.9641081189886427,0.9988893382408671,0.8353766673007995,208.5,418,606,181,412,456,-27.5,-6,-150,0.8075264915599996,0.90713996609808345,1,0.4699226299416742
APP->LRP1,0.7887263544886562,0.0064773914136565525,0.2768788609634917,1.009188059346172,2.369316952119867,1.171269812656196,195.5,349.5,467,181,429,590,-14.5,79.5,123,0.20518107648035336,0.510533774210477,1,0.2644700738773272
CEACAM5->CD1D,0.7900534635833025,0.21322335456501063,0.5191801465144898,1.202233092976945,1.3777138452172597,0.9645866515922215,179,375.5,456,194,429,590,15,53.5,134,0.5168389483670974,0.7586057310687928,1,0.3929779455821362
CEACAM5->CD8A,0.7900534635833025,0.21322335456501063,0.5191801465144898,1.202233092976945,1.3777138452172597,0.9645866515922215,179,375.5,456,194,429,590,15,53.5,134,0.5168389483670974,0.7586057310687928,1,0.3929779455821362
PROC->THBD,0.7915103011719669,0.5192568129174631,0.8133431935453603,1.0585901018628558,0.8077978048489847,1.057069630317665,239.5,428,531,179,361,522,-60.5,-67,-9,0.8880054223865159,0.9432660004716613,1,0.48863687660331834
IGFL1->IGFLR1,0.7939378148877548,0.7726683340842797,0.8907104140290316,1.0620959624516586,0.8944957988505916,1.038074669400531,206.5,351,487,181,451,575,-25.5,100,88,0.9733628074398428,0.9889399362069154,1,0.5122971901190134
SCT->SCTR,0.7962472327700965,0.7548811942115761,0.06005001809319699,0.9003155364849823,1.1523386399312572,1.5083605493832317,224,440,475.5,160,392,547,-64,-48,71.5,0.5829257546479572,0.7944807334613463,1,0.41156215100082877
CTF1->IL6ST,0.7977186896948976,0.7687057673642026,0.35464113654036666,1.0124161440190502,1.1205259150009927,0.904663105427152,195.5,487.5,558.5,181,332,515,-14.5,-155.5,-43.5,0.7909147471796487,0.8980386433166392,1,0.4652079026699822
FGF16->FGFR3,0.7998836881351458,0.15404586597174785,0.014667492599879761,1.077367891842661,0.674636887264707,1.6313816473309535,206.5,463.5,450.5,179,392,631,-27.5,-71.5,180.5,0.15145310144443688,0.4600161018846614,1,0.23830057597725104
FGF17->FGFR3,0.7998836881351458,0.15404586597174785,0.014667492599879761,1.077367891842661,0.674636887264707,1.6313816473309535,206.5,463.5,450.5,179,392,631,-27.5,-71.5,180.5,0.15145310144443688,0.4600161018846614,1,0.23830057597725104
FGF20->FGFR3,0.7998836881351458,0.23626784990802863,0.02464773553017463,1.077367891842661,0.757632791976204,1.6067004306966088,206.5,463.5,455.5,179,392,628,-27.5,-71.5,172.5,0.19883966340150377,0.5052667934026881,1,0.2617416377312552
FGF23->FGFR3,0.7998836881351458,0.15404586597174785,0.014667492599879761,1.077367891842661,0.674636887264707,1.6313816473309535,206.5,463.5,450.5,179,392,631,-27.5,-71.5,180.5,0.15145310144443688,0.4600161018846614,1,0.23830057597725104
FGF5->FGFR3,0.7998836881351458,0.35003509080565,0.014667492599879761,1.077367891842661,0.81828841435118,1.6313816473309535,206.5,440,450.5,179,361,631,-27.5,-79,180.5,0.26101798336449195,0.5671900739064896,1,0.2938195440262758
HRAS->AGTR1,0.8002818324420955,0.12270587319276638,0.5760650271933325,1.0752250540092436,0.5323826712271231,0.8562828540172619,195.5,470.5,560,179,361,515,-16.5,-109.5,-45,0.49928954990447827,0.749228854487534,1,0.3881204741131444
