LR,pval,hr,median_day_low,median_day_high,diff_day
CCL7->CXCR3,0.0764818401807944,1.6063620447313798,181,194,13
NCAM1->ROBO1,0.07685512776884496,1.5199219692239547,174,194,20
NTF4->NGFR,0.07751617383700016,1.523785336687027,195.5,164,-31.5
CCL18->PITPNM3,0.07811329308602566,1.48323269450338,171.5,194,22.5
CCL2->CCR1,0.07817778110243945,1.471490431585205,195.5,179,-16.5
NTRK3->PTPRS,0.07867267490634,1.4633545936323973,191,181,-10
CORT->SSTR3,0.07964755060251105,1.4511476116923203,181,194,13
SEMA5A->MET,0.07986271904965403,0.568737082169716,160,240,80
SERPINA1->LRP1,0.08026857679228572,1.5081307205114856,194,181,-13
ADCYAP1->VIPR1,0.08082414801995486,1.521004046000722,171.5,219,47.5
AMH->EGFR,0.08101399436269807,0.6339239868032716,171.5,194,22.5
BTC->EGFR,0.08101399436269807,0.6339239868032716,171.5,194,22.5
EPGN->EGFR,0.08101399436269807,0.6339239868032716,171.5,194,22.5
CD44->SELE,0.08150651442868817,0.6310134575914685,224,181,-43
SELE->CD44,0.08150651442868817,0.6310134575914685,224,181,-43
CXCL3->CXCR2,0.08169498684884957,1.8478191134344584,188.5,181,-7.5
INSL5->RXFP4,0.0819046371475709,1.9149518652432103,164,233,69
BMP2->ENG,0.08204515368480103,1.438615436629358,181,194,13
GH1->PRLR,0.08250372919998872,1.6850860625664115,191,181,-10
WNT3A->RYK,0.08372275421140007,0.6524094186418331,229.5,181,-48.5
IGFL2->IGFLR1,0.08375753495393601,0.6143742820978901,209,181,-28
SST->SSTR3,0.0838208826534883,1.4706497242721357,173,197,24
SST->SSTR5,0.0838208826534883,1.4706497242721357,173,197,24
SERPINE1->LRP2,0.0843373250567876,0.5858886128320978,236,179,-57
EGF->EGFR,0.08523093833990525,0.6423822027569478,195.5,181,-14.5
ZP3->CHRNA7,0.08554211586704463,0.657330673195805,180,194,14
ICAM5->ITGB2,0.08582358247965816,1.6309749274024228,173,194,21
CCL5->SDC1,0.08588168866396795,0.6365444695272482,180,194,14
HGF->SDC1,0.08588168866396795,0.6365444695272482,180,194,14
SLIT2->SDC1,0.08588168866396795,0.6365444695272482,180,194,14
EFNA2->EPHA8,0.08596265340814702,1.8057365286319753,182,194,12
TDGF1->ACVR1B,0.08716584380609604,1.6871928909677252,165.5,239,73.5
MATN1->ITGA1,0.08719835666826614,1.5551224785654167,180,194,14
TF->TFRC,0.08777284119310858,1.9492833744407754,208.5,179,-29.5
FGL1->EGFR,0.08871659740802318,0.6291523442439694,224,167,-57
DLK1->NOTCH4,0.08918991701713797,1.4680286485782428,174,194,20
RSPO1->LGR5,0.09053820104780663,2.0166539242291823,199.5,167,-32.5
ICAM4->ITGB2,0.0907058219021658,1.6210121128075394,180,194,14
CCL11->CCR5,0.09082538139036078,1.5109052848705102,229,164,-65
SAA1->CD36,0.09087050501650262,1.7222009354052326,195.5,179,-16.5
TNF->TNFRSF1B,0.09099313222791483,1.526894726429805,181,194,13
FGB->ITGB2,0.09142100683250876,1.619690206969237,180,194,14
TNFSF13->TNFRSF11B,0.09160725190911567,1.9173831872054543,181,194,13
INHA->TGFBR3,0.0928606757584336,1.4308209299727261,183,186.5,3.5
LY9->LY9,0.09305246415193036,1.4699946412026421,218,181,-37
BDNF->NGFR,0.0930849332835213,1.5414353576726898,218,160,-58
JAG2->NOTCH3,0.0931554382203783,1.435774846452688,149,197,48
CXCL12->ITGB3,0.09321379129162777,1.4678247116689689,239.5,164,-75.5
NPNT->ITGB1,0.09331541425576473,0.6420490371948738,179,194,15
GNAI2->TBXA2R,0.0935107933904803,1.5959610504087849,195.5,181,-14.5
NCAM1->ROBO3,0.09369346188318839,1.5202641998641384,165.5,202,36.5
CXCL12->CXCR4,0.0940074054472152,1.524629859467512,249,160,-89
NLGN2->NRXN2,0.09461929321021212,1.2873970712362792,174,188,14
ANXA1->FPR1,0.0949452449279149,0.6238421371830833,180,183,3
SEMA3A->PLXNA2,0.09608786228049504,1.9372724647977608,180,202,22
DLK1->NOTCH1,0.09621426785530962,1.5808684579907353,239.5,179,-60.5
PVR->CD226,0.09641351031793788,1.78680746672489,171.5,194,22.5
CD226->PVR,0.09641351031793788,1.78680746672489,171.5,194,22.5
HAVCR1->CD300LB,0.09641787424084325,1.7545978171276813,192.5,179,-13.5
ANXA1->FPR3,0.09668711395138119,0.6250141894972205,180,183,3
TGFB2->ENG,0.09689940771672201,1.4473041096778467,165.5,194,28.5
ANXA1->DYSF,0.09747951874026528,0.6255372108743159,180,183,3
LRPAP1->LRP8,0.09871349051411782,1.7226073407826965,183,183.5,0.5
TFF3->ACKR3,0.09889062117075109,2.0649914677423795,195.5,179,-16.5
GDF11->ACVR1B,0.09909466616001483,1.6628054554405909,180,239,59
DHH->BOC,0.09981997868984449,1.359699269542107,199.5,181,-18.5
HCRT->HCRTR2,0.10033533834760833,1.8445260752788832,188.5,179,-9.5
ADAM9->ITGA3,0.1011412048261161,0.6313382623687991,162.5,202,39.5
LRFN3->LRFN3,0.10207065397501602,1.6973200495807916,171.5,219,47.5
PLAU->LRP2,0.10286011874708212,0.6649175391414546,233,181,-52
DLL3->NOTCH3,0.10301262291450908,1.418032889770328,149,197,48
ADAM15->ITGA9,0.10345133036714915,2.102414342492754,164,202,38
FGB->ITGA2B,0.10423472583391291,0.5667868054135026,210.5,179,-31.5
ADCYAP1->VIPR2,0.10424024353689343,1.3253758875475221,174,202,28
RSPO3->SDC4,0.10448496385865114,0.6474687959926606,165.5,194,28.5
TGFB3->TGFBR3,0.10592321412875683,1.2933762109238744,185.5,181,-4.5
WNT7A->FZD10,0.1063139892949827,0.6220126280351004,162.5,219,56.5
TIGIT->PVR,0.10654480752238726,1.7609695818350166,162.5,197,34.5
PVR->TIGIT,0.10654480752238726,1.7609695818350166,162.5,197,34.5
ULBP3->KLRK1,0.10679094380764109,1.5459115948874484,185.5,181,-4.5
GNAI2->ADORA1,0.10703285821694797,1.5085956119618806,171.5,188,16.5
TGFB2->TGFBR3,0.10831051821929039,1.6305015828927136,180,194,14
SLITRK5->PTPRD,0.10842066224573055,1.5153929894899034,174,194,20
VIP->VIPR1,0.10916035813162717,1.5666857454074254,182,194,12
ADM2->RAMP2,0.10917568588805437,1.5829731865494385,184.5,183,-1.5
IL27->IL27RA,0.10920016709903302,1.4919772605934827,174,194,20
LGI2->ADAM11,0.10942795024768015,1.5865303801251698,191,181,-10
APOE->VLDLR,0.11021729478078246,1.5092444194221093,162.5,194,31.5
APOE->LRP2,0.11021729478078246,1.5092444194221093,162.5,194,31.5
ICAM1->ITGB2,0.11062772037771185,1.451656527069299,162.5,216,53.5
APP->NCSTN,0.11096055123163229,1.8875835830636938,159,240,81
FGF13->SCN8A,0.11104072383915342,1.7571926565395781,180,194,14
EDN1->KEL,0.11159198212151611,1.5131574095237397,181,194,13
ANGPT1->ITGB1,0.11168523066129676,0.6261356680608617,162.5,216,53.5
COL2A1->ITGB1,0.11168523066129676,0.6261356680608617,162.5,216,53.5
ICAM4->ITGB1,0.11168523066129676,0.6261356680608617,162.5,216,53.5
LAMA1->ITGB1,0.11168523066129676,0.6261356680608617,162.5,216,53.5
MATN1->ITGB1,0.11168523066129676,0.6261356680608617,162.5,216,53.5
PLG->ITGB1,0.11168523066129676,0.6261356680608617,162.5,216,53.5
TNFSF11->TNFRSF11A,0.11370068077681761,1.5862879528079825,171.5,216,44.5
SLITRK3->PTPRS,0.114145113464177,1.4338722426565786,191,181,-10
LRPAP1->SORT1,0.11445149399445742,1.4810560117268956,172.5,194,21.5
DLL3->NOTCH2,0.11496090374098678,1.2569513077071288,164,216,52
TNFSF18->TNFRSF18,0.11560991956248035,1.6353800602250799,165.5,202,36.5
SPP1->ITGB5,0.11643981948529947,0.6579018397254129,187.5,183,-4.5
IGF2->INSR,0.1168388642454199,1.5782247721053202,194,181,-13
SEMA6D->TREM2,0.1174750760776837,1.3118116010442693,173,194,21
ADM->CALCR,0.11802226321555376,0.7385546008922609,171.5,194,22.5
CD84->CD84,0.118496995635761,1.4294454046666898,192.5,181,-11.5
WNT7B->FZD10,0.11854599381274356,0.6450008968981259,180,188,8
WNT7A->FZD9,0.11913017321047048,0.6542626417952141,159.5,219,59.5
ORM1->CCR5,0.11964573152687419,1.3856070995218852,185.5,181,-4.5
TGFB2->TGFBR1,0.12033400059176347,0.5878536953790305,164,194,30
ULBP1->KLRK1,0.12073851355769116,1.4773658295043894,185.5,181,-4.5
INHA->ACVR2A,0.12084134270784785,1.4491267202116809,192.5,181,-11.5
WNT7B->FZD8,0.12137283181000946,0.6621456959031219,171.5,197,25.5
FAM3D->FPR1,0.1218501130441283,1.5202261225272178,188.5,181,-7.5
ICAM4->ITGAM,0.12193665153955835,1.380123056849189,173,194,21
JAM2->JAM3,0.12260352355472182,1.4891215162962532,165.5,216,50.5
JAM3->JAM2,0.12260352355472182,1.4891215162962532,165.5,216,50.5
PF4V1->CXCR3,0.12374514223818289,1.3833149403267937,181,194,13
XCL1->XCR1,0.12381035071358648,1.3180776630031235,181,194,13
SPON2->ITGB2,0.12385227533406673,1.313744787526279,150,219,69
ITGB2->THY1,0.12405964258280167,1.5050165158629407,195.5,181,-14.5
ADAM11->ITGA4,0.12450798601956659,1.4472465755318533,192.5,181,-11.5
ICAM4->ITGA4,0.12450798601956659,1.4472465755318533,192.5,181,-11.5
FGA->ITGB3,0.12470664992121916,0.525556280014815,208,181,-27
IGF2->IGF2R,0.125799303439448,1.534266062826755,194,182,-12
WNT3->RYK,0.12583975260521973,0.6757055795546849,208,181,-27
NLGN2->NRXN3,0.12609491431279451,1.5588188694694611,181,188,7
CXCL11->ACKR3,0.1262030793583001,0.7636768902746018,192.5,181,-11.5
SFTPD->SIRPA,0.12653301349883683,1.3909629901139144,164,216,52
GNAI2->CNR1,0.1271147410198158,1.387675259057107,195.5,181,-14.5
SPP1->ITGAV,0.1279804281137905,0.6524733954847105,211.5,181,-30.5
SST->SSTR1,0.12827980021193208,1.3045694429734842,165.5,202,36.5
LRPAP1->LRP2,0.12856999254202917,1.5698381981927756,181,195.5,14.5
ARF1->CHRM3,0.1288294587559099,2.147369764745686,180,239,59
EREG->EGFR,0.13031410347472405,0.706566722889192,186.5,183,-3.5
VTN->ITGB8,0.13037227042841193,0.6382979044643766,165.5,194,28.5
PTPRZ1->NCAM1,0.1306199459220312,1.5895979793294124,156.5,216,59.5
NCAM1->PTPRZ1,0.1306199459220312,1.5895979793294124,156.5,216,59.5
PLG->ITGA9,0.13121383043771684,1.3133149359100407,172.5,194,21.5
CLEC11A->ITGA10,0.1316631216734112,1.5116376787033077,187.5,183,-4.5
GDF11->ACVR2A,0.1325102534726501,1.4900568479909406,185.5,181,-4.5
FGB->ITGAV,0.1325384278523063,0.5837451896748719,182,188,6
OMG->LINGO1,0.13292017465349026,1.5280184356351632,164,197,33
FGA->ITGB1,0.13461511968709927,0.6511820667792649,171.5,194,22.5
PTH2->PTH1R,0.1357265182277384,1.4364792105680748,161,188,27
CCL3L3->ACKR2,0.1359467163773076,1.5258154097635661,194,179,-15
WNT4->FZD6,0.13634471575807172,0.6796484815391489,183.5,183,-0.5
CXCL10->SDC4,0.13641086713683526,0.6846487487553007,173,194,21
FGG->ITGAV,0.13711707027819642,0.5819633689573378,180,188,8
VTN->ITGB6,0.13746288144057184,0.731655467529838,173,194,21
OXT->AVPR1A,0.13747083956192807,1.2955597019359655,185.5,179,-6.5
EDN3->KEL,0.13799183714963026,1.4815906168871156,154,219,65
EFNB3->EPHB6,0.13930632684351107,0.6604273297495412,186.5,183,-3.5
TGM2->SDC4,0.13986728245240676,0.653507532242232,231,181,-50
MMP9->EPHB2,0.14129592005385794,0.5821304060309539,239.5,181,-58.5
F7->F3,0.14190651457511394,0.6185636145526786,233,167,-66
PLG->F3,0.14190651457511394,0.6185636145526786,233,167,-66
IFNA2->IFNAR2,0.14252336949689093,1.527638391846646,182,194,12
IFNB1->IFNAR2,0.14252336949689093,1.527638391846646,182,194,12
BDNF->NTRK2,0.14360613473449568,1.3240497113051368,195.5,179,-16.5
CORT->SSTR2,0.14546876209919912,1.3322387867094725,181,202,21
HAS2->HMMR,0.14791146832284707,0.5974550770604808,231,179,-52
LAMC2->ITGA3,0.14921158232033793,0.7123925205184993,160,239,79
GIP->DPP4,0.14970242602933392,1.7169948369967705,185.5,181,-4.5
SPON2->ITGA4,0.1500095653099338,1.4927942017701397,154,202,48
FGF2->SDC4,0.1500439747598602,0.6882844338965575,165.5,194,28.5
FBN1->ITGB1,0.15015128956360235,0.6164416148481219,180,194,14
GPC3->CD81,0.1504200093378565,1.266424480342628,188.5,181,-7.5
A2M->LRP1,0.150581530322335,1.2543005617714011,165.5,194,28.5
COL4A6->CD93,0.15066884501942324,1.424336626145342,215,164,-51
CALR->ITGA3,0.1510744569333744,0.7300407045413511,162.5,197,34.5
PODXL2->SELL,0.15151748373722873,1.4663818223480414,180,194,14
EFNB1->EPHB6,0.1516950416800169,0.6654238588222938,181,188,7
APOE->SCARB1,0.15178261567445206,1.4825882461031137,162.5,194,31.5
CIRBP->TREM1,0.15376505110108685,1.55809407161776,182,188,6
HBEGF->CD82,0.15475921297335626,1.8137269963779317,170,239,69
CCL19->CCRL2,0.1549840202042676,1.4156706333571243,218,164,-54
NRTN->GFRA2,0.15585145543751344,1.4768342376050763,206.5,164,-42.5
HLA-E->KLRC2,0.15605802205258712,1.6417626555230294,182,194,12
HLA-E->KLRD1,0.15605802205258712,1.6417626555230294,182,194,12
HLA-E->KLRC1,0.15605802205258712,1.6417626555230294,182,194,12
HLA-E->KLRK1,0.15605802205258712,1.6417626555230294,182,194,12
FGF2->NRP1,0.1566256577645193,0.6016613192195948,236.5,164,-72.5
ADAM10->EPHA3,0.15732328875820834,0.5958924442660075,180,194,14
IL31->IL31RA,0.15824007526634776,0.6436475930125581,233,160,-73
ARF1->PLD2,0.1592470916664569,1.970242391192314,181,239,58
DLL4->NOTCH3,0.16006815944647856,1.3163910922336028,149,197,48
BTLA->CD79A,0.16075500333499215,1.6777347365391129,184.5,183,-1.5
HMGB1->SDC1,0.1608701980900058,0.6956349063209961,180,194,14
WNT3A->FZD10,0.1613721215074444,1.5047456590899462,184.5,183,-1.5
NMU->NMUR2,0.16235961848563096,0.6648225120832256,160.5,202,41.5
IL16->KCNJ15,0.16347647188204595,1.4114398490702798,173,202,29
NRTN->RET,0.164220307258098,1.5363459595368587,195.5,179,-16.5
CADM3->CADM3,0.1648334832063909,1.5455274192964994,195.5,181,-14.5
NTF4->NTRK1,0.16495170135720938,0.7503909594016336,236.5,164,-72.5
DEFB4A->TLR4,0.1665965459031301,1.320280489821355,185.5,181,-4.5
MUC1->SIGLEC9,0.16673636979926643,1.8387075753879576,160.5,202,41.5
CD80->CTLA4,0.16680728508804332,1.5205051017554496,234.5,179,-55.5
FGF2->GPC4,0.1681207249902289,0.6863601238399847,180,194,14
PTPRM->PTPRM,0.1698937279876831,1.4860592297587365,194,181,-13
COLQ->MUSK,0.1718549047621315,1.691323870472724,191,179,-12
WNT10A->FZD8,0.17244960302291512,0.7941879368721715,189,183,-6
L1CAM->ITGAV,0.17257704992653833,0.6379324556159908,179,194,15
LAMA2->DAG1,0.17301751832807233,1.2614861420773784,160,197,37
CLEC11A->ITGB1,0.17321944543083578,0.6747606279976932,161,194,33
CLCF1->LIFR,0.17636896662419754,1.6624286441142757,229,164,-65
F8->ASGR2,0.17765789753982864,1.1408446963762147,195.5,179,-16.5
APOE->LDLR,0.17996272131268864,1.5925156414375214,182,188,6
RELN->VLDLR,0.17997015352847956,1.4153850159151034,195.5,179,-16.5
GNAI2->EDNRA,0.1805594000426286,1.3056242840039045,156.5,202,45.5
CCL4->CCR3,0.18203352831267483,1.5001444456021178,243.5,158,-85.5
TSLP->IL7R,0.18270471603719807,1.2629374115321,190,181,-9
TG->ASGR1,0.18339302838107963,1.3512992967190323,227.5,167,-60.5
BTC->ERBB4,0.18403454082367843,1.5039184093847273,185.5,181,-4.5
CCL2->CCR3,0.18438275329288423,1.336546422792557,208,179,-29
CCL2->CCR4,0.18438275329288423,1.336546422792557,208,179,-29
CCL2->CCR10,0.18438275329288423,1.336546422792557,208,179,-29
CCL2->ACKR4,0.18438275329288423,1.336546422792557,208,179,-29
CCL2->ACKR2,0.18438275329288423,1.336546422792557,208,179,-29
CCL5->CXCR3,0.18461307865710663,1.3694325339969189,192.5,181,-11.5
CCL4->ACKR2,0.185547411720693,1.4966755224520443,243.5,160,-83.5
ADAM23->ITGA4,0.18572228022057014,1.2994629128207,192.5,181,-11.5
BST2->LILRA4,0.18635511767476243,0.7392142682343816,209,179,-30
NGF->NTRK1,0.1866272879338231,1.289093949651117,195.5,179,-16.5
CEACAM1->SELE,0.18758298213394586,1.518868363198848,179,197,18
LGI2->ADAM22,0.18880554156511797,1.3249332656046302,218,179,-39
ICAM1->SPN,0.19071796376379024,1.4162697707230214,180,194,14
INHBA->TGFBR3,0.1913418712579159,1.4330741409555816,185.5,181,-4.5
HHLA2->TMIGD2,0.19263297646832445,1.3103967134570782,181,202,21
WNT5A->FZD2,0.19322489549623845,0.6931889909395716,180,188,8
FGF18->FGFR2,0.19338022993533777,1.5626132014611076,185.5,181,-4.5
LPL->VLDLR,0.19477399903508208,1.3327663789520459,243.5,181,-62.5
IGFL3->IGFLR1,0.1954317831233865,0.6509260321981051,205,181,-24
C4B->CR1,0.19546087171152093,1.191980556556188,192.5,181,-11.5
AGRN->DAG1,0.19691164359133695,0.729711109263609,171.5,194,22.5
FGA->ITGB2,0.19693098438184908,1.2939690604484326,180,188,8
CCL18->CCR3,0.19702246649138777,1.327694572832748,181,194,13
CCL18->CCR8,0.19702246649138777,1.327694572832748,181,194,13
HMGB1->HAVCR2,0.1989798875193538,0.6889289095432574,203.5,181,-22.5
IL12B->IL12RB2,0.20067087396674832,1.2692022012334891,234,160,-74
HRAS->CAV1,0.20087271916120308,0.7229281197716568,195.5,181,-14.5
MFNG->NOTCH2,0.20115371422919992,1.1965232873845482,165.5,197,31.5
TAC1->TACR2,0.20124486404238295,1.6375360773137084,174,239,65
LGALS9->CD44,0.20159096883855132,0.674997770387221,174,194,20
IL34->PTPRZ1,0.20181463345290995,1.3645914598674602,195.5,179,-16.5
CCL5->CCR5,0.20244603199964073,1.4315705456810608,210.5,179,-31.5
RTN4->RTN4R,0.20262909171076693,0.8073048342428086,233,181,-52
DSC2->DSG2,0.20317540361099584,0.7910675881834925,162.5,194,31.5
FGF1->CSPG4,0.20331244652938296,0.6363820580863719,194,181,-13
IL22->IL22RA2,0.20367660605634785,1.5619312820281008,192.5,181,-11.5
C5->C5AR1,0.20474986083088575,1.3201005108292732,236,179,-57
CCL13->CCR5,0.2052112443807671,1.367755017558088,210.5,179,-31.5
DLL1->NOTCH2,0.20542567900011932,1.1769493223316612,164,197,33
IL18->IL1RAPL1,0.20550599544880388,0.7918624831770981,191,181,-10
MMRN2->CD93,0.20556592301147203,1.2768297799657409,218,164,-54
RGMA->NEO1,0.20655185877565874,1.4197543599768676,180,216,36
CALCB->CALCR,0.20667405869151478,1.317900846844891,249,161,-88
XCL2->XCR1,0.2068569069610049,1.284105719351325,199.5,179,-20.5
ADCYAP1->ADCYAP1R1,0.20746737755719158,1.2159070791423734,181,194,13
IL12A->IL12RB2,0.20760344471273984,1.2968015298423938,224,160,-64
ARTN->GFRA3,0.20764269021652682,1.416983461581499,224.5,164,-60.5
TGFB1->ITGB6,0.20854879324069586,0.7187850601797011,179,194,15
RTN4->S1PR2,0.20890393204387758,0.8120447716375974,233,181,-52
NPPA->NPR2,0.20893300496213896,1.4147126257176874,188.5,181,-7.5
NPPB->NPR2,0.20893300496213896,1.4147126257176874,188.5,181,-7.5
NPPC->NPR2,0.20893300496213896,1.4147126257176874,188.5,181,-7.5
WNT5B->FZD2,0.20927607852017094,0.7245061432586061,162.5,194,31.5
CEACAM1->HAVCR2,0.2094637911851961,1.4527590486497728,164,194,30
EFNB2->EPHB4,0.20954030288016523,0.6949964883060739,160.5,197,36.5
VCAM1->ITGB2,0.2097081727480543,1.5151777560228976,165.5,216,50.5
SLAMF6->SLAMF6,0.20982684790177175,1.3944484569810753,208,179,-29
IGF1->IGF1R,0.21001553411756912,0.5950366702407714,188.5,181,-7.5
TIMD4->HAVCR1,0.21008381395191278,0.6856168023912703,224,160,-64
NXPH3->NRXN1,0.21011280134801624,1.4335426809675667,180,202,22
RTN4->TNFRSF19,0.2103073020254107,0.8127355535969211,233,181,-52
VTN->ITGB3,0.2103239188188829,1.3081981715550273,173,194,21
SPON2->ITGAM,0.21054685796198436,1.3182477925235794,164,194,30
CALR->TSHR,0.2113751510645394,0.7598264851192759,187.5,183,-4.5
NELL2->ROBO3,0.2115743896353517,1.5494134710923684,227.5,179,-48.5
S100A8->TLR4,0.21184439389088205,1.347054812698914,199.5,164,-35.5
ECM1->ITGB4,0.21238118510908865,0.8964581000302891,171.5,197,25.5
RTN4->RTN4RL1,0.21345711076553742,0.8143012083110094,233,181,-52
CLEC2B->KLRF1,0.21465182274910533,0.6848251524735655,210.5,179,-31.5
KLRF1->CLEC2B,0.21465182274910533,0.6848251524735655,210.5,179,-31.5
JAG1->NOTCH3,0.21477101634351004,1.245259659063054,154,194,40
COL4A3->CD47,0.2150887294691014,0.6870396187008396,186.5,183,-3.5
SIRPG->CD47,0.2150887294691014,0.6870396187008396,186.5,183,-3.5
CD47->SIRPG,0.2150887294691014,0.6870396187008396,186.5,183,-3.5
RTN4->LINGO1,0.2155496103850535,0.8154690943937648,233,181,-52
FGG->ITGA5,0.21600031213012716,0.7441308369853219,213.5,181,-32.5
TNFSF10->TNFRSF10D,0.21904225448296455,0.6169426603346587,199.5,181,-18.5
IHH->HHIP,0.22159754549751964,1.8486921737443145,180,202,22
NRG3->ERBB4,0.22166882128805188,1.5320957122335441,199.5,181,-18.5
DSG2->DSC3,0.22191051588239352,0.8554256424164615,162.5,194,31.5
DSC3->DSG2,0.22191051588239352,0.8554256424164615,162.5,194,31.5
C3->CR1,0.22259704732490415,1.3232903261751463,195.5,179,-16.5
LRPAP1->LRP1,0.22285017596680468,1.1953247935690383,180,194,14
TGFA->EGFR,0.22536637503549484,0.7679013374597795,162.5,194,31.5
CCL4->CCR8,0.22608545334054175,1.384111097151862,220.5,160,-60.5
CCL5->SDC4,0.22681206958069078,0.7453071221599358,165.5,194,28.5
ADAM17->NOTCH1,0.22699615140719487,1.2516619169474936,185.5,181,-4.5
LGI3->ADAM22,0.22723822938248806,1.2791293764136256,161,194,33
CCL20->CCR6,0.22797409282656222,1.5880632108308514,179,197,18
FAM3D->FPR2,0.22839044981544065,1.5235966356432984,187.5,183,-4.5
MMRN2->CD248,0.2284027726891984,1.4978539913971494,217.5,179,-38.5
WNT7B->FZD1,0.2289971546131515,0.7843738935139076,224.5,179,-45.5
HP->ITGAM,0.2290528988725099,1.233699322121257,182,188,6
COL4A5->CD93,0.231047245472358,1.3739001148217915,236,164,-72
MDK->SDC1,0.2317221296487465,0.7597608256955383,171.5,197,25.5
TDGF1->ACVR2A,0.2322906677914952,1.3501341007499776,185.5,181,-4.5
SEMA3E->PLXND1,0.2329163750710891,1.3104271267944383,227.5,179,-48.5
IL7->IL7R,0.2331978742806896,1.3069701864612864,192.5,179,-13.5
FGF2->SDC3,0.2335725972147844,1.4547346354671384,185.5,181,-4.5
ZG16B->TLR4,0.23425638925416326,1.3319822195500055,162.5,240,77.5
CXCL12->ITGA4,0.23541485314641264,1.26538296866639,220.5,161,-59.5
LGI4->ADAM22,0.23630340011805018,1.2753608416004691,190,181,-9
CCL7->CCR10,0.237160762310766,1.2440161052816774,191,179,-12
ADAM28->ITGA4,0.23735641183460787,1.4439123754655956,185.5,181,-4.5
PLAU->IGF2R,0.23791539061387434,0.7412567395163671,217.5,181,-36.5
NTN1->MCAM,0.23847304457739493,1.4262543513061814,215,181,-34
ROBO2->ROBO2,0.23873562433809747,1.359078974986023,159.5,219,59.5
NMB->GRPR,0.23904809057923448,0.724770418260921,222.5,167,-55.5
CCL7->CCR3,0.23980061897137595,1.3941773650132459,191,181,-10
CCL13->CCR2,0.23987904665477777,1.3025073157171274,199.5,164,-35.5
BMP7->ACVR2B,0.24015798620609985,0.7796358117179216,179,185.5,6.5
PODXL->SELL,0.24057115317900646,0.6958993408023326,180,194,14
GDF5->ACVR2A,0.24088147154504014,1.3415971828526547,185.5,181,-4.5
OSM->IL6ST,0.2411189336309777,1.3518659389904315,182,194,12
FGF2->FGFR3,0.24180969491112192,0.7046991351289603,234.5,153,-81.5
F10->F3,0.24232876864610964,0.6827980379188302,240.5,164,-76.5
PCSK9->VLDLR,0.24262969525040867,0.7466712135829571,233,181,-52
ADAM9->ITGAV,0.2428676726991461,0.6788119940453109,182,188,6
LGI4->ADAM23,0.24341443655859007,1.4082579031549898,191,179,-12
TNFSF10->TNFRSF11B,0.24345663041446275,0.6411150335372211,173,194,21
GNAI2->ADCY1,0.24357435651731962,1.2621307019462327,195.5,181,-14.5
WNT5A->FZD7,0.24401679459613523,0.7509401395718734,187.5,183,-4.5
MDK->ITGA4,0.24448448564720304,1.5969345746114583,156.5,239,82.5
GNAI2->ADRA2B,0.24508041396582247,1.261016011718271,195.5,181,-14.5
GNAI2->LPAR3,0.24508041396582247,1.261016011718271,195.5,181,-14.5
GNAI2->TSHR,0.24508041396582247,1.261016011718271,195.5,181,-14.5
GNAI2->LHCGR,0.24508041396582247,1.261016011718271,195.5,181,-14.5
CCL3L1->CCR3,0.24558491051293052,1.3513801343452365,195.5,179,-16.5
CSF1->CSF1R,0.24810814093198463,1.2353046492995452,195.5,179,-16.5
NTF3->NTRK2,0.2489437274390751,1.215702689499126,195.5,179,-16.5
DLL4->NOTCH2,0.2491832929495854,1.1583948137460074,162.5,197,34.5
CCL26->CCR3,0.24952902474998973,1.4045135597123013,182,188,6
NLGN2->NRXN1,0.24982724635290476,1.337258977909094,181,188,7
ADM->RAMP2,0.2500860084311082,0.8453538103000868,222.5,179,-43.5
VTN->ITGA8,0.25019271283007527,1.4102720358363956,194,181,-13
REN->ATP6AP2,0.25019746179467617,0.6471720873122494,233,179,-54
SEMA7A->PLXNC1,0.2504190132891254,0.7212441930416397,185.5,181,-4.5
LILRB4->LAIR1,0.25075521002692447,1.1679318974675414,180,194,14
SPP1->ITGB1,0.2511546142125741,0.6998393312722191,165.5,194,28.5
COL4A3->ITGAV,0.25132250793398003,0.6374614406472063,181,191,10
VEGFA->GPC1,0.25222786338510295,0.8498257823352315,183.5,183,-0.5
TCTN1->TMEM67,0.2531814648202685,1.3328761837170244,199.5,181,-18.5
C1QTNF1->AVPR2,0.2549854405982803,1.4891666453596863,195.5,179,-16.5
WNT5A->FZD1,0.2565472297985615,0.7516837247116498,195.5,181,-14.5
PTPRK->PTPRK,0.25689042090453496,0.7034730080479811,208,181,-27
ADM2->CALCRL,0.2573721742251657,1.3003761401746197,233,162,-71
WNT5A->FZD3,0.257758917728963,0.7470670234028489,180,188,8
LRRC4B->PTPRD,0.257913289270602,1.3895129078029904,184.5,183,-1.5
FNDC5->ITGAV,0.257930543268443,0.6475031902808382,182,188,6
ICAM4->ITGAV,0.257930543268443,0.6475031902808382,182,188,6
JAG1->NOTCH2,0.2582532053149468,0.6719810226313906,180,194,14
COL4A1->ITGB1,0.2587437749290239,0.6325329757500056,189,183,-6
CCL5->CCR3,0.2598387535931004,1.361575467638034,192.5,181,-11.5
POMC->MC1R,0.26082007266992946,1.4627404675936093,181,194,13
SLIT2->APP,0.2618739961371137,1.5202986569614096,160,216,56
FN1->CD44,0.2621841203997506,0.6902891340168322,187.5,183,-4.5
SEMA3F->NRP2,0.26294086667186256,0.8177940684681498,190.5,183,-7.5
