Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
DC,ADAM10,EPHA3,EMT,1,0.06666666666666667,0.1526543568078614,2.28981535211792,0.08957022550566547,0.02999676314873069,13,0.04347826086956522,0.06222316811703871,18.60472726699458,0.6302339032612551,0.9306087268413642,0.009498637707453971,0.05645019283642638,42.60139011793106,0.02791524956320222
DC,ADAM10,EPHA3,ETC,1,0.06666666666666667,0.1526543568078614,2.28981535211792,0.08957022550566547,0.02999676314873069,1,0.02631578947368421,0.03650710931655237,1.38727015402899,0.3697660967387449,0.06939127315863586,0.005572969291632585,0.0331200326692391,3.176592496230573,0.002081513585528473
EMT,ADAM10,EPHA3,EMT,37,0.1237458193979933,0.1802839089722359,53.90488878269852,0.1057819162148829,0.7061583283899684,13,0.04347826086956522,0.06222316811703871,18.60472726699458,0.6302339032612551,0.9306087268413642,0.01121783597677634,0.06666734995056071,1002.885754159781,0.6571571029314145
EMT,ADAM10,EPHA3,ETC,37,0.1237458193979933,0.1802839089722359,53.90488878269852,0.1057819162148829,0.7061583283899684,1,0.02631578947368421,0.03650710931655237,1.38727015402899,0.3697660967387449,0.06939127315863586,0.006581644372864791,0.03911456626432221,74.78064336448975,0.04900122545855398
ETC,ADAM10,EPHA3,EMT,4,0.1052631578947368,0.1812629355840089,6.887991552192339,0.1063563618856536,0.09023323691600928,13,0.04347826086956522,0.06222316811703871,18.60472726699458,0.6302339032612551,0.9306087268413642,0.01127875411423175,0.06702938508786206,128.1492042459011,0.08397183772518257
ETC,ADAM10,EPHA3,ETC,4,0.1052631578947368,0.1812629355840089,6.887991552192339,0.1063563618856536,0.09023323691600928,1,0.02631578947368421,0.03650710931655237,1.38727015402899,0.3697660967387449,0.06939127315863586,0.006617385804404604,0.03932697679779157,9.555505101560248,0.006261399190826705
Endo,ADAM10,EPHA3,EMT,1,0.07692307692307693,0.1486529437697831,1.93248826900718,0.08722238902293022,0.0253157499531533,13,0.04347826086956522,0.06222316811703871,18.60472726699458,0.6302339032612551,0.9306087268413642,0.009249657111279916,0.05497050668569296,35.95341719154504,0.02355905783293832
Endo,ADAM10,EPHA3,ETC,1,0.07692307692307693,0.1486529437697831,1.93248826900718,0.08722238902293022,0.0253157499531533,1,0.02631578947368421,0.03650710931655237,1.38727015402899,0.3697660967387449,0.06939127315863586,0.005426889268430784,0.03225188233723726,2.680883298604807,0.001756692120214984
TIL,ADAM10,EPHA3,EMT,2,0.4,0.837676816716306,4.18838408358153,0.491508417729507,0.0548681644635242,13,0.04347826086956522,0.06222316811703871,18.60472726699458,0.6302339032612551,0.9306087268413642,0.05212290539428453,0.3097652685914307,77.9237435644554,0.05106079267552284
TIL,ADAM10,EPHA3,ETC,2,0.4,0.837676816716306,4.18838408358153,0.491508417729507,0.0548681644635242,1,0.02631578947368421,0.03650710931655237,1.38727015402899,0.3697660967387449,0.06939127315863586,0.03058115911980379,0.1817431491380763,5.81042023276272,0.003807371788001365
EMT,ADAM11,ITGA4,CAF,2,0.006688963210702341,0.01037496585270528,3.10211478995888,1.0,1.0,4,0.1142857142857143,0.2037269397690606,7.13044289191712,0.1696097028808137,0.1500340022221396,0.00211366004338015,0.1696097028808137,22.11945235397327,0.1500340022221396
EMT,ADAM11,ITGA4,EMT,2,0.006688963210702341,0.01037496585270528,3.10211478995888,1.0,1.0,24,0.0802675585284281,0.1204351951442969,36.01012334814477,0.1002664531650674,0.7577008901592183,0.001249511037085977,0.1002664531650674,111.7075362265235,0.7577008901592183
EMT,ADAM11,ITGA4,TIL,2,0.006688963210702341,0.01037496585270528,3.10211478995888,1.0,1.0,2,0.4,0.876989310486092,4.38494655243046,0.7301238439541189,0.09226510761864212,0.009098734149480757,0.7301238439541189,13.60260755347373,0.09226510761864212
CAF,ADAM12,ITGA9,Endo,1,0.02857142857142857,0.03763453597096228,1.31720875898368,0.2025741440430046,0.2781680126602584,1,0.07692307692307693,0.1650974545949877,2.14626690973484,1.0,1.0,0.006213366093669377,0.2025741440430046,2.827081572619566,0.2781680126602584
DC,ADAM12,ITGA9,Endo,1,0.06666666666666667,0.1439361376636853,2.15904206495528,0.7747601805579429,0.455946285174947,1,0.07692307692307693,0.1650974545949877,2.14626690973484,1.0,1.0,0.02376348995250819,0.7747601805579429,4.633880540739097,0.455946285174947
EMT,ADAM12,ITGA9,Endo,1,0.003344481605351171,0.004210864027793746,1.25904834431033,0.02266567539905252,0.2658857021647946,1,0.07692307692307693,0.1650974545949877,2.14626690973484,1.0,1.0,0.0006952029326343451,0.02266567539905252,2.7022537991497,0.2658857021647946
CAF,ADAM12,ITGB1,CAF,1,0.02857142857142857,0.03763453597096228,1.31720875898368,0.2025741440430046,0.2781680126602584,16,0.4571428571428571,0.8360589504629181,29.26206326620213,0.263624373713773,0.1179498613386104,0.03146469064504166,0.05340348185394071,38.54424604017603,0.0328098785221143
CAF,ADAM12,ITGB1,DC,1,0.02857142857142857,0.03763453597096228,1.31720875898368,0.2025741440430046,0.2781680126602584,1,0.06666666666666667,0.1357921284840694,2.03688192726104,0.04281769222977863,0.008210287111266396,0.005110473744007239,0.008673757353344214,2.682998715603801,0.002283839249111107
CAF,ADAM12,ITGB1,EMT,1,0.02857142857142857,0.03763453597096228,1.31720875898368,0.2025741440430046,0.2781680126602584,125,0.4180602006688963,0.6408362711793513,191.6100450826259,0.2020671635046613,0.772343974619322,0.02411757569919663,0.04093358268615462,252.3904296920926,0.2148413885099819
CAF,ADAM12,ITGB1,ETC,1,0.02857142857142857,0.03763453597096228,1.31720875898368,0.2025741440430046,0.2781680126602584,11,0.2894736842105263,0.4603860512557231,17.49466994771748,0.1451679745329514,0.07051771694039703,0.0173264154065128,0.02940727818346932,23.04413249066203,0.01961577317864888
CAF,ADAM12,ITGB1,Endo,1,0.02857142857142857,0.03763453597096228,1.31720875898368,0.2025741440430046,0.2781680126602584,2,0.1538461538461539,0.2742120212843808,3.56475627669695,0.08646396565201164,0.01436886062056954,0.0103198421786973,0.01751536383252001,4.695528191307273,0.003996957403016077
CAF,ADAM12,ITGB1,TIL,1,0.02857142857142857,0.03763453597096228,1.31720875898368,0.2025741440430046,0.2781680126602584,2,0.4,0.824116897555508,4.12058448777754,0.259858830366824,0.01660929936983455,0.0310152570253306,0.0526406801335757,5.427669979432856,0.00462017579738616
DC,ADAM12,ITGB1,CAF,1,0.06666666666666667,0.1439361376636853,2.15904206495528,0.7747601805579429,0.455946285174947,16,0.4571428571428571,0.8360589504629181,29.26206326620213,0.263624373713773,0.1179498613386104,0.1203390961887869,0.2042456673779574,63.17802549911309,0.05377880111423951
DC,ADAM12,ITGB1,DC,1,0.06666666666666667,0.1439361376636853,2.15904206495528,0.7747601805579429,0.455946285174947,1,0.06666666666666667,0.1357921284840694,2.03688192726104,0.04281769222977863,0.008210287111266396,0.01954539449912785,0.03317344296301773,4.397713762303767,0.003743449908601659
DC,ADAM12,ITGB1,EMT,1,0.06666666666666667,0.1439361376636853,2.15904206495528,0.7747601805579429,0.455946285174947,125,0.4180602006688963,0.6408362711793513,191.6100450826259,0.2020671635046613,0.772343974619322,0.0922394977483539,0.1565535920817028,413.6941474013669,0.3521473661049334
DC,ADAM12,ITGB1,ETC,1,0.06666666666666667,0.1439361376636853,2.15904206495528,0.7747601805579429,0.455946285174947,11,0.2894736842105263,0.4603860512557231,17.49466994771748,0.1451679745329514,0.07051771694039703,0.06626619005198427,0.1124703661603803,37.77172832963104,0.03215229107799245
DC,ADAM12,ITGB1,Endo,1,0.06666666666666667,0.1439361376636853,2.15904206495528,0.7747601805579429,0.455946285174947,2,0.1538461538461539,0.2742120212843808,3.56475627669695,0.08646396565201164,0.01436886062056954,0.03946901924462605,0.06698883764030832,7.696458752702078,0.006551428622145266
DC,ADAM12,ITGB1,TIL,1,0.06666666666666667,0.1439361376636853,2.15904206495528,0.7747601805579429,0.455946285174947,2,0.4,0.824116897555508,4.12058448777754,0.259858830366824,0.01660929936983455,0.1186202032175189,0.2013282743345764,8.896515241313915,0.007572948347034651
EMT,ADAM12,ITGB1,CAF,1,0.003344481605351171,0.004210864027793746,1.25904834431033,0.02266567539905252,0.2658857021647946,16,0.4571428571428571,0.8360589504629181,29.26206326620213,0.263624373713773,0.1179498613386104,0.003520530559619296,0.005975224481874891,36.84235230641592,0.03136118170225658
EMT,ADAM12,ITGB1,DC,1,0.003344481605351171,0.004210864027793746,1.25904834431033,0.02266567539905252,0.2658857021647946,1,0.06666666666666667,0.1357921284840694,2.03688192726104,0.04281769222977863,0.008210287111266396,0.0005718021890911142,0.0009704919134166958,2.564532818073647,0.002182997953553628
EMT,ADAM12,ITGB1,EMT,1,0.003344481605351171,0.004210864027793746,1.25904834431033,0.02266567539905252,0.2658857021647946,125,0.4180602006688963,0.6408362711793513,191.6100450826259,0.2020671635046613,0.772343974619322,0.002698474402014608,0.004579988736803925,241.2463100145079,0.2053552200044067
EMT,ADAM12,ITGB1,ETC,1,0.003344481605351171,0.004210864027793746,1.25904834431033,0.02266567539905252,0.2658857021647946,11,0.2894736842105263,0.4603860512557231,17.49466994771748,0.1451679745329514,0.07051771694039703,0.001938623062130732,0.003290330189101799,22.02663523192939,0.01874965268375569
