LR,cell_type_pair,Edge_average_expression_weight,Patient
GPC3->CD81,EMT->ETC,0.0111897219160789,P03
GPC3->CD81,EMT->Endo,0.01488499642514391,P03
GPC3->CD81,EMT->TAM,0.01460266056742667,P03
GPC3->CD81,EMT->TIL,0.02416965128966187,P03
GPC3->CD81,ETC->CAF,0.1109920152795676,P03
GPC3->CD81,ETC->EMT,0.1169006389790156,P03
GPC3->CD81,ETC->ETC,0.1062830653410261,P03
GPC3->CD81,ETC->Endo,0.1413818019356893,P03
GPC3->CD81,ETC->TAM,0.1387000980793355,P03
GPC3->CD81,ETC->TIL,0.2295700149257252,P03
GPC3->CD81,Endo->CAF,0.07880896467476953,P03
GPC3->CD81,Endo->EMT,0.0830043341816067,P03
GPC3->CD81,Endo->ETC,0.0754654136235788,P03
GPC3->CD81,Endo->Endo,0.1003869819494678,P03
GPC3->CD81,Endo->TAM,0.0984828602525038,P03
GPC3->CD81,Endo->TIL,0.1630042949584894,P03
ICOS->ICOSLG,EMT->CAF,1.506337689802395e-4,P03
ICOS->ICOSLG,EMT->DC,0.003497893096441043,P03
ICOS->ICOSLG,EMT->EMT,4.461555577340805e-5,P03
ICOS->ICOSLG,EMT->ETC,2.004175948240277e-4,P03
ICOS->ICOSLG,EMT->TAM,6.308186752612727e-4,P03
ICOSLG->ICOS,CAF->EMT,1.506337689802395e-4,P03
ICOSLG->ICOS,DC->EMT,0.003497893096441043,P03
ICOSLG->ICOS,EMT->EMT,4.461555577340805e-5,P03
ICOSLG->ICOS,ETC->EMT,2.004175948240277e-4,P03
ICOSLG->ICOS,TAM->EMT,6.308186752612727e-4,P03
TDGF1->ACVR1B,NA,NA,NA
NECTIN2->PVRIG,NA,NA,NA
DHH->BOC,Endo->CAF,0.01156367592522211,P03
DHH->BOC,Endo->EMT,4.994253055154462e-4,P03
APOD->LEPR,CAF->CAF,0.09918727240944657,P03
APOD->LEPR,CAF->EMT,0.2455753944466324,P03
APOD->LEPR,CAF->ETC,0.1198823599662743,P03
APOD->LEPR,CAF->Endo,0.349510739679639,P03
APOD->LEPR,CAF->TIL,2.005611739458635,P03
APOD->LEPR,EMT->CAF,0.02204944332084404,P03
APOD->LEPR,EMT->EMT,0.05459168912814296,P03
APOD->LEPR,EMT->ETC,0.02664998479173461,P03
APOD->LEPR,EMT->Endo,0.07769663443087592,P03
APOD->LEPR,EMT->TIL,0.4458497678034832,P03
APOD->LEPR,ETC->CAF,0.01457709604119148,P03
APOD->LEPR,ETC->EMT,0.03609108329367776,P03
APOD->LEPR,ETC->ETC,0.01761855762762799,P03
APOD->LEPR,ETC->Endo,0.05136598170283731,P03
APOD->LEPR,ETC->TIL,0.2947555088191456,P03
APOD->LEPR,Endo->CAF,0.02697091921066004,P03
APOD->LEPR,Endo->EMT,0.0667766535247045,P03
APOD->LEPR,Endo->ETC,0.03259830991305402,P03
APOD->LEPR,Endo->Endo,0.0950386646811329,P03
APOD->LEPR,Endo->TIL,0.545364247638474,P03
APOD->LEPR,TAM->CAF,0.01055264194249301,P03
APOD->LEPR,TAM->EMT,0.02612703368617874,P03
APOD->LEPR,TAM->ETC,0.01275441484793432,P03
APOD->LEPR,TAM->Endo,0.03718482826778332,P03
APOD->LEPR,TAM->TIL,0.213379217393943,P03
EDN3->EDNRB,NA,NA,NA
BMP8A->ACVR2A,CAF->CAF,0.001189159612447435,P03
BMP8A->ACVR2A,CAF->EMT,0.001267275609045958,P03
BMP8A->ACVR2A,CAF->Endo,0.002551125383870318,P03
ARF1->CHRM3,CAF->CAF,0.02837980641681138,P03
ARF1->CHRM3,CAF->EMT,0.0166224305224794,P03
ARF1->CHRM3,CAF->Endo,0.126790496666788,P03
ARF1->CHRM3,DC->CAF,0.04148406020856608,P03
ARF1->CHRM3,DC->EMT,0.0242977664639306,P03
ARF1->CHRM3,DC->Endo,0.1853354642504991,P03
ARF1->CHRM3,EMT->CAF,0.02431426451065697,P03
ARF1->CHRM3,EMT->EMT,0.01424118849148203,P03
ARF1->CHRM3,EMT->Endo,0.1086271565111058,P03
ARF1->CHRM3,ETC->CAF,0.01557616483668972,P03
ARF1->CHRM3,ETC->EMT,0.009123167156319592,P03
ARF1->CHRM3,ETC->Endo,0.06958855345249183,P03
ARF1->CHRM3,Endo->CAF,0.02825788710234572,P03
ARF1->CHRM3,Endo->EMT,0.01655102075652507,P03
ARF1->CHRM3,Endo->Endo,0.1262458061848538,P03
ARF1->CHRM3,TAM->CAF,0.02894989474834941,P03
ARF1->CHRM3,TAM->EMT,0.01695633884953034,P03
ARF1->CHRM3,TAM->Endo,0.1293374408438572,P03
ARF1->CHRM3,TIL->CAF,0.04475448477091674,P03
ARF1->CHRM3,TIL->EMT,0.02621329767891737,P03
ARF1->CHRM3,TIL->Endo,0.1999465136876113,P03
AGRP->SDC3,NA,NA,NA
SLAMF6->SLAMF6,EMT->EMT,5.865651940432582e-6,P03
CXCL16->CXCR6,NA,NA,NA
VIP->VIPR1,EMT->EMT,2.035817715719797e-6,P03
C1QB->LRP1,CAF->CAF,0.09936184287278266,P03
C1QB->LRP1,CAF->EMT,0.07213346731890917,P03
C1QB->LRP1,CAF->Endo,0.03542626952130286,P03
C1QB->LRP1,CAF->TAM,0.06772950449079901,P03
C1QB->LRP1,EMT->CAF,0.1544493326493493,P03
C1QB->LRP1,EMT->EMT,0.1121251938065746,P03
C1QB->LRP1,EMT->Endo,0.05506705117000187,P03
C1QB->LRP1,EMT->TAM,0.1052796170726061,P03
C1QB->LRP1,ETC->CAF,0.07382687605321715,P03
C1QB->LRP1,ETC->EMT,0.05359591164044961,P03
C1QB->LRP1,ETC->Endo,0.02632208434706386,P03
C1QB->LRP1,ETC->TAM,0.05032372174890197,P03
C1QB->LRP1,Endo->CAF,0.2196020372188099,P03
C1QB->LRP1,Endo->EMT,0.1594239389779675,P03
C1QB->LRP1,Endo->Endo,0.07829646404507021,P03
C1QB->LRP1,Endo->TAM,0.1496906331039295,P03
C1QB->LRP1,TAM->CAF,0.8459639837472107,P03
C1QB->LRP1,TAM->EMT,0.6141423469040644,P03
C1QB->LRP1,TAM->Endo,0.3016182794829483,P03
C1QB->LRP1,TAM->TAM,0.576647129115957,P03
IL33->IL1RL1,CAF->CAF,0.001212535437241154,P03
IL33->IL1RL1,CAF->EMT,1.112430077184668e-4,P03
IL33->IL1RL1,EMT->CAF,5.127219132694934e-4,P03
IL33->IL1RL1,EMT->EMT,4.703922541434278e-5,P03
IL33->IL1RL1,Endo->CAF,0.003490932453519498,P03
IL33->IL1RL1,Endo->EMT,3.202725577696092e-4,P03
AGRP->MC3R,NA,NA,NA
SLURP1->CHRNA7,EMT->EMT,3.697346739707677e-4,P03
SLURP1->CHRNA7,EMT->ETC,0.01051786937491175,P03
SLURP1->CHRNA7,TAM->EMT,6.28258201692464e-4,P03
SLURP1->CHRNA7,TAM->ETC,0.01787210711982274,P03
OMG->TNFRSF1B,CAF->CAF,0.002691384222338659,P03
OMG->TNFRSF1B,CAF->EMT,0.001706268677902796,P03
OMG->TNFRSF1B,CAF->Endo,0.01101911199883683,P03
OMG->TNFRSF1B,CAF->TAM,0.04157837000287841,P03
OMG->TNFRSF1B,CAF->TIL,0.0765617450819336,P03
OMG->TNFRSF1B,EMT->CAF,1.578471824079835e-4,P03
OMG->TNFRSF1B,EMT->EMT,1.000710716078729e-4,P03
OMG->TNFRSF1B,EMT->Endo,6.462606740493604e-4,P03
OMG->TNFRSF1B,EMT->TAM,0.002438532744450764,P03
OMG->TNFRSF1B,EMT->TIL,0.004490275168114154,P03
NCR3LG1->NCR3,CAF->EMT,6.518331280724547e-5,P03
NCR3LG1->NCR3,EMT->EMT,4.710969162733813e-4,P03
NCR3LG1->NCR3,ETC->EMT,5.371855145595725e-4,P03
NECTIN2->TIGIT,NA,NA,NA
TIGIT->NECTIN2,NA,NA,NA
SERPINE2->LRP1,CAF->CAF,0.4415447726182217,P03
SERPINE2->LRP1,CAF->EMT,0.3205471487306332,P03
SERPINE2->LRP1,CAF->Endo,0.1574274758623692,P03
SERPINE2->LRP1,CAF->TAM,0.3009767914452245,P03
SERPINE2->LRP1,EMT->CAF,0.8643370076135807,P03
SERPINE2->LRP1,EMT->EMT,0.6274805648587293,P03
SERPINE2->LRP1,EMT->Endo,0.3081689600721229,P03
SERPINE2->LRP1,EMT->TAM,0.5891710091738189,P03
SERPINE2->LRP1,ETC->CAF,0.5107507099750065,P03
SERPINE2->LRP1,ETC->EMT,0.3707884091206168,P03
SERPINE2->LRP1,ETC->Endo,0.1821020201179028,P03
SERPINE2->LRP1,ETC->TAM,0.3481506733849712,P03
SERPINE2->LRP1,Endo->CAF,0.2677718718968328,P03
SERPINE2->LRP1,Endo->EMT,0.1943936727816489,P03
SERPINE2->LRP1,Endo->Endo,0.0954708390039276,P03
SERPINE2->LRP1,Endo->TAM,0.1825253605991043,P03
SERPINE2->LRP1,TAM->CAF,0.3489948170614562,P03
SERPINE2->LRP1,TAM->EMT,0.2533588901244804,P03
SERPINE2->LRP1,TAM->Endo,0.1244299028006815,P03
SERPINE2->LRP1,TAM->TAM,0.2378905759597603,P03
SERPINE2->LRP1,TIL->CAF,1.445714091879888,P03
SERPINE2->LRP1,TIL->EMT,1.049541425400334,P03
SERPINE2->LRP1,TIL->Endo,0.5154519641433879,P03
SERPINE2->LRP1,TIL->TAM,0.9854637982485727,P03
FGF19->FGFR4,EMT->CAF,6.191883567948134e-5,P03
FGF19->FGFR4,EMT->EMT,1.536501510241486e-5,P03
FGF19->FGFR4,EMT->ETC,2.159494288408525e-4,P03
FGF19->FGFR4,EMT->Endo,6.563341213531798e-5,P03
PDGFB->LRP1,CAF->CAF,0.03295417364997232,P03
PDGFB->LRP1,CAF->EMT,0.02392365861254646,P03
PDGFB->LRP1,CAF->Endo,0.01174941409923792,P03
PDGFB->LRP1,CAF->TAM,0.02246304806437678,P03
PDGFB->LRP1,EMT->CAF,0.09062163482016754,P03
PDGFB->LRP1,EMT->EMT,0.06578836044794475,P03
PDGFB->LRP1,EMT->Endo,0.03231005350525491,P03
PDGFB->LRP1,EMT->TAM,0.06177178527550588,P03
PDGFB->LRP1,ETC->CAF,0.2075167675582896,P03
PDGFB->LRP1,ETC->EMT,0.150650426139508,P03
PDGFB->LRP1,ETC->Endo,0.07398760656162577,P03
PDGFB->LRP1,ETC->TAM,0.1414527693316892,P03
PDGFB->LRP1,Endo->CAF,0.195446271757778,P03
PDGFB->LRP1,Endo->EMT,0.1418876386430643,P03
PDGFB->LRP1,Endo->Endo,0.06968401652020344,P03
PDGFB->LRP1,Endo->TAM,0.1332249760874189,P03
PDGFB->LRP1,TAM->CAF,0.08817184289929215,P03
PDGFB->LRP1,TAM->EMT,0.06400989116483329,P03
PDGFB->LRP1,TAM->Endo,0.03143660967258407,P03
PDGFB->LRP1,TAM->TAM,0.06010189683433746,P03
NXPH3->NRXN3,CAF->CAF,0.002263520303251882,P03
NXPH3->NRXN3,CAF->EMT,0.003114039179270171,P03
NXPH3->NRXN3,Endo->CAF,0.002613997642649331,P03
NXPH3->NRXN3,Endo->EMT,0.0035962085526847,P03
AGT->AGTR1,CAF->CAF,0.03527085942175515,P03
AGT->AGTR1,CAF->EMT,5.821746020770256e-4,P03
AGT->AGTR1,EMT->CAF,0.01053310845401094,P03
AGT->AGTR1,EMT->EMT,1.738576355490129e-4,P03
AGT->AGTR1,ETC->CAF,0.03268507749402828,P03
AGT->AGTR1,ETC->EMT,5.394941403726013e-4,P03
AGT->AGTR1,Endo->CAF,0.007032800945052628,P03
AGT->AGTR1,Endo->EMT,1.160821754501269e-4,P03
PSPN->GFRA1,NA,NA,NA
WNT2->FZD8,CAF->CAF,0.004096572451168778,P03
WNT2->FZD8,CAF->EMT,0.0024611286238999,P03
WNT2->FZD8,CAF->Endo,0.003593583207697104,P03
WNT1->ROR2,NA,NA,NA
ARTN->RET,CAF->CAF,2.903088934004025e-4,P03
ARTN->RET,CAF->Endo,7.110237365364954e-4,P03
ARTN->RET,EMT->CAF,1.365565372073741e-4,P03
ARTN->RET,EMT->Endo,3.344538921849561e-4,P03
ARTN->RET,Endo->CAF,9.85350988815739e-4,P03
ARTN->RET,Endo->Endo,0.002413318908909202,P03
SLAMF1->SLAMF1,EMT->EMT,7.791074502308759e-6,P03
SLAMF1->SLAMF1,EMT->Endo,1.265583935790965e-4,P03
SLAMF1->SLAMF1,Endo->EMT,1.265583935790965e-4,P03
SLAMF1->SLAMF1,Endo->Endo,0.00205581745888518,P03
CNTN1->NOTCH1,CAF->CAF,0.01792339395448407,P03
CNTN1->NOTCH1,CAF->EMT,0.01809412136161738,P03
CNTN1->NOTCH1,CAF->ETC,0.01305107482917995,P03
CNTN1->NOTCH1,CAF->Endo,0.04047818514790936,P03
CNTN1->NOTCH1,TAM->CAF,0.03241833257830687,P03
CNTN1->NOTCH1,TAM->EMT,0.03272713000131361,P03
CNTN1->NOTCH1,TAM->ETC,0.02360569016064479,P03
CNTN1->NOTCH1,TAM->Endo,0.07321354826120485,P03
ACE->BDKRB2,CAF->CAF,8.972980900856419e-4,P03
ACE->BDKRB2,CAF->EMT,0.01329318667155385,P03
ACE->BDKRB2,CAF->ETC,0.01379069923619468,P03
ACE->BDKRB2,CAF->Endo,0.02173136787404628,P03
ACE->BDKRB2,EMT->CAF,0.001893385971387075,P03
ACE->BDKRB2,EMT->EMT,0.02804991277374441,P03
ACE->BDKRB2,EMT->ETC,0.0290997125235576,P03
ACE->BDKRB2,EMT->Endo,0.04585529327031539,P03
ACE->BDKRB2,Endo->CAF,0.005527467490268919,P03
ACE->BDKRB2,Endo->EMT,0.081887678109375,P03
ACE->BDKRB2,Endo->ETC,0.08495241719378567,P03
ACE->BDKRB2,Endo->Endo,0.1338679205607141,P03
ACE->BDKRB2,TAM->CAF,0.001715945119874223,P03
ACE->BDKRB2,TAM->EMT,0.02542118282504399,P03
ACE->BDKRB2,TAM->ETC,0.02637259937970317,P03
ACE->BDKRB2,TAM->Endo,0.04155791153874192,P03
NTN3->NEO1,NA,NA,NA
GZMB->CHRM3,CAF->CAF,3.292479084506259e-4,P03
GZMB->CHRM3,CAF->EMT,1.92844884229027e-4,P03
GZMB->CHRM3,CAF->Endo,0.001470958089912382,P03
GZMB->CHRM3,EMT->CAF,2.199423169448437e-4,P03
GZMB->CHRM3,EMT->EMT,1.288231437760306e-4,P03
GZMB->CHRM3,EMT->Endo,9.826210649189497e-4,P03
GZMB->CHRM3,TAM->CAF,0.00243833088164234,P03
GZMB->CHRM3,TAM->EMT,0.001428162866076012,P03
GZMB->CHRM3,TAM->Endo,0.01089356209767039,P03
NODAL->TDGF1,NA,NA,NA
CCL16->CCR5,NA,NA,NA
CCL4L1->CCR5,CAF->EMT,2.428350146741091e-5,P03
CCL4L1->CCR5,CAF->TAM,0.002729506077601326,P03
CCL4L1->CCR5,DC->EMT,0.002289728962353394,P03
CCL4L1->CCR5,DC->TAM,0.2573693553703858,P03
IHH->HHIP,EMT->CAF,6.390336472255732e-5,P03
ZG16B->TLR4,CAF->CAF,0.001236204948103587,P03
ZG16B->TLR4,CAF->DC,0.06778698544663787,P03
ZG16B->TLR4,CAF->EMT,0.002302980604509791,P03
ZG16B->TLR4,CAF->Endo,0.003332258443018878,P03
ZG16B->TLR4,CAF->TAM,0.003984352041651091,P03
ZG16B->TLR4,EMT->CAF,0.01614929785456351,P03
ZG16B->TLR4,EMT->DC,0.8855426604788078,P03
ZG16B->TLR4,EMT->EMT,0.03008523772095022,P03
ZG16B->TLR4,EMT->Endo,0.04353132076299265,P03
ZG16B->TLR4,EMT->TAM,0.05205001644490263,P03
ZG16B->TLR4,Endo->CAF,0.003249816244520827,P03
ZG16B->TLR4,Endo->DC,0.1782028512420427,P03
ZG16B->TLR4,Endo->EMT,0.006054225709768938,P03
ZG16B->TLR4,Endo->Endo,0.008760058464154442,P03
ZG16B->TLR4,Endo->TAM,0.01047432467303345,P03
ZG16B->TLR4,TAM->CAF,0.004802849750926573,P03
ZG16B->TLR4,TAM->DC,0.2633630504940892,P03
ZG16B->TLR4,TAM->EMT,0.008947440179499862,P03
ZG16B->TLR4,TAM->Endo,0.01294634571526979,P03
ZG16B->TLR4,TAM->TAM,0.0154798314310292,P03
GDF5->ROR2,EMT->CAF,3.157041916893037e-4,P03
GDF5->ROR2,EMT->EMT,1.050940053889251e-4,P03
GDF5->ROR2,EMT->ETC,5.148216215137559e-4,P03
GDF5->ROR2,EMT->Endo,1.50880322066668e-4,P03
LPL->LRP1,CAF->CAF,0.209237311141748,P03
LPL->LRP1,CAF->EMT,0.1518994848401107,P03
LPL->LRP1,CAF->Endo,0.07460104567415098,P03
LPL->LRP1,CAF->TAM,0.1426255692817833,P03
LPL->LRP1,EMT->CAF,0.002157626702192494,P03
LPL->LRP1,EMT->EMT,0.001566366833677562,P03
LPL->LRP1,EMT->Endo,7.692758393792714e-4,P03
LPL->LRP1,EMT->TAM,0.001470735477427864,P03
LPL->LRP1,Endo->CAF,0.2085528852026177,P03
LPL->LRP1,Endo->EMT,0.1514026138614224,P03
LPL->LRP1,Endo->Endo,0.07435702184079629,P03
LPL->LRP1,Endo->TAM,0.1421590337548879,P03
LPL->LRP1,TAM->CAF,0.08018756445151905,P03
LPL->LRP1,TAM->EMT,0.05821356460902549,P03
LPL->LRP1,TAM->Endo,0.02858991126154424,P03
LPL->LRP1,TAM->TAM,0.05465945326294949,P03
ANGPT1->TIE1,CAF->CAF,0.001825517158587375,P03
ANGPT1->TIE1,CAF->EMT,0.001909940279787626,P03
ANGPT1->TIE1,CAF->Endo,0.1352464024527903,P03
ANGPT1->TIE1,EMT->CAF,1.252318785192218e-4,P03
ANGPT1->TIE1,EMT->EMT,1.310233694447547e-4,P03
ANGPT1->TIE1,EMT->Endo,0.009278007036228551,P03
ANGPT1->TIE1,Endo->CAF,0.002509020274095804,P03
ANGPT1->TIE1,Endo->EMT,0.002625052775733744,P03
ANGPT1->TIE1,Endo->Endo,0.1858848404444234,P03
ANGPTL1->TEK,CAF->CAF,0.005583739968093722,P03
ANGPTL1->TEK,CAF->EMT,0.003364607685287773,P03
ANGPTL1->TEK,CAF->Endo,0.04921110142906304,P03
CCL3L1->CCR5,EMT->EMT,9.139528318609833e-6,P03
CCL3L1->CCR5,EMT->TAM,0.001027298230674587,P03
CCL3L1->CCR5,TAM->EMT,2.62279215322507e-4,P03
CCL3L1->CCR5,TAM->TAM,0.02948062136805255,P03
CCL11->CCR5,CAF->EMT,3.047591842946006e-4,P03
CCL11->CCR5,CAF->TAM,0.03425544075072074,P03
CCL11->CCR5,EMT->EMT,1.204069257786381e-5,P03
CCL11->CCR5,EMT->TAM,0.001353393933486664,P03
CCL11->CCR5,Endo->EMT,9.881265281703451e-5,P03
CCL11->CCR5,Endo->TAM,0.01110670702781322,P03
JAM2->JAM3,CAF->CAF,0.02909135790798435,P03
JAM2->JAM3,CAF->EMT,0.03138262630042581,P03
JAM2->JAM3,CAF->Endo,0.04758393759920273,P03
JAM2->JAM3,CAF->TIL,0.1947309279151936,P03
JAM2->JAM3,EMT->CAF,0.002219822687271718,P03
JAM2->JAM3,EMT->EMT,0.002394658443521315,P03
JAM2->JAM3,EMT->Endo,0.003630903190099679,P03
JAM2->JAM3,EMT->TIL,0.01485898778141879,P03
JAM2->JAM3,Endo->CAF,0.1822490578940495,P03
JAM2->JAM3,Endo->EMT,0.1966032007025659,P03
JAM2->JAM3,Endo->Endo,0.2980997939585283,P03
JAM2->JAM3,Endo->TIL,1.21993370909777,P03
JAM2->JAM3,TAM->CAF,0.0424462384904352,P03
JAM2->JAM3,TAM->EMT,0.0457893524467787,P03
JAM2->JAM3,TAM->Endo,0.06942815010692255,P03
JAM2->JAM3,TAM->TIL,0.284125458629193,P03
JAM3->JAM2,CAF->CAF,0.02909135790798435,P03
JAM3->JAM2,CAF->EMT,0.002219822687271718,P03
JAM3->JAM2,CAF->Endo,0.1822490578940495,P03
JAM3->JAM2,CAF->TAM,0.0424462384904352,P03
JAM3->JAM2,EMT->CAF,0.03138262630042581,P03
JAM3->JAM2,EMT->EMT,0.002394658443521315,P03
JAM3->JAM2,EMT->Endo,0.1966032007025659,P03
JAM3->JAM2,EMT->TAM,0.0457893524467787,P03
JAM3->JAM2,Endo->CAF,0.04758393759920273,P03
JAM3->JAM2,Endo->EMT,0.003630903190099679,P03
JAM3->JAM2,Endo->Endo,0.2980997939585283,P03
JAM3->JAM2,Endo->TAM,0.06942815010692255,P03
JAM3->JAM2,TIL->CAF,0.1947309279151936,P03
JAM3->JAM2,TIL->EMT,0.01485898778141879,P03
JAM3->JAM2,TIL->Endo,1.21993370909777,P03
JAM3->JAM2,TIL->TAM,0.284125458629193,P03
CCN2->FGFR2,NA,NA,NA
THPO->MPL,NA,NA,NA
DHH->PTCH2,Endo->CAF,0.001940375374299074,P03
DHH->PTCH2,Endo->EMT,0.001386826907152581,P03
DHH->PTCH2,Endo->Endo,0.00137423460541278,P03
CCL2->ACKR1,NA,NA,NA
WNT9B->FZD8,NA,NA,NA
APOE->LRP1,CAF->CAF,0.669530267511753,P04
APOE->LRP1,CAF->ETC,0.114378394207396,P04
APOE->LRP1,EMT->CAF,0.3617281670665485,P04
APOE->LRP1,EMT->ETC,0.06179539431789796,P04
APOE->LRP1,ETC->CAF,0.1941643422566382,P04
APOE->LRP1,ETC->ETC,0.0331698307862679,P04
RSPO4->LGR5,NA,NA,NA
GDF3->TDGF1,NA,NA,NA
WNT3A->FZD8,NA,NA,NA
NGF->SORT1,CAF->CAF,0.007107255245084401,P04
NGF->SORT1,CAF->EMT,0.07676155736220866,P04
NGF->SORT1,CAF->ETC,0.009165731954885938,P04
WNT3->FZD8,ETC->CAF,0.001214815837145329,P04
WNT8A->FZD8,NA,NA,NA
ICOSLG->CD28,NA,NA,NA
NTN1->NEO1,ETC->CAF,6.912410111410169e-4,P04
NTN1->NEO1,ETC->ETC,1.740068473954586e-4,P04
FGF9->FGFR4,CAF->CAF,8.921623304435677e-4,P04
FGF9->FGFR4,CAF->ETC,0.001989643722127061,P04
FGF9->FGFR4,ETC->CAF,1.592070959292089e-4,P04
FGF9->FGFR4,ETC->ETC,3.550535458901755e-4,P04
WNT1->FZD8,NA,NA,NA
BDNF->SORT1,ETC->CAF,0.003318846913618059,P04
BDNF->SORT1,ETC->EMT,0.03584504129245698,P04
BDNF->SORT1,ETC->ETC,0.004280085653398025,P04
RSPO3->FZD8,CAF->CAF,7.144896680747792e-4,P04
IHH->BOC,CAF->CAF,0.01673416605668004,P04
IHH->BOC,ETC->CAF,0.01111081486263243,P04
SHH->BOC,NA,NA,NA
SEMA6A->PLXNA4,ETC->ETC,7.837624466576813e-4,P04
SHH->SMO,NA,NA,NA
NRTN->GFRA1,NA,NA,NA
NTS->SORT1,NA,NA,NA
SHH->PTCH1,NA,NA,NA
ICOSLG->CTLA4,NA,NA,NA
SHH->PTCH2,NA,NA,NA
FGF1->FGFR4,CAF->CAF,0.004499973375926078,P04
FGF1->FGFR4,CAF->ETC,0.01003555459766923,P04
FGF1->FGFR4,EMT->CAF,0.009338104819949157,P04
FGF1->FGFR4,EMT->ETC,0.02082524782495455,P04
RSPO2->LGR5,NA,NA,NA
CXCL14->CXCR4,CAF->ETC,0.002357012905397291,P04
CXCL14->CXCR4,ETC->ETC,0.002613143563704608,P04
RSPO1->LGR5,NA,NA,NA
ZG16B->CXCR4,EMT->ETC,0.001427094379371338,P04
ZG16B->CXCR4,ETC->ETC,7.265117696188552e-4,P04
IHH->PTCH1,CAF->CAF,0.002466409340772804,P04
IHH->PTCH1,CAF->ETC,3.659525527536513e-4,P04
IHH->PTCH1,ETC->CAF,0.001637596846354629,P04
IHH->PTCH1,ETC->ETC,2.429778124814558e-4,P04
ANGPT1->TEK,NA,NA,NA
DHH->PTCH1,NA,NA,NA
SHH->LRP2,NA,NA,NA
FGF18->FGFR4,CAF->CAF,6.166368377355667e-4,P04
FGF18->FGFR4,CAF->ETC,0.001375184281119408,P04
SLIT3->ROBO2,NA,NA,NA
RGMB->NEO1,CAF->CAF,0.00531918409741506,P04
RGMB->NEO1,CAF->ETC,0.001339003966184568,P04
RGMB->NEO1,ETC->CAF,0.002985130445759974,P04
RGMB->NEO1,ETC->ETC,7.514501158915267e-4,P04
ANGPT4->TEK,NA,NA,NA
NTNG2->LRRC4,NA,NA,NA
LRPAP1->SORT1,CAF->CAF,0.0348262348563298,P04
LRPAP1->SORT1,CAF->EMT,0.3761390202614236,P04
LRPAP1->SORT1,CAF->ETC,0.04491296888651897,P04
LRPAP1->SORT1,ETC->CAF,0.02982870606743396,P04
LRPAP1->SORT1,ETC->EMT,0.3221634587303475,P04
LRPAP1->SORT1,ETC->ETC,0.03846800416578156,P04
NLGN1->NRXN3,NA,NA,NA
CORT->SSTR1,NA,NA,NA
FGF16->FGFR4,NA,NA,NA
FGF17->FGFR4,NA,NA,NA
FGF20->FGFR4,ETC->CAF,3.701487995537991e-4,P04
FGF20->FGFR4,ETC->ETC,8.254823255302955e-4,P04
FGF21->FGFR4,NA,NA,NA
FGF23->FGFR4,NA,NA,NA
FGF4->FGFR4,NA,NA,NA
FGF6->FGFR4,NA,NA,NA
FGF8->FGFR4,NA,NA,NA
IHH->PTCH2,CAF->CAF,0.003492027373940436,P04
IHH->PTCH2,CAF->ETC,7.357466135562531e-4,P04
IHH->PTCH2,ETC->CAF,0.002318566071095521,P04
IHH->PTCH2,ETC->ETC,4.885062321805425e-4,P04
FGF3->FGFR4,NA,NA,NA
GHRL->MLNR,NA,NA,NA
FGF5->FGFR4,NA,NA,NA
APOE->LRP5,CAF->CAF,0.05762585436519547,P04
APOE->LRP5,CAF->ETC,0.08915812018090616,P04
APOE->LRP5,EMT->CAF,0.03113361066204539,P04
APOE->LRP5,EMT->ETC,0.04816959733873734,P04
APOE->LRP5,ETC->CAF,0.0167115463672426,P04
APOE->LRP5,ETC->ETC,0.02585593004794225,P04
PROC->TEK,NA,NA,NA
LRPAP1->LRP8,CAF->ETC,0.007107501914127565,P04
LRPAP1->LRP8,ETC->ETC,0.006087582718741767,P04
CALCA->RAMP2,CAF->CAF,0.002630155649955001,P04
CALCA->RAMP2,CAF->ETC,0.001321741109106048,P04
RELN->LRP8,NA,NA,NA
CD226->NECTIN2,NA,NA,NA
NECTIN2->CD226,NA,NA,NA
INHA->TGFBR3,ETC->CAF,8.991186206129648e-4,P04
INHA->TGFBR3,ETC->ETC,8.314969425032783e-5,P04
A2M->LRP1,CAF->CAF,1.160126979784188,P04
A2M->LRP1,CAF->ETC,0.1981888907241408,P04
A2M->LRP1,ETC->CAF,0.1164246204158561,P04
A2M->LRP1,ETC->ETC,0.01988925934425731,P04
TNFSF13->SDC2,NA,NA,NA
LRPAP1->LRP2,NA,NA,NA
LRPAP1->LRP1,CAF->CAF,0.432277740572956,P04
LRPAP1->LRP1,CAF->ETC,0.07384764545759402,P04
LRPAP1->LRP1,ETC->CAF,0.370246330567704,P04
LRPAP1->LRP1,ETC->ETC,0.06325058448649046,P04
FGF7->FGFR2,CAF->ETC,0.01283406038216055,P04
FGF7->FGFR2,ETC->ETC,0.001754842925278908,P04
NRTN->RET,NA,NA,NA
RGMA->NEO1,CAF->CAF,0.03687311062633757,P04
RGMA->NEO1,CAF->ETC,0.009282108020706042,P04
CCL24->CCR2,NA,NA,NA
LAMA2->DAG1,CAF->CAF,0.01929488182436207,P04
LAMA2->DAG1,CAF->ETC,0.04591709827355767,P04
GDNF->GFRA1,NA,NA,NA
SHH->GPC5,NA,NA,NA
APELA->APLNR,NA,NA,NA
PSAP->LRP1,CAF->CAF,1.349174240593831,P04
PSAP->LRP1,CAF->ETC,0.2304845510847595,P04
PSAP->LRP1,EMT->CAF,0.5581224396969877,P04
