LR,cell_type_pair,number_of_patient
GDF5->ROR2,ETC->TAM,1
GDF5->ROR2,ETC->TIL,1
GDNF->GFRA1,CAF->CAF,6
GDNF->GFRA1,CAF->DC,1
GDNF->GFRA1,CAF->Endo,1
GDNF->GFRA1,CAF->ETC,3
GDNF->GFRA1,DC->CAF,1
GDNF->GFRA1,DC->ETC,1
GDNF->GFRA1,Endo->CAF,1
GDNF->GFRA1,ETC->CAF,3
GDNF->GFRA1,ETC->DC,1
GDNF->GFRA1,ETC->ETC,2
GPC3->CD81,CAF->CAF,9
GPC3->CD81,CAF->DC,7
GPC3->CD81,CAF->EMT,2
GPC3->CD81,CAF->Endo,7
GPC3->CD81,CAF->ETC,9
GPC3->CD81,CAF->TAM,8
GPC3->CD81,CAF->TIL,3
GPC3->CD81,DC->CAF,1
GPC3->CD81,DC->DC,1
GPC3->CD81,DC->Endo,1
GPC3->CD81,DC->ETC,1
GPC3->CD81,DC->TAM,1
GPC3->CD81,EMT->CAF,2
GPC3->CD81,EMT->EMT,1
GPC3->CD81,EMT->Endo,1
GPC3->CD81,EMT->ETC,2
GPC3->CD81,EMT->TAM,1
GPC3->CD81,EMT->TIL,1
GPC3->CD81,Endo->CAF,3
GPC3->CD81,Endo->DC,2
GPC3->CD81,Endo->EMT,1
GPC3->CD81,Endo->Endo,3
GPC3->CD81,Endo->ETC,3
GPC3->CD81,Endo->TAM,3
GPC3->CD81,Endo->TIL,1
GPC3->CD81,ETC->CAF,7
GPC3->CD81,ETC->DC,5
GPC3->CD81,ETC->EMT,1
GPC3->CD81,ETC->Endo,5
GPC3->CD81,ETC->ETC,7
GPC3->CD81,ETC->TAM,6
GPC3->CD81,ETC->TIL,2
GPC3->CD81,TAM->CAF,2
GPC3->CD81,TAM->DC,2
GPC3->CD81,TAM->Endo,2
GPC3->CD81,TAM->ETC,2
GPC3->CD81,TAM->TAM,2
GPC3->CD81,TAM->TIL,1
GPC3->CD81,TIL->CAF,1
GPC3->CD81,TIL->DC,1
GPC3->CD81,TIL->Endo,1
GPC3->CD81,TIL->ETC,1
GPC3->CD81,TIL->TAM,1
GPC3->CD81,TIL->TIL,1
GZMB->CHRM3,CAF->CAF,1
GZMB->CHRM3,CAF->EMT,1
GZMB->CHRM3,CAF->Endo,3
GZMB->CHRM3,CAF->ETC,4
GZMB->CHRM3,CAF->TAM,1
GZMB->CHRM3,DC->Endo,1
GZMB->CHRM3,DC->ETC,3
GZMB->CHRM3,EMT->CAF,1
GZMB->CHRM3,EMT->EMT,1
GZMB->CHRM3,EMT->Endo,1
GZMB->CHRM3,Endo->Endo,1
GZMB->CHRM3,Endo->ETC,1
GZMB->CHRM3,ETC->Endo,2
GZMB->CHRM3,ETC->ETC,5
GZMB->CHRM3,ETC->TAM,1
GZMB->CHRM3,TAM->CAF,1
GZMB->CHRM3,TAM->EMT,1
GZMB->CHRM3,TAM->Endo,3
GZMB->CHRM3,TAM->ETC,4
GZMB->CHRM3,TAM->TAM,1
GZMB->CHRM3,TIL->Endo,1
GZMB->CHRM3,TIL->ETC,4
GZMB->CHRM3,TIL->TAM,1
ICOS->ICOSLG,CAF->CAF,5
ICOS->ICOSLG,CAF->DC,5
ICOS->ICOSLG,CAF->Endo,3
ICOS->ICOSLG,CAF->ETC,4
ICOS->ICOSLG,CAF->TAM,5
ICOS->ICOSLG,CAF->TIL,1
ICOS->ICOSLG,DC->CAF,1
ICOS->ICOSLG,DC->DC,2
ICOS->ICOSLG,DC->ETC,2
ICOS->ICOSLG,DC->TAM,2
ICOS->ICOSLG,DC->TIL,2
ICOS->ICOSLG,EMT->CAF,2
ICOS->ICOSLG,EMT->DC,1
ICOS->ICOSLG,EMT->EMT,2
ICOS->ICOSLG,EMT->ETC,1
ICOS->ICOSLG,EMT->TAM,1
ICOS->ICOSLG,ETC->CAF,6
ICOS->ICOSLG,ETC->DC,6
ICOS->ICOSLG,ETC->Endo,4
ICOS->ICOSLG,ETC->ETC,5
ICOS->ICOSLG,ETC->TAM,6
ICOS->ICOSLG,ETC->TIL,1
ICOS->ICOSLG,TAM->CAF,4
ICOS->ICOSLG,TAM->DC,4
ICOS->ICOSLG,TAM->Endo,2
ICOS->ICOSLG,TAM->ETC,4
ICOS->ICOSLG,TAM->TAM,4
ICOS->ICOSLG,TAM->TIL,1
ICOS->ICOSLG,TIL->CAF,5
ICOS->ICOSLG,TIL->DC,5
ICOS->ICOSLG,TIL->EMT,1
ICOS->ICOSLG,TIL->Endo,3
ICOS->ICOSLG,TIL->ETC,4
ICOS->ICOSLG,TIL->TAM,5
ICOS->ICOSLG,TIL->TIL,2
ICOSLG->CD28,CAF->CAF,2
ICOSLG->CD28,CAF->DC,1
ICOSLG->CD28,CAF->EMT,2
ICOSLG->CD28,CAF->ETC,3
ICOSLG->CD28,CAF->TAM,6
ICOSLG->CD28,CAF->TIL,4
ICOSLG->CD28,DC->CAF,2
ICOSLG->CD28,DC->DC,2
ICOSLG->CD28,DC->EMT,1
ICOSLG->CD28,DC->ETC,3
ICOSLG->CD28,DC->TAM,6
ICOSLG->CD28,DC->TIL,4
ICOSLG->CD28,EMT->EMT,2
ICOSLG->CD28,EMT->TAM,1
ICOSLG->CD28,EMT->TIL,1
ICOSLG->CD28,Endo->CAF,2
ICOSLG->CD28,Endo->ETC,1
ICOSLG->CD28,Endo->TAM,3
ICOSLG->CD28,Endo->TIL,2
ICOSLG->CD28,ETC->CAF,1
ICOSLG->CD28,ETC->DC,2
ICOSLG->CD28,ETC->EMT,1
ICOSLG->CD28,ETC->ETC,3
ICOSLG->CD28,ETC->TAM,6
ICOSLG->CD28,ETC->TIL,3
ICOSLG->CD28,TAM->CAF,2
ICOSLG->CD28,TAM->DC,2
ICOSLG->CD28,TAM->EMT,1
ICOSLG->CD28,TAM->ETC,3
ICOSLG->CD28,TAM->TAM,6
ICOSLG->CD28,TAM->TIL,4
ICOSLG->CD28,TIL->DC,1
ICOSLG->CD28,TIL->ETC,1
ICOSLG->CD28,TIL->TAM,1
ICOSLG->CD28,TIL->TIL,2
ICOSLG->CTLA4,CAF->CAF,3
ICOSLG->CTLA4,CAF->DC,1
ICOSLG->CTLA4,CAF->EMT,2
ICOSLG->CTLA4,CAF->ETC,5
ICOSLG->CTLA4,CAF->TAM,4
ICOSLG->CTLA4,CAF->TIL,5
ICOSLG->CTLA4,DC->CAF,3
ICOSLG->CTLA4,DC->DC,2
ICOSLG->CTLA4,DC->EMT,1
ICOSLG->CTLA4,DC->ETC,5
ICOSLG->CTLA4,DC->TAM,4
ICOSLG->CTLA4,DC->TIL,5
ICOSLG->CTLA4,EMT->EMT,2
ICOSLG->CTLA4,EMT->TIL,1
ICOSLG->CTLA4,Endo->CAF,3
ICOSLG->CTLA4,Endo->DC,1
ICOSLG->CTLA4,Endo->ETC,3
ICOSLG->CTLA4,Endo->TAM,2
ICOSLG->CTLA4,Endo->TIL,2
ICOSLG->CTLA4,ETC->CAF,2
ICOSLG->CTLA4,ETC->DC,2
ICOSLG->CTLA4,ETC->EMT,1
ICOSLG->CTLA4,ETC->ETC,5
ICOSLG->CTLA4,ETC->TAM,3
ICOSLG->CTLA4,ETC->TIL,4
ICOSLG->CTLA4,TAM->CAF,3
ICOSLG->CTLA4,TAM->DC,2
ICOSLG->CTLA4,TAM->EMT,1
ICOSLG->CTLA4,TAM->ETC,5
ICOSLG->CTLA4,TAM->TAM,4
ICOSLG->CTLA4,TAM->TIL,5
ICOSLG->CTLA4,TIL->DC,1
ICOSLG->CTLA4,TIL->ETC,1
ICOSLG->CTLA4,TIL->TAM,1
ICOSLG->CTLA4,TIL->TIL,2
ICOSLG->ICOS,CAF->CAF,5
ICOSLG->ICOS,CAF->DC,1
ICOSLG->ICOS,CAF->EMT,2
ICOSLG->ICOS,CAF->ETC,6
ICOSLG->ICOS,CAF->TAM,4
ICOSLG->ICOS,CAF->TIL,5
ICOSLG->ICOS,DC->CAF,5
ICOSLG->ICOS,DC->DC,2
ICOSLG->ICOS,DC->EMT,1
ICOSLG->ICOS,DC->ETC,6
ICOSLG->ICOS,DC->TAM,4
ICOSLG->ICOS,DC->TIL,5
ICOSLG->ICOS,EMT->EMT,2
ICOSLG->ICOS,EMT->TIL,1
ICOSLG->ICOS,Endo->CAF,3
ICOSLG->ICOS,Endo->ETC,4
ICOSLG->ICOS,Endo->TAM,2
ICOSLG->ICOS,Endo->TIL,3
ICOSLG->ICOS,ETC->CAF,4
ICOSLG->ICOS,ETC->DC,2
ICOSLG->ICOS,ETC->EMT,1
ICOSLG->ICOS,ETC->ETC,5
ICOSLG->ICOS,ETC->TAM,4
ICOSLG->ICOS,ETC->TIL,4
ICOSLG->ICOS,TAM->CAF,5
ICOSLG->ICOS,TAM->DC,2
ICOSLG->ICOS,TAM->EMT,1
ICOSLG->ICOS,TAM->ETC,6
ICOSLG->ICOS,TAM->TAM,4
ICOSLG->ICOS,TAM->TIL,5
ICOSLG->ICOS,TIL->CAF,1
ICOSLG->ICOS,TIL->DC,2
ICOSLG->ICOS,TIL->ETC,1
ICOSLG->ICOS,TIL->TAM,1
ICOSLG->ICOS,TIL->TIL,2
IHH->BOC,CAF->CAF,3
IHH->BOC,CAF->Endo,1
IHH->BOC,CAF->ETC,2
IHH->BOC,DC->CAF,1
IHH->BOC,DC->Endo,1
IHH->BOC,DC->ETC,1
IHH->BOC,EMT->CAF,1
IHH->BOC,EMT->EMT,1
IHH->BOC,ETC->CAF,7
IHH->BOC,ETC->DC,1
IHH->BOC,ETC->EMT,1
IHH->BOC,ETC->Endo,3
IHH->BOC,ETC->ETC,6
IHH->BOC,ETC->TAM,1
IHH->BOC,TAM->CAF,1
IHH->BOC,TAM->DC,1
IHH->BOC,TAM->ETC,1
IHH->BOC,TAM->TAM,1
IHH->HHIP,CAF->CAF,3
IHH->HHIP,CAF->Endo,1
IHH->HHIP,CAF->ETC,3
IHH->HHIP,DC->CAF,1
IHH->HHIP,DC->ETC,1
IHH->HHIP,EMT->CAF,1
IHH->HHIP,ETC->CAF,6
IHH->HHIP,ETC->DC,1
IHH->HHIP,ETC->EMT,1
IHH->HHIP,ETC->Endo,1
IHH->HHIP,ETC->ETC,6
IHH->HHIP,TAM->CAF,1
IHH->HHIP,TAM->ETC,1
IHH->PTCH1,CAF->CAF,3
IHH->PTCH1,CAF->Endo,1
IHH->PTCH1,CAF->ETC,3
IHH->PTCH1,DC->CAF,1
IHH->PTCH1,DC->DC,1
IHH->PTCH1,DC->Endo,1
IHH->PTCH1,DC->ETC,1
IHH->PTCH1,DC->TAM,1
IHH->PTCH1,EMT->CAF,1
IHH->PTCH1,EMT->EMT,1
IHH->PTCH1,EMT->Endo,1
IHH->PTCH1,ETC->CAF,6
IHH->PTCH1,ETC->DC,1
IHH->PTCH1,ETC->EMT,1
IHH->PTCH1,ETC->Endo,3
IHH->PTCH1,ETC->ETC,8
IHH->PTCH1,ETC->TAM,2
IHH->PTCH1,TAM->CAF,1
IHH->PTCH1,TAM->ETC,1
IHH->PTCH2,CAF->CAF,3
IHH->PTCH2,CAF->DC,1
IHH->PTCH2,CAF->Endo,1
IHH->PTCH2,CAF->ETC,3
IHH->PTCH2,CAF->TAM,2
IHH->PTCH2,DC->CAF,1
IHH->PTCH2,DC->ETC,1
IHH->PTCH2,EMT->CAF,1
IHH->PTCH2,EMT->EMT,1
IHH->PTCH2,EMT->Endo,1
IHH->PTCH2,ETC->CAF,6
IHH->PTCH2,ETC->DC,3
IHH->PTCH2,ETC->EMT,1
IHH->PTCH2,ETC->Endo,2
IHH->PTCH2,ETC->ETC,7
IHH->PTCH2,ETC->TAM,3
IHH->PTCH2,TAM->CAF,1
IHH->PTCH2,TAM->DC,1
IHH->PTCH2,TAM->ETC,1
IHH->PTCH2,TAM->TAM,1
IL33->IL1RL1,CAF->CAF,6
IL33->IL1RL1,CAF->DC,3
IL33->IL1RL1,CAF->EMT,1
IL33->IL1RL1,CAF->Endo,2
IL33->IL1RL1,CAF->ETC,3
IL33->IL1RL1,CAF->TIL,1
IL33->IL1RL1,EMT->CAF,1
IL33->IL1RL1,EMT->EMT,1
IL33->IL1RL1,Endo->CAF,6
IL33->IL1RL1,Endo->DC,3
IL33->IL1RL1,Endo->EMT,1
IL33->IL1RL1,Endo->Endo,2
IL33->IL1RL1,Endo->ETC,2
IL33->IL1RL1,Endo->TIL,1
IL33->IL1RL1,ETC->CAF,4
IL33->IL1RL1,ETC->DC,3
IL33->IL1RL1,ETC->Endo,1
IL33->IL1RL1,ETC->ETC,3
IL33->IL1RL1,ETC->TIL,1
INHA->TGFBR3,CAF->CAF,2
INHA->TGFBR3,CAF->DC,1
INHA->TGFBR3,CAF->Endo,2
INHA->TGFBR3,CAF->ETC,2
INHA->TGFBR3,CAF->TAM,2
INHA->TGFBR3,CAF->TIL,1
INHA->TGFBR3,EMT->CAF,1
INHA->TGFBR3,EMT->EMT,1
INHA->TGFBR3,EMT->Endo,1
INHA->TGFBR3,EMT->ETC,1
INHA->TGFBR3,ETC->CAF,5
INHA->TGFBR3,ETC->DC,1
INHA->TGFBR3,ETC->Endo,3
INHA->TGFBR3,ETC->ETC,5
INHA->TGFBR3,ETC->TAM,4
INHA->TGFBR3,ETC->TIL,2
JAM2->JAM3,CAF->CAF,9
JAM2->JAM3,CAF->EMT,1
JAM2->JAM3,CAF->Endo,7
JAM2->JAM3,CAF->ETC,4
JAM2->JAM3,CAF->TAM,1
JAM2->JAM3,CAF->TIL,2
JAM2->JAM3,DC->CAF,3
JAM2->JAM3,DC->Endo,3
JAM2->JAM3,DC->ETC,1
JAM2->JAM3,DC->TAM,1
JAM2->JAM3,DC->TIL,1
JAM2->JAM3,EMT->CAF,2
JAM2->JAM3,EMT->EMT,1
JAM2->JAM3,EMT->Endo,2
JAM2->JAM3,EMT->TIL,1
JAM2->JAM3,Endo->CAF,7
JAM2->JAM3,Endo->EMT,1
JAM2->JAM3,Endo->Endo,7
JAM2->JAM3,Endo->ETC,3
JAM2->JAM3,Endo->TAM,1
JAM2->JAM3,Endo->TIL,2
JAM2->JAM3,ETC->CAF,4
JAM2->JAM3,ETC->Endo,3
JAM2->JAM3,ETC->ETC,2
JAM2->JAM3,TAM->CAF,5
JAM2->JAM3,TAM->EMT,1
JAM2->JAM3,TAM->Endo,4
JAM2->JAM3,TAM->ETC,2
JAM2->JAM3,TAM->TAM,1
JAM2->JAM3,TAM->TIL,2
JAM2->JAM3,TIL->CAF,1
JAM2->JAM3,TIL->Endo,1
JAM2->JAM3,TIL->TAM,1
JAM2->JAM3,TIL->TIL,1
JAM3->JAM2,CAF->CAF,9
JAM3->JAM2,CAF->DC,3
JAM3->JAM2,CAF->EMT,2
JAM3->JAM2,CAF->Endo,7
JAM3->JAM2,CAF->ETC,4
JAM3->JAM2,CAF->TAM,5
JAM3->JAM2,CAF->TIL,1
JAM3->JAM2,EMT->CAF,1
JAM3->JAM2,EMT->EMT,1
JAM3->JAM2,EMT->Endo,1
JAM3->JAM2,EMT->TAM,1
JAM3->JAM2,Endo->CAF,7
JAM3->JAM2,Endo->DC,3
JAM3->JAM2,Endo->EMT,2
JAM3->JAM2,Endo->Endo,7
JAM3->JAM2,Endo->ETC,3
JAM3->JAM2,Endo->TAM,4
JAM3->JAM2,Endo->TIL,1
JAM3->JAM2,ETC->CAF,4
JAM3->JAM2,ETC->DC,1
JAM3->JAM2,ETC->Endo,3
JAM3->JAM2,ETC->ETC,2
JAM3->JAM2,ETC->TAM,2
JAM3->JAM2,TAM->CAF,1
JAM3->JAM2,TAM->DC,1
JAM3->JAM2,TAM->Endo,1
JAM3->JAM2,TAM->TAM,1
JAM3->JAM2,TAM->TIL,1
JAM3->JAM2,TIL->CAF,2
JAM3->JAM2,TIL->DC,1
JAM3->JAM2,TIL->EMT,1
JAM3->JAM2,TIL->Endo,2
JAM3->JAM2,TIL->TAM,2
JAM3->JAM2,TIL->TIL,1
LAMA2->DAG1,CAF->CAF,9
LAMA2->DAG1,CAF->DC,4
LAMA2->DAG1,CAF->EMT,2
LAMA2->DAG1,CAF->Endo,7
LAMA2->DAG1,CAF->ETC,9
LAMA2->DAG1,CAF->TAM,6
LAMA2->DAG1,CAF->TIL,2
LAMA2->DAG1,EMT->CAF,2
LAMA2->DAG1,EMT->DC,1
LAMA2->DAG1,EMT->EMT,2
LAMA2->DAG1,EMT->Endo,2
LAMA2->DAG1,EMT->ETC,2
LAMA2->DAG1,EMT->TAM,1
LAMA2->DAG1,Endo->CAF,2
LAMA2->DAG1,Endo->EMT,1
LAMA2->DAG1,Endo->Endo,2
LAMA2->DAG1,Endo->ETC,2
LAMA2->DAG1,Endo->TAM,1
LAMA2->DAG1,ETC->CAF,7
LAMA2->DAG1,ETC->DC,4
LAMA2->DAG1,ETC->EMT,1
LAMA2->DAG1,ETC->Endo,6
LAMA2->DAG1,ETC->ETC,7
LAMA2->DAG1,ETC->TAM,5
LAMA2->DAG1,ETC->TIL,2
LAMA2->DAG1,TAM->CAF,2
LAMA2->DAG1,TAM->Endo,2
LAMA2->DAG1,TAM->ETC,2
LAMA2->DAG1,TAM->TAM,2
LAMA2->DAG1,TAM->TIL,1
LPL->LRP1,CAF->CAF,9
LPL->LRP1,CAF->DC,4
LPL->LRP1,CAF->EMT,2
LPL->LRP1,CAF->Endo,6
LPL->LRP1,CAF->ETC,8
LPL->LRP1,CAF->TAM,8
LPL->LRP1,CAF->TIL,2
LPL->LRP1,DC->CAF,1
LPL->LRP1,DC->ETC,1
LPL->LRP1,DC->TAM,1
LPL->LRP1,DC->TIL,1
LPL->LRP1,EMT->CAF,2
LPL->LRP1,EMT->EMT,2
LPL->LRP1,EMT->Endo,2
LPL->LRP1,EMT->ETC,1
LPL->LRP1,EMT->TAM,2
LPL->LRP1,Endo->CAF,5
LPL->LRP1,Endo->DC,2
LPL->LRP1,Endo->EMT,1
LPL->LRP1,Endo->Endo,4
LPL->LRP1,Endo->ETC,4
LPL->LRP1,Endo->TAM,5
LPL->LRP1,Endo->TIL,1
LPL->LRP1,ETC->CAF,7
LPL->LRP1,ETC->DC,4
LPL->LRP1,ETC->EMT,1
LPL->LRP1,ETC->Endo,5
LPL->LRP1,ETC->ETC,7
LPL->LRP1,ETC->TAM,7
LPL->LRP1,ETC->TIL,2
LPL->LRP1,TAM->CAF,8
LPL->LRP1,TAM->DC,5
LPL->LRP1,TAM->EMT,2
LPL->LRP1,TAM->Endo,6
LPL->LRP1,TAM->ETC,8
LPL->LRP1,TAM->TAM,9
LPL->LRP1,TAM->TIL,2
LRPAP1->LRP1,CAF->CAF,9
LRPAP1->LRP1,CAF->DC,5
LRPAP1->LRP1,CAF->EMT,2
LRPAP1->LRP1,CAF->Endo,6
LRPAP1->LRP1,CAF->ETC,9
LRPAP1->LRP1,CAF->TAM,9
LRPAP1->LRP1,CAF->TIL,2
LRPAP1->LRP1,DC->CAF,8
LRPAP1->LRP1,DC->DC,5
LRPAP1->LRP1,DC->EMT,2
LRPAP1->LRP1,DC->Endo,6
LRPAP1->LRP1,DC->ETC,8
LRPAP1->LRP1,DC->TAM,9
LRPAP1->LRP1,DC->TIL,2
LRPAP1->LRP1,EMT->CAF,2
LRPAP1->LRP1,EMT->EMT,2
LRPAP1->LRP1,EMT->Endo,2
LRPAP1->LRP1,EMT->ETC,1
LRPAP1->LRP1,EMT->TAM,2
LRPAP1->LRP1,Endo->CAF,7
LRPAP1->LRP1,Endo->DC,3
LRPAP1->LRP1,Endo->EMT,2
LRPAP1->LRP1,Endo->Endo,6
LRPAP1->LRP1,Endo->ETC,6
LRPAP1->LRP1,Endo->TAM,7
LRPAP1->LRP1,Endo->TIL,2
LRPAP1->LRP1,ETC->CAF,9
LRPAP1->LRP1,ETC->DC,5
LRPAP1->LRP1,ETC->EMT,2
LRPAP1->LRP1,ETC->Endo,6
LRPAP1->LRP1,ETC->ETC,9
LRPAP1->LRP1,ETC->TAM,9
LRPAP1->LRP1,ETC->TIL,2
LRPAP1->LRP1,TAM->CAF,8
LRPAP1->LRP1,TAM->DC,5
LRPAP1->LRP1,TAM->EMT,2
LRPAP1->LRP1,TAM->Endo,6
LRPAP1->LRP1,TAM->ETC,8
LRPAP1->LRP1,TAM->TAM,9
LRPAP1->LRP1,TAM->TIL,2
LRPAP1->LRP1,TIL->CAF,7
LRPAP1->LRP1,TIL->DC,4
LRPAP1->LRP1,TIL->EMT,2
LRPAP1->LRP1,TIL->Endo,6
LRPAP1->LRP1,TIL->ETC,7
LRPAP1->LRP1,TIL->TAM,8
LRPAP1->LRP1,TIL->TIL,2
LRPAP1->LRP2,CAF->EMT,1
LRPAP1->LRP2,CAF->ETC,1
LRPAP1->LRP2,DC->EMT,1
LRPAP1->LRP2,DC->ETC,1
LRPAP1->LRP2,EMT->EMT,1
LRPAP1->LRP2,Endo->EMT,1
LRPAP1->LRP2,Endo->ETC,1
LRPAP1->LRP2,ETC->EMT,1
LRPAP1->LRP2,ETC->ETC,1
LRPAP1->LRP2,TAM->EMT,1
LRPAP1->LRP2,TAM->ETC,1
LRPAP1->LRP2,TIL->EMT,1
LRPAP1->LRP2,TIL->ETC,1
LRPAP1->LRP8,CAF->CAF,4
LRPAP1->LRP8,CAF->DC,1
LRPAP1->LRP8,CAF->EMT,2
LRPAP1->LRP8,CAF->Endo,1
LRPAP1->LRP8,CAF->ETC,8
LRPAP1->LRP8,CAF->TAM,5
LRPAP1->LRP8,CAF->TIL,1
LRPAP1->LRP8,DC->CAF,4
LRPAP1->LRP8,DC->DC,1
LRPAP1->LRP8,DC->EMT,2
LRPAP1->LRP8,DC->Endo,1
LRPAP1->LRP8,DC->ETC,7
LRPAP1->LRP8,DC->TAM,5
LRPAP1->LRP8,DC->TIL,1
LRPAP1->LRP8,EMT->EMT,2
LRPAP1->LRP8,EMT->TAM,1
LRPAP1->LRP8,Endo->CAF,4
LRPAP1->LRP8,Endo->DC,1
LRPAP1->LRP8,Endo->EMT,2
LRPAP1->LRP8,Endo->Endo,1
LRPAP1->LRP8,Endo->ETC,5
LRPAP1->LRP8,Endo->TAM,4
LRPAP1->LRP8,Endo->TIL,1
LRPAP1->LRP8,ETC->CAF,4
LRPAP1->LRP8,ETC->DC,1
LRPAP1->LRP8,ETC->EMT,2
LRPAP1->LRP8,ETC->Endo,1
LRPAP1->LRP8,ETC->ETC,8
LRPAP1->LRP8,ETC->TAM,5
LRPAP1->LRP8,ETC->TIL,1
LRPAP1->LRP8,TAM->CAF,4
LRPAP1->LRP8,TAM->DC,1
LRPAP1->LRP8,TAM->EMT,2
LRPAP1->LRP8,TAM->Endo,1
LRPAP1->LRP8,TAM->ETC,7
LRPAP1->LRP8,TAM->TAM,5
LRPAP1->LRP8,TAM->TIL,1
LRPAP1->LRP8,TIL->CAF,4
LRPAP1->LRP8,TIL->DC,1
LRPAP1->LRP8,TIL->EMT,2
LRPAP1->LRP8,TIL->Endo,1
LRPAP1->LRP8,TIL->ETC,6
LRPAP1->LRP8,TIL->TAM,5
LRPAP1->LRP8,TIL->TIL,1
LRPAP1->SORT1,CAF->CAF,10
LRPAP1->SORT1,CAF->DC,8
LRPAP1->SORT1,CAF->EMT,3
LRPAP1->SORT1,CAF->Endo,6
LRPAP1->SORT1,CAF->ETC,10
LRPAP1->SORT1,CAF->TAM,8
LRPAP1->SORT1,CAF->TIL,1
LRPAP1->SORT1,DC->CAF,9
LRPAP1->SORT1,DC->DC,8
LRPAP1->SORT1,DC->EMT,2
LRPAP1->SORT1,DC->Endo,6
LRPAP1->SORT1,DC->ETC,9
LRPAP1->SORT1,DC->TAM,8
LRPAP1->SORT1,DC->TIL,1
LRPAP1->SORT1,EMT->CAF,2
LRPAP1->SORT1,EMT->DC,1
LRPAP1->SORT1,EMT->EMT,2
LRPAP1->SORT1,EMT->Endo,2
LRPAP1->SORT1,EMT->ETC,2
LRPAP1->SORT1,EMT->TAM,1
LRPAP1->SORT1,Endo->CAF,7
LRPAP1->SORT1,Endo->DC,6
LRPAP1->SORT1,Endo->EMT,2
LRPAP1->SORT1,Endo->Endo,6
LRPAP1->SORT1,Endo->ETC,7
LRPAP1->SORT1,Endo->TAM,6
LRPAP1->SORT1,Endo->TIL,1
LRPAP1->SORT1,ETC->CAF,10
LRPAP1->SORT1,ETC->DC,8
LRPAP1->SORT1,ETC->EMT,3
LRPAP1->SORT1,ETC->Endo,6
LRPAP1->SORT1,ETC->ETC,10
LRPAP1->SORT1,ETC->TAM,8
LRPAP1->SORT1,ETC->TIL,1
LRPAP1->SORT1,TAM->CAF,9
LRPAP1->SORT1,TAM->DC,8
LRPAP1->SORT1,TAM->EMT,2
LRPAP1->SORT1,TAM->Endo,6
LRPAP1->SORT1,TAM->ETC,9
LRPAP1->SORT1,TAM->TAM,8
LRPAP1->SORT1,TAM->TIL,1
LRPAP1->SORT1,TIL->CAF,8
LRPAP1->SORT1,TIL->DC,7
LRPAP1->SORT1,TIL->EMT,2
LRPAP1->SORT1,TIL->Endo,6
LRPAP1->SORT1,TIL->ETC,8
LRPAP1->SORT1,TIL->TAM,7
LRPAP1->SORT1,TIL->TIL,1
MDK->LRP1,CAF->CAF,9
MDK->LRP1,CAF->DC,4
MDK->LRP1,CAF->EMT,2
MDK->LRP1,CAF->Endo,6
MDK->LRP1,CAF->ETC,8
MDK->LRP1,CAF->TAM,8
MDK->LRP1,CAF->TIL,2
MDK->LRP1,DC->CAF,7
MDK->LRP1,DC->DC,5
MDK->LRP1,DC->EMT,1
MDK->LRP1,DC->Endo,5
MDK->LRP1,DC->ETC,8
MDK->LRP1,DC->TAM,8
MDK->LRP1,DC->TIL,2
MDK->LRP1,EMT->CAF,3
MDK->LRP1,EMT->EMT,2
MDK->LRP1,EMT->Endo,2
MDK->LRP1,EMT->ETC,2
MDK->LRP1,EMT->TAM,2
MDK->LRP1,Endo->CAF,7
MDK->LRP1,Endo->DC,3
MDK->LRP1,Endo->EMT,2
MDK->LRP1,Endo->Endo,6
MDK->LRP1,Endo->ETC,6
MDK->LRP1,Endo->TAM,7
MDK->LRP1,Endo->TIL,2
MDK->LRP1,ETC->CAF,9
MDK->LRP1,ETC->DC,5
MDK->LRP1,ETC->EMT,2
MDK->LRP1,ETC->Endo,6
MDK->LRP1,ETC->ETC,9
MDK->LRP1,ETC->TAM,9
MDK->LRP1,ETC->TIL,2
MDK->LRP1,TAM->CAF,7
MDK->LRP1,TAM->DC,4
MDK->LRP1,TAM->EMT,1
MDK->LRP1,TAM->Endo,5
MDK->LRP1,TAM->ETC,6
MDK->LRP1,TAM->TAM,7
MDK->LRP1,TAM->TIL,2
MDK->LRP1,TIL->CAF,4
MDK->LRP1,TIL->DC,4
MDK->LRP1,TIL->EMT,1
MDK->LRP1,TIL->Endo,4
MDK->LRP1,TIL->ETC,4
MDK->LRP1,TIL->TAM,5
MDK->LRP1,TIL->TIL,1
NCR3LG1->NCR3,CAF->CAF,2
NCR3LG1->NCR3,CAF->EMT,1
NCR3LG1->NCR3,CAF->ETC,4
NCR3LG1->NCR3,CAF->TAM,1
NCR3LG1->NCR3,CAF->TIL,2
NCR3LG1->NCR3,DC->CAF,2
NCR3LG1->NCR3,DC->ETC,3
NCR3LG1->NCR3,DC->TAM,1
NCR3LG1->NCR3,DC->TIL,2
NCR3LG1->NCR3,EMT->EMT,1
NCR3LG1->NCR3,EMT->TIL,1
NCR3LG1->NCR3,ETC->CAF,2
NCR3LG1->NCR3,ETC->EMT,1
NCR3LG1->NCR3,ETC->ETC,4
NCR3LG1->NCR3,ETC->TAM,1
NCR3LG1->NCR3,ETC->TIL,4
NCR3LG1->NCR3,TAM->CAF,2
NCR3LG1->NCR3,TAM->ETC,4
NCR3LG1->NCR3,TAM->TAM,1
NCR3LG1->NCR3,TAM->TIL,3
NCR3LG1->NCR3,TIL->CAF,1
