LR,cell_type_pair,number_of_patient
SLAMF6->SLAMF6,EMT->EMT,2
SLAMF6->SLAMF6,EMT->TIL,1
SLAMF6->SLAMF6,ETC->CAF,2
SLAMF6->SLAMF6,ETC->DC,2
SLAMF6->SLAMF6,ETC->ETC,7
SLAMF6->SLAMF6,ETC->TAM,5
SLAMF6->SLAMF6,ETC->TIL,2
SLAMF6->SLAMF6,TAM->CAF,2
SLAMF6->SLAMF6,TAM->DC,1
SLAMF6->SLAMF6,TAM->ETC,5
SLAMF6->SLAMF6,TAM->TAM,6
SLAMF6->SLAMF6,TAM->TIL,3
SLAMF6->SLAMF6,TIL->CAF,1
SLAMF6->SLAMF6,TIL->DC,1
SLAMF6->SLAMF6,TIL->EMT,1
SLAMF6->SLAMF6,TIL->ETC,2
SLAMF6->SLAMF6,TIL->TAM,3
SLAMF6->SLAMF6,TIL->TIL,4
SLIT3->ROBO2,CAF->CAF,8
SLIT3->ROBO2,CAF->DC,2
SLIT3->ROBO2,CAF->Endo,1
SLIT3->ROBO2,CAF->ETC,2
SLIT3->ROBO2,CAF->TIL,1
SLIT3->ROBO2,DC->CAF,1
SLIT3->ROBO2,DC->DC,1
SLIT3->ROBO2,DC->Endo,1
SLIT3->ROBO2,EMT->CAF,1
SLIT3->ROBO2,Endo->CAF,4
SLIT3->ROBO2,Endo->DC,2
SLIT3->ROBO2,Endo->Endo,1
SLIT3->ROBO2,Endo->ETC,1
SLIT3->ROBO2,Endo->TIL,1
SLIT3->ROBO2,ETC->CAF,5
SLIT3->ROBO2,ETC->DC,2
SLIT3->ROBO2,ETC->Endo,1
SLIT3->ROBO2,ETC->ETC,1
SLIT3->ROBO2,TAM->CAF,3
SLIT3->ROBO2,TAM->DC,1
SLIT3->ROBO2,TAM->ETC,1
SLIT3->ROBO2,TAM->TIL,1
SLURP1->CHRNA7,CAF->ETC,2
SLURP1->CHRNA7,CAF->TAM,1
SLURP1->CHRNA7,EMT->EMT,1
SLURP1->CHRNA7,EMT->ETC,1
SLURP1->CHRNA7,ETC->CAF,1
SLURP1->CHRNA7,ETC->Endo,1
SLURP1->CHRNA7,ETC->ETC,5
SLURP1->CHRNA7,ETC->TAM,3
SLURP1->CHRNA7,TAM->EMT,1
SLURP1->CHRNA7,TAM->ETC,1
TDGF1->ACVR1B,ETC->CAF,6
TDGF1->ACVR1B,ETC->DC,4
TDGF1->ACVR1B,ETC->EMT,1
TDGF1->ACVR1B,ETC->Endo,4
TDGF1->ACVR1B,ETC->ETC,6
TDGF1->ACVR1B,ETC->TAM,4
THPO->MPL,CAF->ETC,1
TNFSF13->SDC2,DC->CAF,1
TNFSF13->SDC2,DC->DC,1
TNFSF13->SDC2,DC->ETC,1
TNFSF13->SDC2,DC->TAM,1
TNFSF13->SDC2,ETC->CAF,3
TNFSF13->SDC2,ETC->DC,3
TNFSF13->SDC2,ETC->Endo,2
TNFSF13->SDC2,ETC->ETC,3
TNFSF13->SDC2,ETC->TAM,3
TNFSF13->SDC2,TAM->CAF,4
TNFSF13->SDC2,TAM->DC,3
TNFSF13->SDC2,TAM->Endo,1
TNFSF13->SDC2,TAM->ETC,3
TNFSF13->SDC2,TAM->TAM,4
TNFSF13->SDC2,TAM->TIL,1
VIP->VIPR1,CAF->CAF,1
VIP->VIPR1,CAF->Endo,1
VIP->VIPR1,CAF->ETC,1
VIP->VIPR1,EMT->EMT,1
VIP->VIPR1,Endo->CAF,3
VIP->VIPR1,Endo->Endo,1
VIP->VIPR1,Endo->ETC,4
VIP->VIPR1,Endo->TAM,2
VIP->VIPR1,Endo->TIL,1
WNT2->FZD8,CAF->CAF,8
WNT2->FZD8,CAF->DC,1
WNT2->FZD8,CAF->EMT,1
WNT2->FZD8,CAF->Endo,5
WNT2->FZD8,CAF->ETC,4
WNT2->FZD8,CAF->TAM,3
WNT2->FZD8,DC->CAF,1
WNT2->FZD8,DC->ETC,1
WNT2->FZD8,DC->TAM,1
WNT2->FZD8,EMT->ETC,1
WNT2->FZD8,ETC->CAF,3
WNT2->FZD8,ETC->DC,1
WNT2->FZD8,ETC->Endo,1
WNT2->FZD8,ETC->ETC,3
WNT2->FZD8,ETC->TAM,2
WNT2->FZD8,TAM->CAF,1
WNT2->FZD8,TAM->Endo,1
WNT2->FZD8,TAM->TAM,1
WNT3->FZD8,CAF->CAF,5
WNT3->FZD8,CAF->DC,1
WNT3->FZD8,CAF->Endo,4
WNT3->FZD8,CAF->ETC,3
WNT3->FZD8,CAF->TAM,2
WNT3->FZD8,EMT->CAF,1
WNT3->FZD8,EMT->EMT,1
WNT3->FZD8,EMT->Endo,1
WNT3->FZD8,Endo->CAF,1
WNT3->FZD8,Endo->DC,1
WNT3->FZD8,Endo->Endo,1
WNT3->FZD8,Endo->ETC,1
WNT3->FZD8,ETC->CAF,5
WNT3->FZD8,ETC->DC,1
WNT3->FZD8,ETC->Endo,2
WNT3->FZD8,ETC->ETC,4
WNT3->FZD8,ETC->TAM,2
WNT3->FZD8,TAM->CAF,2
WNT3->FZD8,TAM->Endo,1
WNT3->FZD8,TAM->ETC,1
WNT3->FZD8,TAM->TAM,2
WNT3A->FZD8,CAF->CAF,2
WNT3A->FZD8,CAF->DC,1
WNT3A->FZD8,CAF->Endo,1
WNT3A->FZD8,CAF->ETC,2
WNT3A->FZD8,CAF->TAM,1
WNT3A->FZD8,EMT->CAF,1
WNT3A->FZD8,EMT->EMT,1
WNT3A->FZD8,EMT->Endo,1
WNT3A->FZD8,ETC->CAF,4
WNT3A->FZD8,ETC->DC,1
WNT3A->FZD8,ETC->Endo,3
WNT3A->FZD8,ETC->ETC,3
WNT3A->FZD8,ETC->TAM,2
WNT9B->FZD8,CAF->CAF,1
WNT9B->FZD8,CAF->Endo,1
WNT9B->FZD8,Endo->CAF,1
WNT9B->FZD8,Endo->DC,1
WNT9B->FZD8,Endo->Endo,1
WNT9B->FZD8,Endo->ETC,1
ZG16B->CXCR4,CAF->CAF,7
ZG16B->CXCR4,CAF->DC,7
ZG16B->CXCR4,CAF->EMT,1
ZG16B->CXCR4,CAF->Endo,6
ZG16B->CXCR4,CAF->ETC,7
ZG16B->CXCR4,CAF->TAM,7
ZG16B->CXCR4,CAF->TIL,7
ZG16B->CXCR4,DC->CAF,2
ZG16B->CXCR4,DC->DC,2
ZG16B->CXCR4,DC->Endo,2
ZG16B->CXCR4,DC->ETC,2
ZG16B->CXCR4,DC->TAM,2
ZG16B->CXCR4,DC->TIL,2
ZG16B->CXCR4,EMT->CAF,2
ZG16B->CXCR4,EMT->DC,2
ZG16B->CXCR4,EMT->EMT,2
ZG16B->CXCR4,EMT->Endo,2
ZG16B->CXCR4,EMT->ETC,3
ZG16B->CXCR4,EMT->TAM,1
ZG16B->CXCR4,EMT->TIL,2
ZG16B->CXCR4,Endo->CAF,4
ZG16B->CXCR4,Endo->DC,4
ZG16B->CXCR4,Endo->EMT,1
ZG16B->CXCR4,Endo->Endo,4
ZG16B->CXCR4,Endo->ETC,4
ZG16B->CXCR4,Endo->TAM,4
ZG16B->CXCR4,Endo->TIL,4
ZG16B->CXCR4,ETC->CAF,7
ZG16B->CXCR4,ETC->DC,8
ZG16B->CXCR4,ETC->EMT,1
ZG16B->CXCR4,ETC->Endo,6
ZG16B->CXCR4,ETC->ETC,9
ZG16B->CXCR4,ETC->TAM,7
ZG16B->CXCR4,ETC->TIL,8
ZG16B->CXCR4,TAM->CAF,7
ZG16B->CXCR4,TAM->DC,7
ZG16B->CXCR4,TAM->EMT,1
ZG16B->CXCR4,TAM->Endo,6
ZG16B->CXCR4,TAM->ETC,7
ZG16B->CXCR4,TAM->TAM,7
ZG16B->CXCR4,TAM->TIL,7
ZG16B->CXCR4,TIL->CAF,1
ZG16B->CXCR4,TIL->DC,1
ZG16B->CXCR4,TIL->Endo,1
ZG16B->CXCR4,TIL->ETC,1
ZG16B->CXCR4,TIL->TAM,1
ZG16B->CXCR4,TIL->TIL,1
ZG16B->TLR4,CAF->CAF,7
ZG16B->TLR4,CAF->DC,5
ZG16B->TLR4,CAF->EMT,1
ZG16B->TLR4,CAF->Endo,5
ZG16B->TLR4,CAF->ETC,5
ZG16B->TLR4,CAF->TAM,6
ZG16B->TLR4,DC->CAF,2
ZG16B->TLR4,DC->DC,1
ZG16B->TLR4,DC->Endo,2
ZG16B->TLR4,DC->ETC,2
ZG16B->TLR4,DC->TAM,1
ZG16B->TLR4,EMT->CAF,2
ZG16B->TLR4,EMT->DC,1
ZG16B->TLR4,EMT->EMT,1
ZG16B->TLR4,EMT->Endo,1
ZG16B->TLR4,EMT->TAM,1
ZG16B->TLR4,Endo->CAF,4
ZG16B->TLR4,Endo->DC,3
ZG16B->TLR4,Endo->EMT,1
ZG16B->TLR4,Endo->Endo,4
ZG16B->TLR4,Endo->ETC,3
ZG16B->TLR4,Endo->TAM,3
ZG16B->TLR4,ETC->CAF,7
ZG16B->TLR4,ETC->DC,4
ZG16B->TLR4,ETC->Endo,4
ZG16B->TLR4,ETC->ETC,5
ZG16B->TLR4,ETC->TAM,5
ZG16B->TLR4,TAM->CAF,7
ZG16B->TLR4,TAM->DC,5
ZG16B->TLR4,TAM->EMT,1
ZG16B->TLR4,TAM->Endo,5
ZG16B->TLR4,TAM->ETC,5
ZG16B->TLR4,TAM->TAM,6
ZG16B->TLR4,TIL->CAF,1
ZG16B->TLR4,TIL->DC,1
ZG16B->TLR4,TIL->Endo,1
ZG16B->TLR4,TIL->ETC,1
ZG16B->TLR4,TIL->TAM,1
