LR,cell_type_pair,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity,Patient
WNT9B->FZD8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APOE->LRP1,CAF->CAF,20,0.5714285714285714,1.050779774433663,36.7772921051782,0.6838783572494275,0.4220552573062967,12,0.3428571428571429,0.6350885480849188,22.22809918297216,0.1834376307918558,0.06361976049312316,0.6673382013020734,0.1254490256036614,817.48929659504,0.02685105438469007,P01
APOE->LRP1,CAF->EMT,20,0.5714285714285714,1.050779774433663,36.7772921051782,0.6838783572494275,0.4220552573062967,192,0.6421404682274248,1.030186973453554,308.0259050626128,0.2975570229581344,0.8816108900923408,1.082499635590023,0.2034928080486391,11328.3586864496,0.3720885110619562,P01
APOE->LRP1,CAF->ETC,20,0.5714285714285714,1.050779774433663,36.7772921051782,0.6838783572494275,0.4220552573062967,7,0.1842105263157895,0.3322065526400997,12.62384900032379,0.09595383688398922,0.03613112589119572,0.3490759264485487,0.06562075234000207,464.2709821765698,0.01524933163477481,P01
APOE->LRP1,CAF->Endo,20,0.5714285714285714,1.050779774433663,36.7772921051782,0.6838783572494275,0.4220552573062967,2,0.1538461538461539,0.3256973583554924,4.2340656586214,0.09407373499657083,0.01211845605403823,0.3422361967464241,0.06433499134977283,155.7174695196229,0.005114658088042156,P01
APOE->LRP1,CAF->TAM,20,0.5714285714285714,1.050779774433663,36.7772921051782,0.6838783572494275,0.4220552573062967,1,0.5,1.138970320182405,2.27794064036481,0.3289777743694498,0.006519767469302026,1.196806976127904,0.2249807799073521,83.7764883289533,0.00275170213683349,P01
APOE->LRP1,DC->CAF,2,0.1333333333333333,0.299764456087724,4.49646684131586,0.1950955174232685,0.05160133770190206,12,0.3428571428571429,0.6350885480849188,22.22809918297216,0.1834376307918558,0.06361976049312316,0.190376973184218,0.03578785949423561,99.94791092171448,0.003282864745719776,P01
APOE->LRP1,DC->EMT,2,0.1333333333333333,0.299764456087724,4.49646684131586,0.1950955174232685,0.05160133770190206,192,0.6421404682274248,1.030186973453554,308.0259050626128,0.2975570229581344,0.8816108900923408,0.308813437765963,0.0580520413569446,1385.028268380345,0.04549230126132934,P01
APOE->LRP1,DC->ETC,2,0.1333333333333333,0.299764456087724,4.49646684131586,0.1950955174232685,0.05160133770190206,7,0.1842105263157895,0.3322065526400997,12.62384900032379,0.09595383688398922,0.03613112589119572,0.09958371656093734,0.01872016345562978,56.7627184397343,0.001864414428661527,P01
APOE->LRP1,DC->Endo,2,0.1333333333333333,0.299764456087724,4.49646684131586,0.1950955174232685,0.05160133770190206,2,0.1538461538461539,0.3256973583554924,4.2340656586214,0.09407373499657083,0.01211845605403823,0.0976324914766427,0.01835336400509543,19.03833583794533,6.253285432700864e-4,P01
APOE->LRP1,DC->TAM,2,0.1333333333333333,0.299764456087724,4.49646684131586,0.1950955174232685,0.05160133770190206,1,0.5,1.138970320182405,2.27794064036481,0.3289777743694498,0.006519767469302026,0.3414228185295395,0.06418208911136308,10.24268455588619,3.364287229213292e-4,P01
APOE->LRP1,EMT->CAF,28,0.09364548494983277,0.1486530856287838,44.44727260300633,0.09674779670617754,0.5100757560229312,12,0.3428571428571429,0.6350885480849188,22.22809918297216,0.1834376307918558,0.06361976049312316,0.09440787232032738,0.01774718661211332,987.9783838322257,0.03245089743152761,P01
APOE->LRP1,EMT->EMT,28,0.09364548494983277,0.1486530856287838,44.44727260300633,0.09674779670617754,0.5100757560229312,192,0.6421404682274248,1.030186973453554,308.0259050626128,0.2975570229581344,0.8816108900923408,0.1531404723784487,0.02878798636564899,13690.9113711057,0.4496883412819001,P01
APOE->LRP1,EMT->ETC,28,0.09364548494983277,0.1486530856287838,44.44727260300633,0.09674779670617754,0.5100757560229312,7,0.1842105263157895,0.3322065526400997,12.62384900032379,0.09595383688398922,0.03613112589119572,0.0493835291160518,0.009283322304029909,561.0956578165805,0.01842961135491136,P01
APOE->LRP1,EMT->Endo,28,0.09364548494983277,0.1486530856287838,44.44727260300633,0.09674779670617754,0.5100757560229312,2,0.1538461538461539,0.3256973583554924,4.2340656586214,0.09407373499657083,0.01211845605403823,0.04841591730068768,0.009101426588839055,188.1926705477729,0.006181330633594219,P01
APOE->LRP1,EMT->TAM,28,0.09364548494983277,0.1486530856287838,44.44727260300633,0.09674779670617754,0.5100757560229312,1,0.5,1.138970320182405,2.27794064036481,0.3289777743694498,0.006519767469302026,0.1693114525347183,0.03182787483554628,101.2482486157615,0.003325575320997944,P01
APOE->LRP1,ETC->CAF,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.02427832862112645,0.01626764896887004,12,0.3428571428571429,0.6350885480849188,22.22809918297216,0.1834376307918558,0.06361976049312316,0.02369113743825344,0.004453559081845541,31.50921279287708,0.001034943931185714,P01
APOE->LRP1,ETC->EMT,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.02427832862112645,0.01626764896887004,192,0.6421404682274248,1.030186973453554,308.0259050626128,0.2975570229581344,0.8816108900923408,0.0384297610920282,0.007224187186901655,436.6389455276247,0.01434173648715526,P01
APOE->LRP1,ETC->ETC,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.02427832862112645,0.01626764896887004,7,0.1842105263157895,0.3322065526400997,12.62384900032379,0.09595383688398922,0.03613112589119572,0.01239252560956684,0.002329598784327455,17.89480698021453,5.877684728480237e-4,P01
APOE->LRP1,ETC->Endo,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.02427832862112645,0.01626764896887004,2,0.1538461538461539,0.3256973583554924,4.2340656586214,0.09407373499657083,0.01211845605403823,0.01214970873485868,0.002283953052863511,6.001956115020186,1.971387891317719e-4,P01
APOE->LRP1,ETC->TAM,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.02427832862112645,0.01626764896887004,1,0.5,1.138970320182405,2.27794064036481,0.3289777743694498,0.006519767469302026,0.04248777981416992,0.007987030515188294,3.229071265876913,1.060612885492635e-4,P01
RSPO4->LGR5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDF3->TDGF1,DC->ETC,1,0.06666666666666667,0.1439361376636853,2.15904206495528,1,1,1,0.02631578947368421,0.04421668700031053,1.6802341060118,1,1,0.006364379147108783,1,3.627696113852006,1,P01
WNT3A->FZD8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGF->SORT1,CAF->CAF,1,0.02857142857142857,0.05664627356404828,1.98261957474169,1,1,4,0.1142857142857143,0.2190529071014314,7.6668517485501,0.1815816385312399,0.09177623203667486,0.01240853090066774,0.1815816385312399,15.20045035331798,0.09177623203667486,P01
NGF->SORT1,CAF->DC,1,0.02857142857142857,0.05664627356404828,1.98261957474169,1,1,1,0.06666666666666667,0.1526543568078614,2.28981535211792,0.1265412479792781,0.02741028938206047,0.008647300456481951,0.1265412479792781,4.539832739653024,0.02741028938206047,P01
NGF->SORT1,CAF->EMT,1,0.02857142857142857,0.05664627356404828,1.98261957474169,1,1,36,0.1204013377926421,0.1769872705432698,52.91919389243768,0.1467117647954227,0.6334704748640297,0.01002566934454829,0.1467117647954227,104.9186296906978,0.6334704748640297,P01
NGF->SORT1,CAF->ETC,1,0.02857142857142857,0.05664627356404828,1.98261957474169,1,1,12,0.3157894736842105,0.4845205869278453,18.41178230325812,0.4016383221782009,0.2203986799656218,0.02744628571452796,0.4016383221782009,36.50356000032219,0.2203986799656218,P01
NGF->SORT1,CAF->Endo,1,0.02857142857142857,0.05664627356404828,1.98261957474169,1,1,1,0.07692307692307693,0.17314532824041,2.25088926712533,0.1435270265158584,0.02694432375161315,0.009808037629843199,0.1435270265158584,4.462657121578656,0.02694432375161315,P01
WNT3->FZD8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WNT8A->FZD8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICOSLG->CD28,CAF->EMT,2,0.05714285714285714,0.1170126579014697,4.095443026551441,0.8451574490854044,0.3898408200640183,2,0.006688963210702341,0.008860455996570335,2.64927634297453,0.01000221068156002,0.3766267265578311,0.001036785506377711,0.008453442864842049,10.84996032424274,0.1468244719393317,P01
ICOSLG->CD28,CAF->TIL,2,0.05714285714285714,0.1170126579014697,4.095443026551441,0.8451574490854044,0.3898408200640183,2,0.4,0.876989310486092,4.38494655243046,0.98999778931844,0.6233732734421689,0.1026188501711549,0.8367040062205623,17.95829877995211,0.2430163481246866,P01
ICOSLG->CD28,EMT->EMT,4,0.01337792642140468,0.0214380627637698,6.40998076636717,0.1548425509145956,0.6101591799359818,2,0.006688963210702341,0.008860455996570335,2.64927634297453,0.01000221068156002,0.3766267265578311,1.899510117700953e-4,0.001548767816717969,16.98181040325829,0.2298022546184995,P01
ICOSLG->CD28,EMT->TIL,4,0.01337792642140468,0.0214380627637698,6.40998076636717,0.1548425509145956,0.6101591799359818,2,0.4,0.876989310486092,4.38494655243046,0.98999778931844,0.6233732734421689,0.01880095188135604,0.1532937830978776,28.10742306262728,0.3803569253174823,P01
NTN1->NEO1,EMT->CAF,8,0.02675585284280936,0.03868832566291652,11.56780937321204,1,1,3,0.08571428571428572,0.1637509764497748,5.73128417574212,0.399002982380321,0.1534890119175761,0.006335251104509464,0.399002982380321,66.29840280869153,0.1534890119175761,P01
NTN1->NEO1,EMT->EMT,8,0.02675585284280936,0.03868832566291652,11.56780937321204,1,1,17,0.0568561872909699,0.08519566105323446,25.4735026549171,0.2075915733945552,0.6822036096433309,0.003296077479894988,0.2075915733945552,294.6726227800918,0.6822036096433309,P01
NTN1->NEO1,EMT->ETC,8,0.02675585284280936,0.03868832566291652,11.56780937321204,1,1,4,0.1052631578947368,0.161453744651756,6.13524229676673,0.3934054442251238,0.164307378439093,0.006246375052584505,0.3934054442251238,70.97131334746514,0.164307378439093,P01
FGF9->FGFR4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WNT1->FZD8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BDNF->SORT1,CAF->CAF,2,0.05714285714285714,0.1052766366990797,3.68468228446779,0.1891188120935818,0.03795195937862031,4,0.1142857142857143,0.2190529071014314,7.6668517485501,0.1815816385312399,0.09177623203667486,0.02306115331879465,0.03434050377703426,28.24991281552345,0.003483087830178716,P01
BDNF->SORT1,CAF->DC,2,0.05714285714285714,0.1052766366990797,3.68468228446779,0.1891188120935818,0.03795195937862031,1,0.06666666666666667,0.1526543568078614,2.28981535211792,0.1265412479792781,0.02741028938206047,0.01607093726219291,0.02393133049868044,8.437242062651276,0.001040274189184187,P01
BDNF->SORT1,CAF->EMT,2,0.05714285714285714,0.1052766366990797,3.68468228446779,0.1891188120935818,0.03795195937862031,36,0.1204013377926421,0.1769872705432698,52.91919389243768,0.1467117647954227,0.6334704748640297,0.01863262458134555,0.02774595467826332,194.9904162437812,0.02404144572959497,P01
BDNF->SORT1,CAF->ETC,2,0.05714285714285714,0.1052766366990797,3.68468228446779,0.1891188120935818,0.03795195937862031,12,0.3157894736842105,0.4845205869278453,18.41178230325812,0.4016383221782009,0.2203986799656218,0.05100869780322764,0.07595736238160064,67.84156807829277,0.008364561749156816,P01
BDNF->SORT1,CAF->Endo,2,0.05714285714285714,0.1052766366990797,3.68468228446779,0.1891188120935818,0.03795195937862031,1,0.07692307692307693,0.17314532824041,2.25088926712533,0.1435270265158584,0.02694432375161315,0.01822815781730855,0.02714366075800316,8.29381180687539,0.001022589880505617,P01
BDNF->SORT1,EMT->CAF,59,0.1973244147157191,0.2921473606729748,87.35206084121945,0.524813135555186,0.899719869650463,4,0.1142857142857143,0.2190529071014314,7.6668517485501,0.1815816385312399,0.09177623203667486,0.06399572865742553,0.09529642907682842,669.7153003999581,0.08257289952504775,P01
BDNF->SORT1,EMT->DC,59,0.1973244147157191,0.2921473606729748,87.35206084121945,0.524813135555186,0.899719869650463,1,0.06666666666666667,0.1526543568078614,2.28981535211792,0.1265412479792781,0.02741028938206047,0.04459756743664726,0.0664105091290713,200.0200899533629,0.02466158198990892,P01
BDNF->SORT1,EMT->EMT,59,0.1973244147157191,0.2921473606729748,87.35206084121945,0.524813135555186,0.899719869650463,36,0.1204013377926421,0.1769872705432698,52.91919389243768,0.1467117647954227,0.6334704748640297,0.05170636396193002,0.07699626130512076,4622.600644560505,0.5699459730720817,P01
BDNF->SORT1,EMT->ETC,59,0.1973244147157191,0.2921473606729748,87.35206084121945,0.524813135555186,0.899719869650463,12,0.3157894736842105,0.4845205869278453,18.41178230325812,0.4016383221782009,0.2203986799656218,0.1415514106626907,0.2107850672214656,1608.307127949491,0.1982970716098034,P01
BDNF->SORT1,EMT->Endo,59,0.1973244147157191,0.2921473606729748,87.35206084121945,0.524813135555186,0.899719869650463,1,0.07692307692307693,0.17314532824041,2.25088926712533,0.1435270265158584,0.02694432375161315,0.05058395065829167,0.07532486882269998,196.6198162087797,0.02424234345362126,P01
BDNF->SORT1,ETC->CAF,4,0.1052631578947368,0.159245302385315,6.051321490641969,0.2860680523512323,0.06232817097091663,4,0.1142857142857143,0.2190529071014314,7.6668517485501,0.1815816385312399,0.09177623203667486,0.03488314642974975,0.05194470567737728,46.39458475156718,0.005720244681448387,P01
BDNF->SORT1,ETC->DC,4,0.1052631578947368,0.159245302385315,6.051321490641969,0.2860680523512323,0.06232817097091663,1,0.06666666666666667,0.1526543568078614,2.28981535211792,0.1265412479792781,0.02741028938206047,0.02430948921030365,0.0361994083515264,13.85640884987308,0.001708433202967366,P01
BDNF->SORT1,ETC->EMT,4,0.1052631578947368,0.159245302385315,6.051321490641969,0.2860680523512323,0.06232817097091663,36,0.1204013377926421,0.1769872705432698,52.91919389243768,0.1467117647954227,0.6334704748640297,0.02818439141601455,0.04196954881203867,320.2310552687574,0.03948305606235299,P01
BDNF->SORT1,ETC->ETC,4,0.1052631578947368,0.159245302385315,6.051321490641969,0.2860680523512323,0.06232817097091663,12,0.3157894736842105,0.4845205869278453,18.41178230325812,0.4016383221782009,0.2203986799656218,0.07715762737723501,0.1148958925751347,111.4156139327274,0.01373704660666161,P01
BDNF->SORT1,ETC->Endo,4,0.1052631578947368,0.159245302385315,6.051321490641969,0.2860680523512323,0.06232817097091663,1,0.07692307692307693,0.17314532824041,2.25088926712533,0.1435270265158584,0.02694432375161315,0.02757258015224871,0.04105849693515529,13.62085459521086,0.001679390417486275,P01
RSPO3->FZD8,CAF->ETC,1,0.02857142857142857,0.05310034199301485,1.85851196975552,1,1,2,0.05263157894736842,0.08944893483942053,3.39905952389798,1,1,0.004749769030884131,1,6.317192811075895,1,P01
IHH->BOC,ETC->CAF,1,0.02631578947368421,0.03675817944544974,1.39681081892709,1,1,4,0.1142857142857143,0.1985973664002243,6.950907824007849,0.6953450375676556,0.2798581652286194,0.007300077631533175,0.6953450375676556,9.709103249939123,0.2798581652286194,P01
IHH->BOC,ETC->EMT,1,0.02631578947368421,0.03675817944544974,1.39681081892709,1,1,11,0.03678929765886288,0.05586157613057371,16.70261126304154,0.1955870334897773,0.6724822513768384,0.002053369839513281,0.1955870334897773,23.33038811654989,0.6724822513768384,P01
IHH->BOC,ETC->ETC,1,0.02631578947368421,0.03675817944544974,1.39681081892709,1,1,1,0.02631578947368421,0.031150870828805,1.18373309149459,0.109067928942567,0.04765958339454213,0.00114504929980724,0.109067928942567,1.653451188921655,0.04765958339454213,P01
SHH->BOC,EMT->CAF,1,0.003344481605351171,0.004745695336688093,1.41896290566974,0.03371371685668357,0.2153965043628043,4,0.1142857142857143,0.1985973664002243,6.950907824007849,0.6953450375676556,0.2798581652286194,9.424825956040809e-4,0.02344266571425594,9.863080362996707,0.06028047050763273,P01
SHH->BOC,EMT->EMT,1,0.003344481605351171,0.004745695336688093,1.41896290566974,0.03371371685668357,0.2153965043628043,11,0.03678929765886288,0.05586157613057371,16.70261126304154,0.1955870334897773,0.6724822513768384,2.651020213429106e-4,0.006593965867913039,23.70038581007755,0.1448503261925996,P01
SHH->BOC,EMT->ETC,1,0.003344481605351171,0.004745695336688093,1.41896290566974,0.03371371685668357,0.2153965043628043,1,0.02631578947368421,0.031150870828805,1.18373309149459,0.109067928942567,0.04765958339454213,1.47832542426033e-4,0.003677085274514586,1.679673347044588,0.01026570766257193,P01
