LR,cell_type_pair,2,3,4
A2M->LRP1,CAF->CAF,1.2386313595332805,1.0336457463770423,0.9609106087926391
A2M->LRP1,CAF->DC,0.2709554626430025,0.0791940634401847,0
A2M->LRP1,CAF->Endo,0.37842367706661445,0.07444558674169187,0.4927911987127869
A2M->LRP1,CAF->ETC,0.42103256655812327,0.2704049507352902,0.5026398314139
A2M->LRP1,CAF->TAM,0.9620679608879726,0.5084985650126669,1.723300895699479
A2M->LRP1,CAF->TIL,0.1452611629888156,0.01412195299856353,0
A2M->LRP1,DC->CAF,0.27420617292404187,0.08888740581448912,0.1637151885529741
A2M->LRP1,DC->ETC,0.07537039669139713,0.03357130089126384,0.0856372840732364
A2M->LRP1,DC->TAM,0.17956534384921516,0.04982461026434153,0.2936074682612148
A2M->LRP1,DC->TIL,0.03563382689530488,0.001383722300784172,0
A2M->LRP1,Endo->CAF,1.9153498489180372,1.785496326633553,1.274357948903369
A2M->LRP1,Endo->ETC,0.5664671519160246,0.674352388534783,0.666600054923506
A2M->LRP1,Endo->TAM,1.363464206717315,1.000835357807562,2.285438598233685
A2M->LRP1,Endo->TIL,0.3286550086176659,0.02779506345687885,0
A2M->LRP1,ETC->CAF,0.1092547533840198,0.11941384548917056,0.1348549393492756
A2M->LRP1,ETC->DC,0.011057539033273294,0.01068559935580341,0
A2M->LRP1,ETC->Endo,0.03417901657878711,0.0100448907301021,0.0691586986408332
A2M->LRP1,ETC->ETC,0.028401484772793015,0.033059435837379324,0.07054086338480525
A2M->LRP1,ETC->TAM,0.06906410881681589,0.0686113542188717,0.241849382912012
A2M->LRP1,ETC->TIL,0.01947526630116632,0.001905465199144788,0
A2M->LRP1,TAM->CAF,0.8568001106833908,1.094102572607994,0
A2M->LRP1,TAM->DC,0.13707031674103962,0.09551346785107548,0
A2M->LRP1,TAM->Endo,0.3227905096779421,0.08978647952920918,0
A2M->LRP1,TAM->ETC,0.22704714492312766,0.4132244195267261,0
A2M->LRP1,TAM->TAM,0.5585632934852398,0.6132841179230453,0
A2M->LRP1,TAM->TIL,0.08323506920625133,0.01703204312456418,0
A2M->LRP1,TIL->CAF,0.2198631849976341,0.1210546426826417,0
A2M->LRP1,TIL->ETC,0.03991115624121005,0.04572033345494426,0
A2M->LRP1,TIL->TAM,0.1756358707077824,0.06785551155514291,0
A2M->LRP1,TIL->TIL,0.02754185508506423,0.001884474039472152,0
ACE->BDKRB2,CAF->CAF,7.854052403456589e-4,0.002285033322713463,0.003256709504004374
ACE->BDKRB2,CAF->DC,6.774044365455459e-4,0,0
ACE->BDKRB2,CAF->Endo,0.009598951485993833,0.009705007702340637,0.005758522205798129
ACE->BDKRB2,CAF->ETC,0.002760246203987671,0.001654145163318151,0.002146303109667791
ACE->BDKRB2,CAF->TAM,3.261121720373528e-4,1.566931589217901e-4,0
ACE->BDKRB2,DC->CAF,0.001630314416269241,0.006261804637348604,0
ACE->BDKRB2,DC->ETC,0.005579895187100418,0.004532946522728769,0
ACE->BDKRB2,Endo->CAF,0.022963163511799237,0,0
ACE->BDKRB2,Endo->ETC,0.07343487342030544,0,0
ACE->BDKRB2,Endo->TAM,0.0113962910547813,0,0
ACE->BDKRB2,ETC->CAF,0.003957854698504879,0.006831301565570976,0.002516963924915103
ACE->BDKRB2,ETC->DC,0.00851163096165834,0,0
ACE->BDKRB2,ETC->Endo,0.044208429571249604,0.05009471694483215,0.004450502151019289
ACE->BDKRB2,ETC->ETC,0.014641339452161051,0.005655436203980477,0.001658780892899583
ACE->BDKRB2,ETC->TAM,0.001698931641365462,8.088091925455708e-4,0
ACE->BDKRB2,TAM->CAF,0.00475886451055357,0.01872905857688031,0
ACE->BDKRB2,TAM->DC,0.006225175130312217,0,0
ACE->BDKRB2,TAM->Endo,0.05833773493678029,0.07954617376448882,0
ACE->BDKRB2,TAM->ETC,0.01564188370774809,0.01355804370575202,0
ACE->BDKRB2,TAM->TAM,0.001956764746334471,0.001284320592995846,0
AGRP->SDC3,CAF->CAF,0.005000641437910998,0,0
AGRP->SDC3,CAF->Endo,0.0109326213275318,0,0
AGRP->SDC3,CAF->ETC,0.006616182231370715,0,0
AGRP->SDC3,CAF->TAM,0.002785679673923853,0,0
AGRP->SDC3,ETC->CAF,0.007222178655770123,0,0
AGRP->SDC3,ETC->Endo,0.01578944329115937,0,0
AGRP->SDC3,ETC->ETC,0.009555424176553725,0,0
AGRP->SDC3,ETC->TAM,0.004023219127510578,0,0
