LR,cell_type_pair,Patient
ARF1->PLD2,DC->TAM,P08
ARF1->PLD2,ETC->CAF,P08
ARF1->PLD2,ETC->DC,P08
ARF1->PLD2,ETC->ETC,P08
ARF1->PLD2,ETC->Endo,P08
ARF1->PLD2,ETC->TAM,P08
ARF1->PLD2,Endo->CAF,P08
ARF1->PLD2,Endo->DC,P08
ARF1->PLD2,Endo->ETC,P08
ARF1->PLD2,Endo->Endo,P08
ARF1->PLD2,Endo->TAM,P08
ARF1->PLD2,TAM->CAF,P08
ARF1->PLD2,TAM->DC,P08
ARF1->PLD2,TAM->ETC,P08
ARF1->PLD2,TAM->Endo,P08
ARF1->PLD2,TAM->TAM,P08
ARF1->PLD2,TIL->CAF,P08
ARF1->PLD2,TIL->DC,P08
ARF1->PLD2,TIL->ETC,P08
ARF1->PLD2,TIL->Endo,P08
ARF1->PLD2,TIL->TAM,P08
GPC3->CD81,CAF->CAF,P08
GPC3->CD81,CAF->DC,P08
GPC3->CD81,CAF->ETC,P08
GPC3->CD81,CAF->Endo,P08
GPC3->CD81,CAF->TAM,P08
GPC3->CD81,DC->CAF,P08
GPC3->CD81,DC->DC,P08
GPC3->CD81,DC->ETC,P08
GPC3->CD81,DC->Endo,P08
GPC3->CD81,DC->TAM,P08
GPC3->CD81,ETC->CAF,P08
GPC3->CD81,ETC->DC,P08
GPC3->CD81,ETC->ETC,P08
GPC3->CD81,ETC->Endo,P08
GPC3->CD81,ETC->TAM,P08
GPC3->CD81,Endo->CAF,P08
GPC3->CD81,Endo->DC,P08
GPC3->CD81,Endo->ETC,P08
GPC3->CD81,Endo->Endo,P08
GPC3->CD81,Endo->TAM,P08
ICOS->ICOSLG,ETC->CAF,P08
ICOS->ICOSLG,ETC->DC,P08
ICOS->ICOSLG,ETC->ETC,P08
ICOS->ICOSLG,ETC->Endo,P08
ICOS->ICOSLG,ETC->TAM,P08
ICOS->ICOSLG,TIL->CAF,P08
ICOS->ICOSLG,TIL->DC,P08
ICOS->ICOSLG,TIL->ETC,P08
ICOS->ICOSLG,TIL->Endo,P08
ICOS->ICOSLG,TIL->TAM,P08
ICOSLG->ICOS,CAF->ETC,P08
ICOSLG->ICOS,CAF->TIL,P08
ICOSLG->ICOS,DC->ETC,P08
ICOSLG->ICOS,DC->TIL,P08
ICOSLG->ICOS,ETC->ETC,P08
ICOSLG->ICOS,ETC->TIL,P08
ICOSLG->ICOS,Endo->ETC,P08
ICOSLG->ICOS,Endo->TIL,P08
ICOSLG->ICOS,TAM->ETC,P08
ICOSLG->ICOS,TAM->TIL,P08
TDGF1->ACVR1B,ETC->CAF,P08
TDGF1->ACVR1B,ETC->ETC,P08
TDGF1->ACVR1B,ETC->Endo,P08
TDGF1->ACVR1B,ETC->TAM,P08
NECTIN2->PVRIG,NA,NA
DHH->BOC,CAF->CAF,P08
DHH->BOC,CAF->ETC,P08
DHH->BOC,CAF->Endo,P08
DHH->BOC,ETC->CAF,P08
DHH->BOC,ETC->ETC,P08
DHH->BOC,ETC->Endo,P08
APOD->LEPR,CAF->CAF,P08
APOD->LEPR,CAF->ETC,P08
APOD->LEPR,CAF->Endo,P08
APOD->LEPR,CAF->TAM,P08
APOD->LEPR,DC->CAF,P08
APOD->LEPR,DC->ETC,P08
APOD->LEPR,DC->Endo,P08
APOD->LEPR,DC->TAM,P08
APOD->LEPR,ETC->CAF,P08
APOD->LEPR,ETC->ETC,P08
APOD->LEPR,ETC->Endo,P08
APOD->LEPR,ETC->TAM,P08
APOD->LEPR,Endo->CAF,P08
APOD->LEPR,Endo->ETC,P08
APOD->LEPR,Endo->Endo,P08
APOD->LEPR,Endo->TAM,P08
APOD->LEPR,TAM->CAF,P08
APOD->LEPR,TAM->ETC,P08
APOD->LEPR,TAM->Endo,P08
APOD->LEPR,TAM->TAM,P08
APOD->LEPR,TIL->CAF,P08
APOD->LEPR,TIL->ETC,P08
APOD->LEPR,TIL->Endo,P08
APOD->LEPR,TIL->TAM,P08
EDN3->EDNRB,CAF->CAF,P08
EDN3->EDNRB,CAF->DC,P08
EDN3->EDNRB,CAF->ETC,P08
EDN3->EDNRB,CAF->Endo,P08
EDN3->EDNRB,CAF->TAM,P08
EDN3->EDNRB,ETC->CAF,P08
EDN3->EDNRB,ETC->DC,P08
EDN3->EDNRB,ETC->ETC,P08
EDN3->EDNRB,ETC->Endo,P08
EDN3->EDNRB,ETC->TAM,P08
BMP8A->ACVR2A,NA,NA
ARF1->CHRM3,CAF->ETC,P08
ARF1->CHRM3,CAF->Endo,P08
ARF1->CHRM3,DC->ETC,P08
ARF1->CHRM3,DC->Endo,P08
ARF1->CHRM3,ETC->ETC,P08
ARF1->CHRM3,ETC->Endo,P08
ARF1->CHRM3,Endo->ETC,P08
ARF1->CHRM3,Endo->Endo,P08
ARF1->CHRM3,TAM->ETC,P08
ARF1->CHRM3,TAM->Endo,P08
ARF1->CHRM3,TIL->ETC,P08
ARF1->CHRM3,TIL->Endo,P08
AGRP->SDC3,TAM->CAF,P08
AGRP->SDC3,TAM->DC,P08
AGRP->SDC3,TAM->ETC,P08
AGRP->SDC3,TAM->Endo,P08
AGRP->SDC3,TAM->TAM,P08
SLAMF6->SLAMF6,ETC->ETC,P08
SLAMF6->SLAMF6,ETC->TAM,P08
SLAMF6->SLAMF6,TAM->ETC,P08
SLAMF6->SLAMF6,TAM->TAM,P08
CXCL16->CXCR6,CAF->ETC,P08
CXCL16->CXCR6,CAF->TIL,P08
CXCL16->CXCR6,DC->ETC,P08
CXCL16->CXCR6,DC->TIL,P08
CXCL16->CXCR6,ETC->ETC,P08
CXCL16->CXCR6,ETC->TIL,P08
CXCL16->CXCR6,TAM->ETC,P08
CXCL16->CXCR6,TAM->TIL,P08
VIP->VIPR1,NA,NA
C1QB->LRP1,CAF->CAF,P08
C1QB->LRP1,CAF->DC,P08
C1QB->LRP1,CAF->ETC,P08
C1QB->LRP1,CAF->Endo,P08
C1QB->LRP1,CAF->TAM,P08
C1QB->LRP1,DC->CAF,P08
C1QB->LRP1,DC->DC,P08
C1QB->LRP1,DC->ETC,P08
C1QB->LRP1,DC->Endo,P08
C1QB->LRP1,DC->TAM,P08
C1QB->LRP1,ETC->CAF,P08
C1QB->LRP1,ETC->DC,P08
C1QB->LRP1,ETC->ETC,P08
C1QB->LRP1,ETC->Endo,P08
C1QB->LRP1,ETC->TAM,P08
C1QB->LRP1,TAM->CAF,P08
C1QB->LRP1,TAM->DC,P08
C1QB->LRP1,TAM->ETC,P08
C1QB->LRP1,TAM->Endo,P08
C1QB->LRP1,TAM->TAM,P08
IL33->IL1RL1,CAF->CAF,P08
IL33->IL1RL1,CAF->DC,P08
IL33->IL1RL1,ETC->CAF,P08
IL33->IL1RL1,ETC->DC,P08
IL33->IL1RL1,Endo->CAF,P08
IL33->IL1RL1,Endo->DC,P08
AGRP->MC3R,NA,NA
SLURP1->CHRNA7,ETC->ETC,P08
OMG->TNFRSF1B,CAF->CAF,P08
OMG->TNFRSF1B,CAF->DC,P08
OMG->TNFRSF1B,CAF->ETC,P08
OMG->TNFRSF1B,CAF->Endo,P08
OMG->TNFRSF1B,CAF->TAM,P08
OMG->TNFRSF1B,CAF->TIL,P08
OMG->TNFRSF1B,ETC->CAF,P08
OMG->TNFRSF1B,ETC->DC,P08
OMG->TNFRSF1B,ETC->ETC,P08
OMG->TNFRSF1B,ETC->Endo,P08
OMG->TNFRSF1B,ETC->TAM,P08
OMG->TNFRSF1B,ETC->TIL,P08
NCR3LG1->NCR3,CAF->ETC,P08
NCR3LG1->NCR3,DC->ETC,P08
NCR3LG1->NCR3,ETC->ETC,P08
NCR3LG1->NCR3,TAM->ETC,P08
NECTIN2->TIGIT,NA,NA
TIGIT->NECTIN2,NA,NA
SERPINE2->LRP1,CAF->CAF,P08
SERPINE2->LRP1,CAF->DC,P08
SERPINE2->LRP1,CAF->ETC,P08
SERPINE2->LRP1,CAF->Endo,P08
SERPINE2->LRP1,CAF->TAM,P08
SERPINE2->LRP1,DC->CAF,P08
SERPINE2->LRP1,DC->DC,P08
SERPINE2->LRP1,DC->ETC,P08
SERPINE2->LRP1,DC->Endo,P08
SERPINE2->LRP1,DC->TAM,P08
SERPINE2->LRP1,ETC->CAF,P08
SERPINE2->LRP1,ETC->DC,P08
SERPINE2->LRP1,ETC->ETC,P08
SERPINE2->LRP1,ETC->Endo,P08
SERPINE2->LRP1,ETC->TAM,P08
SERPINE2->LRP1,Endo->CAF,P08
SERPINE2->LRP1,Endo->DC,P08
SERPINE2->LRP1,Endo->ETC,P08
SERPINE2->LRP1,Endo->Endo,P08
SERPINE2->LRP1,Endo->TAM,P08
FGF19->FGFR4,CAF->CAF,P08
FGF19->FGFR4,CAF->ETC,P08
FGF19->FGFR4,ETC->CAF,P08
FGF19->FGFR4,ETC->ETC,P08
PDGFB->LRP1,CAF->CAF,P08
PDGFB->LRP1,CAF->DC,P08
PDGFB->LRP1,CAF->ETC,P08
PDGFB->LRP1,CAF->Endo,P08
PDGFB->LRP1,CAF->TAM,P08
PDGFB->LRP1,DC->CAF,P08
PDGFB->LRP1,DC->DC,P08
PDGFB->LRP1,DC->ETC,P08
PDGFB->LRP1,DC->Endo,P08
PDGFB->LRP1,DC->TAM,P08
PDGFB->LRP1,ETC->CAF,P08
PDGFB->LRP1,ETC->DC,P08
PDGFB->LRP1,ETC->ETC,P08
PDGFB->LRP1,ETC->Endo,P08
PDGFB->LRP1,ETC->TAM,P08
PDGFB->LRP1,Endo->CAF,P08
PDGFB->LRP1,Endo->DC,P08
PDGFB->LRP1,Endo->ETC,P08
PDGFB->LRP1,Endo->Endo,P08
PDGFB->LRP1,Endo->TAM,P08
PDGFB->LRP1,TAM->CAF,P08
PDGFB->LRP1,TAM->DC,P08
PDGFB->LRP1,TAM->ETC,P08
PDGFB->LRP1,TAM->Endo,P08
PDGFB->LRP1,TAM->TAM,P08
NXPH3->NRXN3,CAF->CAF,P08
NXPH3->NRXN3,CAF->ETC,P08
NXPH3->NRXN3,CAF->Endo,P08
AGT->AGTR1,CAF->CAF,P08
AGT->AGTR1,CAF->ETC,P08
AGT->AGTR1,CAF->Endo,P08
AGT->AGTR1,ETC->CAF,P08
AGT->AGTR1,ETC->ETC,P08
AGT->AGTR1,ETC->Endo,P08
AGT->AGTR1,Endo->CAF,P08
AGT->AGTR1,Endo->ETC,P08
AGT->AGTR1,Endo->Endo,P08
PSPN->GFRA1,CAF->CAF,P08
PSPN->GFRA1,CAF->DC,P08
PSPN->GFRA1,CAF->ETC,P08
PSPN->GFRA1,DC->CAF,P08
PSPN->GFRA1,DC->DC,P08
PSPN->GFRA1,DC->ETC,P08
PSPN->GFRA1,ETC->CAF,P08
PSPN->GFRA1,ETC->DC,P08
PSPN->GFRA1,ETC->ETC,P08
PSPN->GFRA1,Endo->CAF,P08
PSPN->GFRA1,Endo->DC,P08
PSPN->GFRA1,Endo->ETC,P08
WNT2->FZD8,CAF->CAF,P08
WNT2->FZD8,CAF->ETC,P08
WNT2->FZD8,CAF->Endo,P08
WNT1->ROR2,NA,NA
ARTN->RET,CAF->CAF,P08
ARTN->RET,CAF->ETC,P08
ARTN->RET,ETC->CAF,P08
ARTN->RET,ETC->ETC,P08
SLAMF1->SLAMF1,DC->DC,P08
SLAMF1->SLAMF1,DC->ETC,P08
SLAMF1->SLAMF1,DC->Endo,P08
SLAMF1->SLAMF1,DC->TAM,P08
SLAMF1->SLAMF1,DC->TIL,P08
SLAMF1->SLAMF1,ETC->DC,P08
SLAMF1->SLAMF1,ETC->ETC,P08
SLAMF1->SLAMF1,ETC->Endo,P08
SLAMF1->SLAMF1,ETC->TAM,P08
SLAMF1->SLAMF1,ETC->TIL,P08
SLAMF1->SLAMF1,Endo->DC,P08
SLAMF1->SLAMF1,Endo->ETC,P08
SLAMF1->SLAMF1,Endo->Endo,P08
SLAMF1->SLAMF1,Endo->TAM,P08
SLAMF1->SLAMF1,Endo->TIL,P08
SLAMF1->SLAMF1,TAM->DC,P08
SLAMF1->SLAMF1,TAM->ETC,P08
SLAMF1->SLAMF1,TAM->Endo,P08
SLAMF1->SLAMF1,TAM->TAM,P08
SLAMF1->SLAMF1,TAM->TIL,P08
SLAMF1->SLAMF1,TIL->DC,P08
SLAMF1->SLAMF1,TIL->ETC,P08
SLAMF1->SLAMF1,TIL->Endo,P08
SLAMF1->SLAMF1,TIL->TAM,P08
SLAMF1->SLAMF1,TIL->TIL,P08
CNTN1->NOTCH1,CAF->CAF,P08
CNTN1->NOTCH1,CAF->ETC,P08
CNTN1->NOTCH1,CAF->Endo,P08
CNTN1->NOTCH1,CAF->TAM,P08
CNTN1->NOTCH1,ETC->CAF,P08
CNTN1->NOTCH1,ETC->ETC,P08
CNTN1->NOTCH1,ETC->Endo,P08
CNTN1->NOTCH1,ETC->TAM,P08
ACE->BDKRB2,CAF->CAF,P08
ACE->BDKRB2,CAF->ETC,P08
ACE->BDKRB2,CAF->Endo,P08
ACE->BDKRB2,DC->CAF,P08
ACE->BDKRB2,DC->ETC,P08
ACE->BDKRB2,DC->Endo,P08
ACE->BDKRB2,ETC->CAF,P08
ACE->BDKRB2,ETC->ETC,P08
ACE->BDKRB2,ETC->Endo,P08
ACE->BDKRB2,Endo->CAF,P08
ACE->BDKRB2,Endo->ETC,P08
ACE->BDKRB2,Endo->Endo,P08
ACE->BDKRB2,TAM->CAF,P08
ACE->BDKRB2,TAM->ETC,P08
ACE->BDKRB2,TAM->Endo,P08
NTN3->NEO1,NA,NA
GZMB->CHRM3,CAF->ETC,P08
GZMB->CHRM3,CAF->Endo,P08
GZMB->CHRM3,ETC->ETC,P08
GZMB->CHRM3,ETC->Endo,P08
GZMB->CHRM3,Endo->ETC,P08
GZMB->CHRM3,Endo->Endo,P08
GZMB->CHRM3,TAM->ETC,P08
GZMB->CHRM3,TAM->Endo,P08
GZMB->CHRM3,TIL->ETC,P08
GZMB->CHRM3,TIL->Endo,P08
NODAL->TDGF1,Endo->ETC,P08
CCL16->CCR5,NA,NA
CCL4L1->CCR5,TAM->DC,P08
CCL4L1->CCR5,TAM->TAM,P08
CCL4L1->CCR5,TAM->TIL,P08
IHH->HHIP,DC->CAF,P08
IHH->HHIP,DC->ETC,P08
IHH->HHIP,ETC->CAF,P08
IHH->HHIP,ETC->ETC,P08
ZG16B->TLR4,CAF->CAF,P08
ZG16B->TLR4,CAF->DC,P08
ZG16B->TLR4,CAF->ETC,P08
ZG16B->TLR4,CAF->Endo,P08
ZG16B->TLR4,CAF->TAM,P08
ZG16B->TLR4,ETC->CAF,P08
ZG16B->TLR4,ETC->DC,P08
ZG16B->TLR4,ETC->ETC,P08
ZG16B->TLR4,ETC->Endo,P08
ZG16B->TLR4,ETC->TAM,P08
ZG16B->TLR4,Endo->CAF,P08
ZG16B->TLR4,Endo->DC,P08
ZG16B->TLR4,Endo->ETC,P08
ZG16B->TLR4,Endo->Endo,P08
ZG16B->TLR4,Endo->TAM,P08
ZG16B->TLR4,TAM->CAF,P08
ZG16B->TLR4,TAM->DC,P08
ZG16B->TLR4,TAM->ETC,P08
ZG16B->TLR4,TAM->Endo,P08
ZG16B->TLR4,TAM->TAM,P08
GDF5->ROR2,CAF->CAF,P08
GDF5->ROR2,CAF->ETC,P08
LPL->LRP1,CAF->CAF,P08
LPL->LRP1,CAF->DC,P08
LPL->LRP1,CAF->ETC,P08
LPL->LRP1,CAF->Endo,P08
LPL->LRP1,CAF->TAM,P08
LPL->LRP1,ETC->CAF,P08
LPL->LRP1,ETC->DC,P08
LPL->LRP1,ETC->ETC,P08
LPL->LRP1,ETC->Endo,P08
LPL->LRP1,ETC->TAM,P08
LPL->LRP1,Endo->CAF,P08
LPL->LRP1,Endo->DC,P08
LPL->LRP1,Endo->ETC,P08
LPL->LRP1,Endo->Endo,P08
LPL->LRP1,Endo->TAM,P08
LPL->LRP1,TAM->CAF,P08
LPL->LRP1,TAM->DC,P08
LPL->LRP1,TAM->ETC,P08
LPL->LRP1,TAM->Endo,P08
LPL->LRP1,TAM->TAM,P08
ANGPT1->TIE1,CAF->CAF,P08
ANGPT1->TIE1,CAF->ETC,P08
ANGPT1->TIE1,CAF->Endo,P08
ANGPT1->TIE1,CAF->TAM,P08
ANGPT1->TIE1,ETC->CAF,P08
ANGPT1->TIE1,ETC->ETC,P08
ANGPT1->TIE1,ETC->Endo,P08
ANGPT1->TIE1,ETC->TAM,P08
ANGPT1->TIE1,Endo->CAF,P08
ANGPT1->TIE1,Endo->ETC,P08
ANGPT1->TIE1,Endo->Endo,P08
ANGPT1->TIE1,Endo->TAM,P08
ANGPTL1->TEK,CAF->CAF,P08
ANGPTL1->TEK,CAF->ETC,P08
ANGPTL1->TEK,CAF->Endo,P08
ANGPTL1->TEK,ETC->CAF,P08
ANGPTL1->TEK,ETC->ETC,P08
ANGPTL1->TEK,ETC->Endo,P08
ANGPTL1->TEK,Endo->CAF,P08
ANGPTL1->TEK,Endo->ETC,P08
ANGPTL1->TEK,Endo->Endo,P08
CCL3L1->CCR5,CAF->DC,P08
CCL3L1->CCR5,CAF->TAM,P08
CCL3L1->CCR5,CAF->TIL,P08
