LR,cell_type_pair,2,3,4
ADAM17->ITGB1,CAF->CAF,0.7221547241204879,0.9725087127930283,0.05061117927452151
ADAM17->ITGB1,CAF->DC,0.41718399330804323,0.3410545516534245,0.008220233459579371
ADAM17->ITGB1,CAF->Endo,0.5834170654100534,0.68467219503035,0.0165995397343315
ADAM17->ITGB1,CAF->ETC,0.424446527930594,0.7377449663636279,0.02786966273453693
ADAM17->ITGB1,CAF->TAM,0.5230886722774487,0.5194504812753252,0
ADAM17->ITGB1,CAF->TIL,0.4812700589929729,0.5487972069840613,0.04988826209234422
ADAM17->ITGB1,DC->CAF,0.8166431946237143,0.5441413257051518,0
ADAM17->ITGB1,DC->ETC,0.4694007234633074,0.3973506743161824,0
ADAM17->ITGB1,DC->TAM,0.5802163266289054,0.3926229280103632,0
ADAM17->ITGB1,DC->TIL,0.449723099076556,0.4148044405714689,0
ADAM17->ITGB1,Endo->CAF,1.0764189936134647,0.8314673664492991,0.1447597014062346
ADAM17->ITGB1,Endo->ETC,0.7091904483878546,0.6071660120693555,0.0797136939619784
ADAM17->ITGB1,Endo->TAM,0.8257765894135709,0.5999418469776017,0
ADAM17->ITGB1,Endo->TIL,0.5902697245730272,0.633835989844152,0.1426919907357168
ADAM17->ITGB1,ETC->CAF,0.5822011643777395,1.0162444399057495,0.04152592865600615
ADAM17->ITGB1,ETC->DC,0.3535866012876075,0.374428111853601,0.006744613207423329
ADAM17->ITGB1,ETC->Endo,0.5243253166876292,0.7516701242691077,0.01361974395007626
ADAM17->ITGB1,ETC->ETC,0.3647551771266798,0.7700656491283957,0.02286675874719134
ADAM17->ITGB1,ETC->TAM,0.4352368045925098,0.5702808010110056,0
ADAM17->ITGB1,ETC->TIL,0.3945569954602249,0.602499221914456,0.04093278287751195
ADAM17->ITGB1,TAM->CAF,1.206100717408035,0.8070249488173301,0.8683911777394354
ADAM17->ITGB1,TAM->DC,0.6864369847767247,0.3823231581961151,0.1410435069401914
ADAM17->ITGB1,TAM->Endo,0.9629149226520604,0.7675195497730032,0.2848163995871438
ADAM17->ITGB1,TAM->ETC,0.7142288762170793,0.5893173196999704,0.4781901862822024
ADAM17->ITGB1,TAM->TAM,0.8733396760973331,0.5823055214037638,0
ADAM17->ITGB1,TAM->TIL,0.7699112078561899,0.6152032874687089,0.855987299540236
ADAM17->ITGB1,TIL->CAF,1.571708344649458,0.1738871989743896,0
ADAM17->ITGB1,TIL->DC,0.9045854527027123,0.08237800229000461,0
ADAM17->ITGB1,TIL->Endo,0.8361305638017695,0.1653750913942577,0
ADAM17->ITGB1,TIL->ETC,1.0274065178241196,0.1269784015722144,0
ADAM17->ITGB1,TIL->TAM,1.2379513807164901,0.1254675908255484,0
ADAM17->ITGB1,TIL->TIL,2.302716966544997,0.1325559719244615,0
ADAM9->ITGA3,CAF->CAF,0.06139628528549737,0.061481342294242416,0.03511618582279685
ADAM9->ITGA3,CAF->DC,0.07566478470302684,0.01724416969607219,0
ADAM9->ITGA3,CAF->Endo,0.09865090615324931,0.1975466319942173,0
ADAM9->ITGA3,CAF->ETC,0.4209060341319006,0.4506154656204677,0.1807958558278716
ADAM9->ITGA3,CAF->TAM,0.027633036242373003,0.04394929446342122,0
ADAM9->ITGA3,DC->CAF,0.04139493104053715,0.03502377127115693,0
ADAM9->ITGA3,DC->ETC,0.19045321674999272,0.243611697593141,0
ADAM9->ITGA3,DC->TAM,0.016810374609280355,0.01539499688013151,0
ADAM9->ITGA3,Endo->CAF,0.03480569602524773,0.03368582348957103,0.02327900839435511
ADAM9->ITGA3,Endo->ETC,0.17002434887087042,0.2343054544750123,0.1198520894814661
ADAM9->ITGA3,Endo->TAM,0.012568005131722265,0.01480689054047366,0
ADAM9->ITGA3,ETC->CAF,0.11868348787838065,0.09920143181229277,0.08211912426316904
ADAM9->ITGA3,ETC->DC,0.11165363619817852,0.02425608628957936,0
ADAM9->ITGA3,ETC->Endo,0.1837269040277399,0.2778741010046399,0
ADAM9->ITGA3,ETC->ETC,0.6114057917287516,0.7477618046968184,0.4227907161078036
ADAM9->ITGA3,ETC->TAM,0.05062687772542869,0.06182019184801317,0
ADAM9->ITGA3,TAM->CAF,0.11048753899755386,0.1302278915477507,0
ADAM9->ITGA3,TAM->DC,0.09905505420520148,0.02246006903739066,0
ADAM9->ITGA3,TAM->Endo,0.15809683511655329,0.2572991956640713,0
ADAM9->ITGA3,TAM->ETC,0.5687304225959187,0.9058144392362875,0
ADAM9->ITGA3,TAM->TAM,0.04390273891297892,0.05724277858492025,0
ADAM9->ITGA3,TIL->CAF,0.01135428683200567,0.009507936126098161,0
ADAM9->ITGA3,TIL->Endo,0.0303214234409317,0.01878540985802114,0
ADAM9->ITGA3,TIL->ETC,0.04792325911416426,0.06613349665726657,0
ADAM9->ITGB1,CAF->CAF,0.8559811467052101,0.6860977192695169,0.2082188961151118
ADAM9->ITGB1,CAF->DC,0.43907248277283173,0.3990424149382669,0.03381877208349845
ADAM9->ITGB1,CAF->Endo,0.5498373504126849,0.8010837117448324,0.06829198388667893
ADAM9->ITGB1,CAF->ETC,0.48406432162941887,0.5129434077783349,0.1146582729916168
ADAM9->ITGB1,CAF->TAM,0.6001086506596414,0.6077701455208521,0
ADAM9->ITGB1,CAF->TIL,0.5146356109705867,0.6421065537012218,0.2052447504853659
ADAM9->ITGB1,DC->CAF,0.4214191716511286,0.295055091775567,0
ADAM9->ITGB1,DC->ETC,0.26454609035889154,0.215459356125016,0
ADAM9->ITGB1,DC->TAM,0.31798423809847365,0.2128957838428569,0
ADAM9->ITGB1,DC->TIL,0.27159551825175204,0.2249234831100584,0
ADAM9->ITGB1,Endo->CAF,0.39447266062764796,0.2837836526598187,0.1380312046127847
ADAM9->ITGB1,Endo->ETC,0.2729849286332688,0.2072285643773897,0.07600856519335743
ADAM9->ITGB1,Endo->TAM,0.3081102124799354,0.2047629234636516,0
ADAM9->ITGB1,Endo->TIL,0.14918902383966653,0.2163311509787238,0.1360596020751326
ADAM9->ITGB1,ETC->CAF,1.2144519201305997,1.2584190820719745,0.4869194362480141
ADAM9->ITGB1,ETC->DC,0.6990985900314766,0.5613031778589739,0.07908512505221195
ADAM9->ITGB1,ETC->Endo,0.9918441408376769,1.126824658985183,0.1597006559672506
ADAM9->ITGB1,ETC->ETC,0.7517112152779863,0.9489338295986345,0.2681281223169307
ADAM9->ITGB1,ETC->TAM,0.8994946122986386,0.8549048956147711,0
ADAM9->ITGB1,ETC->TIL,0.857485835605547,0.9032033578995035,0.4799644031536366
ADAM9->ITGB1,TAM->CAF,1.1626940934358536,1.097094947168176,0
ADAM9->ITGB1,TAM->DC,0.6754508031175057,0.5197420546378649,0
ADAM9->ITGB1,TAM->Endo,0.9058728983341806,1.043390072565589,0
ADAM9->ITGB1,TAM->ETC,0.7071487596916213,0.801136389487103,0
ADAM9->ITGB1,TAM->TAM,0.8588919181085782,0.7916043316584026,0
ADAM9->ITGB1,TAM->TIL,0.8940279158293053,0.8363265834002647,0
ADAM9->ITGB1,TIL->CAF,0.2425992235475496,0.08009888325739553,0
ADAM9->ITGB1,TIL->DC,0.1836258476902113,0.03794635848597668,0
ADAM9->ITGB1,TIL->Endo,0.1805555771603888,0.07617789128468688,0
ADAM9->ITGB1,TIL->ETC,0.1138296341279964,0.0584909540422321,0
ADAM9->ITGB1,TIL->TAM,0.1785563347872331,0.05779501866380878,0
ADAM9->ITGB1,TIL->TIL,0.1205758495299467,0.06106018949567311,0
ADM->CALCR,CAF->CAF,0.001989880528207309,0,0
ADM->CALCR,CAF->DC,0.01185111280275454,0,0
ADM->CALCR,CAF->ETC,0.0010937332845283947,0,0
ADM->CALCR,CAF->TAM,0.0039237977747885325,0.002042728638498642,0
ADM->CALCR,DC->CAF,5.898726243591892e-4,0,0
ADM->CALCR,DC->ETC,8.278743881322912e-4,0,0
ADM->CALCR,DC->TAM,0.001291720470572683,0.002351104790768938,0
ADM->CALCR,Endo->ETC,0.002858592018627958,0,0
ADM->CALCR,Endo->TAM,0.004106881511921363,7.311668483864133e-4,0
ADM->CALCR,ETC->CAF,0.001291445969702774,0,0
ADM->CALCR,ETC->DC,0.03706481530944048,0,0
ADM->CALCR,ETC->ETC,0.003025743811572104,0,0
ADM->CALCR,ETC->TAM,0.003093162265971494,0.002598808623001827,0
ADM->CALCR,TAM->CAF,0.004597025406284377,0,0
ADM->CALCR,TAM->DC,0.02141872833508773,0,0
ADM->CALCR,TAM->ETC,0.002056857350265451,0,0
ADM->CALCR,TAM->TAM,0.007319612502485954,0.00204821365400395,0
ANXA1->DYSF,CAF->CAF,0.06644822954884025,0.02344156859715994,0
ANXA1->DYSF,CAF->DC,0.2048754281432844,0.1248324089482885,0
ANXA1->DYSF,CAF->Endo,0.801034287201379,0.5103632532587571,1.00727131257886
ANXA1->DYSF,CAF->ETC,0.017346093985479327,0.0503483661175421,0
ANXA1->DYSF,CAF->TAM,0.102514154308604,0.2071947462350576,0
ANXA1->DYSF,CAF->TIL,0.6452668829512902,0.02124773044158296,0
ANXA1->DYSF,DC->CAF,0.07657368378138858,0.02474557398600477,0
ANXA1->DYSF,DC->ETC,0.02053581824739415,0.07823619981601768,0
ANXA1->DYSF,DC->TAM,0.11572199244644304,0.218720556229854,0
ANXA1->DYSF,DC->TIL,0.6940113452730603,0.02242969720637972,0
ANXA1->DYSF,Endo->CAF,0.018265427099392165,0.02901399916391212,0
ANXA1->DYSF,Endo->ETC,0.02255669422419356,0.0917313551640952,0
ANXA1->DYSF,Endo->TAM,0.09181928782124148,0.2564482052092398,0
ANXA1->DYSF,Endo->TIL,0.4752649491517493,0.02629865107840128,0
ANXA1->DYSF,ETC->CAF,0.09381324149323804,0.02390330859183937,0
