Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
CAF,ADAM12,SDC4,CAF,9,0.1267605633802817,0.2704623686254024,19.20282817240357,0.8617163778965863,0.6781300989935203,2,0.02816901408450704,0.07502434169102436,5.32672826006273,0.04258962786684196,0.02095662654474825,0.02029126115831598,0.03670017986137857,102.2882474990708,0.01421131923336037
CAF,ADAM12,SDC4,EMT,9,0.1267605633802817,0.2704623686254024,19.20282817240357,0.8617163778965863,0.6781300989935203,2,0.25,0.52139248384504,4.17113987076032,0.295982761847883,0.01641026466336094,0.1410170461642114,0.2550531934593857,80.09768222127207,0.01112829440067482
CAF,ADAM12,SDC4,ETC,9,0.1267605633802817,0.2704623686254024,19.20282817240357,0.8617163778965863,0.6781300989935203,104,0.4952380952380953,1.165146856719876,244.680839911174,0.661427610285275,0.9626331087918908,0.3151283786649001,0.569963004575822,4698.564125893659,0.652790485359485
ETC,ADAM12,SDC4,CAF,4,0.01904761904761905,0.0434023501647751,9.114493534602769,0.1382836221034136,0.3218699010064797,2,0.02816901408450704,0.07502434169102436,5.32672826006273,0.04258962786684196,0.02095662654474825,0.003256232748955574,0.005889448005463389,48.55043028692761,0.006745307311387883
ETC,ADAM12,SDC4,EMT,4,0.01904761904761905,0.0434023501647751,9.114493534602769,0.1382836221034136,0.3218699010064797,2,0.25,0.52139248384504,4.17113987076032,0.295982761847883,0.01641026466336094,0.02262965915712427,0.04092956838849733,38.01782738396876,0.005281970262686116
ETC,ADAM12,SDC4,ETC,4,0.01904761904761905,0.0434023501647751,9.114493534602769,0.1382836221034136,0.3218699010064797,104,0.4952380952380953,1.165146856719876,244.680839911174,0.661427610285275,0.9626331087918908,0.05057011186874311,0.0914646057094529,2230.14193341157,0.3098426234324057
CAF,ADAM15,ITGA5,CAF,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,1,0.01408450704225352,0.04348482207713676,3.08742236747671,0.90280448766567,0.7584781087379387,0.0009223833973751504,0.04704946043087128,4.649734706168133,0.02608778735999666
CAF,ADAM15,ITGA5,ETC,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,1,0.004761904761904762,0.004681555772371924,0.983126712198104,0.09719551233433008,0.2415218912620613,9.930336867106691e-05,0.005065323083912066,1.480613226885608,0.008307124054658596
EMT,ADAM15,ITGA5,CAF,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,1,0.01408450704225352,0.04348482207713676,3.08742236747671,0.90280448766567,0.7584781087379387,0.008339386701295417,0.4253802114575045,4.736771646335797,0.02657611655102484
EMT,ADAM15,ITGA5,ETC,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,1,0.004761904761904762,0.004681555772371924,0.983126712198104,0.09719551233433008,0.2415218912620613,0.0008978145036499565,0.04579623623316422,1.508328366131927,0.008462622530378414
ETC,ADAM15,ITGA5,CAF,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,1,0.01408450704225352,0.04348482207713676,3.08742236747671,0.90280448766567,0.7584781087379387,0.008437303660572795,0.4303748157772942,125.8001975791404,0.7058142048269173
ETC,ADAM15,ITGA5,ETC,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,1,0.004761904761904762,0.004681555772371924,0.983126712198104,0.09719551233433008,0.2415218912620613,0.0009083561980624337,0.04633395301725379,40.05850833455333,0.2247521446770243
CAF,ADAM15,ITGAV,CAF,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,9,0.1267605633802817,0.2787032948642087,19.78793393535882,0.1794128694069894,0.1076292816414645,0.005911747586789801,0.009350062848911348,29.80111958500739,0.003701899607681152
CAF,ADAM15,ITGAV,EMT,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,2,0.25,0.512997309058245,4.10397847246596,0.3302376430858032,0.02232210074616546,0.01088150251446563,0.01721026327784892,6.180693428216476,0.0007677666777533711
CAF,ADAM15,ITGAV,ETC,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,74,0.3523809523809524,0.7617180320171106,159.9607867235932,0.4903494875072075,0.8700486176123701,0.01615727126507581,0.02555445738802307,240.9049145622803,0.02992524512922073
EMT,ADAM15,ITGAV,CAF,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,9,0.1267605633802817,0.2787032948642087,19.78793393535882,0.1794128694069894,0.1076292816414645,0.05344886881852533,0.08453511847717513,30.35895748892239,0.003771194316954139
EMT,ADAM15,ITGAV,EMT,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,2,0.25,0.512997309058245,4.10397847246596,0.3302376430858032,0.02232210074616546,0.09838106108314913,0.1556001995629077,6.296387909321544,0.0007821382637936886
EMT,ADAM15,ITGAV,ETC,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,74,0.3523809523809524,0.7617180320171106,159.9607867235932,0.4903494875072075,0.8700486176123701,0.1460799636036747,0.2310411296505859,245.4143388541735,0.03048540650065543
ETC,ADAM15,ITGAV,CAF,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,9,0.1267605633802817,0.2787032948642087,19.78793393535882,0.1794128694069894,0.1076292816414645,0.05407643903429581,0.08552768808090294,806.2797060013507,0.1001561877168292
ETC,ADAM15,ITGAV,EMT,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,2,0.25,0.512997309058245,4.10397847246596,0.3302376430858032,0.02232210074616546,0.09953620290553848,0.1574271802450466,167.2208208813047,0.02077219580461841
ETC,ADAM15,ITGAV,ETC,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,74,0.3523809523809524,0.7617180320171106,159.9607867235932,0.4903494875072075,0.8700486176123701,0.1477951623778483,0.2337539004685984,6517.766660863113,0.8096379659824939
CAF,ADAM15,ITGB1,CAF,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,56,0.7887323943661971,1.939425719186747,137.6992260622591,0.38820331290499,0.2955722723346716,0.04113835583015464,0.02023113161176525,207.3784517398096,0.01016618212357939
CAF,ADAM15,ITGB1,EMT,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,5,0.625,1.552900813982965,12.42320651186372,0.3108349212022567,0.02666649249527531,0.03293953752524029,0.01619909462729035,18.70965731433649,0.0009171916471145634
CAF,ADAM15,ITGB1,ETC,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,132,0.6285714285714286,1.503575497324829,315.7508544382141,0.3009617658927533,0.677761235170053,0.03189326779289481,0.01568455727572774,475.5286227920616,0.0233115376439613
EMT,ADAM15,ITGB1,CAF,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,56,0.7887323943661971,1.939425719186747,137.6992260622591,0.38820331290499,0.2955722723346716,0.3719371559586063,0.1829122579563223,211.2603045844884,0.01035647973003202
EMT,ADAM15,ITGB1,EMT,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,5,0.625,1.552900813982965,12.42320651186372,0.3108349212022567,0.02666649249527531,0.2978105871880589,0.1464580939902882,19.05987758003577,0.0009343602727581496
EMT,ADAM15,ITGB1,ETC,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,132,0.6285714285714286,1.503575497324829,315.7508544382141,0.3009617658927533,0.677761235170053,0.288351128229106,0.1418060957440581,484.4298954248981,0.02374789907861308
ETC,ADAM15,ITGB1,CAF,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,56,0.7887323943661971,1.939425719186747,137.6992260622591,0.38820331290499,0.2955722723346716,0.3763042583197529,0.1850599233369024,5610.696491547517,0.2750496104810602
ETC,ADAM15,ITGB1,EMT,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,5,0.625,1.552900813982965,12.42320651186372,0.3108349212022567,0.02666649249527531,0.3013073319946686,0.1481777325846781,506.1963177510435,0.0248149405754026
ETC,ADAM15,ITGB1,ETC,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,132,0.6285714285714286,1.503575497324829,315.7508544382141,0.3009617658927533,0.677761235170053,0.2917368047412659,0.1434711128729674,12865.59308908983,0.6307017984474788
CAF,ADAM15,ITGB3,CAF,1,0.01408450704225352,0.02121161714169958,1.50602481706067,0.05211478351478334,0.03439491141465525,1,0.01408450704225352,0.02927559202161831,2.0785670335349,1.0,1.0,0.0006209826495591623,0.05211478351478334,3.130373536427737,0.03439491141465525
EMT,ADAM15,ITGB3,CAF,1,0.125,0.19177695349661,1.53421562797288,0.4711764476906687,0.03503873908140326,1,0.01408450704225352,0.02927559202161831,2.0785670335349,1.0,1.0,0.005614383849715621,0.4711764476906687,3.188970026638473,0.03503873908140326
ETC,ADAM15,ITGB3,CAF,20,0.09523809523809523,0.1940287037533705,40.74602778820781,0.4767087687945479,0.9305663495039416,1,0.01408450704225352,0.02927559202161831,2.0785670335349,1.0,1.0,0.005680305171567116,0.4767087687945479,84.6933501080657,0.9305663495039416
CAF,ADAM17,ITGA5,CAF,17,0.2394366197183098,0.6316839561300107,44.84956088523076,0.4030609818686987,0.2468232209506334,1,0.01408450704225352,0.04348482207713676,3.08742236747671,0.90280448766567,0.7584781087379387,0.02746866444129538,0.3638852632339925,138.46953744857,0.1872100098192428
CAF,ADAM17,ITGA5,ETC,17,0.2394366197183098,0.6316839561300107,44.84956088523076,0.4030609818686987,0.2468232209506334,1,0.004761904761904762,0.004681555772371924,0.983126712198104,0.09719551233433008,0.2415218912620613,0.002957263671135185,0.0391757186347063,44.09280133662561,0.0596132111313906
EMT,ADAM17,ITGA5,CAF,1,0.125,0.295070530066335,2.36056424053068,0.1882767741920872,0.01299103174275528,1,0.01408450704225352,0.04348482207713676,3.08742236747671,0.90280448766567,0.7584781087379387,0.01283108950014101,0.1699771166638323,7.288058836080094,0.00985341318679955
EMT,ADAM17,ITGA5,ETC,1,0.125,0.295070530066335,2.36056424053068,0.1882767741920872,0.01299103174275528,1,0.004761904761904762,0.004681555772371924,0.983126712198104,0.09719551233433008,0.2415218912620613,0.001381389143288894,0.01829965752825489,2.320733760725342,0.003137618555955726
ETC,ADAM17,ITGA5,CAF,60,0.2857142857142857,0.6404623483415813,134.4970931517321,0.4086622439392142,0.7401857473066114,1,0.01408450704225352,0.04348482207713676,3.08742236747671,0.90280448766567,0.7584781087379387,0.02785039126473885,0.3689421077678453,415.2493337572563,0.5614146857318965
ETC,ADAM17,ITGA5,ETC,60,0.2857142857142857,0.6404623483415813,134.4970931517321,0.4086622439392142,0.7401857473066114,1,0.004761904761904762,0.004681555772371924,0.983126712198104,0.09719551233433008,0.2415218912620613,0.002998360203865408,0.0397201361713689,132.2276849904645,0.1787710615747149
CAF,ADAM17,ITGB1,CAF,17,0.2394366197183098,0.6316839561300107,44.84956088523076,0.4030609818686987,0.2468232209506334,56,0.7887323943661971,1.939425719186747,137.6992260622591,0.38820331290499,0.2955722723346716,1.225104110916176,0.156469608464167,6175.749823128443,0.07295410028134144
CAF,ADAM17,ITGB1,EMT,17,0.2394366197183098,0.6316839561300107,44.84956088523076,0.4030609818686987,0.2468232209506334,5,0.625,1.552900813982965,12.42320651186372,0.3108349212022567,0.02666649249527531,0.9809425296542732,0.1252854285388612,557.1753568436272,0.006581909569139745
CAF,ADAM17,ITGB1,ETC,17,0.2394366197183098,0.6316839561300107,44.84956088523076,0.4030609818686987,0.2468232209506334,132,0.6285714285714286,1.503575497324829,315.7508544382141,0.3009617658927533,0.677761235170053,0.9497845184902962,0.1213059448656706,14161.28717069032,0.1672872111001522
EMT,ADAM17,ITGB1,CAF,1,0.125,0.295070530066335,2.36056424053068,0.1882767741920872,0.01299103174275528,56,0.7887323943661971,1.939425719186747,137.6992260622591,0.38820331290499,0.2955722723346716,0.5722673749847165,0.07308966748443299,325.047868991319,0.003839788772178026
EMT,ADAM17,ITGB1,EMT,1,0.125,0.295070530066335,2.36056424053068,0.1882767741920872,0.01299103174275528,5,0.625,1.552900813982965,12.42320651186372,0.3108349212022567,0.02666649249527531,0.4582152663223966,0.05852299627021251,29.32577704463338,0.0003464252504740669
EMT,ADAM17,ITGB1,ETC,1,0.125,0.295070530066335,2.36056424053068,0.1882767741920872,0.01299103174275528,132,0.6285714285714286,1.503575497324829,315.7508544382141,0.3009617658927533,0.677761235170053,0.4436608189903904,0.05666411043744172,745.3501759038561,0.008804817720103183
ETC,ADAM17,ITGB1,CAF,60,0.2857142857142857,0.6404623483415813,134.4970931517321,0.4086622439392142,0.7401857473066114,56,0.7887323943661971,1.939425719186747,137.6992260622591,0.38820331290499,0.2955722723346716,1.242129150544405,0.1586440369563901,18520.14563461707,0.2187783832811522
ETC,ADAM17,ITGB1,EMT,60,0.2857142857142857,0.6404623483415813,134.4970931517321,0.4086622439392142,0.7401857473066114,5,0.625,1.552900813982965,12.42320651186372,0.3108349212022567,0.02666649249527531,0.9945745020650829,0.1270264963931831,1670.88516346934,0.01973815767566149
ETC,ADAM17,ITGB1,ETC,60,0.2857142857142857,0.6404623483415813,134.4970931517321,0.4086622439392142,0.7401857473066114,132,0.6285714285714286,1.503575497324829,315.7508544382141,0.3009617658927533,0.677761235170053,0.9629834939255209,0.122991710589641,42467.57208211548,0.5016692063497977
CAF,ADAM17,NOTCH1,CAF,17,0.2394366197183098,0.6316839561300107,44.84956088523076,0.4030609818686987,0.2468232209506334,1,0.01408450704225352,0.03477486313311789,2.46901528245137,0.503580276797311,0.2553828690513733,0.02196672311780757,0.2029735608156353,110.7342512368679,0.0630344223148738
CAF,ADAM17,NOTCH1,ETC,17,0.2394366197183098,0.6316839561300107,44.84956088523076,0.4030609818686987,0.2468232209506334,5,0.02380952380952381,0.03428038929710114,7.198881752391239,0.4964197232026889,0.7446171309486268,0.02165437192886973,0.2000874210530634,322.8666854594476,0.1837887986357596
EMT,ADAM17,NOTCH1,CAF,1,0.125,0.295070530066335,2.36056424053068,0.1882767741920872,0.01299103174275528,1,0.01408450704225352,0.03477486313311789,2.46901528245137,0.503580276797311,0.2553828690513733,0.01026103729767335,0.0948124700621561,5.828269185078461,0.003317686958402304
EMT,ADAM17,NOTCH1,ETC,1,0.125,0.295070530066335,2.36056424053068,0.1882767741920872,0.01299103174275528,5,0.02380952380952381,0.03428038929710114,7.198881752391239,0.4964197232026889,0.7446171309486268,0.01011513264077595,0.09346430412993109,16.99342283650359,0.009673344784352972
ETC,ADAM17,NOTCH1,CAF,60,0.2857142857142857,0.6404623483415813,134.4970931517321,0.4086622439392142,0.7401857473066114,1,0.01408450704225352,0.03477486313311789,2.46901528245137,0.503580276797311,0.2553828690513733,0.02227199050549376,0.2057942459195197,332.075378436912,0.1890307597780972
ETC,ADAM17,NOTCH1,ETC,60,0.2857142857142857,0.6404623483415813,134.4970931517321,0.4086622439392142,0.7401857473066114,5,0.02380952380952381,0.03428038929710114,7.198881752391239,0.4964197232026889,0.7446171309486268,0.02195529863128501,0.2028679980196944,968.2286696396689,0.5511549875285142
ETC,ADAM23,ITGA4,EMT,1,0.004761904761904762,0.01274447301385719,2.67633933291001,1.0,1.0,1,0.125,0.3754444993010137,3.00355599440811,1.0,1.0,0.004784842289542893,1.0,8.038535046432061,1.0
ETC,ADAM23,ITGA5,CAF,1,0.004761904761904762,0.01274447301385719,2.67633933291001,1.0,1.0,1,0.01408450704225352,0.04348482207713676,3.08742236747671,0.90280448766567,0.7584781087379387,0.0005541911414744507,0.90280448766567,8.262989919384061,0.7584781087379387
ETC,ADAM23,ITGA5,ETC,1,0.004761904761904762,0.01274447301385719,2.67633933291001,1.0,1.0,1,0.004761904761904762,0.004681555772371924,0.983126712198104,0.09719551233433008,0.2415218912620613,5.966396120386133e-05,0.09719551233433008,2.631180689090285,0.2415218912620613
ETC,ADAM23,ITGB3,CAF,1,0.004761904761904762,0.01274447301385719,2.67633933291001,1.0,1.0,1,0.01408450704225352,0.02927559202161831,2.0785670335349,1.0,1.0,0.0003731019924842074,1.0,5.562950707939532,1.0
ETC,ADAM28,ITGA4,EMT,29,0.1380952380952381,0.2847184195137691,59.79086809789155,1.0,1.0,1,0.125,0.3754444993010137,3.00355599440811,1.0,1.0,0.106895964456123,1.0,179.5852202862868,1.0
CAF,ADAM9,ITGA3,CAF,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,3,0.04225352112676056,0.08410103960095337,5.971173811667691,0.08172793225343773,0.03604285759259324,0.02297760185019984,0.01139157573226889,115.8300909268574,0.004073710004769397
CAF,ADAM9,ITGA3,EMT,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,1,0.125,0.19177695349661,1.53421562797288,0.1863655186369889,0.00926074456035864,0.05239619512907236,0.02597639339330685,29.7610388333131,0.00104668692459333
CAF,ADAM9,ITGA3,ETC,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,73,0.3476190476190476,0.7531586811713591,158.1633230459854,0.7319065491095732,0.9546963978470482,0.2057736787570092,0.1020161486194285,3068.085550267008,0.1079036604529947
EMT,ADAM9,ITGA3,CAF,3,0.375,1.000130559715779,8.001044477726229,0.5102307781825892,0.0466182422264409,3,0.04225352112676056,0.08410103960095337,5.971173811667691,0.08172793225343773,0.03604285759259324,0.08411201980878036,0.04170010647292546,47.77562725138725,0.001680254665784627
EMT,ADAM9,ITGA3,EMT,3,0.375,1.000130559715779,8.001044477726229,0.5102307781825892,0.0466182422264409,1,0.125,0.19177695349661,1.53421562797288,0.1863655186369889,0.00926074456035864,0.1918019918411514,0.0950894236005527,12.27532747783369,0.000431719633111994
EMT,ADAM9,ITGA3,ETC,3,0.375,1.000130559715779,8.001044477726229,0.5102307781825892,0.0466182422264409,73,0.3476190476190476,0.7531586811713591,158.1633230459854,0.7319065491095732,0.9546963978470482,0.753257013354709,0.373441248109111,1265.471782435911,0.04450626792754429
ETC,ADAM9,ITGA3,CAF,65,0.3095238095238095,0.6868085290742759,144.2297911055979,0.3503851040724065,0.8403577003912017,3,0.04225352112676056,0.08410103960095337,5.971173811667691,0.08172793225343773,0.03604285759259324,0.05776131130194821,0.02863625004824337,861.2211515120481,0.03028889292203922
ETC,ADAM9,ITGA3,EMT,65,0.3095238095238095,0.6868085290742759,144.2297911055979,0.3503851040724065,0.8403577003912017,1,0.125,0.19177695349661,1.53421562797288,0.1863655186369889,0.00926074456035864,0.1317140473413525,0.06529970164312938,221.2795995334722,0.007782338002653317
ETC,ADAM9,ITGA3,ETC,65,0.3095238095238095,0.6868085290742759,144.2297911055979,0.3503851040724065,0.8403577003912017,73,0.3476190476190476,0.7531586811713591,158.1633230459854,0.7319065491095732,0.9546963978470482,0.5172758059748227,0.2564491523810337,22811.86304348968,0.8022864694665093
CAF,ADAM9,ITGA6,CAF,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,2,0.02816901408450704,0.06616015170530677,4.69737077107678,0.07734464385557731,0.03566786635240981,0.01807589574928543,0.01078061494611121,91.12059047214787,0.004031326973321024
CAF,ADAM9,ITGA6,EMT,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,1,0.125,0.19177695349661,1.53421562797288,0.2241971909915247,0.01164953771826089,0.05239619512907236,0.03124952766726188,29.7610388333131,0.001316678019546656
CAF,ADAM9,ITGA6,ETC,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,59,0.280952380952381,0.5974569907208093,125.4659680513699,0.698458165152898,0.9526825959293291,0.1632337593035613,0.09735397513163115,2433.815351216098,0.1076760523894898
EMT,ADAM9,ITGA6,CAF,3,0.375,1.000130559715779,8.001044477726229,0.5102307781825892,0.0466182422264409,2,0.02816901408450704,0.06616015170530677,4.69737077107678,0.07734464385557731,0.03566786635240981,0.06616878955590928,0.03946361782268643,37.58387246775647,0.001662773233316962
EMT,ADAM9,ITGA6,EMT,3,0.375,1.000130559715779,8.001044477726229,0.5102307781825892,0.0466182422264409,1,0.125,0.19177695349661,1.53421562797288,0.2241971909915247,0.01164953771826089,0.1918019918411514,0.1143923072259562,12.27532747783369,0.0005430809711759457
EMT,ADAM9,ITGA6,ETC,3,0.375,1.000130559715779,8.001044477726229,0.5102307781825892,0.0466182422264409,59,0.280952380952381,0.5974569907208093,125.4659680513699,0.698458165152898,0.9526825959293291,0.5975349945357077,0.3563748531339466,1003.858790819989,0.04441238802194799
ETC,ADAM9,ITGA6,CAF,65,0.3095238095238095,0.6868085290742759,144.2297911055979,0.3503851040724065,0.8403577003912017,2,0.02816901408450704,0.06616015170530677,4.69737077107678,0.07734464385557731,0.03566786635240981,0.04543935647605269,0.02710041108677967,677.5008050579455,0.02997376614577183
ETC,ADAM9,ITGA6,EMT,65,0.3095238095238095,0.6868085290742759,144.2297911055979,0.3503851040724065,0.8403577003912017,1,0.125,0.19177695349661,1.53421562797288,0.2241971909915247,0.01164953771826089,0.1317140473413525,0.07855535609830659,221.2795995334722,0.009789778727538286
ETC,ADAM9,ITGA6,ETC,65,0.3095238095238095,0.6868085290742759,144.2297911055979,0.3503851040724065,0.8403577003912017,59,0.280952380952381,0.5974569907208093,125.4659680513699,0.698458165152898,0.9526825959293291,0.4103385569821023,0.2447293368873203,18095.93036291071,0.8005941555178915
CAF,ADAM9,ITGAV,CAF,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,9,0.1267605633802817,0.2787032948642087,19.78793393535882,0.1794128694069894,0.1076292816414645,0.07614570966202466,0.02500730451439288,383.8505224062663,0.01216469810426679
CAF,ADAM9,ITGAV,EMT,8,0.1126760563380282,0.2732142427635266,19.39821123621039,0.1393841177450042,0.1130240573823575,2,0.25,0.512997309058245,4.10397847246596,0.3302376430858032,0.02232210074616546,0.1401581713340753,0.04602988252770427,79.60984131775474,0.00252293439562937
