LR,Pval_PAAD-US,Pval_PACA-AU,Pval_PACA-CA,HR_PAAD-US,HR_PACA-AU,HR_PACA-CA,meta_Pval,adjPval
IFNG->IFNGR2,0.06677836525962833,0.01257225305164733,0.7497780142959118,0.574226663185929,0.5373737025725343,0.9495688141213492,0.09499800582628058,0.20392942826681992
NPFF->NPFFR1,0.067083069978358,0.09942842765876625,0.34221976632236206,0.5516443282023558,1.6375938402995793,0.8177779932467795,0.021943911008793154,0.10810641211701258
MYOC->FZD10,0.06721593976926454,0.10811028020483304,0.3482330335855294,0.6026702262675403,0.5730450197249244,0.8214550182114532,0.023919179017202963,0.10810641211701258
DKK1->LRP4,0.0674892489287402,0.09299423901471437,0.05784052789283178,1.6807665691185836,1.6399154573345724,1.4582367189658998,0.001734416046807282,0.026798287436583097
LPL->SDC1,0.06768746768521794,0.4687832162330946,0.19999887904255453,1.6156210913791649,0.8078339342429858,1.4160860680286043,0.06657530401283691,0.17624134179332637
TGFB1->ACVRL1,0.06806811883815989,0.6077187709037468,0.8141258048594054,0.595287256698577,1.2824068726946125,0.9025941377307322,0.49243486309130147,0.3962674847356851
FGF2->SDC1,0.06810742708868389,0.36952115831536614,0.4187796460284009,1.6693681665027293,0.7685027380546943,1.2155463062994782,0.10468663693889191,0.20877239098523653
ANGPT1->TEK,0.06842360207167975,0.001630757649183634,0.04440658923468499,0.6403399913944011,0.3214806026743233,0.7146302663568209,2.499313736509854e-4,0.006973136232022458
PIP->CD4,0.06855488398141285,0.8713141895595917,0.3507732187133421,0.6204859665491198,0.9772672155772603,0.8421217039739471,0.34604048064728105,0.33623560084188675
TGFB3->ENG,0.06885935062904647,0.2814233508138346,0.49117350607574617,0.7718515368262602,0.7293740643377675,0.8638174706554067,0.09929864115417117,0.20398565187796838
CYTL1->CCR2,0.06920428203661322,0.4975928654394798,0.27942496179384846,0.6190721212780248,0.8654567155342566,0.7481143722538934,0.10099546044860819,0.20461288723048868
APOE->LRP8,0.07010719914355312,0.8269234327881494,0.5031413126784521,0.6148922542657902,0.8473145615029424,0.8816343223646259,0.4254605752996481,0.36943936793525506
CD22->PTPRC,0.07030101667007871,0.4828855145246532,0.5592263748472643,0.6586358874893412,1.1983606353019078,0.7929919270053415,0.22871794246484162,0.2761439547897742
PTPRC->CD22,0.07030101667007871,0.4828855145246532,0.5592263748472643,0.6586358874893412,1.1983606353019078,0.7929919270053415,0.22871794246484162,0.2761439547897742
FGF3->FGFR4,0.07099158224014279,0.09896760219448131,0.01239074510814453,0.5200104741856878,0.5282571832471897,0.6493430505872563,0.0010105680165745125,0.01804778104824721
ICAM4->ITGA2B,0.07135535358715117,0.08543772511273018,0.4734028184581114,0.5988718020098686,1.6984157840938672,1.0635410478805702,0.04171338788060101,0.13921826826692862
ICAM2->ITGB2,0.07136724202352718,0.2838421157835409,0.048158391600261696,0.599824290464021,0.7055045697381128,1.4798672863007252,0.010938361332487993,0.07980198637244239
FGF2->FGFRL1,0.07157781489786708,0.9212788638882139,0.12186447379308163,1.5762323847855202,0.991341364715424,1.423753040819728,0.23010443486990156,0.2761613504925177
ICAM3->CLEC4M,0.07174520546132745,0.16191298347863137,0.8114433886258438,0.6551589421955958,0.7417243142846044,0.9033778008992093,0.19020395043979985,0.26246139431747745
DLL3->NOTCH4,0.0718935095723392,0.12427553411325332,0.37231385355423563,0.6495625353364615,1.5850480703102157,0.891706899667963,0.030619702030872973,0.12434651000461945
ADAM17->ITGB1,0.07189550704290681,0.071765287926429,0.19440201313386885,1.6484326499264264,1.6980633271848122,1.3577856649149807,0.006439333724526857,0.0592694160253081
FGB->ITGB1,0.07189550704290681,0.05098670901380298,0.34204861708575707,1.6484326499264264,1.7465712302320302,1.2210944762185647,0.016749960810352387,0.09589601853653928
TGFB3->TGFBR2,0.07198406166551241,0.6591266555167827,0.5323455395121245,0.6796246569809171,0.9218838804554899,1.1132697268295124,0.3270039653432168,0.33030428223506547
IAPP->RAMP2,0.07254274122938975,0.9672013400818373,0.21387221452653082,0.6322413454521687,0.9562582941576543,0.8478176593678317,0.32019779035653695,0.3287865569650733
CD70->CD27,0.073618597796683,0.9729618877733773,0.2933269530088105,0.6414954523498093,1.1456263363964667,0.8071868800063933,0.3812982832109504,0.3514759873828487
EFNA2->EPHA5,0.07389419834249944,0.3740637612709289,0.808724910033596,0.5115102433295912,0.7135071958025215,0.9999109193280286,0.3223138719150261,0.3287865569650733
SPP1->ITGA9,0.07397907660918424,0.18071854928887598,0.13281217930824807,1.769479269369646,1.6810750930659504,1.461445004201254,0.00969832732096588,0.07486834044400889
SPP1->ITGB3,0.07397907660918424,0.18071854928887598,0.13281217930824807,1.769479269369646,1.6810750930659504,1.461445004201254,0.00969832732096588,0.07486834044400889
ACE->BDKRB2,0.07460749125397392,0.027936154948175695,0.33968671695240815,0.5227109741584466,0.5607797690486571,0.8880297012019166,0.014414328730215064,0.09031287030408178
CXCL12->CD4,0.07484205638316166,0.5016192836624191,0.3640452377236071,0.7033817084709133,0.732785603764907,0.8494778326837237,0.13865459335864733,0.23633618267207313
FGG->ITGB1,0.07490755754052347,0.071765287926429,0.34204861708575707,1.6428217839956212,1.6980633271848122,1.2210944762185647,0.01945507838900188,0.10165542720045583
BMP7->ACVR2A,0.07504654139595579,0.10884898037898572,0.6877744122588754,0.5515213677403894,0.6478157041306196,0.916919348527888,0.11038370038690946,0.20958386485748962
BAG6->NCR3,0.07522237425892608,0.2667047821032542,0.27946274832400775,0.6009875520249317,0.7754196357389991,0.9129318125559828,0.03998907233039114,0.13909642049218765
NCR3LG1->NCR3,0.07522237425892608,0.30622323827049536,0.016615322074724048,0.6009875520249317,0.7376306499145259,0.6169553961087122,0.01051229221478074,0.07812762380223558
FLT3LG->FLT3,0.07558040975143399,0.9461395067293565,0.3891082791440801,0.5659900488858396,1.0729272325762131,1.1024241140383222,0.4333574998764555,0.3715705026596711
PSAP->LRP1,0.07588077471641608,0.02098615755056432,0.1871252222847235,0.6686285500986121,0.4919248915926269,0.8540030326223929,0.0038174009508346175,0.04268910668015828
CCL7->CXCR3,0.0764818401807944,0.04420679066663569,0.877669936446389,0.6225246688813684,0.533865676656191,0.9357839479854816,0.16584729672715498,0.252682938516603
OXT->AVPR1B,0.07657460509400082,0.966653583508965,0.33614976081791226,0.647553986646774,1.093837354219928,0.9209226655168002,0.4101184661078623,0.3635035219188497
NCAM1->ROBO1,0.07685512776884496,0.9020787032732754,0.822411552842656,0.6579285122844709,1.1954023075759326,0.9894975569279452,0.7168874095348721,0.4542185448047353
NTF4->NGFR,0.07751617383700016,0.057327434733038585,0.0993815825222566,0.6562604166897766,0.566722744458772,1.3379710548592596,0.0021416552168184227,0.0312513490916087
CCL18->PITPNM3,0.07811329308602566,0.4328449752272937,0.7809972302087281,0.6742030456217948,0.8295938681827771,1.0411316830742892,0.34696818694875975,0.33623560084188675
CCL2->CCR1,0.07817778110243945,0.8537230990201365,0.3232743291848932,0.6795830802125715,0.8507130235199103,0.852032058653535,0.32127293922787864,0.3287865569650733
NTRK3->PTPRS,0.07867267490634,0.9842445337526207,0.17243635135986124,0.6833613700680434,0.8551812602652922,0.738858974854178,0.3076935827066378,0.32482750688869083
CORT->SSTR3,0.07964755060251105,0.7051365041612,0.1370931890305438,0.689109772116019,0.9906891264392962,1.3715650246687505,0.13057740507000468,0.22876016291936788
SEMA5A->MET,0.07986271904965403,0.2562669345621601,0.23997056843993247,1.7582816935112233,1.471301065909229,1.1982185603565185,0.0318671245286923,0.12608130460201014
SERPINA1->LRP1,0.08026857679228572,0.44784605503970976,0.051919358568513596,0.6630724952415583,0.7885655437664342,0.7796683876641118,0.03252438418708957,0.12635470933753004
ADCYAP1->VIPR1,0.08082414801995486,0.382899230980538,0.12659242285588213,0.6574604470181175,0.878851422679207,0.700555891564365,0.03428482807227428,0.130234032873421
CXCL3->CXCR1,0.08087223245103248,0.7640388694674356,0.053649084888654164,0.5406263723730195,0.7932275545671056,0.6611773421017159,0.12091780803732786,0.2204904891717468
AMH->EGFR,0.08101399436269807,0.1279061246071138,0.7664289782983226,1.5774761971743063,1.3713915424163723,1.0130908677599701,0.15464255221344086,0.24508409273857254
BTC->EGFR,0.08101399436269807,0.17696919765445895,0.7809310460636513,1.5774761971743063,1.2937250983090685,0.9660084609959932,0.18686130182701594,0.2616015788315778
EPGN->EGFR,0.08101399436269807,0.1279061246071138,0.6252013138044537,1.5774761971743063,1.3713915424163723,1.040848589874232,0.09672452179671505,0.20398565187796838
CD44->SELE,0.08150651442868817,0.6479964905023481,0.6760837680694729,1.5847522552322824,1.0594882047481498,0.9451519462264869,0.4294706084321191,0.37023463879150353
SELE->CD44,0.08150651442868817,0.6479964905023481,0.6760837680694729,1.5847522552322824,1.0594882047481498,0.9451519462264869,0.4294706084321191,0.37023463879150353
CXCL3->CXCR2,0.08169498684884957,0.7640388694674356,0.053649084888654164,0.5411785129451037,0.7932275545671056,0.6611773421017159,0.12125026249154215,0.2204904891717468
INSL5->RXFP4,0.0819046371475709,0.8711443782423106,0.498665762186717,0.5222063374804432,1.2020921797774773,0.9691633013052394,0.46382360824753494,0.3850696730611803
BMP2->ENG,0.08204515368480103,0.7784432360188404,0.8196076368023558,0.6951127970258517,1.100525608761644,1.0329211363130077,0.6331249069606122,0.4304372005418303
RSPO2->LGR5,0.08204891435352446,0.01793354882906717,0.0013438886978219822,0.4842633593285291,0.48923397891781867,0.5934943342701907,1.7338677542269826e-4,0.005531933406362242
CSH1->PRLR,0.08250372919998872,0.4111998858799941,0.07694856485862012,0.5934414996448223,0.7222370985361892,0.7667026690620826,0.030971567898780552,0.12477851402524621
GH1->PRLR,0.08250372919998872,0.4111998858799941,0.07694856485862012,0.5934414996448223,0.7222370985361892,0.7667026690620826,0.030971567898780552,0.12477851402524621
WNT1->RYK,0.08372275421140007,0.7439004203252667,2.7394478815645495e-4,1.5327798333778977,0.9827660071549865,1.8099593233835776,0.09457532970936872,0.20353361185485022
WNT3A->RYK,0.08372275421140007,0.7341670311998105,1.5188141238287045e-4,1.5327798333778977,0.9498627834573597,1.844183344852399,0.09123784617925526,0.1997781495045617
IGFL2->IGFLR1,0.08375753495393601,0.46388470662193737,0.19037799590427673,1.6276722986927812,0.8235419484572075,1.3307967372921523,0.06699672326219684,0.17677579504095273
SST->SSTR3,0.0838208826534883,0.8310826972843359,0.49739351335380877,0.6799715686853489,1.2003526520105021,1.1538924659303147,0.4344476843701361,0.3717792243891317
SST->SSTR4,0.0838208826534883,0.8310826972843359,0.5492543575253792,0.6799715686853489,1.2003526520105021,1.153628599875122,0.4731338013071299,0.38855946373496547
SST->SSTR5,0.0838208826534883,0.6624194174385343,0.448653287308894,0.6799715686853489,1.195680207452842,1.151088900908346,0.28063763470349606,0.310547525873778
SERPINE1->LRP2,0.0843373250567876,0.2999410718082033,0.14515352066150222,1.7068090727453291,1.4051880926341116,1.3677314000908554,0.02473313163956387,0.1088016470866501
PROK1->PROKR1,0.08522988449019053,0.5168932382674709,0.949419815343756,0.7142380278738523,0.8309489543981157,0.9403307803115886,0.538611559306841,0.40712504723271
EGF->EGFR,0.08523093833990525,0.006533827701128203,0.5229627845460358,1.556705643008545,2.248723118698697,1.1201682202318495,0.03871656173234645,0.13828817410130542
ZP3->CHRNA7,0.08554211586704463,0.5274462795440266,0.6737194619864217,1.5213043309514342,0.7003134936818649,0.8394309127975832,0.34326536445313893,0.33529491235540987
ICAM5->ITGB2,0.08582358247965816,0.3021842904383941,0.23438660943899825,0.6131302101575854,0.6916628236499606,1.2598378107239678,0.040183332529689204,0.13921826826692862
CCN1->ITGB2,0.08582358247965816,0.6077564782705598,0.011392309880711826,0.6131302101575854,1.17427839436262,1.514404630405774,0.058393571525507594,0.1665997428104535
CCN2->ITGB2,0.08582358247965816,0.15480143325747397,0.7834233646323943,0.6131302101575854,0.6350918459412254,1.1297964356018344,0.17897538322732212,0.2588305938302166
KNG1->ITGB2,0.08582358247965816,0.3550562828559688,0.21075821780311765,0.6131302101575854,0.7041375052959681,1.2568600908802825,0.046117751206795746,0.14605202166908565
CCL5->SDC1,0.08588168866396795,0.654276922408302,0.17207407680204956,1.5709821510862936,0.8549829110285612,1.3532210491368784,0.12652188106327175,0.22596131570890202
HGF->SDC1,0.08588168866396795,0.4687832162330946,0.775357530328027,1.5709821510862936,0.8078339342429858,1.0572001525262995,0.37415384479304264,0.3491212801882244
LACRT->SDC1,0.08588168866396795,0.654276922408302,0.32707769343616044,1.5709821510862936,0.8549829110285612,1.2981046434481889,0.20244386039291895,0.2647518561993726
CXCL8->SDC1,0.08588168866396795,0.46782871729855013,0.24319445917211824,1.5709821510862936,0.7909430269002363,1.3025216543647262,0.08434671717852449,0.1918737251272832
SLIT1->SDC1,0.08588168866396795,0.654276922408302,0.32707769343616044,1.5709821510862936,0.8549829110285612,1.2981046434481889,0.20244386039291895,0.2647518561993726
SLIT2->SDC1,0.08588168866396795,0.20195610366165095,0.431976998280972,1.5709821510862936,0.7157459821358143,1.1013658032503622,0.06216000607307649,0.17007011341813894
EFNA2->EPHA8,0.08596265340814702,0.5338101288918338,0.18414415041586996,0.5537906467216451,0.7435032704668442,0.8257039316229753,0.08659289876299897,0.19586627921713634
TOR2A->ATP5F1B,0.0867298410402465,0.04196146881885232,0.6512630240040844,0.6179414746447159,0.5300090178099599,1.0461989918606502,0.07907810917446895,0.18736909770758506
TDGF1->ACVR1B,0.08716584380609604,0.09098008453639517,0.13538750531754928,0.5927004584676911,0.5400820010797817,0.8485592268492097,0.005136890705390145,0.050381786366437836
MATN1->ITGA1,0.08719835666826614,0.8873650349971166,0.5421609132328123,0.6430361683939447,1.1430272088353435,0.9895578640175862,0.5125416693977167,0.40121616490688544
CCL16->CCR8,0.08756790993300889,0.9475122507835932,0.13020576125545957,0.6508366464232973,1.1206755869877223,0.7216583069087694,0.26146417293131713,0.2989101004282905
TF->TFRC,0.08777284119310858,0.8590328472044262,0.14575268187642332,0.5130090437912278,1.0068387057089474,1.364807835902737,0.21696506030331938,0.2727204045137435
FGL1->EGFR,0.08871659740802318,0.04330789845064853,0.723717024868349,1.5894401557092908,1.5785167688135748,0.8982498607378004,0.10444233272484235,0.20869209333832892
DLK1->NOTCH4,0.08918991701713797,0.09193039812198589,0.22387188364786537,0.6811856164854008,1.6317758806193365,0.8728534306676218,0.011071047715341809,0.07980198637244239
RSPO1->LGR5,0.09053820104780663,0.01793354882906717,0.0013438886978219822,0.49587090178709076,0.48923397891781867,0.5934943342701907,2.2071981506829443e-4,0.006602591057996043
ICAM4->ITGB2,0.0907058219021658,0.2667288649223184,0.279727453058067,0.616898536475482,0.6806431180356072,1.2313338674928316,0.043112046209533836,0.14133145784013051
CCL11->CCR5,0.09082538139036078,0.31278307622154966,0.06653539011227316,0.6618548561670452,0.6920537528443301,0.6588170839245199,0.017319726177624936,0.09594455603257562
SAA1->CD36,0.09087050501650262,0.06845248611022103,0.691438647490587,0.5806523382039046,1.6795490944997584,1.0680425854742952,0.10262955523049504,0.20569852749328885
TNF->TNFRSF1B,0.09099313222791483,0.1956971399221945,0.7615564705233587,0.6549239988130724,0.6388251487332873,0.9105124962212936,0.1919164766702401,0.2639526803465679
NECTIN2->PVRIG,0.0910117285091937,0.01191372252443057,0.21211563952242962,0.6570075232841224,0.49546749091897957,0.9505621036037328,0.00521135137115211,0.050696539032039176
FGB->ITGB2,0.09142100683250876,0.9406417979777362,0.07086476947619524,0.6174020165690816,0.9026782731057924,1.4149145966395922,0.22306402207503573,0.27460241498480525
TNFSF13->TNFRSF11B,0.09160725190911567,0.3652932911685014,0.5609701850976234,0.5215441580342003,0.7929697123880677,0.9912160839539144,0.17575980980103317,0.25753662934883825
NXPH1->NRXN3,0.09238528663226231,0.058401041299622536,0.13514548234140555,0.6368774573308192,0.5739167564329273,0.8257057190432892,0.0038961545080978036,0.043166365412484045
INHA->TGFBR3,0.0928606757584336,0.010128483950584188,0.13927427640559742,0.6988994772525879,0.48782613917659706,0.7002056575379537,0.0023698036699174767,0.03150670055580936
LY9->LY9,0.09305246415193036,0.39796811391643727,0.45829820095219753,0.6802745887439924,1.320847580329382,0.8546363422316843,0.1425886527431361,0.23865359718917967
BDNF->NGFR,0.0930849332835213,0.19676815756753474,0.7732754998426087,0.648745985371604,0.6821248267593591,0.9857557713302417,0.20013971107607054,0.26436252211519795
JAG2->NOTCH3,0.0931554382203783,0.6854817898877605,0.8725874298428621,0.6964880339495154,1.1487118215084906,0.9643780896463835,0.6122657130790464,0.4261413331182085
CXCL12->ITGB3,0.09321379129162777,0.7330791329385405,0.6095620551309566,0.6812802591822864,1.0704072649933056,0.8852961772078334,0.45197921120571366,0.37874369966791843
CD177->PECAM1,0.0932915371597609,0.5557043946333464,0.8596439502356475,0.6850247762747159,0.9730138955508265,0.9476327237209884,0.5064796965395246,0.39904872266447977
NPNT->ITGB1,0.09331541425576473,0.14760151156640244,0.28535229731641765,1.5575134328820455,1.4573731088270607,1.2923395058984704,0.024292525522993345,0.10810641211701258
GNAI2->TBXA2R,0.0935107933904803,0.5142261065862002,0.6479130472695624,0.6265817074569977,1.3590546827445584,1.0834340344387614,0.32160059242207234,0.3287865569650733
NCAM1->ROBO3,0.09369346188318839,0.8739806217039153,0.6151394878031065,0.657780404280629,1.0198618519593845,0.9162162470377507,0.5619208643001266,0.4140208380378903
CXCL12->CXCR4,0.0940074054472152,0.5909190492766176,0.03280493262658102,0.6558969010020945,1.1830377649981108,0.6320964743213526,0.06162182643249309,0.17007011341813894
NLGN2->NRXN2,0.09461929321021212,0.713532373268291,0.8870930396874983,0.7767611270388446,1.2865459095100495,1.1126260943536408,0.6439525879908383,0.4335349229075876
ANXA1->FPR1,0.0949452449279149,0.06030380081246556,0.05933627969929378,1.602969630290496,1.8380662434301578,1.4045712311888439,0.0016468301408351079,0.026628711617576878
CCN2->NTRK1,0.09561782256315565,0.17556627640346567,0.9179044530688923,0.5958256500707272,0.7015066545003235,1.0596274696875556,0.27683459529033855,0.3078514174740326
SEMA3A->PLXNA2,0.09608786228049504,0.9955217169893489,0.4340748305399299,0.516189652292608,0.8680954242610895,0.876919370166422,0.5192576594505832,0.40190708091585525
DLK1->NOTCH1,0.09621426785530962,0.8773740644001857,0.36270588162549156,0.6325636993674907,0.9856309422330659,0.828872693543191,0.37868307608851093,0.3514759873828487
CD226->PVR,0.09641351031793788,0.26876036208079235,0.2632147137336548,0.559657388175649,1.312395651537084,0.8575116634563198,0.04135553216680654,0.13921826826692862
PVR->CD226,0.09641351031793788,0.26876036208079235,0.2632147137336548,0.559657388175649,1.312395651537084,0.8575116634563198,0.04135553216680654,0.13921826826692862
HAVCR1->CD300LB,0.09641787424084325,0.739325948787048,0.8236763373540565,0.5699311775259267,1.067340914282486,1.2056660272160322,0.6182145771180958,0.4266023222294547
ANXA1->FPR3,0.09668711395138119,0.06030380081246556,0.05933627969929378,1.5999636757117928,1.8380662434301578,1.4045712311888439,0.00168726036034558,0.026798287436583097
TGFB2->ENG,0.09689940771672201,0.4363389475522338,0.1947068168908701,0.6909397916534545,0.7849565832456422,1.2809617156448247,0.06429019748849996,0.17404259802538818
ANXA1->DYSF,0.09747951874026528,0.06030380081246556,0.04433449793258348,1.5986259212338398,1.8380662434301578,1.4551016138829134,0.0013761397812515638,0.023191950102071663
LRPAP1->LRP8,0.09871349051411782,0.07184558396590823,0.050574113736883364,0.580515348056994,0.5164205683996106,0.7793728859894244,0.0018022313167488167,0.027297099816944646
TFF3->ACKR3,0.09889062117075109,0.02913571519943281,0.4396699911728249,0.4842635021118432,0.49926577606619615,1.287819172169154,0.030492778840234172,0.12434651000461945
GDF11->ACVR1B,0.09909466616001483,0.21833323352850842,0.20904214382731023,0.6013932638530054,0.6463670858240773,0.867176713268956,0.02432034567132716,0.10810641211701258
DHH->BOC,0.09981997868984449,0.013363899814572644,0.20728148703512494,0.7354567457675847,0.4969409317426733,0.8656617976964616,0.005485194716168535,0.052506745818916914
HCRT->HCRTR2,0.10033533834760833,0.8777667808471603,0.48966740463051417,0.5421446806322893,0.9680941277939656,1.1049464313267097,0.47583830324712917,0.3892862299975909
ADAM9->ITGA3,0.1011412048261161,0.2607443840272293,0.008369318810802828,1.5839369472839673,1.3482347236158478,1.4893171279915804,0.008459627119952871,0.06793569449961749
LRFN3->LRFN3,0.10207065397501602,0.5833763639331536,0.7492119029374813,0.5891640767732536,1.1405235968100866,1.0057902630179631,0.45108718093533284,0.37874369966791843
PLAU->LRP2,0.10286011874708212,0.7026918844197733,0.013597507510233253,1.5039458897282298,1.3419364907545073,1.530656351187649,0.09160902861992909,0.2000279972847501
DLL3->NOTCH3,0.10301262291450908,0.8910609099228938,0.9729567753917858,0.7052022609729208,1.0158481302770217,0.8400561440812113,0.8163169331848394,0.4783393782600502
ADAM15->ITGA9,0.10345133036714915,0.0014617919669601687,0.39795295818182197,0.4756436349337007,0.3068222493877938,0.9126436760891914,0.02119365092606936,0.10791230814020451
AVP->AVPR1B,0.10419013994571413,0.7657799645623138,0.9252958762041638,0.6427696252559308,1.1593162897146387,1.054614195579126,0.7128688593530663,0.4537121556961688
FGB->ITGA2B,0.10423472583391291,0.02062327813960263,0.04660138117972967,1.7643318271505002,2.226613511139776,1.478031192921653,8.40103000259201e-4,0.015706724596721067
ADCYAP1->VIPR2,0.10424024353689343,0.3667926593941019,0.1594446366894018,0.7545029371632841,0.7867383335824514,1.2071799596491037,0.04176933958970587,0.13921826826692862
RSPO3->SDC4,0.10448496385865114,0.7013721982600997,0.9448616608593459,1.544475975041947,0.8808659109849121,1.1049522342581701,0.6827857281636829,0.44410355921194544
CCN1->SDC4,0.10448496385865114,0.651215652016802,0.21672563084651364,1.544475975041947,0.8386389968371518,1.3680242100678353,0.1532564518539168,0.24393208203048675
TGFB3->TGFBR3,0.10592321412875683,0.0632426138557095,0.7408383448066813,0.7731702435486174,0.5774689163169917,0.8654620349080543,0.1255968944187639,0.22497564497872782
WNT7A->FZD10,0.1063139892949827,0.37960587408666613,0.2571180712127764,1.6076844020979741,1.516078521686374,1.2025779800080287,0.06837253924540228,0.17862790236045625
PVR->TIGIT,0.10654480752238726,0.5250333515512783,0.24053218976705415,0.5678689798593517,1.1448627703370324,0.8430542951504131,0.11055110038912205,0.20958386485748962
TIGIT->PVR,0.10654480752238726,0.5250333515512783,0.24053218976705415,0.5678689798593517,1.1448627703370324,0.8430542951504131,0.11055110038912205,0.20958386485748962
ULBP3->KLRK1,0.10679094380764109,0.688596068329704,0.952462926831138,0.6468675203078518,0.7898410775694092,1.115265116963022,0.6808123473299628,0.44410355921194544
SHANK1->SSTR2,0.1069270798636125,0.6994390997632465,0.4567579561096413,0.7200826343551997,1.0857496626430798,0.8999226425512106,0.32677348387364846,0.33030428223506547
GNAI2->ADORA1,0.10703285821694797,0.5142261065862002,0.6479130472695624,0.6628681616669505,1.3590546827445584,1.0834340344387614,0.3309786341514879,0.33224371264813807
UCN->CRHR2,0.10708222719559668,0.021591073786698223,0.112683017835708,0.5799405940057475,1.7153083223563952,0.7067784887589715,0.002343283149894327,0.03150415460526633
EFNA2->EPHA6,0.10711845182781976,0.32729115568750256,0.6833351293312495,0.5430461274004503,0.6774534351761051,0.9382528723735233,0.2319268158850513,0.2780695867447134
GHRH->VIPR1,0.10789268189513923,0.4840670206697205,0.06904202526092262,0.6748206959919683,0.791352361062255,0.6799119571621602,0.04813450762933767,0.14742904800113624
TGFB2->TGFBR3,0.10831051821929039,0.6532236302981516,0.4574836262845823,0.6133082055804417,0.8342626031906123,0.9707609421292649,0.2966579413408206,0.32123789226222393
SLITRK5->PTPRD,0.10842066224573055,0.5028122791297411,0.9677490530816221,0.6598948305393771,0.9789734131303471,1.0614285667376206,0.5590722618564704,0.41268434813540955
VIP->VIPR1,0.10916035813162717,0.21234286752517706,0.03815985876883843,0.6382900992948937,0.703513707511857,0.6270125126705177,0.007754188296586411,0.06534029119227446
ADM2->RAMP2,0.10917568588805437,0.8669876767271948,0.03022478004661444,0.6317226397117931,0.9197068703086105,0.7313082530041954,0.16988105528437655,0.25377777230529386
IL27->IL27RA,0.10920016709903302,0.39663531684106157,0.7116620565213281,0.6702515020920743,0.7660612350376004,0.8703640105841544,0.2956384401759931,0.32071439764863247
LGI2->ADAM11,0.10942795024768015,0.13304625181904917,0.3860538831763689,0.6303062409186925,0.6687877921709935,0.8713600495327952,0.04138308044291209,0.13921826826692862
APOE->LRP2,0.11021729478078246,0.699390302234443,0.5098665869311794,0.6625832019858656,1.031209347436115,1.2059057526501407,0.3665667242152538,0.3445543220146617
APOE->VLDLR,0.11021729478078246,0.699390302234443,0.6068618596902079,0.6625832019858656,1.031209347436115,1.1291327328473535,0.4375463665207998,0.3726325809893078
ADGRE5->CD55,0.11033106613746213,0.47493800264927677,0.5385612724105544,1.4712363411029727,0.844898411571667,0.9850621010813552,0.23561587773864778,0.28052499209515336
CD55->ADGRE5,0.11033106613746213,0.47493800264927677,0.5385612724105544,1.4712363411029727,0.844898411571667,0.9850621010813552,0.23561587773864778,0.28052499209515336
ICAM1->ITGB2,0.11062772037771185,0.6111747544312837,0.30692321795396793,0.6888681870351706,1.1281975400866313,1.249035984572656,0.1814341946110149,0.2610431569907857
APP->NCSTN,0.11096055123163229,0.9575727635005851,0.2741768831465613,0.5297778646585403,1.102196871190651,0.8577781966592032,0.3833297692687036,0.35174507348908346
FGF13->SCN8A,0.11104072383915342,0.7508939531090719,0.1110231752477634,0.5690895624212828,0.7786508881591585,0.7136904143422639,0.1535079357567191,0.24393208203048675
EDN1->KEL,0.11159198212151611,0.583611077208469,0.06971675307871938,0.6608697771335938,1.0665437499031485,0.786829123847042,0.0745927260678502,0.1849273910136156
ADAM2->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
ANGPT1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
CHAD->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
COL2A1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
ICAM4->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
CCN4->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
LAMA1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
MATN1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
PLG->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,1.5970979629654285,1.6980633271848122,1.2210944762185647,0.02418604005403772,0.10810641211701258
CORT->MRGPRX2,0.11175123037110601,0.7051365041612,0.2061708222273264,0.5712499649633058,0.9906891264392962,1.3971820297595074,0.1784577068442775,0.2588305938302166
TNFSF11->TNFRSF11A,0.11370068077681761,0.5528804705801373,0.053467182317281314,0.63040256860669,0.7881705292020452,0.7794279149710481,0.06222052892939274,0.17007011341813894
SLITRK3->PTPRS,0.114145113464177,0.7117479691283706,0.22690751274683696,0.697412203298719,0.7800814166192288,0.7537172005717458,0.19441184812672596,0.26436252211519795
