Cohort,LR,Pval,HR
PAAD-US,COL11A1->DDR1,0.6973496358824351,0.9005545053322322
PAAD-US,INSL3->RXFP2,0.6981988218745429,1.0206483687553376
PAAD-US,SEMA3F->NRP1,0.6985363742763705,0.8480028771833149
PAAD-US,NPPA->NPR3,0.6996670651040883,1.2169873412419432
PAAD-US,NPPB->NPR3,0.6996670651040883,1.2169873412419432
PAAD-US,OSTN->NPR3,0.6996670651040883,1.2169873412419432
PAAD-US,PF4->PROCR,0.7003221172863803,1.0294200780013645
PAAD-US,MST1->MST1R,0.7003259231674825,1.1821385261564092
PAAD-US,BMP10->BMPR2,0.7004823125191442,0.9236658236121036
PAAD-US,BMP15->BMPR2,0.7004823125191442,0.9236658236121036
PAAD-US,GDF2->BMPR2,0.7004823125191442,0.9236658236121036
PAAD-US,GDF7->BMPR2,0.7004823125191442,0.9236658236121036
PAAD-US,GDF9->BMPR2,0.7004823125191442,0.9236658236121036
PAAD-US,GDF6->BMPR2,0.700543728798257,0.9860490460726851
PAAD-US,WNT9A->FZD10,0.7027875580084642,1.1421909085074253
PAAD-US,CFH->SELL,0.7028477099234414,0.8012103576020183
PAAD-US,IL17A->IL17RC,0.7052562597778638,1.2151229966168777
PAAD-US,COL2A1->MAG,0.7056773951018069,0.9506050281887748
PAAD-US,TNC->ITGAV,0.7064433059944601,0.9291751134350595
PAAD-US,SPINK1->EGFR,0.7076625328071726,0.8691601078891845
PAAD-US,RSPO1->LGR4,0.7078919144522089,1.0660737338394133
PAAD-US,HGF->ST14,0.7091136157930229,1.1362633606956354
PAAD-US,IL31->OSMR,0.710670249745689,1.0023938494652587
PAAD-US,IGSF11->VSIR,0.711426294548221,1.1490735133933407
PAAD-US,KNG1->PLAUR,0.711752924001738,1.3047005197866888
PAAD-US,ADAM12->ITGA9,0.7129610343033821,0.9850165148492454
PAAD-US,TGFB1->ITGB8,0.7131919226511866,1.068555022140413
PAAD-US,VCAM1->ITGA9,0.7139840085512993,0.8818754858504447
PAAD-US,SOSTDC1->LRP6,0.714034744929229,1.0491562390585374
PAAD-US,SEMA3B->NRP1,0.7162131150476271,0.8788424645474313
PAAD-US,SFRP2->FZD5,0.716719768540313,0.860250767655738
PAAD-US,NID1->PTPRF,0.7173037581594035,0.8524807593779266
PAAD-US,ASIP->MC2R,0.718034968868556,0.8809383023420367
PAAD-US,F2->THBD,0.7183313688524147,0.9012764792985107
PAAD-US,PF4->THBD,0.7183313688524147,0.9012764792985107
PAAD-US,CTHRC1->FZD3,0.7184584048220443,0.9911141732271745
PAAD-US,LAMA1->ITGA2,0.718497672804449,0.8031542461224275
PAAD-US,WNT4->FZD2,0.7202084579004384,0.9475592280932945
PAAD-US,CCL23->CCR1,0.7204351833610452,1.0308242878993634
PAAD-US,TGFB1->TGFBR1,0.7204392557125892,1.050914628643368
PAAD-US,FGF1->FGFR3,0.7231983953476819,1.1074066048536229
PAAD-US,NID2->COL13A1,0.7245721173396039,1.0704675351943544
PAAD-US,MFGE8->ITGAV,0.7260445407084553,0.9423737349259863
PAAD-US,EFNB1->ERBB2,0.7265994396547916,1.0285835272664472
PAAD-US,FSTL1->DIP2A,0.726881864222736,0.8506658162028337
PAAD-US,AZGP1->ITGAV,0.7269503447871044,0.7792519412352585
PAAD-US,APOB->LSR,0.7279188598434844,1.18099170651238
PAAD-US,WNT10A->FZD5,0.7286913025927122,1.0042126643183258
PAAD-US,COL9A1->MAG,0.7287376049045067,1.092678400263354
PAAD-US,TNC->PTPRB,0.7291782868992118,1.1089936956835533
PAAD-US,SPON2->ITGA5,0.7293173340383549,1.0776563348464374
PAAD-US,TNFSF13B->TNFRSF17,0.72957004567058,0.928673202598911
PAAD-US,LGALS1->CD69,0.7315492457340018,1.1405826340741148
PAAD-US,FGF7->NRP1,0.7319168848802996,1.03137326789736
PAAD-US,MIF->CXCR4,0.7321537980081931,1.2540070992480763
PAAD-US,NDP->LGR4,0.7324760903294569,0.9104841725491484
PAAD-US,PGLYRP1->TREM1,0.733188629793581,1.1371577477136654
PAAD-US,SHANK1->ADGRL1,0.733466772706967,1.0322430218269305
PAAD-US,SEMA3A->PLXNA1,0.7340730717975923,1.1374686372322593
PAAD-US,HLA-B->KIR2DL3,0.7348563244363138,1.3632480044639375
PAAD-US,HLA-B->KIR3DL1,0.7348563244363138,1.3632480044639375
PAAD-US,HLA-B->KIR3DL2,0.7348563244363138,1.3632480044639375
PAAD-US,HLA-B->KLRD1,0.7348563244363138,1.3632480044639375
PAAD-US,HLA-B->LILRB1,0.7348563244363138,1.3632480044639375
PAAD-US,HLA-B->LILRB2,0.7348563244363138,1.3632480044639375
PAAD-US,TNC->ITGA7,0.7351938193245366,1.1296779669346784
PAAD-US,PSEN1->NOTCH1,0.7356417472265331,1.1763700945128543
PAAD-US,INS->INSR,0.7357088518870317,0.9839938766774461
PAAD-US,CCL8->CCR1,0.7364689989181684,0.9783855813392626
PAAD-US,MDK->TSPAN1,0.7369523789002581,1.3735292688383625
PAAD-US,MFGE8->ITGB3,0.7370544984933158,0.7865050791973885
PAAD-US,ASIP->MC3R,0.7371480283823812,1.3166610278647752
PAAD-US,INS->IGF1R,0.7371518796137468,0.9835768677805801
PAAD-US,ITGAV->THY1,0.737410943868241,1.0003021232723432
PAAD-US,PENK->OPRD1,0.7376112126615539,1.0273079148101112
PAAD-US,PENK->OPRM1,0.7376112126615539,1.0273079148101112
PAAD-US,CGB3->LHCGR,0.7380968576456777,1.0460677945314003
PAAD-US,SLIT2->GPC1,0.738856888724474,1.0032423439368259
PAAD-US,AGRN->ATP1A3,0.7406116476056328,1.06767856056352
PAAD-US,AGRN->LRP4,0.7406116476056328,1.06767856056352
PAAD-US,AGRN->MUSK,0.7406116476056328,1.06767856056352
PAAD-US,PLAU->LRP1,0.7412206902058671,0.8501410632170165
PAAD-US,AMELX->LAMP2,0.7415173316335741,1.1190298722658176
PAAD-US,AMELY->LAMP2,0.7415173316335741,1.1190298722658176
PAAD-US,COL1A2->ITGB1,0.7435555502863095,0.8782016237956312
PAAD-US,FGF10->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF17->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF20->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF22->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF23->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF3->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF4->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF5->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF6->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,FGF8->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,ANOS1->FGFR1,0.7437400265328928,1.0197355249972484
PAAD-US,BMP6->BMPR1B,0.7450679382993431,0.7339113941373971
PAAD-US,IL5->IL5RA,0.7451805959048052,0.9896288202529889
PAAD-US,MDK->NOTCH2,0.7461332306351107,1.2502475886398736
PAAD-US,CD274->CD80,0.7469537078062535,1.064156149320691
PAAD-US,CD80->CD274,0.7469537078062535,1.064156149320691
PAAD-US,HRG->FCGR1A,0.7471009137105105,0.8237759225613223
PAAD-US,RARRES2->GPR1,0.7490476160129492,0.8915795689968111
PAAD-US,TGFB2->ACVR1,0.7491625387879419,0.9590039488153923
PAAD-US,GHRL->GPR39,0.7501154358297699,1.2956377148809493
PAAD-US,CCL25->ACKR2,0.7502326024707917,1.0071656930000483
PAAD-US,CCL25->ACKR4,0.7502326024707917,1.0071656930000483
PAAD-US,C4B->CD46,0.750259758078277,1.287612834121053
PAAD-US,KISS1->MMP24,0.7512358645758088,1.2586363504815476
PAAD-US,TNFSF13B->TNFRSF13B,0.7516688898471916,0.8928694651660194
PAAD-US,SEMA3A->NRP2,0.7528190287929643,1.1479944701989193
PAAD-US,MDK->ITGA6,0.7533930299667242,1.3921997892680413
PAAD-US,CTHRC1->ROR2,0.7538565191290378,1.2206636320227666
PAAD-US,NTF3->NTRK1,0.7543834682549975,1.0595448871933282
PAAD-US,HSPG2->ITGB1,0.754766056273804,0.9936825533467158
PAAD-US,RSPO3->LGR6,0.7548524066184672,1.2813561152622035
PAAD-US,RNASE2->TLR2,0.7551401571994674,1.058986000797801
PAAD-US,PDGFB->PDGFRA,0.7560542307172636,0.7673605933693214
PAAD-US,CCL3->CCR3,0.756245398457998,0.9108468726582938
PAAD-US,CXCL2->CXCR2,0.7577708311485094,1.1986736738396213
PAAD-US,HLA-G->LILRB1,0.7579352328595468,1.1074924332271736
PAAD-US,COL18A1->ITGA5,0.7589161613678466,1.1352392693438742
PAAD-US,SERTAD1->AR,0.7589446741150733,1.1376692460295776
PAAD-US,EFNB3->RHBDL2,0.7604958705796602,1.1352700983610307
PAAD-US,HLA-F->LILRB1,0.761514836177189,1.2991029790677244
PAAD-US,HLA-F->LILRB2,0.761514836177189,1.2991029790677244
PAAD-US,BMP2->BMPR2,0.765098601595478,0.8783983206941589
PAAD-US,FGF1->FGFR1,0.7659302841777996,1.012368762700355
PAAD-US,APP->CD74,0.7660028993106938,1.0731273864400344
PAAD-US,IL1B->IL1R2,0.766307412830944,1.0539789530213892
PAAD-US,SEMA7A->ITGA1,0.7667864504752511,1.0942070401762234
PAAD-US,AMH->AMHR2,0.7671608291767413,1.0577298687901588
PAAD-US,APOB->LRP2,0.7672610061206291,0.868755261424714
PAAD-US,CCL26->CCR1,0.7673038363645681,0.9639554004626392
PAAD-US,MIF->CD74,0.767499520086991,1.0475075079213014
PAAD-US,FGF3->FGFRL1,0.7687234165447985,0.9555194072277948
PAAD-US,MIA->CDH7,0.7689556337916426,0.9957134102050241
PAAD-US,FGF4->NRP1,0.770719407403575,0.8636413458829879
PAAD-US,ULBP2->KLRK1,0.7710380481805966,1.0359851819792778
PAAD-US,COL1A2->CD44,0.7715375204495434,0.8844957160120346
PAAD-US,ANGPTL2->LILRB2,0.7747618608114483,1.1089283688233609
PAAD-US,AVP->AVPR2,0.774828127111763,1.2267303364081554
PAAD-US,EFNA2->EPHA2,0.7749680883397205,1.0808982224082082
PAAD-US,SEMA5A->PLXNB3,0.7762664355404126,0.8519452053282875
PAAD-US,GDF2->ACVR2B,0.7783987167926695,0.8669202960496158
PAAD-US,INHBC->ACVR2B,0.7783987167926695,0.8669202960496158
PAAD-US,ANGPTL3->ITGB3,0.7800920003201874,1.077258583466357
PAAD-US,CCN1->ITGB3,0.7800920003201874,1.077258583466357
PAAD-US,VEGFA->KDR,0.7814225230189584,1.0838568506381083
PAAD-US,CLCF1->IL6ST,0.7815557696640072,0.9636577289909387
PAAD-US,HP->CD163,0.7815930121781103,0.7595735285864849
PAAD-US,COL1A2->ITGB3,0.7818363455437877,1.0343945997137485
PAAD-US,BMP8A->TGFBR1,0.782071519152265,0.8471005489517143
PAAD-US,IL2->IL2RA,0.7830844537755045,0.985751707401659
PAAD-US,EFNA1->EPHA2,0.7832029208113339,1.1315424771131803
PAAD-US,NTN3->CDON,0.7832525418384337,0.8287805222477949
PAAD-US,GDF1->BMPR2,0.785256047353065,0.8976744685912259
PAAD-US,COL5A1->SDC3,0.7854770225075229,0.9598207374728476
PAAD-US,COL1A2->ITGA2,0.785512246593995,0.8891132620211427
PAAD-US,ADM->CALCRL,0.7865816786226351,1.2214963810860846
PAAD-US,CXCL9->CXCR3,0.7877848027280596,0.9527805252154298
PAAD-US,UCN2->CRHR1,0.788123407724496,0.9641081189886427
PAAD-US,APP->LRP1,0.7887263544886562,1.009188059346172
PAAD-US,CEACAM5->CD1D,0.7900534635833025,1.202233092976945
PAAD-US,CEACAM5->CD8A,0.7900534635833025,1.202233092976945
PAAD-US,TAC4->TACR3,0.7901651374662242,1.1155835770728935
PAAD-US,PROC->THBD,0.7915103011719669,1.0585901018628558
PAAD-US,EPO->EPHB4,0.7916152446445477,1.206702752140529
PAAD-US,IGFL1->IGFLR1,0.7939378148877548,1.0620959624516586
PAAD-US,PROK2->PROKR1,0.7955308687154105,1.3214500542906875
PAAD-US,SCT->SCTR,0.7962472327700965,0.9003155364849823
PAAD-US,CTF1->IL6ST,0.7977186896948976,1.0124161440190502
PAAD-US,INHBB->CFC1,0.7991787028565711,1.16532189154442
PAAD-US,FGF16->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF17->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF20->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF23->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF3->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF4->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF5->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF6->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,FGF8->FGFR3,0.7998836881351458,1.077367891842661
PAAD-US,HRAS->AGTR1,0.8002818324420955,1.0752250540092436
PAAD-US,MMP7->ERBB4,0.8003826541348339,1.3672030078478663
PAAD-US,MMP9->LRP1,0.8004593964782081,0.9908276344553021
PAAD-US,TIMP2->ITGA3,0.8005143578119212,0.9029909798988349
PAAD-US,LIPH->LPAR2,0.801163742226511,1.2068410751764265
PAAD-US,ASIP->MC5R,0.8014383199219635,0.981742396267822
PAAD-US,VIP->SCTR,0.8016505327580399,1.045347306109423
PAAD-US,EFNA1->EPHA5,0.8027769559336516,1.2488511678722394
PAAD-US,EFNA1->EPHA6,0.8027769559336516,1.2488511678722394
PAAD-US,EFNA1->EPHA8,0.8027769559336516,1.2488511678722394
PAAD-US,THBS1->LRP1,0.806128717724273,0.9255384099739008
PAAD-US,NTS->NTSR1,0.8076594704835809,1.291038111689407
PAAD-US,SECTM1->CD7,0.8078930643052434,0.9977698218143584
PAAD-US,LGALS9->HAVCR2,0.8098472652115773,1.0896758975181042
PAAD-US,CLEC4G->LAG3,0.810613422603488,1.164051511517707
PAAD-US,EFNA4->EPHA5,0.8107793919651137,1.016679223417204
PAAD-US,SOSTDC1->LRP5,0.8109151309405435,1.1528117367933954
PAAD-US,GLG1->SELE,0.8120610374737369,1.0400727100288654
PAAD-US,EDIL3->ITGB3,0.8148657981210996,0.9116170726048292
PAAD-US,B2M->CD1A,0.8165626180798888,1.2667373153455728
PAAD-US,B2M->CD1B,0.8165626180798888,1.2667373153455728
PAAD-US,B2M->LILRB1,0.8165626180798888,1.2667373153455728
PAAD-US,GALP->GALR3,0.8166450968845255,1.264892477552878
PAAD-US,FBN1->ITGAV,0.8169576459621231,0.9426240640073738
PAAD-US,CCL28->CCR10,0.8171031138855227,0.8761225934228403
PAAD-US,SCGB3A2->MARCO,0.8180838018129136,1.0320807278830477
PAAD-US,EDA->EDAR,0.8194415144574079,1.0008776400126316
PAAD-US,F2->F2R,0.8197709858689511,0.9249296710363267
PAAD-US,PLG->F2R,0.8197709858689511,0.9249296710363267
PAAD-US,LIPH->LPAR4,0.8204935768545429,1.0341831673381563
PAAD-US,TCN1->CD320,0.8214570025960266,0.976150190001999
PAAD-US,PROC->PROCR,0.8227286146401986,1.0348742094340473
PAAD-US,MFGE8->PDGFRB,0.8242457052669698,0.9581778316365049
PAAD-US,EDN2->EDNRA,0.8244230463158085,1.0333530990395259
PAAD-US,GALP->GALR1,0.8253739944643641,0.9249365885598912
PAAD-US,DCN->EGFR,0.8258928969028225,0.8623688258938593
PAAD-US,DCN->ERBB4,0.8288703770450147,0.8630985714638583
PAAD-US,DCN->TLR4,0.8288703770450147,0.8630985714638583
PAAD-US,TNFSF9->TNFRSF9,0.8291190833202874,1.3026762625787562
PAAD-US,EFNB1->EPHB4,0.8291598353090512,1.259337197394117
PAAD-US,SCGB3A1->MARCO,0.8295477716569679,0.934419947996372
PAAD-US,GAS6->MERTK,0.8311326278327908,0.826255104968338
PAAD-US,NCAM1->FGFR1,0.8324810285605209,0.9931603666728451
PAAD-US,GAS6->TYRO3,0.8325380481386917,0.9936035899020096
PAAD-US,PDPN->CLEC1B,0.833264703462327,1.0570551054632686
PAAD-US,VTN->ITGAV,0.8333673574944813,0.842987434005973
PAAD-US,FGA->ITGAX,0.8351059606306724,1.0294618525461119
PAAD-US,HLA-G->KLRD1,0.8356422571298688,0.9975218499683222
PAAD-US,THBS1->ITGA3,0.835720072189026,0.878145827889072
PAAD-US,TGFB1->TGFBR2,0.8386488052648623,0.8150506359124309
PAAD-US,F2->F2RL3,0.8387509603141594,0.9044468375983085
PAAD-US,VEGFC->NRP2,0.8389729438068857,0.983580539579134
PAAD-US,IL6->IL6ST,0.8421508304621795,0.9491262587417475
PAAD-US,IL1RN->IL1R2,0.8424630347395912,1.0674608960566907
PAAD-US,CXCL2->CXCR1,0.8428391985706193,1.1286082740414847
PAAD-US,LAMA2->RPSA,0.8430670539803797,0.7663673893065891
PAAD-US,PGF->FLT1,0.844136788436058,0.8861180227948044
PAAD-US,CALCA->RAMP1,0.8455029262317717,1.0073395923929556
PAAD-US,CALCB->RAMP1,0.8455029262317717,1.0073395923929556
PAAD-US,PTDSS1->SCARB1,0.8470766606977971,0.933375412912363
PAAD-US,LIPH->LPAR1,0.8476787910102627,0.9855793253712177
PAAD-US,EFNB2->RHBDL2,0.8491581528455955,0.8627651828006337
PAAD-US,IL20->IL22RA1,0.8502617918675817,1.1673149979736528
PAAD-US,IL22->IL22RA1,0.8502617918675817,1.1673149979736528
PAAD-US,IL24->IL22RA1,0.8502617918675817,1.1673149979736528
PAAD-US,COL2A1->DDR1,0.8519436308862742,1.068698950423155
PAAD-US,HLA-B->CANX,0.85363398887554,1.0851081535337352
PAAD-US,CCL28->ACKR2,0.8571181640401,0.8729172315587419
PAAD-US,RARRES2->CCRL2,0.8580454187921377,1.0303660568233854
PAAD-US,IL23A->IL23R,0.8580522095378764,1.2240838866426627
PAAD-US,HEBP1->FPR3,0.8580915803478154,0.87986670468698025
PAAD-US,FBN1->ITGB3,0.8595358813634696,0.9263866516087581
PAAD-US,LTF->LRP1,0.8600992687153772,0.8986837725834714
PAAD-US,B2M->HLA-F,0.8607646099223119,1.2532497392076727
PAAD-US,CPAMD8->SCTR,0.86109407991059,0.9934044425382619
PAAD-US,VCAM1->ITGA4,0.8623946418622751,0.9153630511330499
PAAD-US,NGF->SORCS3,0.8634390143614824,0.9742010443798904
PAAD-US,CRP->OLR1,0.8637115115659809,1.1056194965919188
PAAD-US,RSPO4->LGR4,0.8645602027511291,0.9666579172344535
PAAD-US,CX3CL1->ITGAV,0.8663794831041878,0.8477249376685038
PAAD-US,C4BPA->CD40,0.8666344007734407,0.9428478542033369
PAAD-US,CXCL12->ITGAV,0.8684184619604524,0.833848085428922
PAAD-US,COL1A2->CD93,0.8687524242585197,0.9824178337319674
PAAD-US,BMP7->BMPR1B,0.8704969408592508,1.0542702506101025
PAAD-US,COMP->ITGB3,0.8720668357867984,0.8893147126867148
PAAD-US,NID1->COL13A1,0.8727155310315249,0.8760214838111768
PAAD-US,NID1->ITGB3,0.8727155310315249,0.8760214838111768
PAAD-US,BTC->ERBB2,0.8730650396692579,1.1507787203881188
PAAD-US,EGF->ERBB2,0.8730650396692579,1.1507787203881188
PAAD-US,NRG1->ERBB2,0.8730650396692579,1.1507787203881188
PAAD-US,EFNA1->EPHA4,0.8753672839708377,1.18656807797586
PAAD-US,EFNB2->PECAM1,0.8760591072497238,0.8395237744451922
PAAD-US,ENHO->GPR19,0.8768870633289085,0.9123006545521752
PAAD-US,WNT2->FZD9,0.8770750351093064,0.952358476369411
PAAD-US,COL18A1->GPC1,0.8783149942544022,1.0411124696016423
PAAD-US,COL4A1->CD93,0.8801722725399936,0.7933430131682524
PAAD-US,COL4A2->CD93,0.8801847483751217,0.9069505441140554
PAAD-US,WNT7B->FZD5,0.8813141889820666,0.9542203890486004
PAAD-US,COL1A1->CD36,0.8817322906460151,1.0433730563602512
PAAD-US,COL1A1->CD44,0.8817322906460151,1.0433730563602512
PAAD-US,COL1A1->DDR2,0.8817322906460151,1.0433730563602512
PAAD-US,COL1A1->GP6,0.8817322906460151,1.0433730563602512
PAAD-US,COL1A1->ITGA11,0.8817322906460151,1.0433730563602512
PAAD-US,COL1A1->ITGA5,0.8817322906460151,1.0433730563602512
PAAD-US,WNT3A->FZD1,0.8821073625948164,1.0687299649407143
PAAD-US,PSEN1->NOTCH4,0.8824241976266751,1.0334938473010347
PAAD-US,PYY->NPY1R,0.8826747125256041,0.9057117249223573
PAAD-US,CD47->SIRPA,0.8828263709358665,0.9018359713098532
PAAD-US,SIRPA->CD47,0.8828263709358665,0.9018359713098532
PAAD-US,CXCL6->CXCR1,0.8828958945041635,0.9344429532188956
PAAD-US,C4A->C5AR2,0.883242522990019,0.9779347133694175
PAAD-US,PLG->F2RL1,0.8846695825126002,1.26473388862247
PAAD-US,JAG1->CD46,0.8848353521893848,1.0704722321719828
PAAD-US,EFNA4->EPHA2,0.887930789773404,1.1959174734925677
PAAD-US,EFNA5->EPHB1,0.8883597114130493,1.0250202574657192
PAAD-US,NPB->NPBWR1,0.8887728127276914,1.0623845865357562
PAAD-US,VIM->CD44,0.8890789753259312,0.809857489238542
PAAD-US,EFNB2->EPHB3,0.8893226656522804,1.1510039190984664
PAAD-US,IL17C->IL17RE,0.8901772107280851,0.9374552063091236
PAAD-US,FBLN1->ITGB1,0.890400619871706,0.8870709817652775
PAAD-US,CRLF1->CNTFR,0.8906823398861411,0.906604161495805
PAAD-US,PSEN1->NCSTN,0.8918501388252036,1.0961344697795081
PAAD-US,CLCF1->CNTFR,0.892590812077376,1.0409627809815305
PAAD-US,EFNA5->EPHA2,0.8936305907278976,1.1005613245601729
PAAD-US,IAPP->CALCR,0.8937930810879946,0.8213525868101669
PAAD-US,CXCL2->XCR1,0.8939264105780346,1.110788307015464
PAAD-US,DHH->CDON,0.8943038963738438,0.9143962131242415
PAAD-US,TIMP3->AGTR2,0.894660420319541,0.921498162145329
PAAD-US,TNFSF12->TNFRSF12A,0.8946766122561804,1.1040269562523504
PAAD-US,MADCAM1->ITGB7,0.8956652401597807,0.8778023313575081
PAAD-US,VTN->TNFRSF11B,0.8958411219770341,1.0395746201959302
PAAD-US,EFNA5->EPHA6,0.8964736298099577,1.0054295888530058
PAAD-US,MMP7->CD151,0.8975528098717762,1.3302676960190163
PAAD-US,COL1A1->DDR1,0.8982095460200294,1.038436898110666
PAAD-US,COL1A1->ITGA2,0.8982095460200294,1.038436898110666
PAAD-US,RLN2->RXFP3,0.8990832270673705,0.8445105872363209
PAAD-US,CCL7->CCR1,0.8990846711135451,0.8812498044953938
PAAD-US,GUCA2B->GUCY2C,0.899494947732274,0.9093357155838884
PAAD-US,COL1A1->ITGB1,0.8996725832825955,1.0380129760911605
PAAD-US,COL1A1->CD93,0.9009471061267588,1.0371778059309569
PAAD-US,SEMA3G->NRP2,0.9012751675480641,1.0262726741945454
PAAD-US,VTN->ITGA5,0.9014524984053639,1.1417287389116784
PAAD-US,IL1B->IL1R1,0.9025139909400947,0.9508009459448191
PAAD-US,IL1F10->IL1R1,0.9025139909400947,0.9508009459448191
PAAD-US,CCL16->CCR1,0.9028070795059514,0.9488304697462128
PAAD-US,CCL4L1->CCR1,0.9028070795059514,0.9488304697462128
PAAD-US,SEMA4A->PLXNB2,0.9029986927707377,1.0936760077043757
PAAD-US,LTF->LRP11,0.9038514734342282,0.8623652628036588
PAAD-US,WNT6->FZD7,0.9040909901884435,1.0735126969139208
PAAD-US,HLA-A->APLP2,0.9044843473981896,1.2828653644801222
PAAD-US,DSC2->DSG3,0.9045405831728089,0.9846130011490462
PAAD-US,ADAM2->ITGA6,0.9048681377638323,1.1883864173795309
PAAD-US,ASIP->F11R,0.9056347037888131,0.9281116096726766
PAAD-US,AFDN->F11R,0.9056347037888131,0.9281116096726766
PAAD-US,BMP4->BMPR2,0.9063252479536061,1.01921952715614
PAAD-US,DCN->TLR2,0.9076752448330712,0.8852914423531628
PAAD-US,LHB->LHCGR,0.9089545207792975,1.1105783436025143
PAAD-US,INHBA->ACVR2A,0.9099563098026787,0.9061021155454801
PAAD-US,CCL13->CCR3,0.9111350110982099,0.9856180517768719
PAAD-US,ALCAM->CHL1,0.9125045747768187,0.9145989177015801
PAAD-US,SEMA4G->PLXNB2,0.9128176385028088,1.2174606475723277
PAAD-US,EFNB3->EPHB1,0.9135120604585193,0.873719271347039
PAAD-US,IHH->CDON,0.9140860934954311,1.127687041055889
PAAD-US,CNTN4->PTPRG,0.9158597625358526,0.9375210224773866
PAAD-US,EFNB3->EPHB4,0.9160950305596938,1.1801119417336356
PAAD-US,EFNA4->EPHA7,0.9167110937978777,1.1212013424891867
PAAD-US,CXCL11->CXCR3,0.9168280705689176,1.0219744987115638
PAAD-US,FGF2->SDC2,0.9181394378354861,1.1251313485260723
PAAD-US,SFTPA1->TLR2,0.9185122746697548,0.9621822566065332
PAAD-US,COL5A2->DDR1,0.9193759435993002,0.9762291541129441
PAAD-US,CCL13->CXCR3,0.919486100150935,0.9765743783008428
PAAD-US,NID1->ITGAV,0.9196757724823847,0.8842222294688229
PAAD-US,TFPI->LRP1,0.9208122579486944,0.8403525368500057
PAAD-US,BMP10->BMPR1B,0.920944554322722,0.8921226736241747
PAAD-US,BMP15->BMPR1B,0.920944554322722,0.8921226736241747
PAAD-US,GDF9->BMPR1B,0.920944554322722,0.8921226736241747
PAAD-US,EFNA5->EPHA8,0.9227564437393821,1.0429643361517518
PAAD-US,SERPING1->SELP,0.9229985912949873,0.9515979713581018
PAAD-US,FBN1->ITGA5,0.9242177282116597,0.9499989231849815
PAAD-US,VCAN->SELP,0.9243743869253616,0.8770618988034906
PAAD-US,INHBA->ACVR1B,0.9246239257434173,0.8135795506233917
PAAD-US,LGALS1->PTPRC,0.9246270697574468,1.1381356738869204
PAAD-US,CTHRC1->FZD5,0.9251133964531825,1.13214848730686
PAAD-US,BMP7->ACVR1,0.9262398004145929,1.0701381540975434
PAAD-US,GREM1->KDR,0.9262769545514298,1.0573121802756924
PAAD-US,SHH->GAS1,0.9270624303180756,0.9898030932124979
PAAD-US,FGF2->FGFR2,0.9278722299511417,1.1474646231476604
PAAD-US,CDH1->EGFR,0.9286191872233273,1.0902156083602568
PAAD-US,EFNA5->EPHA5,0.9287152141155957,1.042501809775535
PAAD-US,WNT2->FZD1,0.9290821140730778,1.015513657314813
PAAD-US,SOST->LRP4,0.9295796377911062,1.1852748062126688
PAAD-US,SERPING1->SELE,0.9298548357620504,0.9534495883546636
PAAD-US,EFNA1->EPHA3,0.9299158001920295,1.0726372644819167
PAAD-US,TGFB3->TGFBR1,0.9304130604890367,0.9899261433574057
PAAD-US,AMH->ACVR1,0.9307592226524465,0.97381044662077
PAAD-US,FGF19->FGFR3,0.9314128654011835,0.965261132351158
PAAD-US,GDF5->BMPR1B,0.9326128894201215,0.8319597224787535
PAAD-US,PTN->PLXNB2,0.9327444155971276,1.188338257432239
PAAD-US,IL11->IL6ST,0.9330145037559066,0.8524235630866123
PAAD-US,MYOC->FZD7,0.9338743201469877,1.0641121932746984
PAAD-US,WNT3A->FZD7,0.9338743201469877,1.0641121932746984
PAAD-US,AHSG->INSR,0.9344136682685208,0.980718393695127
PAAD-US,GDF2->ACVR1,0.9347875435063242,0.9900933915051664
PAAD-US,GDF5->ACVR1,0.9347875435063242,0.9900933915051664
PAAD-US,WNT11->FZD8,0.9360987569360654,0.9955175014160026
PAAD-US,GNAI2->CAV1,0.9369878529188779,0.9818655911627661
PAAD-US,EFNA3->EPHA7,0.9370012158039375,1.2442650636435608
PAAD-US,WNT10B->FZD7,0.9374273235967694,1.0611404609115132
PAAD-US,COL18A1->ITGB1,0.937552664868685,0.9400799716464794
PAAD-US,CCL11->ACKR2,0.9377227985264527,1.0212726247423152
