cell,cluster
cell_5002,TAM
cell_5003,CAF
cell_5004,ETC
cell_5005,TAM
cell_5006,CAF
cell_5007,TAM
cell_5008,TAM
cell_5009,ETC
cell_5010,TAM
cell_5011,ETC
cell_5012,ETC
cell_5013,ETC
cell_5014,TAM
cell_5015,CAF
cell_5016,ETC
cell_5017,ETC
cell_5018,ETC
cell_5019,ETC
cell_5020,ETC
cell_5021,TAM
cell_5022,CAF
cell_5023,CAF
cell_5024,TAM
cell_5025,CAF
cell_5026,CAF
cell_5027,CAF
cell_5028,ETC
cell_5029,TAM
cell_5030,TAM
cell_5031,CAF
cell_5032,ETC
cell_5033,CAF
cell_5034,CAF
cell_5035,ETC
cell_5036,CAF
cell_5037,DC
cell_5038,ETC
cell_5039,ETC
cell_5040,TAM
cell_5041,TAM
cell_5042,TAM
cell_5043,ETC
cell_5044,CAF
cell_5045,TAM
cell_5046,CAF
cell_5047,TAM
cell_5048,TAM
cell_5049,ETC
cell_5050,ETC
cell_5051,TAM
cell_5052,TAM
cell_5053,TAM
cell_5054,CAF
cell_5055,TAM
cell_5056,TAM
cell_5057,CAF
cell_5058,CAF
cell_5059,CAF
cell_5060,ETC
cell_5061,ETC
cell_5062,CAF
cell_5063,ETC
cell_5064,ETC
cell_5065,ETC
cell_5066,ETC
cell_5067,ETC
cell_5068,TAM
cell_5069,TAM
cell_5070,DC
cell_5071,TAM
cell_5072,TAM
cell_5073,TAM
cell_5074,ETC
cell_5075,Endo
cell_5076,CAF
cell_5077,CAF
cell_5078,CAF
cell_5079,ETC
cell_5080,CAF
cell_5081,CAF
cell_5082,ETC
cell_5083,ETC
cell_5084,CAF
cell_5085,ETC
cell_5086,ETC
cell_5087,TAM
cell_5088,TAM
cell_5089,ETC
cell_5090,ETC
cell_5091,ETC
cell_5092,TAM
cell_5093,TAM
cell_5094,CAF
cell_5095,ETC
cell_5096,CAF
cell_5097,Endo
cell_5098,TAM
cell_5099,TAM
cell_5100,TAM
cell_5101,TAM
cell_5102,ETC
cell_5103,ETC
cell_5104,CAF
cell_5105,TAM
cell_5106,TAM
cell_5107,ETC
cell_5108,CAF
cell_5109,TAM
cell_5110,CAF
cell_5111,ETC
cell_5112,ETC
cell_5113,CAF
cell_5114,ETC
cell_5115,CAF
cell_5116,CAF
cell_5117,ETC
cell_5118,ETC
cell_5119,CAF
cell_5120,TAM
cell_5121,Endo
cell_5122,TAM
cell_5123,ETC
cell_5124,CAF
cell_5125,TAM
cell_5126,TAM
cell_5127,ETC
cell_5128,TAM
cell_5129,CAF
cell_5130,CAF
cell_5131,ETC
cell_5132,ETC
cell_5133,CAF
cell_5134,DC
cell_5135,TAM
cell_5136,ETC
cell_5137,ETC
cell_5138,TAM
cell_5139,TAM
cell_5140,TAM
cell_5141,TAM
cell_5142,CAF
cell_5143,TAM
cell_5144,CAF
cell_5145,TAM
cell_5146,TAM
cell_5147,CAF
cell_5148,ETC
cell_5149,TAM
cell_5150,ETC
cell_5151,CAF
cell_5152,ETC
cell_5153,TAM
cell_5154,CAF
cell_5155,ETC
cell_5156,ETC
cell_5157,ETC
cell_5158,ETC
cell_5159,ETC
cell_5160,CAF
cell_5161,TAM
cell_5162,CAF
cell_5163,ETC
cell_5164,TAM
cell_5165,ETC
cell_5166,ETC
cell_5167,CAF
cell_5168,CAF
cell_5169,ETC
cell_5170,ETC
cell_5171,CAF
cell_5172,ETC
cell_5173,CAF
cell_5174,ETC
cell_5175,ETC
cell_5176,ETC
cell_5177,ETC
cell_5178,TAM
cell_5179,ETC
cell_5180,CAF
cell_5181,ETC
cell_5182,ETC
cell_5183,ETC
cell_5184,TAM
cell_5185,TAM
cell_5186,ETC
cell_5187,TIL
cell_5188,ETC
cell_5189,CAF
cell_5190,ETC
cell_5191,CAF
cell_5192,CAF
cell_5193,TAM
cell_5194,ETC
cell_5195,TAM
cell_5196,TAM
cell_5197,CAF
cell_5198,ETC
cell_5199,DC
cell_5200,TAM
cell_5201,CAF
cell_5202,TAM
cell_5203,CAF
cell_5204,TAM
cell_5205,TAM
cell_5206,TAM
cell_5207,TAM
cell_5208,CAF
cell_5209,CAF
cell_5210,ETC
cell_5211,CAF
cell_5212,CAF
cell_5213,TAM
cell_5214,TAM
cell_5215,TAM
cell_5216,TAM
cell_5217,CAF
cell_5218,ETC
cell_5219,TAM
cell_5220,TAM
cell_5221,CAF
cell_5222,ETC
cell_5223,CAF
cell_5224,CAF
cell_5225,ETC
cell_5226,ETC
cell_5227,ETC
cell_5228,ETC
cell_5229,TAM
cell_5230,CAF
cell_5231,CAF
cell_5232,ETC
cell_5233,CAF
cell_5234,TAM
cell_5235,TAM
cell_5236,CAF
cell_5237,ETC
cell_5238,ETC
cell_5239,ETC
cell_5240,TAM
cell_5241,ETC
cell_5242,ETC
cell_5243,CAF
cell_5244,CAF
cell_5245,ETC
cell_5246,TAM
cell_5247,CAF
cell_5248,ETC
cell_5249,Endo
cell_5250,ETC
cell_5251,CAF
cell_5252,CAF
cell_5253,ETC
cell_5254,ETC
cell_5255,ETC
cell_5256,CAF
cell_5257,TAM
cell_5258,ETC
cell_5259,ETC
cell_5260,TAM
cell_5261,ETC
cell_5262,ETC
cell_5263,ETC
cell_5264,TAM
cell_5265,CAF
cell_5266,TAM
cell_5267,TAM
cell_5268,Endo
cell_5269,ETC
cell_5270,TAM
cell_5271,TAM
cell_5272,CAF
cell_5273,ETC
cell_5274,CAF
cell_5275,CAF
cell_5276,TAM
cell_5277,TAM
cell_5278,ETC
cell_5279,ETC
cell_5280,ETC
cell_5281,ETC
cell_5282,ETC
cell_5283,TAM
cell_5284,TAM
cell_5285,TAM
cell_5286,CAF
cell_5287,ETC
cell_5288,DC
cell_5289,TAM
cell_5290,CAF
cell_5291,CAF
cell_5292,TAM
cell_5293,TAM
cell_5294,ETC
cell_5295,CAF
cell_5296,CAF
cell_5297,ETC
cell_5298,TAM
cell_5299,TAM
cell_5300,CAF
cell_5301,CAF
cell_5302,ETC
cell_5303,ETC
cell_5304,ETC
cell_5305,TAM
cell_5306,CAF
cell_5307,CAF
cell_5308,TAM
cell_5309,TAM
cell_5310,CAF
cell_5311,TAM
cell_5312,TAM
cell_5313,ETC
cell_5314,ETC
cell_5315,ETC
cell_5316,TAM
cell_5317,TAM
cell_5318,CAF
cell_5319,TAM
cell_5320,ETC
cell_5321,Endo
cell_5322,TAM
cell_5323,TAM
cell_5324,CAF
cell_5325,ETC
cell_5326,ETC
cell_5327,TAM
cell_5328,ETC
cell_5329,CAF
cell_5330,TAM
cell_5331,DC
cell_5332,TAM
cell_5333,TAM
cell_5334,ETC
cell_5335,ETC
cell_5336,TAM
cell_5337,CAF
cell_5338,ETC
cell_5339,TAM
cell_5340,CAF
cell_5341,CAF
cell_5342,TAM
cell_5343,TAM
cell_5344,ETC
cell_5345,CAF
cell_5346,ETC
cell_5347,CAF
cell_5348,TAM
cell_5349,ETC
cell_5350,TAM
cell_5351,ETC
cell_5352,CAF
cell_5353,TAM
cell_5354,ETC
cell_5355,CAF
cell_5356,ETC
cell_5357,CAF
cell_5358,DC
cell_5359,ETC
cell_5360,Endo
cell_5361,ETC
cell_5362,TAM
cell_5363,CAF
cell_5364,ETC
cell_5365,CAF
cell_5366,ETC
cell_5367,TAM
cell_5368,CAF
cell_5369,CAF
cell_5370,CAF
cell_5371,TAM
cell_5372,Endo
cell_5373,ETC
cell_5374,CAF
cell_5375,CAF
cell_5376,ETC
cell_5377,TAM
cell_5378,TAM
cell_5379,ETC
cell_5380,Endo
cell_5381,TAM
cell_5382,CAF
cell_5383,CAF
cell_5384,ETC
cell_5385,CAF
cell_5386,ETC
cell_5387,CAF
cell_5388,TAM
cell_5389,ETC
cell_5390,ETC
cell_5391,CAF
cell_5392,ETC
cell_5393,CAF
cell_5394,ETC
cell_5395,CAF
cell_5396,CAF
cell_5397,TAM
cell_5398,ETC
cell_5399,ETC
cell_5400,ETC
cell_5401,CAF
cell_5402,TAM
cell_5403,ETC
cell_5404,TAM
cell_5405,ETC
cell_5406,ETC
cell_5407,CAF
cell_5408,TAM
cell_5409,CAF
cell_5410,ETC
cell_5411,ETC
cell_5412,CAF
cell_5413,TAM
cell_5414,TAM
cell_5415,ETC
cell_5416,TAM
cell_5417,ETC
cell_5418,CAF
cell_5419,ETC
cell_5420,ETC
cell_5421,ETC
cell_5422,CAF
cell_5423,ETC
cell_5424,CAF
cell_5425,TAM
cell_5426,CAF
cell_5427,TAM
cell_5428,TAM
cell_5429,CAF
cell_5430,TAM
cell_5431,ETC
cell_5432,ETC
cell_5433,TAM
cell_5434,ETC
cell_5435,ETC
cell_5436,TAM
cell_5437,CAF
cell_5438,TAM
cell_5439,TAM
cell_5440,ETC
cell_5441,ETC
cell_5442,TAM
cell_5443,CAF
cell_5444,TAM
cell_5445,CAF
cell_5446,ETC
cell_5447,TAM
cell_5448,ETC
cell_5449,TAM
cell_5450,CAF
cell_5451,TAM
cell_5452,ETC
cell_5453,TAM
cell_5454,CAF
cell_5455,CAF
cell_5456,CAF
cell_5457,Endo
cell_5458,TAM
cell_5459,ETC
cell_5460,TAM
cell_5461,ETC
cell_5462,CAF
cell_5463,ETC
cell_5464,ETC
cell_5465,TAM
cell_5466,TAM
cell_5467,CAF
cell_5468,ETC
cell_5469,Endo
cell_5470,ETC
cell_5471,Endo
cell_5472,TAM
cell_5473,CAF
cell_5474,ETC
cell_5475,ETC
cell_5476,ETC
cell_5477,TAM
cell_5478,CAF
cell_5479,ETC
cell_5480,ETC
cell_5481,TAM
cell_5482,ETC
cell_5483,ETC
cell_5484,ETC
cell_5485,CAF
cell_5486,Endo
cell_5487,CAF
cell_5488,CAF
cell_5489,ETC
cell_5490,DC
cell_5491,CAF
cell_5492,ETC
cell_5493,TAM
cell_5494,ETC
cell_5495,TAM
cell_5496,TAM
cell_5497,CAF
cell_5498,Endo
cell_5499,TAM
cell_5500,ETC
cell_5501,ETC
cell_5502,ETC
cell_5503,ETC
cell_5504,ETC
cell_5505,ETC
cell_5506,TAM
cell_5507,ETC
cell_5508,ETC
cell_5509,CAF
cell_5510,ETC
cell_5511,TAM
cell_5512,CAF
cell_5513,ETC
cell_5514,TAM
cell_5515,CAF
cell_5516,TAM
cell_5517,CAF
cell_5518,ETC
cell_5519,ETC
cell_5520,ETC
cell_5521,CAF
cell_5522,TAM
cell_5523,TAM
cell_5524,ETC
cell_5525,TAM
cell_5526,TAM
cell_5527,TAM
cell_5528,ETC
cell_5529,ETC
cell_5530,CAF
cell_5531,ETC
cell_5532,TAM
cell_5533,TAM
cell_5534,CAF
cell_5535,ETC
cell_5536,ETC
cell_5537,TAM
cell_5538,CAF
cell_5539,ETC
cell_5540,ETC
cell_5541,CAF
cell_5542,TAM
cell_5543,ETC
cell_5544,TAM
cell_5545,TAM
cell_5546,CAF
cell_5547,CAF
cell_5548,ETC
cell_5549,TAM
cell_5550,CAF
cell_5551,CAF
cell_5552,CAF
cell_5553,ETC
cell_5554,ETC
cell_5555,TAM
cell_5556,TAM
cell_5557,ETC
cell_5558,TAM
cell_5559,CAF
cell_5560,ETC
cell_5561,CAF
cell_5562,ETC
cell_5563,CAF
cell_5564,CAF
cell_5565,TAM
cell_5566,CAF
cell_5567,CAF
cell_5568,ETC
cell_5569,ETC
cell_5570,CAF
cell_5571,ETC
cell_5572,TAM
cell_5573,ETC
cell_5574,ETC
cell_5575,CAF
cell_5576,TAM
cell_5577,TAM
cell_5578,CAF
cell_5579,DC
cell_5580,ETC
cell_5581,ETC
cell_5582,TAM
cell_5583,ETC
cell_5584,CAF
cell_5585,TAM
cell_5586,ETC
cell_5587,DC
cell_5588,CAF
cell_5589,TAM
cell_5590,ETC
cell_5591,ETC
cell_5592,TAM
cell_5593,CAF
cell_5594,TAM
cell_5595,ETC
cell_5596,CAF
cell_5597,TAM
cell_5598,TAM
cell_5599,ETC
cell_5600,ETC
cell_5601,ETC
cell_5602,TAM
cell_5603,TAM
cell_5604,TAM
cell_5605,ETC
cell_5606,Endo
cell_5607,Endo
cell_5608,CAF
cell_5609,TAM
cell_5610,ETC
cell_5611,TAM
cell_5612,ETC
cell_5613,CAF
cell_5614,TAM
cell_5615,CAF
cell_5616,ETC
cell_5617,TAM
cell_5618,CAF
cell_5619,CAF
cell_5620,CAF
cell_5621,TAM
cell_5622,ETC
cell_5623,TAM
cell_5624,CAF
cell_5625,CAF
cell_5626,Endo
cell_5627,CAF
cell_5628,ETC
cell_5629,ETC
cell_5630,ETC
cell_5631,TAM
cell_5632,ETC
cell_5633,ETC
cell_5634,TAM
cell_5635,ETC
cell_5636,CAF
cell_5637,TAM
cell_5638,TAM
cell_5639,Endo
cell_5640,TAM
cell_5641,CAF
cell_5642,CAF
cell_5643,TAM
cell_5644,ETC
cell_5645,ETC
cell_5646,TAM
cell_5647,CAF
cell_5648,ETC
cell_5649,TAM
cell_5650,CAF
cell_5651,TAM
cell_5652,ETC
cell_5653,CAF
cell_5654,ETC
cell_5655,ETC
cell_5656,ETC
cell_5657,CAF
cell_5658,ETC
cell_5659,CAF
cell_5660,CAF
cell_5661,TAM
cell_5662,CAF
cell_5663,CAF
cell_5664,TAM
cell_5665,TAM
cell_5666,ETC
cell_5667,CAF
cell_5668,TAM
cell_5669,CAF
cell_5670,ETC
cell_5671,ETC
cell_5672,ETC
cell_5673,TAM
cell_5674,Endo
cell_5675,ETC
cell_5676,CAF
cell_5677,TAM
cell_5678,TAM
cell_5679,ETC
cell_5680,ETC
cell_5681,ETC
cell_5682,TAM
cell_5683,ETC
cell_5684,TAM
cell_5685,CAF
cell_5686,TAM
cell_5687,TAM
cell_5688,TAM
cell_5689,ETC
cell_5690,TAM
cell_5691,CAF
cell_5692,CAF
cell_5693,CAF
cell_5694,TAM
cell_5695,ETC
cell_5696,CAF
cell_5697,TAM
cell_5698,ETC
cell_5699,CAF
cell_5700,TAM
cell_5701,CAF
cell_5702,ETC
cell_5703,ETC
cell_5704,TAM
cell_5705,TAM
cell_5706,CAF
cell_5707,DC
cell_5708,CAF
cell_5709,TAM
cell_5710,ETC
cell_5711,TAM
cell_5712,ETC
cell_5713,CAF
cell_5714,CAF
cell_5715,ETC
cell_5716,TAM
cell_5717,ETC
cell_5718,CAF
cell_5719,TAM
cell_5720,TAM
cell_5721,ETC
cell_5722,ETC
cell_5723,CAF
cell_5724,ETC
cell_5725,CAF
cell_5726,ETC
cell_5727,TAM
cell_5728,ETC
cell_5729,TAM
cell_5730,ETC
cell_5731,Endo
cell_5732,TAM
cell_5733,CAF
cell_5734,CAF
cell_5735,Endo
cell_5736,CAF
cell_5737,TAM
cell_5738,ETC
cell_5739,ETC
cell_5740,ETC
cell_5741,CAF
cell_5742,Endo
cell_5743,CAF
cell_5744,DC
cell_5745,TAM
cell_5746,TAM
cell_5747,TAM
cell_5748,CAF
cell_5749,TAM
cell_5750,TAM
cell_5751,TAM
cell_5752,ETC
cell_5753,ETC
cell_5754,ETC
cell_5755,TAM
cell_5756,ETC
cell_5757,Endo
cell_5758,ETC
cell_5759,TAM
cell_5760,ETC
cell_5761,TAM
cell_5762,ETC
cell_5763,ETC
cell_5764,TAM
cell_5765,DC
cell_5766,TAM
cell_5767,ETC
cell_5768,TAM
cell_5769,ETC
cell_5770,ETC
cell_5771,ETC
cell_5772,CAF
cell_5773,CAF
cell_5774,CAF
cell_5775,CAF
cell_5776,ETC
cell_5777,ETC
cell_5778,TAM
cell_5779,TAM
cell_5780,TAM
cell_5781,ETC
cell_5782,CAF
cell_5783,ETC
cell_5784,TIL
cell_5785,ETC
cell_5786,TAM
cell_5787,DC
cell_5788,TAM
cell_5789,CAF
cell_5790,TAM
cell_5791,TAM
cell_5792,ETC
cell_5793,TAM
cell_5794,CAF
cell_5795,TAM
cell_5796,Endo
cell_5797,CAF
cell_5798,ETC
cell_5799,CAF
cell_5800,ETC
cell_5801,TAM
cell_5802,TAM
cell_5803,ETC
cell_5804,TAM
cell_5805,CAF
cell_5806,TAM
cell_5807,CAF
cell_5808,ETC
cell_5809,CAF
cell_5810,CAF
cell_5811,TAM
cell_5812,Endo
cell_5813,CAF
cell_5814,TAM
cell_5815,TAM
cell_5816,ETC
cell_5817,DC
cell_5818,CAF
cell_5819,TAM
cell_5820,TAM
cell_5821,TAM
cell_5822,ETC
cell_5823,ETC
cell_5824,CAF
cell_5825,CAF
cell_5826,CAF
cell_5827,CAF
cell_5828,ETC
cell_5829,CAF
cell_5830,TAM
cell_5831,ETC
cell_5832,ETC
cell_5833,TAM
cell_5834,CAF
cell_5835,CAF
cell_5836,TAM
cell_5837,ETC
cell_5838,CAF
cell_5839,CAF
cell_5840,ETC
cell_5841,ETC
cell_5842,CAF
cell_5843,ETC
cell_5844,CAF
cell_5845,DC
cell_5846,ETC
cell_5847,TAM
cell_5848,TAM
cell_5849,CAF
cell_5850,ETC
cell_5851,ETC
cell_5852,ETC
cell_5853,ETC
cell_5854,ETC
cell_5855,CAF
cell_5856,TAM
cell_5857,CAF
cell_5858,ETC
cell_5859,ETC
cell_5860,ETC
cell_5861,ETC
cell_5862,ETC
cell_5863,TAM
cell_5864,ETC
cell_5865,ETC
cell_5866,CAF
cell_5867,TAM
cell_5868,ETC
cell_5869,CAF
cell_5870,ETC
cell_5871,TAM
cell_5872,ETC
cell_5873,TAM
cell_5874,CAF
cell_5875,ETC
cell_5876,ETC
cell_5877,ETC
cell_5878,ETC
cell_5879,TAM
cell_5880,ETC
cell_5881,ETC
cell_5882,TAM
cell_5883,ETC
cell_5884,ETC
cell_5885,ETC
cell_5886,ETC
cell_5887,ETC
cell_5888,CAF
cell_5889,ETC
cell_5890,ETC
cell_5891,ETC
cell_5892,ETC
cell_5893,ETC
cell_5894,ETC
cell_5895,ETC
cell_5896,ETC
cell_5897,ETC
cell_5898,ETC
cell_5899,ETC
cell_5900,ETC
cell_5901,ETC
cell_5902,ETC
cell_5903,ETC
cell_5904,CAF
cell_5905,ETC
cell_5906,ETC
cell_5907,ETC
cell_5908,ETC
cell_5909,ETC
cell_5910,ETC
cell_5911,ETC
cell_5912,ETC
cell_5913,ETC
cell_5914,ETC
cell_5915,ETC
cell_5916,ETC
cell_5917,ETC
cell_5918,ETC
cell_5919,ETC
cell_5920,ETC
cell_5921,ETC
cell_5922,TAM
cell_5923,ETC
cell_5924,ETC
cell_5925,ETC
cell_5926,ETC
cell_5927,ETC
cell_5928,ETC
cell_5929,CAF
cell_5930,ETC
cell_5931,ETC
cell_5932,ETC
cell_5933,ETC
cell_5934,TAM
cell_5935,ETC
cell_5936,ETC
cell_5937,ETC
cell_5938,ETC
cell_5939,ETC
cell_5940,ETC
cell_5941,ETC
cell_5942,ETC
cell_5943,ETC
cell_5944,ETC
cell_5945,CAF
cell_5946,ETC
cell_5947,ETC
cell_5948,ETC
cell_5949,CAF
cell_5950,ETC
cell_5951,ETC
cell_5952,ETC
cell_5953,CAF
cell_5954,ETC
cell_5955,ETC
cell_5956,ETC
cell_5957,ETC
cell_5958,ETC
cell_5959,ETC
cell_5960,TAM
cell_5961,ETC
cell_5962,ETC
cell_5963,ETC
cell_5964,ETC
cell_5965,DC
cell_5966,ETC
cell_5967,ETC
cell_5968,ETC
cell_5969,ETC
cell_5970,CAF
cell_5971,ETC
cell_5972,ETC
cell_5973,TAM
cell_5974,ETC
cell_5975,ETC
cell_5976,ETC
cell_5977,ETC
cell_5978,ETC
cell_5979,ETC
cell_5980,ETC
cell_5981,ETC
cell_5982,ETC
cell_5983,ETC
cell_5984,ETC
cell_5985,ETC
cell_5986,ETC
cell_5987,ETC
cell_5988,ETC
cell_5989,ETC
cell_5990,ETC
cell_5991,ETC
cell_5992,ETC
cell_5993,ETC
cell_5994,CAF
cell_5995,ETC
cell_5996,ETC
cell_5997,ETC
cell_5998,ETC
cell_5999,ETC
cell_6000,TAM
cell_6001,ETC
cell_6002,ETC
cell_6003,CAF
cell_6004,ETC
cell_6005,ETC
cell_6006,ETC
cell_6007,ETC
cell_6008,ETC
cell_6009,ETC
cell_6010,ETC
cell_6011,ETC
cell_6012,ETC
cell_6013,ETC
cell_6014,ETC
cell_6015,ETC
cell_6016,CAF
cell_6017,DC
cell_6018,ETC
cell_6019,ETC
cell_6020,CAF
cell_6021,ETC
cell_6022,ETC
cell_6023,ETC
cell_6024,ETC
cell_6025,ETC
cell_6026,ETC
cell_6027,ETC
cell_6028,ETC
cell_6029,ETC
cell_6030,ETC
cell_6031,DC
cell_6032,ETC
cell_6033,ETC
cell_6034,ETC
cell_6035,TAM
cell_6036,ETC
cell_6037,ETC
cell_6038,ETC
cell_6039,ETC
cell_6040,ETC
cell_6041,ETC
cell_6042,ETC
cell_6043,ETC
cell_6044,ETC
cell_6045,ETC
cell_6046,CAF
cell_6047,ETC
cell_6048,ETC
cell_6049,ETC
cell_6050,ETC
cell_6051,TAM
cell_6052,ETC
cell_6053,ETC
cell_6054,ETC
cell_6055,ETC
cell_6056,CAF
cell_6057,ETC
cell_6058,ETC
cell_6059,ETC
cell_6060,ETC
cell_6061,ETC
cell_6062,ETC
cell_6063,ETC
cell_6064,ETC
cell_6065,DC
cell_6066,TAM
cell_6067,ETC
cell_6068,ETC
cell_6069,ETC
cell_6070,DC
cell_6071,ETC
cell_6072,CAF
cell_6073,ETC
cell_6074,ETC
cell_6075,ETC
cell_6076,ETC
cell_6077,ETC
cell_6078,ETC
cell_6079,DC
cell_6080,ETC
cell_6081,CAF
cell_6082,CAF
cell_6083,ETC
cell_6084,ETC
cell_6085,ETC
cell_6086,ETC
cell_6087,ETC
cell_6088,ETC
cell_6089,ETC
cell_6090,ETC
cell_6091,CAF
cell_6092,ETC
cell_6093,ETC
cell_6094,ETC
cell_6095,ETC
cell_6096,ETC
cell_6097,ETC
cell_6098,ETC
cell_6099,CAF
cell_6100,ETC
cell_6101,CAF
cell_6102,ETC
cell_6103,CAF
cell_6104,ETC
cell_6105,ETC
cell_6106,ETC
cell_6107,ETC
cell_6108,ETC
cell_6109,ETC
cell_6110,ETC
cell_6111,TAM
cell_6112,ETC
cell_6113,ETC
cell_6114,ETC
cell_6115,ETC
cell_6116,ETC
cell_6117,ETC
cell_6118,ETC
cell_6119,ETC
cell_6120,ETC
cell_6121,ETC
cell_6122,ETC
cell_6123,ETC
cell_6124,ETC
cell_6125,CAF
cell_6126,ETC
cell_6127,ETC
cell_6128,CAF
cell_6129,ETC
cell_6130,ETC
cell_6131,CAF
cell_6132,ETC
cell_6133,ETC
cell_6134,ETC
cell_6135,ETC
cell_6136,ETC
cell_6137,ETC
cell_6138,ETC
cell_6139,ETC
cell_6140,ETC
cell_6141,ETC
cell_6142,ETC
cell_6143,ETC
cell_6144,ETC
cell_6145,ETC
cell_6146,CAF
cell_6147,ETC
cell_6148,CAF
cell_6149,TAM
cell_6150,ETC
cell_6151,ETC
cell_6152,ETC
cell_6153,ETC
cell_6154,CAF
cell_6155,ETC
cell_6156,ETC
cell_6157,ETC
cell_6158,ETC
cell_6159,ETC
cell_6160,ETC
cell_6161,ETC
cell_6162,ETC
cell_6163,ETC
cell_6164,ETC
cell_6165,CAF
cell_6166,ETC
cell_6167,CAF
cell_6168,ETC
cell_6169,ETC
cell_6170,ETC
cell_6171,ETC
cell_6172,ETC
cell_6173,ETC
cell_6174,ETC
cell_6175,ETC
cell_6176,ETC
cell_6177,ETC
cell_6178,CAF
cell_6179,ETC
cell_6180,ETC
cell_6181,ETC
cell_6182,ETC
cell_6183,ETC
cell_6184,ETC
cell_6185,ETC
cell_6186,ETC
cell_6187,ETC
cell_6188,ETC
cell_6189,ETC
cell_6190,ETC
cell_6191,ETC
cell_6192,ETC
cell_6193,ETC
cell_6194,ETC
cell_6195,ETC
cell_6196,ETC
cell_6197,ETC
cell_6198,ETC
cell_6199,ETC
cell_6200,ETC
cell_6201,ETC
cell_6202,CAF
cell_6203,ETC
cell_6204,ETC
cell_6205,ETC
cell_6206,TAM
cell_6207,ETC
cell_6208,ETC
cell_6209,ETC
cell_6210,ETC
cell_6211,ETC
cell_6212,ETC
cell_6213,ETC
cell_6214,TAM
cell_6215,ETC
cell_6216,TAM
cell_6217,ETC
cell_6218,ETC
cell_6219,TAM
cell_6220,ETC
cell_6221,ETC
cell_6222,ETC
cell_6223,ETC
cell_6224,ETC
cell_6225,CAF
cell_6226,ETC
cell_6227,ETC
cell_6228,ETC
cell_6229,ETC
cell_6230,ETC
cell_6231,ETC
cell_6232,ETC
cell_6233,ETC
cell_6234,ETC
cell_6235,CAF
cell_6236,ETC
cell_6237,ETC
cell_6238,ETC
cell_6239,ETC
cell_6240,ETC
cell_6241,ETC
cell_6242,ETC
cell_6243,ETC
cell_6244,DC
cell_6245,ETC
cell_6246,ETC
cell_6247,ETC
cell_6248,ETC
cell_6249,ETC
cell_6250,ETC
cell_6251,ETC
cell_6252,ETC
cell_6253,ETC
cell_6254,ETC
cell_6255,ETC
cell_6256,ETC
cell_6257,ETC
cell_6258,ETC
cell_6259,ETC
cell_6260,ETC
cell_6261,ETC
cell_6262,ETC
cell_6263,ETC
cell_6264,ETC
cell_6265,ETC
cell_6266,CAF
cell_6267,CAF
cell_6268,ETC
cell_6269,ETC
cell_6270,ETC
cell_6271,CAF
cell_6272,ETC
cell_6273,ETC
cell_6274,ETC
cell_6275,ETC
cell_6276,ETC
cell_6277,ETC
cell_6278,ETC
cell_6279,ETC
cell_6280,ETC
cell_6281,ETC
cell_6282,ETC
cell_6283,ETC
cell_6284,ETC
cell_6285,ETC
cell_6286,ETC
cell_6287,CAF
cell_6288,ETC
cell_6289,ETC
cell_6290,ETC
cell_6291,ETC
cell_6292,CAF
cell_6293,CAF
cell_6294,ETC
cell_6295,ETC
cell_6296,CAF
cell_6297,ETC
cell_6298,ETC
cell_6299,ETC
cell_6300,ETC
cell_6301,ETC
cell_6302,CAF
cell_6303,ETC
cell_6304,ETC
cell_6305,TAM
cell_6306,ETC
cell_6307,ETC
cell_6308,CAF
cell_6309,ETC
cell_6310,ETC
cell_6311,CAF
cell_6312,ETC
cell_6313,ETC
cell_6314,ETC
cell_6315,ETC
cell_6316,ETC
cell_6317,ETC
cell_6318,ETC
cell_6319,ETC
cell_6320,ETC
cell_6321,ETC
cell_6322,ETC
cell_6323,DC
cell_6324,ETC
cell_6325,ETC
cell_6326,ETC
cell_6327,ETC
cell_6328,ETC
cell_6329,ETC
cell_6330,ETC
cell_6331,ETC
cell_6332,ETC
cell_6333,ETC
cell_6334,CAF
cell_6335,ETC
cell_6336,TAM
cell_6337,ETC
cell_6338,ETC
cell_6339,ETC
cell_6340,ETC
cell_6341,ETC
cell_6342,ETC
cell_6343,ETC
cell_6344,ETC
cell_6345,ETC
cell_6346,ETC
cell_6347,ETC
cell_6348,ETC
cell_6349,ETC
cell_6350,CAF
cell_6351,ETC
cell_6352,ETC
cell_6353,ETC
cell_6354,ETC
cell_6355,ETC
cell_6356,TAM
cell_6357,ETC
cell_6358,ETC
cell_6359,TAM
cell_6360,ETC
cell_6361,CAF
cell_6362,CAF
cell_6363,ETC
cell_6364,CAF
cell_6365,ETC
cell_6366,CAF
cell_6367,ETC
cell_6368,ETC
cell_6369,ETC
cell_6370,ETC
cell_6371,ETC
cell_6372,DC
cell_6373,ETC
cell_6374,ETC
cell_6375,CAF
cell_6376,ETC
cell_6377,ETC
cell_6378,ETC
cell_6379,ETC
cell_6380,ETC
cell_6381,ETC
cell_6382,TAM
cell_6383,ETC
cell_6384,ETC
cell_6385,ETC
cell_6386,ETC
cell_6387,ETC
cell_6388,TAM
cell_6389,ETC
cell_6390,ETC
cell_6391,ETC
cell_6392,ETC
cell_6393,ETC
cell_6394,ETC
cell_6395,ETC
cell_6396,ETC
cell_6397,ETC
cell_6398,ETC
cell_6399,ETC
cell_6400,ETC
cell_6401,ETC
cell_6402,ETC
