barcode	annotation
"cell_7077"	"ETC"
"cell_7078"	"ETC"
"cell_7079"	"ETC"
"cell_7080"	"ETC"
"cell_7081"	"ETC"
"cell_7082"	"ETC"
"cell_7083"	"ETC"
"cell_7084"	"ETC"
"cell_7085"	"ETC"
"cell_7086"	"ETC"
"cell_7087"	"ETC"
"cell_7088"	"ETC"
"cell_7089"	"ETC"
"cell_7090"	"ETC"
"cell_7091"	"ETC"
"cell_7092"	"ETC"
"cell_7093"	"CAF"
"cell_7094"	"DC"
"cell_7095"	"ETC"
"cell_7096"	"ETC"
"cell_7097"	"CAF"
"cell_7098"	"ETC"
"cell_7099"	"ETC"
"cell_7100"	"ETC"
"cell_7101"	"ETC"
"cell_7102"	"ETC"
"cell_7103"	"ETC"
"cell_7104"	"ETC"
"cell_7105"	"ETC"
"cell_7106"	"ETC"
"cell_7107"	"ETC"
"cell_7108"	"DC"
"cell_7109"	"ETC"
"cell_7110"	"ETC"
"cell_7111"	"ETC"
"cell_7112"	"ETC"
"cell_7113"	"CAF"
"cell_7114"	"ETC"
"cell_7115"	"ETC"
"cell_7116"	"CAF"
"cell_7117"	"ETC"
"cell_7118"	"ETC"
"cell_7119"	"ETC"
"cell_7120"	"ETC"
"cell_7121"	"ETC"
"cell_7122"	"ETC"
"cell_7123"	"CAF"
"cell_7124"	"ETC"
"cell_7125"	"ETC"
"cell_7126"	"ETC"
"cell_7127"	"ETC"
"cell_7128"	"ETC"
"cell_7129"	"ETC"
"cell_7130"	"TAM"
"cell_7131"	"ETC"
"cell_7132"	"DC"
"cell_7133"	"ETC"
"cell_7134"	"ETC"
"cell_7135"	"ETC"
"cell_7136"	"ETC"
"cell_7137"	"ETC"
"cell_7138"	"ETC"
"cell_7139"	"ETC"
"cell_7140"	"ETC"
"cell_7141"	"ETC"
"cell_7142"	"ETC"
"cell_7143"	"ETC"
"cell_7144"	"CAF"
"cell_7145"	"ETC"
"cell_7146"	"ETC"
"cell_7147"	"TAM"
"cell_7148"	"ETC"
"cell_7149"	"ETC"
"cell_7150"	"ETC"
"cell_7151"	"ETC"
"cell_7152"	"ETC"
"cell_7153"	"ETC"
"cell_7154"	"ETC"
"cell_7155"	"ETC"
"cell_7156"	"ETC"
"cell_7157"	"ETC"
"cell_7158"	"ETC"
"cell_7159"	"ETC"
"cell_7160"	"ETC"
"cell_7161"	"ETC"
"cell_7162"	"ETC"
"cell_7163"	"ETC"
"cell_7164"	"ETC"
"cell_7165"	"CAF"
"cell_7166"	"ETC"
"cell_7167"	"ETC"
"cell_7168"	"ETC"
"cell_7169"	"ETC"
"cell_7170"	"ETC"
"cell_7171"	"CAF"
"cell_7172"	"ETC"
"cell_7173"	"CAF"
"cell_7174"	"TAM"
"cell_7175"	"ETC"
"cell_7176"	"ETC"
"cell_7177"	"ETC"
"cell_7178"	"ETC"
"cell_7179"	"ETC"
"cell_7180"	"ETC"
"cell_7181"	"ETC"
"cell_7182"	"ETC"
"cell_7183"	"ETC"
"cell_7184"	"ETC"
"cell_7185"	"ETC"
"cell_7186"	"ETC"
"cell_7187"	"ETC"
"cell_7188"	"ETC"
"cell_7189"	"ETC"
"cell_7190"	"TAM"
"cell_7191"	"ETC"
"cell_7192"	"ETC"
"cell_7193"	"ETC"
"cell_7194"	"CAF"
"cell_7195"	"ETC"
"cell_7196"	"TAM"
"cell_7197"	"ETC"
"cell_7198"	"ETC"
"cell_7199"	"ETC"
"cell_7200"	"ETC"
"cell_7201"	"ETC"
"cell_7202"	"ETC"
"cell_7203"	"ETC"
"cell_7204"	"ETC"
"cell_7205"	"ETC"
"cell_7206"	"ETC"
"cell_7207"	"ETC"
"cell_7208"	"ETC"
"cell_7209"	"ETC"
"cell_7210"	"ETC"
"cell_7211"	"ETC"
"cell_7212"	"TAM"
"cell_7213"	"ETC"
"cell_7214"	"ETC"
"cell_7215"	"ETC"
"cell_7216"	"ETC"
"cell_7217"	"ETC"
"cell_7218"	"ETC"
"cell_7219"	"ETC"
"cell_7220"	"ETC"
"cell_7221"	"ETC"
"cell_7222"	"ETC"
"cell_7223"	"ETC"
"cell_7224"	"ETC"
"cell_7225"	"ETC"
"cell_7226"	"ETC"
"cell_7227"	"DC"
"cell_7228"	"ETC"
"cell_7229"	"ETC"
"cell_7230"	"ETC"
"cell_7231"	"CAF"
"cell_7232"	"DC"
"cell_7233"	"ETC"
"cell_7234"	"ETC"
"cell_7235"	"ETC"
"cell_7236"	"ETC"
"cell_7237"	"ETC"
"cell_7238"	"ETC"
"cell_7239"	"ETC"
"cell_7240"	"CAF"
"cell_7241"	"ETC"
"cell_7242"	"ETC"
"cell_7243"	"ETC"
"cell_7244"	"ETC"
"cell_7245"	"CAF"
"cell_7246"	"ETC"
"cell_7247"	"ETC"
"cell_7248"	"ETC"
"cell_7249"	"ETC"
"cell_7250"	"ETC"
"cell_7251"	"ETC"
"cell_7252"	"ETC"
"cell_7253"	"ETC"
"cell_7254"	"ETC"
"cell_7255"	"TAM"
"cell_7256"	"CAF"
"cell_7257"	"ETC"
"cell_7258"	"DC"
"cell_7259"	"ETC"
"cell_7260"	"ETC"
"cell_7261"	"ETC"
"cell_7262"	"ETC"
"cell_7263"	"ETC"
"cell_7264"	"CAF"
"cell_7265"	"ETC"
"cell_7266"	"ETC"
"cell_7267"	"ETC"
"cell_7268"	"ETC"
"cell_7269"	"ETC"
"cell_7270"	"ETC"
"cell_7271"	"ETC"
"cell_7272"	"ETC"
"cell_7273"	"ETC"
"cell_7274"	"ETC"
"cell_7275"	"ETC"
"cell_7276"	"ETC"
"cell_7277"	"ETC"
"cell_7278"	"ETC"
"cell_7279"	"ETC"
"cell_7280"	"ETC"
"cell_7281"	"ETC"
"cell_7282"	"ETC"
"cell_7283"	"ETC"
"cell_7284"	"ETC"
"cell_7285"	"ETC"
"cell_7286"	"ETC"
"cell_7287"	"ETC"
"cell_7288"	"ETC"
"cell_7289"	"CAF"
"cell_7290"	"ETC"
"cell_7291"	"ETC"
"cell_7292"	"ETC"
"cell_7293"	"ETC"
"cell_7294"	"ETC"
"cell_7295"	"ETC"
"cell_7296"	"CAF"
"cell_7297"	"DC"
"cell_7298"	"ETC"
"cell_7299"	"ETC"
"cell_7300"	"ETC"
"cell_7301"	"ETC"
"cell_7302"	"ETC"
"cell_7303"	"ETC"
"cell_7304"	"ETC"
"cell_7305"	"ETC"
"cell_7306"	"ETC"
"cell_7307"	"ETC"
"cell_7308"	"ETC"
"cell_7309"	"ETC"
"cell_7310"	"ETC"
"cell_7311"	"ETC"
"cell_7312"	"CAF"
"cell_7313"	"CAF"
"cell_7314"	"ETC"
"cell_7315"	"ETC"
"cell_7316"	"ETC"
"cell_7317"	"ETC"
"cell_7318"	"ETC"
"cell_7319"	"ETC"
"cell_7320"	"ETC"
"cell_7321"	"ETC"
"cell_7322"	"TAM"
"cell_7323"	"ETC"
"cell_7324"	"CAF"
"cell_7325"	"ETC"
"cell_7326"	"ETC"
"cell_7327"	"ETC"
"cell_7328"	"ETC"
"cell_7329"	"ETC"
"cell_7330"	"ETC"
"cell_7331"	"TAM"
"cell_7332"	"ETC"
"cell_7333"	"ETC"
"cell_7334"	"ETC"
"cell_7335"	"CAF"
"cell_7336"	"ETC"
"cell_7337"	"ETC"
"cell_7338"	"CAF"
"cell_7339"	"ETC"
"cell_7340"	"ETC"
"cell_7341"	"CAF"
"cell_7342"	"ETC"
"cell_7343"	"ETC"
"cell_7344"	"DC"
"cell_7345"	"ETC"
"cell_7346"	"ETC"
"cell_7347"	"ETC"
"cell_7348"	"ETC"
"cell_7349"	"ETC"
"cell_7350"	"ETC"
"cell_7351"	"ETC"
"cell_7352"	"ETC"
"cell_7353"	"ETC"
"cell_7354"	"ETC"
"cell_7355"	"CAF"
"cell_7356"	"ETC"
"cell_7357"	"ETC"
"cell_7358"	"ETC"
"cell_7359"	"ETC"
"cell_7360"	"ETC"
"cell_7361"	"ETC"
"cell_7362"	"ETC"
"cell_7363"	"ETC"
"cell_7364"	"ETC"
"cell_7365"	"ETC"
"cell_7366"	"ETC"
"cell_7367"	"CAF"
"cell_7368"	"ETC"
"cell_7369"	"CAF"
"cell_7370"	"ETC"
"cell_7371"	"TAM"
"cell_7372"	"ETC"
"cell_7373"	"ETC"
"cell_7374"	"ETC"
"cell_7375"	"ETC"
"cell_7376"	"ETC"
"cell_7377"	"ETC"
"cell_7378"	"ETC"
"cell_7379"	"ETC"
"cell_7380"	"ETC"
"cell_7381"	"ETC"
"cell_7382"	"ETC"
"cell_7383"	"ETC"
"cell_7384"	"ETC"
"cell_7385"	"ETC"
"cell_7386"	"ETC"
"cell_7387"	"ETC"
"cell_7388"	"ETC"
"cell_7389"	"ETC"
"cell_7390"	"ETC"
"cell_7391"	"ETC"
"cell_7392"	"ETC"
"cell_7393"	"ETC"
"cell_7394"	"ETC"
"cell_7395"	"ETC"
"cell_7396"	"ETC"
"cell_7397"	"ETC"
"cell_7398"	"ETC"
"cell_7399"	"ETC"
"cell_7400"	"ETC"
"cell_7401"	"ETC"
"cell_7402"	"ETC"
"cell_7403"	"DC"
"cell_7404"	"ETC"
"cell_7405"	"ETC"
"cell_7406"	"ETC"
"cell_7407"	"ETC"
"cell_7408"	"CAF"
"cell_7409"	"ETC"
"cell_7410"	"ETC"
"cell_7411"	"ETC"
"cell_7412"	"ETC"
"cell_7413"	"ETC"
"cell_7414"	"ETC"
"cell_7415"	"ETC"
"cell_7416"	"ETC"
"cell_7417"	"ETC"
"cell_7418"	"ETC"
"cell_7419"	"ETC"
"cell_7420"	"ETC"
"cell_7421"	"ETC"
"cell_7422"	"TAM"
"cell_7423"	"ETC"
"cell_7424"	"ETC"
"cell_7425"	"TAM"
"cell_7426"	"ETC"
"cell_7427"	"ETC"
"cell_7428"	"ETC"
"cell_7429"	"ETC"
"cell_7430"	"CAF"
"cell_7431"	"ETC"
"cell_7432"	"ETC"
"cell_7433"	"ETC"
"cell_7434"	"ETC"
"cell_7435"	"ETC"
"cell_7436"	"ETC"
"cell_7437"	"ETC"
"cell_7438"	"ETC"
"cell_7439"	"ETC"
"cell_7440"	"ETC"
"cell_7441"	"ETC"
"cell_7442"	"ETC"
"cell_7443"	"TAM"
"cell_7444"	"ETC"
"cell_7445"	"ETC"
"cell_7446"	"ETC"
"cell_7447"	"ETC"
"cell_7448"	"ETC"
"cell_7449"	"TAM"
"cell_7450"	"ETC"
"cell_7451"	"EMT"
"cell_7452"	"EMT"
"cell_7453"	"EMT"
"cell_7454"	"EMT"
"cell_7455"	"ETC"
"cell_7456"	"EMT"
"cell_7457"	"EMT"
"cell_7458"	"ETC"
"cell_7459"	"CAF"
"cell_7460"	"EMT"
"cell_7461"	"EMT"
"cell_7462"	"EMT"
"cell_7463"	"EMT"
"cell_7464"	"EMT"
"cell_7465"	"EMT"
"cell_7466"	"EMT"
"cell_7467"	"EMT"
"cell_7468"	"EMT"
"cell_7469"	"EMT"
"cell_7470"	"EMT"
"cell_7471"	"EMT"
"cell_7472"	"EMT"
"cell_7473"	"EMT"
"cell_7474"	"EMT"
"cell_7475"	"EMT"
"cell_7476"	"EMT"
"cell_7477"	"DC"
"cell_7478"	"EMT"
"cell_7479"	"EMT"
"cell_7480"	"DC"
"cell_7481"	"EMT"
"cell_7482"	"EMT"
"cell_7483"	"CAF"
"cell_7484"	"EMT"
"cell_7485"	"EMT"
"cell_7486"	"ETC"
"cell_7487"	"CAF"
"cell_7488"	"EMT"
"cell_7489"	"EMT"
"cell_7490"	"DC"
"cell_7491"	"EMT"
"cell_7492"	"EMT"
"cell_7493"	"EMT"
"cell_7494"	"EMT"
"cell_7495"	"CAF"
"cell_7496"	"EMT"
"cell_7497"	"EMT"
"cell_7498"	"EMT"
"cell_7499"	"EMT"
"cell_7500"	"EMT"
"cell_7501"	"EMT"
"cell_7502"	"EMT"
"cell_7503"	"EMT"
"cell_7504"	"EMT"
"cell_7505"	"ETC"
"cell_7506"	"EMT"
"cell_7507"	"EMT"
"cell_7508"	"EMT"
"cell_7509"	"ETC"
"cell_7510"	"EMT"
"cell_7511"	"EMT"
"cell_7512"	"EMT"
"cell_7513"	"EMT"
"cell_7514"	"Endo"
"cell_7515"	"EMT"
"cell_7516"	"EMT"
"cell_7517"	"EMT"
"cell_7518"	"EMT"
"cell_7519"	"EMT"
"cell_7520"	"EMT"
"cell_7521"	"EMT"
"cell_7522"	"EMT"
"cell_7523"	"EMT"
"cell_7524"	"EMT"
"cell_7525"	"EMT"
"cell_7526"	"ETC"
"cell_7527"	"EMT"
"cell_7528"	"EMT"
"cell_7529"	"DC"
"cell_7530"	"EMT"
"cell_7531"	"EMT"
"cell_7532"	"EMT"
"cell_7533"	"CAF"
"cell_7534"	"DC"
"cell_7535"	"EMT"
"cell_7536"	"EMT"
"cell_7537"	"EMT"
"cell_7538"	"EMT"
"cell_7539"	"EMT"
"cell_7540"	"EMT"
"cell_7541"	"EMT"
"cell_7542"	"EMT"
"cell_7543"	"DC"
"cell_7544"	"EMT"
"cell_7545"	"EMT"
"cell_7546"	"EMT"
"cell_7547"	"EMT"
"cell_7548"	"EMT"
"cell_7549"	"EMT"
"cell_7550"	"EMT"
"cell_7551"	"EMT"
"cell_7552"	"ETC"
"cell_7553"	"EMT"
"cell_7554"	"EMT"
"cell_7555"	"ETC"
"cell_7556"	"EMT"
"cell_7557"	"EMT"
"cell_7558"	"CAF"
"cell_7559"	"CAF"
"cell_7560"	"EMT"
"cell_7561"	"DC"
"cell_7562"	"DC"
"cell_7563"	"EMT"
"cell_7564"	"DC"
"cell_7565"	"EMT"
"cell_7566"	"DC"
"cell_7567"	"EMT"
"cell_7568"	"EMT"
"cell_7569"	"EMT"
"cell_7570"	"EMT"
"cell_7571"	"EMT"
"cell_7572"	"EMT"
"cell_7573"	"CAF"
"cell_7574"	"EMT"
"cell_7575"	"EMT"
"cell_7576"	"ETC"
"cell_7577"	"EMT"
"cell_7578"	"EMT"
"cell_7579"	"EMT"
"cell_7580"	"EMT"
"cell_7581"	"EMT"
"cell_7582"	"EMT"
"cell_7583"	"EMT"
"cell_7584"	"EMT"
"cell_7585"	"EMT"
"cell_7586"	"TIL"
"cell_7587"	"EMT"
"cell_7588"	"EMT"
"cell_7589"	"EMT"
"cell_7590"	"ETC"
"cell_7591"	"EMT"
"cell_7592"	"EMT"
"cell_7593"	"EMT"
"cell_7594"	"EMT"
"cell_7595"	"EMT"
"cell_7596"	"EMT"
"cell_7597"	"EMT"
"cell_7598"	"CAF"
"cell_7599"	"ETC"
"cell_7600"	"DC"
"cell_7601"	"ETC"
"cell_7602"	"EMT"
"cell_7603"	"EMT"
"cell_7604"	"DC"
"cell_7605"	"EMT"
"cell_7606"	"EMT"
"cell_7607"	"ETC"
"cell_7608"	"EMT"
"cell_7609"	"EMT"
"cell_7610"	"CAF"
"cell_7611"	"EMT"
"cell_7612"	"EMT"
"cell_7613"	"EMT"
"cell_7614"	"TIL"
"cell_7615"	"EMT"
"cell_7616"	"EMT"
"cell_7617"	"CAF"
"cell_7618"	"CAF"
"cell_7619"	"EMT"
"cell_7620"	"EMT"
"cell_7621"	"EMT"
"cell_7622"	"EMT"
"cell_7623"	"EMT"
"cell_7624"	"EMT"
"cell_7625"	"CAF"
"cell_7626"	"EMT"
"cell_7627"	"EMT"
"cell_7628"	"EMT"
"cell_7629"	"EMT"
"cell_7630"	"CAF"
"cell_7631"	"ETC"
"cell_7632"	"EMT"
"cell_7633"	"EMT"
"cell_7634"	"ETC"
"cell_7635"	"EMT"
"cell_7636"	"EMT"
"cell_7637"	"EMT"
"cell_7638"	"CAF"
"cell_7639"	"EMT"
"cell_7640"	"EMT"
"cell_7641"	"Endo"
"cell_7642"	"CAF"
"cell_7643"	"ETC"
"cell_7644"	"EMT"
"cell_7645"	"ETC"
"cell_7646"	"EMT"
"cell_7647"	"EMT"
"cell_7648"	"EMT"
"cell_7649"	"CAF"
"cell_7650"	"EMT"
"cell_7651"	"EMT"
"cell_7652"	"ETC"
"cell_7653"	"EMT"
"cell_7654"	"EMT"
"cell_7655"	"CAF"
"cell_7656"	"EMT"
"cell_7657"	"EMT"
"cell_7658"	"Endo"
"cell_7659"	"EMT"
"cell_7660"	"EMT"
"cell_7661"	"EMT"
"cell_7662"	"Endo"
"cell_7663"	"CAF"
"cell_7664"	"EMT"
"cell_7665"	"EMT"
"cell_7666"	"TIL"
"cell_7667"	"EMT"
"cell_7668"	"EMT"
"cell_7669"	"EMT"
"cell_7670"	"EMT"
"cell_7671"	"EMT"
"cell_7672"	"CAF"
"cell_7673"	"EMT"
"cell_7674"	"EMT"
"cell_7675"	"ETC"
"cell_7676"	"EMT"
"cell_7677"	"EMT"
"cell_7678"	"EMT"
"cell_7679"	"EMT"
"cell_7680"	"EMT"
"cell_7681"	"EMT"
"cell_7682"	"EMT"
"cell_7683"	"EMT"
"cell_7684"	"TIL"
"cell_7685"	"Endo"
"cell_7686"	"Endo"
"cell_7687"	"EMT"
"cell_7688"	"ETC"
"cell_7689"	"EMT"
"cell_7690"	"EMT"
"cell_7691"	"CAF"
"cell_7692"	"EMT"
"cell_7693"	"CAF"
"cell_7694"	"EMT"
"cell_7695"	"EMT"
"cell_7696"	"EMT"
"cell_7697"	"EMT"
"cell_7698"	"EMT"
"cell_7699"	"EMT"
"cell_7700"	"EMT"
"cell_7701"	"EMT"
"cell_7702"	"ETC"
"cell_7703"	"EMT"
"cell_7704"	"EMT"
"cell_7705"	"EMT"
"cell_7706"	"EMT"
"cell_7707"	"EMT"
"cell_7708"	"EMT"
"cell_7709"	"EMT"
"cell_7710"	"EMT"
"cell_7711"	"CAF"
"cell_7712"	"EMT"
"cell_7713"	"EMT"
"cell_7714"	"EMT"
"cell_7715"	"DC"
"cell_7716"	"EMT"
"cell_7717"	"EMT"
"cell_7718"	"EMT"
"cell_7719"	"CAF"
"cell_7720"	"ETC"
"cell_7721"	"EMT"
"cell_7722"	"ETC"
"cell_7723"	"EMT"
"cell_7724"	"EMT"
"cell_7725"	"EMT"
"cell_7726"	"EMT"
"cell_7727"	"EMT"
"cell_7728"	"EMT"
"cell_7729"	"EMT"
"cell_7730"	"EMT"
"cell_7731"	"CAF"
"cell_7732"	"EMT"
"cell_7733"	"EMT"
"cell_7734"	"EMT"
"cell_7735"	"EMT"
"cell_7736"	"Endo"
"cell_7737"	"EMT"
"cell_7738"	"EMT"
"cell_7739"	"EMT"
"cell_7740"	"CAF"
"cell_7741"	"EMT"
"cell_7742"	"CAF"
"cell_7743"	"EMT"
"cell_7744"	"EMT"
"cell_7745"	"EMT"
"cell_7746"	"EMT"
"cell_7747"	"ETC"
"cell_7748"	"CAF"
"cell_7749"	"EMT"
"cell_7750"	"EMT"
"cell_7751"	"CAF"
"cell_7752"	"EMT"
"cell_7753"	"EMT"
"cell_7754"	"EMT"
"cell_7755"	"EMT"
"cell_7756"	"EMT"
"cell_7757"	"ETC"
"cell_7758"	"EMT"
"cell_7759"	"EMT"
"cell_7760"	"CAF"
"cell_7761"	"ETC"
"cell_7762"	"EMT"
"cell_7763"	"ETC"
"cell_7764"	"Endo"
"cell_7765"	"EMT"
"cell_7766"	"DC"
"cell_7767"	"EMT"
"cell_7768"	"EMT"
"cell_7769"	"EMT"
"cell_7770"	"DC"
"cell_7771"	"ETC"
"cell_7772"	"EMT"
"cell_7773"	"EMT"
"cell_7774"	"EMT"
"cell_7775"	"EMT"
"cell_7776"	"EMT"
"cell_7777"	"EMT"
"cell_7778"	"EMT"
"cell_7779"	"EMT"
"cell_7780"	"EMT"
"cell_7781"	"EMT"
"cell_7782"	"EMT"
"cell_7783"	"EMT"
"cell_7784"	"EMT"
"cell_7785"	"EMT"
"cell_7786"	"EMT"
"cell_7787"	"Endo"
"cell_7788"	"EMT"
"cell_7789"	"EMT"
"cell_7790"	"EMT"
"cell_7791"	"EMT"
"cell_7792"	"EMT"
"cell_7793"	"Endo"
"cell_7794"	"EMT"
"cell_7795"	"EMT"
"cell_7796"	"EMT"
"cell_7797"	"ETC"
"cell_7798"	"EMT"
"cell_7799"	"EMT"
"cell_7800"	"EMT"
"cell_7801"	"EMT"
"cell_7802"	"EMT"
"cell_7803"	"ETC"
"cell_7804"	"EMT"
"cell_7805"	"CAF"
"cell_7806"	"EMT"
"cell_7807"	"EMT"
"cell_7808"	"TAM"
"cell_7809"	"EMT"
"cell_7810"	"Endo"
"cell_7811"	"EMT"
"cell_7812"	"EMT"
"cell_7813"	"EMT"
"cell_7814"	"ETC"
"cell_7815"	"CAF"
"cell_7816"	"EMT"
"cell_7817"	"TAM"
"cell_7818"	"EMT"
"cell_7819"	"EMT"
"cell_7820"	"ETC"
"cell_7821"	"EMT"
"cell_7822"	"EMT"
"cell_7823"	"EMT"
"cell_7824"	"CAF"
"cell_7825"	"EMT"
"cell_7826"	"ETC"
"cell_7827"	"ETC"
"cell_7828"	"EMT"
"cell_7829"	"EMT"
"cell_7830"	"EMT"
"cell_7831"	"EMT"
"cell_7832"	"ETC"
"cell_7833"	"EMT"
"cell_7834"	"Endo"
"cell_7835"	"EMT"
"cell_7836"	"EMT"
"cell_7837"	"EMT"
"cell_7838"	"EMT"
"cell_7839"	"EMT"
"cell_7840"	"ETC"
"cell_7841"	"EMT"
"cell_7842"	"EMT"
"cell_7843"	"EMT"
"cell_7844"	"CAF"
"cell_7845"	"EMT"
"cell_7846"	"EMT"
"cell_7847"	"EMT"
"cell_7848"	"Endo"
"cell_7849"	"EMT"
"cell_7850"	"EMT"
"cell_7851"	"ETC"
"cell_7852"	"EMT"
"cell_7853"	"EMT"
"cell_7854"	"CAF"
"cell_7855"	"EMT"
"cell_7856"	"ETC"
"cell_7857"	"TIL"
"cell_7858"	"ETC"
"cell_7859"	"ETC"
"cell_7860"	"TIL"
"cell_7861"	"ETC"
"cell_7862"	"TIL"
"cell_7863"	"TIL"
"cell_7864"	"ETC"
"cell_7865"	"TIL"
"cell_7866"	"TIL"
"cell_7867"	"ETC"
"cell_7868"	"ETC"
"cell_7869"	"TAM"
"cell_7870"	"ETC"
"cell_7871"	"TAM"
"cell_7872"	"CAF"
"cell_7873"	"TIL"
"cell_7874"	"ETC"
"cell_7875"	"ETC"
"cell_7876"	"TIL"
"cell_7877"	"ETC"
"cell_7878"	"ETC"
"cell_7879"	"TIL"
"cell_7880"	"ETC"
"cell_7881"	"ETC"
"cell_7882"	"ETC"
"cell_7883"	"TIL"
"cell_7884"	"ETC"
"cell_7885"	"CAF"
"cell_7886"	"ETC"
"cell_7887"	"TIL"
"cell_7888"	"TIL"
"cell_7889"	"TIL"
"cell_7890"	"ETC"
"cell_7891"	"TIL"
"cell_7892"	"TIL"
"cell_7893"	"ETC"
"cell_7894"	"ETC"
"cell_7895"	"ETC"
"cell_7896"	"TIL"
"cell_7897"	"ETC"
"cell_7898"	"ETC"
"cell_7899"	"ETC"
"cell_7900"	"TIL"
"cell_7901"	"TIL"
"cell_7902"	"DC"
"cell_7903"	"TIL"
"cell_7904"	"TIL"
"cell_7905"	"TIL"
"cell_7906"	"TIL"
"cell_7907"	"TIL"
"cell_7908"	"ETC"
"cell_7909"	"TIL"
"cell_7910"	"ETC"
"cell_7911"	"TAM"
"cell_7912"	"ETC"
"cell_7913"	"TIL"
"cell_7914"	"TIL"
"cell_7915"	"ETC"
"cell_7916"	"TIL"
"cell_7917"	"TAM"
"cell_7918"	"ETC"
"cell_7919"	"ETC"
"cell_7920"	"TAM"
"cell_7921"	"ETC"
"cell_7922"	"ETC"
"cell_7923"	"TIL"
"cell_7924"	"ETC"
"cell_7925"	"ETC"
"cell_7926"	"ETC"
"cell_7927"	"ETC"
"cell_7928"	"TAM"
"cell_7929"	"TIL"
"cell_7930"	"ETC"
"cell_7931"	"ETC"
"cell_7932"	"ETC"
"cell_7933"	"ETC"
"cell_7934"	"ETC"
"cell_7935"	"ETC"
"cell_7936"	"CAF"
"cell_7937"	"DC"
"cell_7938"	"ETC"
"cell_7939"	"ETC"
"cell_7940"	"TIL"
"cell_7941"	"CAF"
"cell_7942"	"ETC"
"cell_7943"	"ETC"
"cell_7944"	"TIL"
"cell_7945"	"DC"
"cell_7946"	"TIL"
"cell_7947"	"TIL"
"cell_7948"	"TIL"
"cell_7949"	"ETC"
"cell_7950"	"TAM"
"cell_7951"	"ETC"
"cell_7952"	"ETC"
"cell_7953"	"ETC"
"cell_7954"	"ETC"
"cell_7955"	"TIL"
"cell_7956"	"ETC"
"cell_7957"	"DC"
"cell_7958"	"TAM"
"cell_7959"	"ETC"
"cell_7960"	"ETC"
"cell_7961"	"ETC"
"cell_7962"	"ETC"
"cell_7963"	"ETC"
"cell_7964"	"ETC"
"cell_7965"	"ETC"
"cell_7966"	"DC"
"cell_7967"	"ETC"
"cell_7968"	"TIL"
"cell_7969"	"DC"
"cell_7970"	"TIL"
"cell_7971"	"ETC"
"cell_7972"	"DC"
"cell_7973"	"ETC"
"cell_7974"	"EMT"
"cell_7975"	"DC"
"cell_7976"	"ETC"
"cell_7977"	"ETC"
"cell_7978"	"TAM"
"cell_7979"	"ETC"
"cell_7980"	"ETC"
"cell_7981"	"TIL"
"cell_7982"	"TAM"
"cell_7983"	"TIL"
"cell_7984"	"ETC"
"cell_7985"	"TIL"
"cell_7986"	"TIL"
"cell_7987"	"ETC"
"cell_7988"	"ETC"
"cell_7989"	"ETC"
"cell_7990"	"ETC"
"cell_7991"	"TAM"
"cell_7992"	"DC"
"cell_7993"	"TIL"
"cell_7994"	"TIL"
"cell_7995"	"ETC"
"cell_7996"	"TIL"
"cell_7997"	"TAM"
"cell_7998"	"ETC"
"cell_7999"	"ETC"
"cell_8000"	"ETC"
