_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.4,PGB:00031,M1,1,0,PaGenBase,36,Cell-specific: HUVEC,,-2.4,9.5,4.8,28133,371,24,3,12,6.8,506|4321|22859,ATP5F1B|MMP12|ADGRL1,0,0
