LR,cell_type_pair,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity,Patient
SEMA3C->NRP1,ETC->Endo,5,0.131578947368421,0.1972445772501105,7.4952939355042,0.08092775275193832,0.0343732594044077,4,0.3076923076923077,0.5685142986497055,7.390685882446171,0.3756907293131388,0.08276957521363507,0.1121363624978042,0.03040380645304909,55.39536307391528,0.002845060079610912,P01
SEMA3C->NRP1,Endo->CAF,3,0.2307692307692308,0.4228649650541638,5.497244545704129,0.1734978563997061,0.02521024717708318,12,0.3428571428571429,0.6460060662644375,22.61021231925531,0.4268995357760368,0.2532156959342252,0.2731733326356892,0.07406615435517201,124.2938663492386,0.006383630283618954,P01
SEMA3C->NRP1,Endo->EMT,3,0.2307692307692308,0.4228649650541638,5.497244545704129,0.1734978563997061,0.02521024717708318,36,0.1204013377926421,0.1836768075752013,54.91936546498516,0.1213789590864008,0.6150515152234667,0.07767048681654785,0.02105898921351816,301.9051822559214,0.01550560072542313,P01
SEMA3C->NRP1,Endo->ETC,3,0.2307692307692308,0.4228649650541638,5.497244545704129,0.1734978563997061,0.02521024717708318,3,0.07894736842105263,0.1150536327383989,4.37203804405916,0.07603077582442354,0.04896321362867288,0.04865215038727766,0.01319117662594408,24.03416229131517,0.001234374718163171,P01
SEMA3C->NRP1,Endo->Endo,3,0.2307692307692308,0.4228649650541638,5.497244545704129,0.1734978563997061,0.02521024717708318,4,0.3076923076923077,0.5685142986497055,7.390685882446171,0.3756907293131388,0.08276957521363507,0.2404047790313001,0.0651815362050718,40.62840765628972,0.002086641449877917,P01
SEMA3C->NRP1,TAM->CAF,1,0.5,1.138970320182405,2.27794064036481,0.4673097215070132,0.01044658758053563,12,0.3428571428571429,0.6460060662644375,22.61021231925531,0.4268995357760368,0.2532156959342252,0.7357817361329824,0.199494303174973,51.50472152930876,0.002645239944343165,P01
SEMA3C->NRP1,TAM->EMT,1,0.5,1.138970320182405,2.27794064036481,0.4673097215070132,0.01044658758053563,36,0.1204013377926421,0.1836768075752013,54.91936546498516,0.1213789590864008,0.6150515152234667,0.209202432334009,0.0567215675674771,125.1030545357373,0.006425189520323091,P01
SEMA3C->NRP1,TAM->ETC,1,0.5,1.138970320182405,2.27794064036481,0.4673097215070132,0.01044658758053563,3,0.07894736842105263,0.1150536327383989,4.37203804405916,0.07603077582442354,0.04896321362867288,0.1310426729182031,0.03552992067647352,9.959243141783434,5.114984993964071e-4,P01
SEMA3C->NRP1,TAM->Endo,1,0.5,1.138970320182405,2.27794064036481,0.4673097215070132,0.01044658758053563,4,0.3076923076923077,0.5685142986497055,7.390685882446171,0.3756907293131388,0.08276957521363507,0.6475209127613305,0.1755639300880896,16.83554373179459,8.6465961647297e-4,P01
DSC3->DSG4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DSC3->DSG1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DSG1->DSC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTGS2->CAV1,CAF->CAF,4,0.1142857142857143,0.2061023285934683,7.21358150077139,0.1103618594680199,0.2353829454272948,25,0.7142857142857143,1.320353749214499,46.21238122250745,0.1430423669805856,0.07438642048639024,0.2721279822802244,0.01578642160268432,333.3567782932749,0.0175092947538798,P01
PTGS2->CAV1,CAF->DC,4,0.1142857142857143,0.2061023285934683,7.21358150077139,0.1103618594680199,0.2353829454272948,5,0.3333333333333333,0.6628079835863606,9.94211975379541,0.07180622835526167,0.01600347528016311,0.1366062688274902,0.00792466888267193,71.71829113443238,0.003766945148517696,P01
PTGS2->CAV1,CAF->EMT,4,0.1142857142857143,0.2061023285934683,7.21358150077139,0.1103618594680199,0.2353829454272948,291,0.9732441471571907,1.629760789256637,487.2984759877342,0.176562410676765,0.7843869625040266,0.3358974937161215,0.01948575595444395,3515.167271739211,0.1846313135889668,P01
PTGS2->CAV1,CAF->ETC,4,0.1142857142857143,0.2061023285934683,7.21358150077139,0.1103618594680199,0.2353829454272948,28,0.7368421052631579,1.200278637767259,45.61058823515586,0.1300338621256641,0.07341773579586637,0.2473802222048282,0.01435077881799641,329.0156955324215,0.01728128289823396,P01
PTGS2->CAV1,CAF->Endo,4,0.1142857142857143,0.2061023285934683,7.21358150077139,0.1103618594680199,0.2353829454272948,11,0.8461538461538461,1.689294602315179,21.96082983009733,0.1830120894392481,0.0353495638778305,0.3481675512175354,0.02019755449564298,158.4162358039786,0.00832068446513405,P01
PTGS2->CAV1,CAF->TAM,4,0.1142857142857143,0.2061023285934683,7.21358150077139,0.1103618594680199,0.2353829454272948,1,0.5,1.138970320182405,2.27794064036481,0.1233919399376503,0.003666719736889155,0.2347444351884418,0.0136177639348853,16.43211046319093,8.630832917253647e-4,P01
PTGS2->CAV1,CAF->TIL,4,0.1142857142857143,0.2061023285934683,7.21358150077139,0.1103618594680199,0.2353829454272948,4,0.8,1.589042172576034,7.94521086288017,0.1721511024848251,0.0127891223188341,0.3275052920011445,0.01899891577969495,57.31342610020029,0.003010341280837125,P01
PTGS2->CAV1,DC->CAF,3,0.2,0.4412644525994386,6.61896678899158,0.2362844022110447,0.2159803557098061,25,0.7142857142857143,1.320353749214499,46.21238122250745,0.1430423669805856,0.07438642048639024,0.5826251743847521,0.03379868017286055,305.8782165519949,0.01606600555662977,P01
PTGS2->CAV1,DC->DC,3,0.2,0.4412644525994386,6.61896678899158,0.2362844022110447,0.2159803557098061,5,0.3333333333333333,0.6628079835863606,9.94211975379541,0.07180622835526167,0.01600347528016311,0.2924736020557731,0.01696669174195277,65.80656046254896,0.003456436283602718,P01
PTGS2->CAV1,DC->EMT,3,0.2,0.4412644525994386,6.61896678899158,0.2362844022110447,0.2159803557098061,291,0.9732441471571907,1.629760789256637,487.2984759877342,0.176562410676765,0.7843869625040266,0.7191555025393588,0.04171894365970039,3225.412428889023,0.169412175175754,P01
PTGS2->CAV1,DC->ETC,3,0.2,0.4412644525994386,6.61896678899158,0.2362844022110447,0.2159803557098061,28,0.7368421052631579,1.200278637767259,45.61058823515586,0.1300338621256641,0.07341773579586637,0.5296402960611696,0.03072497337955594,301.8949687548667,0.01585678869259978,P01
PTGS2->CAV1,DC->Endo,3,0.2,0.4412644525994386,6.61896678899158,0.2362844022110447,0.2159803557098061,11,0.8461538461538461,1.689294602315179,21.96082983009733,0.1830120894392481,0.0353495638778305,0.7454256579697939,0.04324290215054698,145.3580033041098,0.007634811380520345,P01
PTGS2->CAV1,DC->TAM,3,0.2,0.4412644525994386,6.61896678899158,0.2362844022110447,0.2159803557098061,1,0.5,1.138970320182405,2.27794064036481,0.1233919399376503,0.003666719736889155,0.5025871148622963,0.02915559076582882,15.07761344586889,7.919394330614864e-4,P01
PTGS2->CAV1,DC->TIL,3,0.2,0.4412644525994386,6.61896678899158,0.2362844022110447,0.2159803557098061,4,0.8,1.589042172576034,7.94521086288017,0.1721511024848251,0.0127891223188341,0.7011878244391864,0.04067662034059918,52.58908683293898,0.002762199187638009,P01
PTGS2->CAV1,EMT->CAF,8,0.02675585284280936,0.04387332201874438,13.11812328360457,0.02349290001753671,0.4280512387145035,25,0.7142857142857143,1.320353749214499,46.21238122250745,0.1430423669805856,0.07438642048639024,0.05792830521794416,0.003360480025746693,606.2197141057857,0.03184119943273726,P01
PTGS2->CAV1,EMT->DC,8,0.02675585284280936,0.04387332201874438,13.11812328360457,0.02349290001753671,0.4280512387145035,5,0.3333333333333333,0.6628079835863606,9.94211975379541,0.07180622835526167,0.01600347528016311,0.02907958810047904,0.001686936543386572,130.4219526306485,0.006850307417410756,P01
PTGS2->CAV1,EMT->EMT,8,0.02675585284280936,0.04387332201874438,13.11812328360457,0.02349290001753671,0.4280512387145035,291,0.9732441471571907,1.629760789256637,487.2984759877342,0.176562410676765,0.7843869625040266,0.07150301992057942,0.004147963060884497,6392.441483919719,0.3357578109313554,P01
PTGS2->CAV1,EMT->ETC,8,0.02675585284280936,0.04387332201874438,13.11812328360457,0.02349290001753671,0.4280512387145035,28,0.7368421052631579,1.200278637767259,45.61058823515586,0.1300338621256641,0.07341773579586637,0.05266021118698281,0.00305487252181238,598.3253195064988,0.03142655275103474,P01
PTGS2->CAV1,EMT->Endo,8,0.02675585284280936,0.04387332201874438,13.11812328360457,0.02349290001753671,0.4280512387145035,11,0.8461538461538461,1.689294602315179,21.96082983009733,0.1830120894392481,0.0353495638778305,0.07411496607190059,0.004299484719196742,288.0848731214776,0.01513142460592281,P01
PTGS2->CAV1,EMT->TAM,8,0.02675585284280936,0.04387332201874438,13.11812328360457,0.02349290001753671,0.4280512387145035,1,0.5,1.138970320182405,2.27794064036481,0.1233919399376503,0.003666719736889155,0.04997041162715505,0.002898834507925112,29.88230615303872,0.001569543925394321,P01
PTGS2->CAV1,EMT->TIL,8,0.02675585284280936,0.04387332201874438,13.11812328360457,0.02349290001753671,0.4280512387145035,4,0.8,1.589042172576034,7.94521086288017,0.1721511024848251,0.0127891223188341,0.06971655893879351,0.004044328638584711,104.2262556134963,0.005474399650648239,P01
PTGS2->CAV1,ETC->CAF,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.01997504384372501,0.04625506305226935,25,0.7142857142857143,1.320353749214499,46.21238122250745,0.1430423669805856,0.07438642048639024,0.04925404848517488,0.002857277551947401,65.50788448528257,0.003440748569830601,P01
PTGS2->CAV1,ETC->DC,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.01997504384372501,0.04625506305226935,5,0.3333333333333333,0.6628079835863606,9.94211975379541,0.07180622835526167,0.01600347528016311,0.02472517427950294,0.001434332559648882,14.09334933931668,7.402417581393787e-4,P01
PTGS2->CAV1,ETC->EMT,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.01997504384372501,0.04625506305226935,291,0.9732441471571907,1.629760789256637,487.2984759877342,0.176562410676765,0.7843869625040266,0.06079606846349977,0.003526841894422163,690.764929882284,0.03628186840800179,P01
PTGS2->CAV1,ETC->ETC,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.01997504384372501,0.04625506305226935,28,0.7368421052631579,1.200278637767259,45.61058823515586,0.1300338621256641,0.07341773579586637,0.04477480543034693,0.002597432097129034,64.65481904142095,0.003395941998392651,P01
PTGS2->CAV1,ETC->Endo,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.01997504384372501,0.04625506305226935,11,0.8461538461538461,1.689294602315179,21.96082983009733,0.1830120894392481,0.0353495638778305,0.06301689853774105,0.003655674510480704,31.13034787764408,0.001635096306039273,P01
PTGS2->CAV1,ETC->TAM,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.01997504384372501,0.04625506305226935,1,0.5,1.138970320182405,2.27794064036481,0.1233919399376503,0.003666719736889155,0.04248777981416992,0.002464759410216847,3.229071265876913,1.696043526248083e-4,P01
PTGS2->CAV1,ETC->TIL,1,0.02631578947368421,0.03730367601445974,1.41753968854947,0.01997504384372501,0.04625506305226935,4,0.8,1.589042172576034,7.94521086288017,0.1721511024848251,0.0127891223188341,0.05927711437908959,0.003438725819879979,11.26265173202702,5.915616592408563e-4,P01
PTGS2->CAV1,TAM->CAF,1,0.5,1.138970320182405,2.27794064036481,0.6098857944596738,0.07433039709612616,25,0.7142857142857143,1.320353749214499,46.21238122250745,0.1430423669805856,0.07438642048639024,1.503843732496876,0.0872395076273467,105.2690612747813,0.0055291721733128,P01
PTGS2->CAV1,TAM->DC,1,0.5,1.138970320182405,2.27794064036481,0.6098857944596738,0.07433039709612616,5,0.3333333333333333,0.6628079835863606,9.94211975379541,0.07180622835526167,0.01600347528016311,0.7549186212848115,0.04379359862760152,22.64755863854435,0.001189544672492563,P01
PTGS2->CAV1,TAM->EMT,1,0.5,1.138970320182405,2.27794064036481,0.6098857944596738,0.07433039709612616,291,0.9732441471571907,1.629760789256637,487.2984759877342,0.176562410676765,0.7843869625040266,1.856249167960361,0.107682906107314,1110.037002440295,0.05830379439994852,P01
PTGS2->CAV1,TAM->ETC,1,0.5,1.138970320182405,2.27794064036481,0.6098857944596738,0.07433039709612616,28,0.7368421052631579,1.200278637767259,45.61058823515586,0.1300338621256641,0.07341773579586637,1.367081744365876,0.07930580530917034,103.8982125718066,0.005457169455605223,P01
PTGS2->CAV1,TAM->Endo,1,0.5,1.138970320182405,2.27794064036481,0.6098857944596738,0.07433039709612616,11,0.8461538461538461,1.689294602315179,21.96082983009733,0.1830120894392481,0.0353495638778305,1.924056414081328,0.1116164735633807,50.02546676611453,0.002627547120214018,P01
PTGS2->CAV1,TAM->TAM,1,0.5,1.138970320182405,2.27794064036481,0.6098857944596738,0.07433039709612616,1,0.5,1.138970320182405,2.27794064036481,0.1233919399376503,0.003666719736889155,1.29725339025641,0.07525499131879418,5.189013561025641,2.725487340831741e-4,P01
PTGS2->CAV1,TAM->TIL,1,0.5,1.138970320182405,2.27794064036481,0.6098857944596738,0.07433039709612616,4,0.8,1.589042172576034,7.94521086288017,0.1721511024848251,0.0127891223188341,1.80987187208227,0.1049925119060663,18.0987187208227,9.506205404698682e-4,P01
DKK1->KREMEN1,CAF->CAF,1,0.02857142857142857,0.04876209982250714,1.70667349378775,0.04108460418368099,0.007823941095756626,3,0.08571428571428572,0.1561592760641809,5.465574662246329,0.8237587083983076,0.3536412096301703,0.007614654207652038,0.03384380047740475,9.327951404373744,0.002766867993178573,P01
DKK1->KREMEN1,CAF->EMT,1,0.02857142857142857,0.04876209982250714,1.70667349378775,0.04108460418368099,0.007823941095756626,6,0.02006688963210702,0.03340991995416826,9.989566066296309,0.1762412916016924,0.6463587903698298,0.001629137851867126,0.007240803706276235,17.04892761978947,0.005057073102578053,P01
DKK1->KREMEN1,EMT->CAF,131,0.4381270903010033,0.6635247867494961,198.3939112380992,0.5590541286961083,0.9095016011754492,3,0.08571428571428572,0.1561592760641809,5.465574662246329,0.8237587083983076,0.3536412096301703,0.1036155503494413,0.4605257069794473,1084.336734406902,0.3216372464002625,P01
DKK1->KREMEN1,EMT->EMT,131,0.4381270903010033,0.6635247867494961,198.3939112380992,0.5590541286961083,0.9095016011754492,6,0.02006688963210702,0.03340991995416826,9.989566066296309,0.1762412916016924,0.6463587903698298,0.02216831001290723,0.09852842171666092,1981.869083463918,0.5878643547751867,P01
DKK1->KREMEN1,ETC->CAF,12,0.3157894736842105,0.4745834944715042,18.03417278991716,0.3998612671202107,0.08267445772879417,3,0.08571428571428572,0.1561592760641809,5.465574662246329,0.8237587083983076,0.3536412096301703,0.07411061492867928,0.3293892009414554,98.56711785514342,0.02923709523672915,P01
DKK1->KREMEN1,ETC->EMT,12,0.3157894736842105,0.4745834944715042,18.03417278991716,0.3998612671202107,0.08267445772879417,6,0.02006688963210702,0.03340991995416826,9.989566066296309,0.1762412916016924,0.6463587903698298,0.01585579656186241,0.07047206617875529,180.1535605358807,0.05343736249206502,P01
EREG->ERBB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FGA->ITGA2B,EMT->DC,3,0.01003344481605351,0.01475800166154301,4.41264249680136,0.03804292321421227,0.2373257500401441,2,0.1333333333333333,0.2955375086810353,4.43306263021553,1,1,0.004361543044163001,0.03804292321421227,19.56152055307106,0.2373257500401441,P01
FGA->ITGA2B,ETC->DC,9,0.2368421052631579,0.3731722732661639,14.18054638411423,0.9619570767857878,0.762674249959856,2,0.1333333333333333,0.2955375086810353,4.43306263021553,1,1,0.1102864039499206,0.9619570767857878,62.86325025145476,0.762674249959856,P01
AREG->EGFR,DC->EMT,3,0.2,0.4362368664592319,6.543552996888479,0.6525496406802713,0.1259839453852314,32,0.1070234113712375,0.1454723388217536,43.4962293077043,0.5428619445905917,0.9033249525908443,0.06346039724409745,0.3542443668815839,284.619881639777,0.1138044414923217,P01
AREG->EGFR,DC->ETC,3,0.2,0.4362368664592319,6.543552996888479,0.6525496406802713,0.1259839453852314,3,0.07894736842105263,0.1225006518646058,4.65502477085502,0.4571380554094082,0.09667504740915561,0.0534393005086289,0.2983052737986873,30.46040128991847,0.01217950389290972,P01
AREG->EGFR,EMT->EMT,28,0.09364548494983277,0.140113384933266,41.89390209504653,0.2095901241332702,0.8065891841979875,32,0.1070234113712375,0.1454723388217536,43.4962293077043,0.5428619445905917,0.9033249525908443,0.02038262180647485,0.1137785023539706,1822.226772120657,0.7286121365759349,P01
AREG->EGFR,EMT->ETC,28,0.09364548494983277,0.140113384933266,41.89390209504653,0.2095901241332702,0.8065891841979875,3,0.07894736842105263,0.1225006518646058,4.65502477085502,0.4571380554094082,0.09667504740915561,0.01716398098928152,0.09581162177929964,195.0171520002166,0.0779770476220526,P01
AREG->EGFR,ETC->EMT,2,0.05263157894736842,0.09216113726517239,3.502123216076551,0.1378602351864585,0.06742687041678112,32,0.1070234113712375,0.1454723388217536,43.4962293077043,0.5428619445905917,0.9033249525908443,0.0134068961864373,0.07483907535503717,152.3291544703005,0.06090837452258781,P01
AREG->EGFR,ETC->ETC,2,0.05263157894736842,0.09216113726517239,3.502123216076551,0.1378602351864585,0.06742687041678112,3,0.07894736842105263,0.1225006518646058,4.65502477085502,0.4571380554094082,0.09667504740915561,0.01128979939156703,0.06302115983142131,16.30247032142279,0.006518495894193307,P01
DSC1->DSG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WNT3A->FZD6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1CAM->EGFR,CAF->EMT,1,0.02857142857142857,0.04673923789537172,1.63587332633801,0.2028883214280124,0.03753919832409681,32,0.1070234113712375,0.1454723388217536,43.4962293077043,0.5428619445905917,0.9033249525908443,0.006799266251386059,0.1101403487051318,71.15432132075507,0.03391009454641305,P01
L1CAM->EGFR,CAF->ETC,1,0.02857142857142857,0.04673923789537172,1.63587332633801,0.2028883214280124,0.03753919832409681,3,0.07894736842105263,0.1225006518646058,4.65502477085502,0.4571380554094082,0.09667504740915561,0.005725587109837921,0.09274797272288053,7.615030856084434,0.003629103777683754,P01
L1CAM->EGFR,EMT->EMT,26,0.08695652173913043,0.1339613877621771,40.05445494089096,0.5815071516586833,0.9191494864431962,32,0.1070234113712375,0.1454723388217536,43.4962293077043,0.5428619445905917,0.9033249525908443,0.01948767638957175,0.3156781031427689,1742.217756904103,0.8302906662651991,P01
