LR,cell_type_pair,Edge_average_expression_weight,Patient
SPP1->ITGB3,ETC->DC,0.1501974265900769,P01
SPP1->ITGB3,ETC->EMT,0.02750484234359052,P01
SPP1->ITGB3,Endo->CAF,0.053443122880283,P01
SPP1->ITGB3,Endo->DC,0.1027754823186235,P01
SPP1->ITGB3,Endo->EMT,0.01882071818497437,P01
SPP1->ITGB3,TAM->CAF,0.05853450452826649,P01
SPP1->ITGB3,TAM->DC,0.1125666243091815,P01
SPP1->ITGB3,TAM->EMT,0.02061371705937586,P01
SPP1->ITGB3,TIL->CAF,0.02283448518169001,P01
SPP1->ITGB3,TIL->DC,0.04391257661538105,P01
SPP1->ITGB3,TIL->EMT,0.008041472641227608,P01
PTGS2->PTGDR2,NA,NA,NA
FGB->ITGA5,EMT->CAF,0.001792047272896341,P01
FGB->ITGA5,EMT->DC,0.001063617825379417,P01
FGB->ITGA5,EMT->EMT,0.003817979716719552,P01
FGB->ITGA5,EMT->ETC,3.312088113171319e-4,P01
FGB->ITGA5,EMT->Endo,0.005088257252075507,P01
FGB->ITGA5,ETC->CAF,0.2130376771060539,P01
FGB->ITGA5,ETC->DC,0.1264423513120852,P01
FGB->ITGA5,ETC->EMT,0.4538795055184974,P01
FGB->ITGA5,ETC->ETC,0.03937393665180424,P01
FGB->ITGA5,ETC->Endo,0.6048894590532942,P01
VEGFA->NRP1,CAF->CAF,0.09254804039509597,P01
VEGFA->NRP1,CAF->EMT,0.02631388387017657,P01
VEGFA->NRP1,CAF->ETC,0.01648279916603324,P01
VEGFA->NRP1,CAF->Endo,0.08144642445986738,P01
VEGFA->NRP1,DC->CAF,0.1818942217161796,P01
VEGFA->NRP1,DC->EMT,0.05171739354461063,P01
VEGFA->NRP1,DC->ETC,0.03239534746722285,P01
VEGFA->NRP1,DC->Endo,0.1600750693958314,P01
VEGFA->NRP1,EMT->CAF,0.2182363765398372,P01
VEGFA->NRP1,EMT->EMT,0.06205044044154284,P01
VEGFA->NRP1,EMT->ETC,0.03886788255993753,P01
VEGFA->NRP1,EMT->Endo,0.1920577948529841,P01
VEGFA->NRP1,ETC->CAF,0.2313048341428383,P01
VEGFA->NRP1,ETC->EMT,0.06576615256531806,P01
VEGFA->NRP1,ETC->ETC,0.04119537389482161,P01
VEGFA->NRP1,ETC->Endo,0.203558623400254,P01
SPP1->ITGB5,CAF->CAF,0.235383591983345,P01
SPP1->ITGB5,CAF->EMT,0.2654701712104782,P01
SPP1->ITGB5,CAF->ETC,0.1718387743503178,P01
SPP1->ITGB5,DC->CAF,0.1272053162731253,P01
SPP1->ITGB5,DC->EMT,0.1434646179258705,P01
SPP1->ITGB5,DC->ETC,0.09286461071919168,P01
SPP1->ITGB5,EMT->CAF,0.2647959241118019,P01
SPP1->ITGB5,EMT->EMT,0.2986419687009055,P01
SPP1->ITGB5,EMT->ETC,0.1933108704346367,P01
SPP1->ITGB5,ETC->CAF,0.6987137980303326,P01
SPP1->ITGB5,ETC->EMT,0.7880229459807055,P01
SPP1->ITGB5,ETC->ETC,0.5100870526424942,P01
SPP1->ITGB5,Endo->CAF,0.478108375260199,P01
SPP1->ITGB5,Endo->EMT,0.5392198800605834,P01
SPP1->ITGB5,Endo->ETC,0.3490368913103664,P01
SPP1->ITGB5,TAM->CAF,0.5236564659471872,P01
SPP1->ITGB5,TAM->EMT,0.590589898383019,P01
SPP1->ITGB5,TAM->ETC,0.382288691113825,P01
SPP1->ITGB5,TIL->CAF,0.2042799526250868,P01
SPP1->ITGB5,TIL->EMT,0.2303908846887141,P01
