LR,cell_type_pair,number_of_patient
SEMA4B->DCBLD2,TAM->DC,1
SEMA4B->DCBLD2,TAM->Endo,4
SEMA4B->DCBLD2,TAM->ETC,6
SEMA4B->DCBLD2,TAM->TAM,6
SEMA7A->ITGB1,CAF->CAF,7
SEMA7A->ITGB1,CAF->DC,6
SEMA7A->ITGB1,CAF->EMT,1
SEMA7A->ITGB1,CAF->Endo,6
SEMA7A->ITGB1,CAF->ETC,7
SEMA7A->ITGB1,CAF->TAM,7
SEMA7A->ITGB1,CAF->TIL,5
SEMA7A->ITGB1,DC->CAF,5
SEMA7A->ITGB1,DC->DC,5
SEMA7A->ITGB1,DC->Endo,4
SEMA7A->ITGB1,DC->ETC,5
SEMA7A->ITGB1,DC->TAM,5
SEMA7A->ITGB1,DC->TIL,3
SEMA7A->ITGB1,EMT->CAF,2
SEMA7A->ITGB1,EMT->DC,1
SEMA7A->ITGB1,EMT->EMT,2
SEMA7A->ITGB1,EMT->Endo,2
SEMA7A->ITGB1,EMT->ETC,2
SEMA7A->ITGB1,EMT->TAM,1
SEMA7A->ITGB1,EMT->TIL,2
SEMA7A->ITGB1,Endo->CAF,5
SEMA7A->ITGB1,Endo->DC,4
SEMA7A->ITGB1,Endo->EMT,1
SEMA7A->ITGB1,Endo->Endo,5
SEMA7A->ITGB1,Endo->ETC,5
SEMA7A->ITGB1,Endo->TAM,5
SEMA7A->ITGB1,Endo->TIL,3
SEMA7A->ITGB1,ETC->CAF,9
SEMA7A->ITGB1,ETC->DC,7
SEMA7A->ITGB1,ETC->EMT,2
SEMA7A->ITGB1,ETC->Endo,6
SEMA7A->ITGB1,ETC->ETC,9
SEMA7A->ITGB1,ETC->TAM,8
SEMA7A->ITGB1,ETC->TIL,6
SEMA7A->ITGB1,TAM->CAF,4
SEMA7A->ITGB1,TAM->DC,3
SEMA7A->ITGB1,TAM->EMT,1
SEMA7A->ITGB1,TAM->Endo,4
SEMA7A->ITGB1,TAM->ETC,4
SEMA7A->ITGB1,TAM->TAM,4
SEMA7A->ITGB1,TAM->TIL,3
SEMA7A->ITGB1,TIL->CAF,2
SEMA7A->ITGB1,TIL->DC,2
SEMA7A->ITGB1,TIL->Endo,2
SEMA7A->ITGB1,TIL->ETC,2
SEMA7A->ITGB1,TIL->TAM,2
SEMA7A->ITGB1,TIL->TIL,2
SPP1->ITGA4,CAF->CAF,7
SPP1->ITGA4,CAF->DC,6
SPP1->ITGA4,CAF->EMT,3
SPP1->ITGA4,CAF->Endo,2
SPP1->ITGA4,CAF->ETC,4
SPP1->ITGA4,CAF->TAM,7
SPP1->ITGA4,CAF->TIL,4
SPP1->ITGA4,DC->CAF,6
SPP1->ITGA4,DC->DC,6
SPP1->ITGA4,DC->EMT,1
SPP1->ITGA4,DC->Endo,1
SPP1->ITGA4,DC->ETC,5
SPP1->ITGA4,DC->TAM,7
SPP1->ITGA4,DC->TIL,5
SPP1->ITGA4,EMT->CAF,2
SPP1->ITGA4,EMT->EMT,3
SPP1->ITGA4,EMT->Endo,1
SPP1->ITGA4,EMT->TAM,1
SPP1->ITGA4,EMT->TIL,1
SPP1->ITGA4,Endo->CAF,7
SPP1->ITGA4,Endo->DC,5
SPP1->ITGA4,Endo->EMT,2
SPP1->ITGA4,Endo->Endo,2
SPP1->ITGA4,Endo->ETC,3
SPP1->ITGA4,Endo->TAM,6
SPP1->ITGA4,Endo->TIL,4
SPP1->ITGA4,ETC->CAF,7
SPP1->ITGA4,ETC->DC,6
SPP1->ITGA4,ETC->EMT,3
SPP1->ITGA4,ETC->Endo,2
SPP1->ITGA4,ETC->ETC,5
SPP1->ITGA4,ETC->TAM,8
SPP1->ITGA4,ETC->TIL,5
SPP1->ITGA4,TAM->CAF,7
SPP1->ITGA4,TAM->DC,6
SPP1->ITGA4,TAM->EMT,2
SPP1->ITGA4,TAM->Endo,2
SPP1->ITGA4,TAM->ETC,5
SPP1->ITGA4,TAM->TAM,8
SPP1->ITGA4,TAM->TIL,5
SPP1->ITGA4,TIL->CAF,5
SPP1->ITGA4,TIL->DC,4
SPP1->ITGA4,TIL->EMT,1
SPP1->ITGA4,TIL->Endo,1
SPP1->ITGA4,TIL->ETC,3
SPP1->ITGA4,TIL->TAM,4
SPP1->ITGA4,TIL->TIL,4
SPP1->ITGA9,CAF->CAF,7
SPP1->ITGA9,CAF->DC,3
SPP1->ITGA9,CAF->EMT,1
SPP1->ITGA9,CAF->Endo,6
SPP1->ITGA9,CAF->ETC,3
SPP1->ITGA9,CAF->TAM,5
SPP1->ITGA9,DC->CAF,7
SPP1->ITGA9,DC->DC,3
SPP1->ITGA9,DC->Endo,5
SPP1->ITGA9,DC->ETC,3
SPP1->ITGA9,DC->TAM,5
SPP1->ITGA9,EMT->CAF,1
SPP1->ITGA9,EMT->EMT,1
SPP1->ITGA9,EMT->Endo,2
SPP1->ITGA9,EMT->TAM,1
SPP1->ITGA9,Endo->CAF,6
SPP1->ITGA9,Endo->DC,3
SPP1->ITGA9,Endo->EMT,1
SPP1->ITGA9,Endo->Endo,6
SPP1->ITGA9,Endo->ETC,2
SPP1->ITGA9,Endo->TAM,5
SPP1->ITGA9,ETC->CAF,8
SPP1->ITGA9,ETC->DC,3
SPP1->ITGA9,ETC->EMT,1
SPP1->ITGA9,ETC->Endo,6
SPP1->ITGA9,ETC->ETC,3
SPP1->ITGA9,ETC->TAM,6
SPP1->ITGA9,TAM->CAF,8
SPP1->ITGA9,TAM->DC,3
SPP1->ITGA9,TAM->EMT,1
SPP1->ITGA9,TAM->Endo,6
SPP1->ITGA9,TAM->ETC,3
SPP1->ITGA9,TAM->TAM,6
SPP1->ITGA9,TIL->CAF,4
SPP1->ITGA9,TIL->DC,2
SPP1->ITGA9,TIL->Endo,4
SPP1->ITGA9,TIL->ETC,1
SPP1->ITGA9,TIL->TAM,3
SPP1->ITGB3,CAF->CAF,6
SPP1->ITGB3,CAF->DC,1
SPP1->ITGB3,CAF->EMT,2
SPP1->ITGB3,CAF->Endo,4
SPP1->ITGB3,CAF->ETC,4
SPP1->ITGB3,CAF->TAM,3
SPP1->ITGB3,DC->CAF,4
SPP1->ITGB3,DC->DC,1
SPP1->ITGB3,DC->EMT,1
SPP1->ITGB3,DC->Endo,3
SPP1->ITGB3,DC->ETC,4
SPP1->ITGB3,DC->TAM,3
SPP1->ITGB3,EMT->CAF,3
SPP1->ITGB3,EMT->DC,1
SPP1->ITGB3,EMT->EMT,2
SPP1->ITGB3,EMT->Endo,1
SPP1->ITGB3,Endo->CAF,5
SPP1->ITGB3,Endo->DC,1
SPP1->ITGB3,Endo->EMT,2
SPP1->ITGB3,Endo->Endo,4
SPP1->ITGB3,Endo->ETC,3
SPP1->ITGB3,Endo->TAM,2
SPP1->ITGB3,ETC->CAF,6
SPP1->ITGB3,ETC->DC,1
SPP1->ITGB3,ETC->EMT,2
SPP1->ITGB3,ETC->Endo,4
SPP1->ITGB3,ETC->ETC,4
SPP1->ITGB3,ETC->TAM,3
SPP1->ITGB3,TAM->CAF,5
SPP1->ITGB3,TAM->DC,1
SPP1->ITGB3,TAM->EMT,2
SPP1->ITGB3,TAM->Endo,4
SPP1->ITGB3,TAM->ETC,4
SPP1->ITGB3,TAM->TAM,3
SPP1->ITGB3,TIL->CAF,3
SPP1->ITGB3,TIL->DC,1
SPP1->ITGB3,TIL->EMT,1
SPP1->ITGB3,TIL->Endo,3
SPP1->ITGB3,TIL->ETC,3
SPP1->ITGB3,TIL->TAM,2
SPP1->ITGB5,CAF->CAF,9
SPP1->ITGB5,CAF->DC,6
SPP1->ITGB5,CAF->EMT,2
SPP1->ITGB5,CAF->Endo,5
SPP1->ITGB5,CAF->ETC,9
SPP1->ITGB5,CAF->TAM,7
SPP1->ITGB5,CAF->TIL,1
SPP1->ITGB5,DC->CAF,7
SPP1->ITGB5,DC->DC,7
SPP1->ITGB5,DC->EMT,1
SPP1->ITGB5,DC->Endo,4
SPP1->ITGB5,DC->ETC,8
SPP1->ITGB5,DC->TAM,7
SPP1->ITGB5,EMT->CAF,3
SPP1->ITGB5,EMT->EMT,2
SPP1->ITGB5,EMT->Endo,1
SPP1->ITGB5,EMT->ETC,3
SPP1->ITGB5,EMT->TAM,1
SPP1->ITGB5,EMT->TIL,1
SPP1->ITGB5,Endo->CAF,7
SPP1->ITGB5,Endo->DC,5
SPP1->ITGB5,Endo->EMT,2
SPP1->ITGB5,Endo->Endo,5
SPP1->ITGB5,Endo->ETC,7
SPP1->ITGB5,Endo->TAM,6
SPP1->ITGB5,Endo->TIL,1
SPP1->ITGB5,ETC->CAF,9
SPP1->ITGB5,ETC->DC,7
SPP1->ITGB5,ETC->EMT,2
SPP1->ITGB5,ETC->Endo,5
SPP1->ITGB5,ETC->ETC,10
SPP1->ITGB5,ETC->TAM,8
SPP1->ITGB5,ETC->TIL,1
SPP1->ITGB5,TAM->CAF,8
SPP1->ITGB5,TAM->DC,7
SPP1->ITGB5,TAM->EMT,2
SPP1->ITGB5,TAM->Endo,5
SPP1->ITGB5,TAM->ETC,9
SPP1->ITGB5,TAM->TAM,8
SPP1->ITGB5,TAM->TIL,1
SPP1->ITGB5,TIL->CAF,5
SPP1->ITGB5,TIL->DC,4
SPP1->ITGB5,TIL->EMT,1
SPP1->ITGB5,TIL->Endo,3
SPP1->ITGB5,TIL->ETC,5
SPP1->ITGB5,TIL->TAM,4
TGFA->EGFR,CAF->CAF,6
TGFA->EGFR,CAF->DC,2
TGFA->EGFR,CAF->EMT,1
TGFA->EGFR,CAF->Endo,3
TGFA->EGFR,CAF->ETC,6
TGFA->EGFR,CAF->TAM,3
TGFA->EGFR,DC->CAF,4
TGFA->EGFR,DC->DC,2
TGFA->EGFR,DC->EMT,1
TGFA->EGFR,DC->Endo,3
TGFA->EGFR,DC->ETC,5
TGFA->EGFR,DC->TAM,2
TGFA->EGFR,EMT->CAF,1
TGFA->EGFR,EMT->EMT,1
TGFA->EGFR,EMT->Endo,1
TGFA->EGFR,EMT->ETC,1
TGFA->EGFR,EMT->TAM,1
TGFA->EGFR,Endo->CAF,3
TGFA->EGFR,Endo->DC,1
TGFA->EGFR,Endo->Endo,2
TGFA->EGFR,Endo->ETC,3
TGFA->EGFR,Endo->TAM,1
TGFA->EGFR,ETC->CAF,7
TGFA->EGFR,ETC->DC,3
TGFA->EGFR,ETC->EMT,2
TGFA->EGFR,ETC->Endo,3
TGFA->EGFR,ETC->ETC,9
TGFA->EGFR,ETC->TAM,2
TGFA->EGFR,TAM->CAF,5
TGFA->EGFR,TAM->DC,3
TGFA->EGFR,TAM->Endo,2
TGFA->EGFR,TAM->ETC,5
TGFA->EGFR,TAM->TAM,2
TGM2->ITGB1,CAF->CAF,9
TGM2->ITGB1,CAF->DC,7
TGM2->ITGB1,CAF->EMT,3
TGM2->ITGB1,CAF->Endo,7
TGM2->ITGB1,CAF->ETC,9
TGM2->ITGB1,CAF->TAM,7
TGM2->ITGB1,CAF->TIL,6
TGM2->ITGB1,DC->CAF,5
TGM2->ITGB1,DC->DC,5
TGM2->ITGB1,DC->EMT,1
TGM2->ITGB1,DC->Endo,5
TGM2->ITGB1,DC->ETC,5
TGM2->ITGB1,DC->TAM,4
TGM2->ITGB1,DC->TIL,3
TGM2->ITGB1,EMT->CAF,3
TGM2->ITGB1,EMT->DC,1
TGM2->ITGB1,EMT->EMT,3
TGM2->ITGB1,EMT->Endo,2
TGM2->ITGB1,EMT->ETC,3
TGM2->ITGB1,EMT->TAM,1
TGM2->ITGB1,EMT->TIL,2
TGM2->ITGB1,Endo->CAF,7
TGM2->ITGB1,Endo->DC,6
TGM2->ITGB1,Endo->EMT,2
TGM2->ITGB1,Endo->Endo,7
TGM2->ITGB1,Endo->ETC,7
TGM2->ITGB1,Endo->TAM,6
TGM2->ITGB1,Endo->TIL,5
TGM2->ITGB1,ETC->CAF,10
TGM2->ITGB1,ETC->DC,8
TGM2->ITGB1,ETC->EMT,3
TGM2->ITGB1,ETC->Endo,7
TGM2->ITGB1,ETC->ETC,10
TGM2->ITGB1,ETC->TAM,8
TGM2->ITGB1,ETC->TIL,7
TGM2->ITGB1,TAM->CAF,8
TGM2->ITGB1,TAM->DC,7
TGM2->ITGB1,TAM->EMT,1
TGM2->ITGB1,TAM->Endo,6
TGM2->ITGB1,TAM->ETC,8
TGM2->ITGB1,TAM->TAM,8
TGM2->ITGB1,TAM->TIL,6
TGM2->ITGB1,TIL->CAF,3
TGM2->ITGB1,TIL->DC,2
TGM2->ITGB1,TIL->EMT,2
TGM2->ITGB1,TIL->Endo,3
TGM2->ITGB1,TIL->ETC,3
TGM2->ITGB1,TIL->TAM,2
TGM2->ITGB1,TIL->TIL,3
TGM2->ITGB3,CAF->CAF,6
TGM2->ITGB3,CAF->DC,1
TGM2->ITGB3,CAF->EMT,2
TGM2->ITGB3,CAF->Endo,4
TGM2->ITGB3,CAF->ETC,4
TGM2->ITGB3,CAF->TAM,3
TGM2->ITGB3,DC->CAF,4
TGM2->ITGB3,DC->DC,1
TGM2->ITGB3,DC->EMT,1
TGM2->ITGB3,DC->Endo,2
TGM2->ITGB3,DC->ETC,3
TGM2->ITGB3,DC->TAM,2
TGM2->ITGB3,EMT->CAF,3
TGM2->ITGB3,EMT->DC,1
TGM2->ITGB3,EMT->EMT,2
TGM2->ITGB3,EMT->Endo,1
TGM2->ITGB3,Endo->CAF,5
TGM2->ITGB3,Endo->DC,1
TGM2->ITGB3,Endo->EMT,2
TGM2->ITGB3,Endo->Endo,4
TGM2->ITGB3,Endo->ETC,3
TGM2->ITGB3,Endo->TAM,2
TGM2->ITGB3,ETC->CAF,6
TGM2->ITGB3,ETC->DC,1
TGM2->ITGB3,ETC->EMT,2
TGM2->ITGB3,ETC->Endo,4
TGM2->ITGB3,ETC->ETC,4
TGM2->ITGB3,ETC->TAM,3
TGM2->ITGB3,TAM->CAF,4
TGM2->ITGB3,TAM->EMT,1
TGM2->ITGB3,TAM->Endo,4
TGM2->ITGB3,TAM->ETC,4
TGM2->ITGB3,TAM->TAM,3
TGM2->ITGB3,TIL->CAF,2
TGM2->ITGB3,TIL->DC,1
TGM2->ITGB3,TIL->EMT,2
TGM2->ITGB3,TIL->Endo,1
TGM2->ITGB3,TIL->ETC,1
TGM2->ITGB3,TIL->TAM,1
TGM2->SDC4,CAF->CAF,8
TGM2->SDC4,CAF->DC,5
TGM2->SDC4,CAF->EMT,3
TGM2->SDC4,CAF->Endo,4
TGM2->SDC4,CAF->ETC,9
TGM2->SDC4,CAF->TAM,7
TGM2->SDC4,CAF->TIL,3
TGM2->SDC4,DC->CAF,4
TGM2->SDC4,DC->DC,4
TGM2->SDC4,DC->EMT,1
TGM2->SDC4,DC->Endo,3
TGM2->SDC4,DC->ETC,5
TGM2->SDC4,DC->TAM,4
TGM2->SDC4,DC->TIL,3
TGM2->SDC4,EMT->CAF,2
TGM2->SDC4,EMT->EMT,3
TGM2->SDC4,EMT->Endo,1
TGM2->SDC4,EMT->ETC,3
TGM2->SDC4,EMT->TAM,1
TGM2->SDC4,Endo->CAF,6
TGM2->SDC4,Endo->DC,4
TGM2->SDC4,Endo->EMT,2
TGM2->SDC4,Endo->Endo,4
TGM2->SDC4,Endo->ETC,7
TGM2->SDC4,Endo->TAM,6
TGM2->SDC4,Endo->TIL,3
TGM2->SDC4,ETC->CAF,8
TGM2->SDC4,ETC->DC,6
TGM2->SDC4,ETC->EMT,3
TGM2->SDC4,ETC->Endo,4
TGM2->SDC4,ETC->ETC,10
TGM2->SDC4,ETC->TAM,8
TGM2->SDC4,ETC->TIL,4
TGM2->SDC4,TAM->CAF,7
TGM2->SDC4,TAM->DC,6
TGM2->SDC4,TAM->EMT,1
TGM2->SDC4,TAM->Endo,4
TGM2->SDC4,TAM->ETC,8
TGM2->SDC4,TAM->TAM,8
TGM2->SDC4,TAM->TIL,4
TGM2->SDC4,TIL->CAF,2
TGM2->SDC4,TIL->DC,1
TGM2->SDC4,TIL->EMT,2
TGM2->SDC4,TIL->Endo,2
TGM2->SDC4,TIL->ETC,3
TGM2->SDC4,TIL->TAM,2
TGM2->SDC4,TIL->TIL,1
THBS1->ITGB1,CAF->CAF,10
THBS1->ITGB1,CAF->DC,8
THBS1->ITGB1,CAF->EMT,3
THBS1->ITGB1,CAF->Endo,7
THBS1->ITGB1,CAF->ETC,10
THBS1->ITGB1,CAF->TAM,8
THBS1->ITGB1,CAF->TIL,7
THBS1->ITGB1,DC->CAF,7
THBS1->ITGB1,DC->DC,7
THBS1->ITGB1,DC->EMT,1
THBS1->ITGB1,DC->Endo,6
THBS1->ITGB1,DC->ETC,7
THBS1->ITGB1,DC->TAM,6
THBS1->ITGB1,DC->TIL,5
THBS1->ITGB1,EMT->CAF,3
THBS1->ITGB1,EMT->DC,1
THBS1->ITGB1,EMT->EMT,3
THBS1->ITGB1,EMT->Endo,2
THBS1->ITGB1,EMT->ETC,3
THBS1->ITGB1,EMT->TAM,1
THBS1->ITGB1,EMT->TIL,2
THBS1->ITGB1,Endo->CAF,7
THBS1->ITGB1,Endo->DC,6
THBS1->ITGB1,Endo->EMT,2
THBS1->ITGB1,Endo->Endo,7
THBS1->ITGB1,Endo->ETC,7
THBS1->ITGB1,Endo->TAM,6
THBS1->ITGB1,Endo->TIL,5
THBS1->ITGB1,ETC->CAF,10
THBS1->ITGB1,ETC->DC,8
THBS1->ITGB1,ETC->EMT,3
THBS1->ITGB1,ETC->Endo,7
THBS1->ITGB1,ETC->ETC,10
THBS1->ITGB1,ETC->TAM,8
THBS1->ITGB1,ETC->TIL,7
THBS1->ITGB1,TAM->CAF,9
THBS1->ITGB1,TAM->DC,8
THBS1->ITGB1,TAM->EMT,2
THBS1->ITGB1,TAM->Endo,7
THBS1->ITGB1,TAM->ETC,9
THBS1->ITGB1,TAM->TAM,8
THBS1->ITGB1,TAM->TIL,7
THBS1->ITGB1,TIL->CAF,6
THBS1->ITGB1,TIL->DC,6
THBS1->ITGB1,TIL->EMT,1
THBS1->ITGB1,TIL->Endo,4
THBS1->ITGB1,TIL->ETC,6
THBS1->ITGB1,TIL->TAM,5
THBS1->ITGB1,TIL->TIL,5
VEGFA->GPC1,CAF->CAF,9
VEGFA->GPC1,CAF->DC,5
VEGFA->GPC1,CAF->EMT,3
VEGFA->GPC1,CAF->Endo,5
VEGFA->GPC1,CAF->ETC,9
VEGFA->GPC1,CAF->TAM,5
VEGFA->GPC1,CAF->TIL,3
VEGFA->GPC1,DC->CAF,7
VEGFA->GPC1,DC->DC,5
VEGFA->GPC1,DC->EMT,1
VEGFA->GPC1,DC->Endo,4
VEGFA->GPC1,DC->ETC,8
VEGFA->GPC1,DC->TAM,4
VEGFA->GPC1,DC->TIL,2
VEGFA->GPC1,EMT->CAF,2
VEGFA->GPC1,EMT->DC,1
VEGFA->GPC1,EMT->EMT,2
VEGFA->GPC1,EMT->Endo,1
VEGFA->GPC1,EMT->ETC,2
VEGFA->GPC1,EMT->TAM,1
VEGFA->GPC1,EMT->TIL,1
VEGFA->GPC1,Endo->CAF,4
VEGFA->GPC1,Endo->DC,2
VEGFA->GPC1,Endo->EMT,1
VEGFA->GPC1,Endo->Endo,4
VEGFA->GPC1,Endo->ETC,4
VEGFA->GPC1,Endo->TAM,2
VEGFA->GPC1,Endo->TIL,1
VEGFA->GPC1,ETC->CAF,9
VEGFA->GPC1,ETC->DC,5
VEGFA->GPC1,ETC->EMT,3
VEGFA->GPC1,ETC->Endo,5
VEGFA->GPC1,ETC->ETC,10
VEGFA->GPC1,ETC->TAM,5
VEGFA->GPC1,ETC->TIL,3
VEGFA->GPC1,TAM->CAF,7
VEGFA->GPC1,TAM->DC,4
VEGFA->GPC1,TAM->EMT,1
VEGFA->GPC1,TAM->Endo,5
VEGFA->GPC1,TAM->ETC,8
VEGFA->GPC1,TAM->TAM,5
VEGFA->GPC1,TAM->TIL,3
VEGFA->GPC1,TIL->CAF,1
VEGFA->GPC1,TIL->DC,1
VEGFA->GPC1,TIL->ETC,1
VEGFA->GPC1,TIL->TAM,1
VEGFA->GPC1,TIL->TIL,1
VEGFA->NRP1,CAF->CAF,9
VEGFA->NRP1,CAF->DC,6
VEGFA->NRP1,CAF->EMT,3
VEGFA->NRP1,CAF->Endo,7
VEGFA->NRP1,CAF->ETC,9
VEGFA->NRP1,CAF->TAM,7
VEGFA->NRP1,CAF->TIL,2
VEGFA->NRP1,DC->CAF,8
VEGFA->NRP1,DC->DC,6
VEGFA->NRP1,DC->EMT,1
VEGFA->NRP1,DC->Endo,6
VEGFA->NRP1,DC->ETC,8
VEGFA->NRP1,DC->TAM,6
VEGFA->NRP1,DC->TIL,1
VEGFA->NRP1,EMT->CAF,2
VEGFA->NRP1,EMT->EMT,2
VEGFA->NRP1,EMT->Endo,2
VEGFA->NRP1,EMT->ETC,2
VEGFA->NRP1,EMT->TAM,1
VEGFA->NRP1,EMT->TIL,1
VEGFA->NRP1,Endo->CAF,4
VEGFA->NRP1,Endo->DC,3
VEGFA->NRP1,Endo->EMT,1
VEGFA->NRP1,Endo->Endo,4
VEGFA->NRP1,Endo->ETC,4
VEGFA->NRP1,Endo->TAM,4
VEGFA->NRP1,Endo->TIL,1
VEGFA->NRP1,ETC->CAF,10
VEGFA->NRP1,ETC->DC,6
VEGFA->NRP1,ETC->EMT,3
VEGFA->NRP1,ETC->Endo,7
VEGFA->NRP1,ETC->ETC,10
VEGFA->NRP1,ETC->TAM,7
VEGFA->NRP1,ETC->TIL,2
VEGFA->NRP1,TAM->CAF,8
VEGFA->NRP1,TAM->DC,6
VEGFA->NRP1,TAM->EMT,1
VEGFA->NRP1,TAM->Endo,6
VEGFA->NRP1,TAM->ETC,8
VEGFA->NRP1,TAM->TAM,7
VEGFA->NRP1,TAM->TIL,2
VEGFA->NRP1,TIL->CAF,1
VEGFA->NRP1,TIL->DC,1
VEGFA->NRP1,TIL->Endo,1
VEGFA->NRP1,TIL->ETC,1
VEGFA->NRP1,TIL->TAM,1
VEGFA->NRP1,TIL->TIL,1
WNT3A->FZD6,CAF->CAF,2
WNT3A->FZD6,CAF->Endo,2
WNT3A->FZD6,CAF->ETC,2
WNT3A->FZD6,EMT->CAF,1
WNT3A->FZD6,EMT->EMT,1
WNT3A->FZD6,EMT->Endo,1
WNT3A->FZD6,EMT->ETC,1
WNT3A->FZD6,ETC->CAF,4
WNT3A->FZD6,ETC->DC,1
WNT3A->FZD6,ETC->Endo,4
WNT3A->FZD6,ETC->ETC,4
WNT3A->FZD6,ETC->TAM,2
WNT3A->FZD6,ETC->TIL,1
WNT7A->FZD9,DC->CAF,1
WNT7A->FZD9,DC->ETC,1
WNT7A->FZD9,ETC->CAF,1
WNT7A->FZD9,ETC->ETC,2
WNT7A->FZD9,ETC->TAM,1
WNT7A->FZD9,TAM->CAF,1
WNT7A->FZD9,TAM->ETC,2
WNT7A->FZD9,TAM->TAM,1
WNT7A->FZD9,TIL->TAM,1
WNT7B->FZD10,CAF->CAF,3
WNT7B->FZD10,CAF->Endo,1
WNT7B->FZD10,DC->CAF,1
WNT7B->FZD10,DC->Endo,1
WNT7B->FZD10,EMT->CAF,1
WNT7B->FZD10,EMT->EMT,1
WNT7B->FZD10,EMT->Endo,1
WNT7B->FZD10,Endo->CAF,1
WNT7B->FZD10,Endo->EMT,1
WNT7B->FZD10,Endo->Endo,1
WNT7B->FZD10,ETC->CAF,3
WNT7B->FZD10,ETC->Endo,1
WNT7B->FZD10,TAM->CAF,1
WNT7B->FZD10,TAM->EMT,1
WNT7B->FZD10,TAM->Endo,1
WNT7B->FZD10,TIL->CAF,1
WNT7B->FZD8,CAF->CAF,6
WNT7B->FZD8,CAF->DC,1
WNT7B->FZD8,CAF->Endo,3
WNT7B->FZD8,CAF->ETC,3
WNT7B->FZD8,CAF->TAM,3
WNT7B->FZD8,DC->CAF,1
WNT7B->FZD8,DC->DC,1
WNT7B->FZD8,DC->Endo,1
WNT7B->FZD8,DC->ETC,1
WNT7B->FZD8,EMT->CAF,1
WNT7B->FZD8,EMT->EMT,1
WNT7B->FZD8,EMT->Endo,1
WNT7B->FZD8,EMT->ETC,1
WNT7B->FZD8,Endo->CAF,3
WNT7B->FZD8,Endo->EMT,1
WNT7B->FZD8,Endo->Endo,2
WNT7B->FZD8,Endo->ETC,2
WNT7B->FZD8,Endo->TAM,1
WNT7B->FZD8,ETC->CAF,7
WNT7B->FZD8,ETC->DC,1
WNT7B->FZD8,ETC->Endo,4
WNT7B->FZD8,ETC->ETC,6
WNT7B->FZD8,ETC->TAM,3
WNT7B->FZD8,TAM->CAF,2
WNT7B->FZD8,TAM->EMT,1
WNT7B->FZD8,TAM->Endo,1
WNT7B->FZD8,TAM->ETC,1
WNT7B->FZD8,TAM->TAM,1
WNT7B->FZD8,TIL->CAF,1
WNT7B->FZD8,TIL->Endo,1
WNT7B->FZD8,TIL->TAM,1
