LR,cell_type_pair,number_of_patient
FGB->ITGA5,EMT->CAF,2
FGB->ITGA5,EMT->DC,1
FGB->ITGA5,EMT->EMT,2
FGB->ITGA5,EMT->Endo,2
FGB->ITGA5,EMT->ETC,2
FGB->ITGA5,EMT->TAM,1
FGB->ITGA5,EMT->TIL,1
FGB->ITGA5,ETC->CAF,5
FGB->ITGA5,ETC->DC,4
FGB->ITGA5,ETC->EMT,2
FGB->ITGA5,ETC->Endo,4
FGB->ITGA5,ETC->ETC,5
FGB->ITGA5,ETC->TAM,4
FGB->ITGA5,ETC->TIL,2
FGB->ITGB1,EMT->CAF,2
FGB->ITGB1,EMT->DC,1
FGB->ITGB1,EMT->EMT,2
FGB->ITGB1,EMT->Endo,2
FGB->ITGB1,EMT->ETC,2
FGB->ITGB1,EMT->TAM,1
FGB->ITGB1,EMT->TIL,2
FGB->ITGB1,ETC->CAF,5
FGB->ITGB1,ETC->DC,4
FGB->ITGB1,ETC->EMT,2
FGB->ITGB1,ETC->Endo,4
FGB->ITGB1,ETC->ETC,5
FGB->ITGB1,ETC->TAM,4
FGB->ITGB1,ETC->TIL,3
FGG->ITGA5,CAF->CAF,1
FGG->ITGA5,CAF->DC,1
FGG->ITGA5,CAF->EMT,1
FGG->ITGA5,CAF->Endo,1
FGG->ITGA5,CAF->ETC,1
FGG->ITGA5,EMT->CAF,2
FGG->ITGA5,EMT->DC,1
FGG->ITGA5,EMT->EMT,2
FGG->ITGA5,EMT->Endo,2
FGG->ITGA5,EMT->ETC,2
FGG->ITGA5,EMT->TAM,1
FGG->ITGA5,EMT->TIL,1
FGG->ITGA5,ETC->CAF,5
FGG->ITGA5,ETC->DC,3
FGG->ITGA5,ETC->EMT,2
FGG->ITGA5,ETC->Endo,4
FGG->ITGA5,ETC->ETC,5
FGG->ITGA5,ETC->TAM,3
FGG->ITGA5,ETC->TIL,2
FGG->ITGA5,TAM->CAF,1
FGG->ITGA5,TAM->EMT,1
FGG->ITGA5,TAM->Endo,1
FGG->ITGA5,TAM->ETC,1
FGG->ITGA5,TAM->TAM,1
FGG->ITGA5,TAM->TIL,1
FGG->ITGB1,CAF->CAF,1
FGG->ITGB1,CAF->DC,1
FGG->ITGB1,CAF->EMT,1
FGG->ITGB1,CAF->Endo,1
FGG->ITGB1,CAF->ETC,1
FGG->ITGB1,CAF->TIL,1
FGG->ITGB1,EMT->CAF,2
FGG->ITGB1,EMT->DC,1
FGG->ITGB1,EMT->EMT,2
FGG->ITGB1,EMT->Endo,2
FGG->ITGB1,EMT->ETC,2
FGG->ITGB1,EMT->TAM,1
FGG->ITGB1,EMT->TIL,2
FGG->ITGB1,ETC->CAF,5
FGG->ITGB1,ETC->DC,3
FGG->ITGB1,ETC->EMT,3
FGG->ITGB1,ETC->Endo,4
FGG->ITGB1,ETC->ETC,5
FGG->ITGB1,ETC->TAM,3
FGG->ITGB1,ETC->TIL,2
FGG->ITGB1,TAM->CAF,1
FGG->ITGB1,TAM->EMT,1
FGG->ITGB1,TAM->Endo,1
FGG->ITGB1,TAM->ETC,1
FGG->ITGB1,TAM->TAM,1
FGG->ITGB1,TAM->TIL,1
HAS2->HMMR,CAF->CAF,5
HAS2->HMMR,CAF->DC,3
HAS2->HMMR,CAF->EMT,3
HAS2->HMMR,CAF->ETC,8
HAS2->HMMR,CAF->TAM,6
HAS2->HMMR,CAF->TIL,4
HAS2->HMMR,EMT->CAF,2
HAS2->HMMR,EMT->EMT,2
HAS2->HMMR,EMT->ETC,1
HAS2->HMMR,EMT->TAM,1
HAS2->HMMR,EMT->TIL,1
HAS2->HMMR,Endo->CAF,2
HAS2->HMMR,Endo->DC,1
HAS2->HMMR,Endo->EMT,1
HAS2->HMMR,Endo->ETC,2
HAS2->HMMR,Endo->TAM,3
HAS2->HMMR,Endo->TIL,2
HAS2->HMMR,ETC->CAF,4
HAS2->HMMR,ETC->DC,2
HAS2->HMMR,ETC->EMT,2
HAS2->HMMR,ETC->ETC,6
HAS2->HMMR,ETC->TAM,4
HAS2->HMMR,ETC->TIL,3
HAS2->HMMR,TAM->DC,1
HAS2->HMMR,TAM->ETC,1
HAS2->HMMR,TAM->TAM,1
HAS2->HMMR,TAM->TIL,1
IL19->IL20RB,CAF->CAF,3
IL19->IL20RB,CAF->EMT,1
IL19->IL20RB,CAF->ETC,4
IL19->IL20RB,CAF->TAM,1
IL19->IL20RB,ETC->CAF,3
IL19->IL20RB,ETC->ETC,3
IL19->IL20RB,ETC->TAM,1
IL19->IL20RB,TAM->CAF,1
IL19->IL20RB,TAM->ETC,2
IL19->IL20RB,TAM->TAM,1
IL20->IL20RB,EMT->EMT,1
IL20->IL20RB,ETC->CAF,1
IL20->IL20RB,ETC->ETC,1
IL24->IL20RB,CAF->CAF,2
IL24->IL20RB,CAF->EMT,1
IL24->IL20RB,CAF->ETC,2
IL24->IL20RB,DC->CAF,1
IL24->IL20RB,DC->ETC,1
IL24->IL20RB,EMT->EMT,2
IL24->IL20RB,TAM->CAF,1
IL24->IL20RB,TAM->ETC,2
IL24->IL20RB,TAM->TAM,1
IL26->IL20RB,CAF->EMT,1
IL26->IL20RB,DC->ETC,1
IL26->IL20RB,EMT->EMT,1
IL26->IL20RB,ETC->CAF,1
IL26->IL20RB,ETC->ETC,1
IL26->IL20RB,ETC->TAM,1
IL26->IL20RB,TIL->CAF,1
IL26->IL20RB,TIL->EMT,1
IL26->IL20RB,TIL->ETC,2
IL31->IL31RA,EMT->EMT,1
IL31->IL31RA,ETC->ETC,1
L1CAM->EGFR,CAF->CAF,6
L1CAM->EGFR,CAF->DC,2
L1CAM->EGFR,CAF->EMT,2
L1CAM->EGFR,CAF->Endo,4
L1CAM->EGFR,CAF->ETC,7
L1CAM->EGFR,CAF->TAM,3
L1CAM->EGFR,EMT->CAF,2
L1CAM->EGFR,EMT->EMT,3
L1CAM->EGFR,EMT->Endo,1
L1CAM->EGFR,EMT->ETC,3
L1CAM->EGFR,EMT->TAM,1
L1CAM->EGFR,Endo->CAF,2
L1CAM->EGFR,Endo->EMT,1
L1CAM->EGFR,Endo->Endo,2
L1CAM->EGFR,Endo->ETC,2
L1CAM->EGFR,Endo->TAM,1
L1CAM->EGFR,ETC->CAF,6
L1CAM->EGFR,ETC->DC,2
L1CAM->EGFR,ETC->EMT,2
L1CAM->EGFR,ETC->Endo,2
L1CAM->EGFR,ETC->ETC,7
L1CAM->EGFR,ETC->TAM,2
L1CAM->EGFR,TAM->CAF,3
L1CAM->EGFR,TAM->DC,1
L1CAM->EGFR,TAM->EMT,1
L1CAM->EGFR,TAM->Endo,1
L1CAM->EGFR,TAM->ETC,3
L1CAM->EGFR,TAM->TAM,2
L1CAM->EGFR,TIL->CAF,1
L1CAM->EGFR,TIL->ETC,1
L1CAM->EGFR,TIL->TAM,1
LAMC2->ITGA3,CAF->CAF,9
LAMC2->ITGA3,CAF->DC,4
LAMC2->ITGA3,CAF->EMT,3
LAMC2->ITGA3,CAF->Endo,6
LAMC2->ITGA3,CAF->ETC,9
LAMC2->ITGA3,CAF->TAM,4
LAMC2->ITGA3,CAF->TIL,2
LAMC2->ITGA3,DC->CAF,5
LAMC2->ITGA3,DC->DC,3
LAMC2->ITGA3,DC->Endo,4
LAMC2->ITGA3,DC->ETC,5
LAMC2->ITGA3,DC->TAM,2
LAMC2->ITGA3,DC->TIL,1
LAMC2->ITGA3,EMT->CAF,3
LAMC2->ITGA3,EMT->EMT,3
LAMC2->ITGA3,EMT->Endo,1
LAMC2->ITGA3,EMT->ETC,3
LAMC2->ITGA3,EMT->TAM,1
LAMC2->ITGA3,EMT->TIL,1
LAMC2->ITGA3,Endo->CAF,5
LAMC2->ITGA3,Endo->DC,1
LAMC2->ITGA3,Endo->EMT,2
LAMC2->ITGA3,Endo->Endo,4
LAMC2->ITGA3,Endo->ETC,5
LAMC2->ITGA3,Endo->TAM,2
LAMC2->ITGA3,Endo->TIL,1
LAMC2->ITGA3,ETC->CAF,9
LAMC2->ITGA3,ETC->DC,5
LAMC2->ITGA3,ETC->EMT,3
LAMC2->ITGA3,ETC->Endo,6
LAMC2->ITGA3,ETC->ETC,10
LAMC2->ITGA3,ETC->TAM,4
LAMC2->ITGA3,ETC->TIL,2
LAMC2->ITGA3,TAM->CAF,6
LAMC2->ITGA3,TAM->DC,3
LAMC2->ITGA3,TAM->EMT,1
LAMC2->ITGA3,TAM->Endo,5
LAMC2->ITGA3,TAM->ETC,6
LAMC2->ITGA3,TAM->TAM,3
LAMC2->ITGA3,TAM->TIL,2
LAMC2->ITGA3,TIL->CAF,3
LAMC2->ITGA3,TIL->DC,1
LAMC2->ITGA3,TIL->EMT,2
LAMC2->ITGA3,TIL->Endo,2
LAMC2->ITGA3,TIL->ETC,3
LAMC2->ITGA3,TIL->TAM,2
LAMC2->ITGA3,TIL->TIL,2
LAMC2->ITGB1,CAF->CAF,9
LAMC2->ITGB1,CAF->DC,7
LAMC2->ITGB1,CAF->EMT,3
LAMC2->ITGB1,CAF->Endo,7
LAMC2->ITGB1,CAF->ETC,9
LAMC2->ITGB1,CAF->TAM,7
LAMC2->ITGB1,CAF->TIL,6
LAMC2->ITGB1,DC->CAF,5
LAMC2->ITGB1,DC->DC,5
LAMC2->ITGB1,DC->Endo,4
LAMC2->ITGB1,DC->ETC,5
LAMC2->ITGB1,DC->TAM,5
LAMC2->ITGB1,DC->TIL,3
LAMC2->ITGB1,EMT->CAF,3
LAMC2->ITGB1,EMT->DC,1
LAMC2->ITGB1,EMT->EMT,3
LAMC2->ITGB1,EMT->Endo,2
LAMC2->ITGB1,EMT->ETC,3
LAMC2->ITGB1,EMT->TAM,1
LAMC2->ITGB1,EMT->TIL,2
LAMC2->ITGB1,Endo->CAF,5
LAMC2->ITGB1,Endo->DC,4
LAMC2->ITGB1,Endo->EMT,2
LAMC2->ITGB1,Endo->Endo,5
LAMC2->ITGB1,Endo->ETC,5
LAMC2->ITGB1,Endo->TAM,4
LAMC2->ITGB1,Endo->TIL,3
LAMC2->ITGB1,ETC->CAF,10
LAMC2->ITGB1,ETC->DC,8
LAMC2->ITGB1,ETC->EMT,3
LAMC2->ITGB1,ETC->Endo,7
LAMC2->ITGB1,ETC->ETC,10
LAMC2->ITGB1,ETC->TAM,8
LAMC2->ITGB1,ETC->TIL,7
LAMC2->ITGB1,TAM->CAF,6
LAMC2->ITGB1,TAM->DC,5
LAMC2->ITGB1,TAM->EMT,1
LAMC2->ITGB1,TAM->Endo,5
LAMC2->ITGB1,TAM->ETC,6
LAMC2->ITGB1,TAM->TAM,6
LAMC2->ITGB1,TAM->TIL,4
LAMC2->ITGB1,TIL->CAF,3
LAMC2->ITGB1,TIL->DC,2
LAMC2->ITGB1,TIL->EMT,2
LAMC2->ITGB1,TIL->Endo,3
LAMC2->ITGB1,TIL->ETC,3
LAMC2->ITGB1,TIL->TAM,2
LAMC2->ITGB1,TIL->TIL,3
MDK->ITGB1,CAF->CAF,9
MDK->ITGB1,CAF->DC,7
MDK->ITGB1,CAF->EMT,3
MDK->ITGB1,CAF->Endo,7
MDK->ITGB1,CAF->ETC,9
MDK->ITGB1,CAF->TAM,7
MDK->ITGB1,CAF->TIL,6
MDK->ITGB1,DC->CAF,8
MDK->ITGB1,DC->DC,8
MDK->ITGB1,DC->EMT,1
MDK->ITGB1,DC->Endo,6
MDK->ITGB1,DC->ETC,8
MDK->ITGB1,DC->TAM,7
MDK->ITGB1,DC->TIL,6
MDK->ITGB1,EMT->CAF,3
MDK->ITGB1,EMT->DC,1
MDK->ITGB1,EMT->EMT,3
MDK->ITGB1,EMT->Endo,2
MDK->ITGB1,EMT->ETC,3
MDK->ITGB1,EMT->TAM,1
MDK->ITGB1,EMT->TIL,2
MDK->ITGB1,Endo->CAF,7
MDK->ITGB1,Endo->DC,6
MDK->ITGB1,Endo->EMT,2
MDK->ITGB1,Endo->Endo,7
MDK->ITGB1,Endo->ETC,7
MDK->ITGB1,Endo->TAM,6
MDK->ITGB1,Endo->TIL,5
MDK->ITGB1,ETC->CAF,10
MDK->ITGB1,ETC->DC,8
MDK->ITGB1,ETC->EMT,3
MDK->ITGB1,ETC->Endo,7
MDK->ITGB1,ETC->ETC,10
MDK->ITGB1,ETC->TAM,8
MDK->ITGB1,ETC->TIL,7
MDK->ITGB1,TAM->CAF,7
MDK->ITGB1,TAM->DC,6
MDK->ITGB1,TAM->EMT,1
MDK->ITGB1,TAM->Endo,6
MDK->ITGB1,TAM->ETC,7
MDK->ITGB1,TAM->TAM,7
MDK->ITGB1,TAM->TIL,5
MDK->ITGB1,TIL->CAF,5
MDK->ITGB1,TIL->DC,4
MDK->ITGB1,TIL->EMT,1
MDK->ITGB1,TIL->Endo,4
MDK->ITGB1,TIL->ETC,5
MDK->ITGB1,TIL->TAM,5
MDK->ITGB1,TIL->TIL,4
NAMPT->INSR,CAF->CAF,9
NAMPT->INSR,CAF->DC,7
NAMPT->INSR,CAF->EMT,2
NAMPT->INSR,CAF->Endo,7
NAMPT->INSR,CAF->ETC,10
NAMPT->INSR,CAF->TAM,7
NAMPT->INSR,CAF->TIL,1
NAMPT->INSR,DC->CAF,8
NAMPT->INSR,DC->DC,7
NAMPT->INSR,DC->EMT,2
NAMPT->INSR,DC->Endo,7
NAMPT->INSR,DC->ETC,9
NAMPT->INSR,DC->TAM,7
NAMPT->INSR,DC->TIL,1
NAMPT->INSR,EMT->CAF,2
NAMPT->INSR,EMT->DC,1
NAMPT->INSR,EMT->EMT,2
NAMPT->INSR,EMT->Endo,2
NAMPT->INSR,EMT->ETC,3
NAMPT->INSR,EMT->TAM,1
NAMPT->INSR,Endo->CAF,6
NAMPT->INSR,Endo->DC,5
NAMPT->INSR,Endo->EMT,2
NAMPT->INSR,Endo->Endo,7
NAMPT->INSR,Endo->ETC,7
NAMPT->INSR,Endo->TAM,6
NAMPT->INSR,Endo->TIL,1
NAMPT->INSR,ETC->CAF,9
NAMPT->INSR,ETC->DC,7
NAMPT->INSR,ETC->EMT,2
NAMPT->INSR,ETC->Endo,7
NAMPT->INSR,ETC->ETC,10
NAMPT->INSR,ETC->TAM,7
NAMPT->INSR,ETC->TIL,1
NAMPT->INSR,TAM->CAF,8
NAMPT->INSR,TAM->DC,7
NAMPT->INSR,TAM->EMT,1
NAMPT->INSR,TAM->Endo,6
NAMPT->INSR,TAM->ETC,8
NAMPT->INSR,TAM->TAM,7
NAMPT->INSR,TAM->TIL,1
NAMPT->INSR,TIL->CAF,6
NAMPT->INSR,TIL->DC,5
NAMPT->INSR,TIL->EMT,2
NAMPT->INSR,TIL->Endo,6
NAMPT->INSR,TIL->ETC,7
NAMPT->INSR,TIL->TAM,5
NAMPT->INSR,TIL->TIL,1
NTF4->NTRK1,EMT->CAF,1
NTF4->NTRK1,EMT->EMT,1
NTF4->NTRK1,ETC->CAF,4
NTF4->NTRK1,ETC->DC,3
NTF4->NTRK1,ETC->ETC,3
NTF4->NTRK1,ETC->TIL,1
NTF4->NTRK1,TAM->CAF,1
NTF4->NTRK1,TAM->DC,1
PLG->F3,EMT->CAF,1
PLG->F3,EMT->EMT,1
PLG->F3,EMT->Endo,1
PLG->F3,EMT->ETC,1
PLG->F3,ETC->CAF,2
PLG->F3,ETC->DC,2
PLG->F3,ETC->Endo,2
PLG->F3,ETC->ETC,2
PLG->F3,ETC->TAM,2
PLG->F3,ETC->TIL,1
PODXL->SELL,CAF->CAF,5
PODXL->SELL,CAF->DC,5
PODXL->SELL,CAF->EMT,2
PODXL->SELL,CAF->Endo,5
PODXL->SELL,CAF->ETC,6
PODXL->SELL,CAF->TAM,5
PODXL->SELL,CAF->TIL,3
PODXL->SELL,DC->CAF,3
PODXL->SELL,DC->DC,3
PODXL->SELL,DC->Endo,1
PODXL->SELL,DC->ETC,3
PODXL->SELL,DC->TAM,2
PODXL->SELL,EMT->DC,1
PODXL->SELL,EMT->EMT,2
PODXL->SELL,EMT->Endo,1
PODXL->SELL,EMT->ETC,1
PODXL->SELL,EMT->TAM,1
PODXL->SELL,EMT->TIL,1
PODXL->SELL,Endo->CAF,4
PODXL->SELL,Endo->DC,4
PODXL->SELL,Endo->EMT,2
PODXL->SELL,Endo->Endo,5
PODXL->SELL,Endo->ETC,5
PODXL->SELL,Endo->TAM,5
PODXL->SELL,Endo->TIL,3
PODXL->SELL,ETC->CAF,5
PODXL->SELL,ETC->DC,6
PODXL->SELL,ETC->EMT,2
PODXL->SELL,ETC->Endo,5
PODXL->SELL,ETC->ETC,7
PODXL->SELL,ETC->TAM,6
PODXL->SELL,ETC->TIL,4
PODXL->SELL,TAM->CAF,4
PODXL->SELL,TAM->DC,4
PODXL->SELL,TAM->EMT,1
PODXL->SELL,TAM->Endo,3
PODXL->SELL,TAM->ETC,5
PODXL->SELL,TAM->TAM,5
PODXL->SELL,TAM->TIL,1
PODXL->SELL,TIL->EMT,1
PODXL->SELL,TIL->TAM,1
PTGS2->CAV1,CAF->CAF,9
PTGS2->CAV1,CAF->DC,5
PTGS2->CAV1,CAF->EMT,3
PTGS2->CAV1,CAF->Endo,7
PTGS2->CAV1,CAF->ETC,9
PTGS2->CAV1,CAF->TAM,6
PTGS2->CAV1,CAF->TIL,3
PTGS2->CAV1,DC->CAF,6
PTGS2->CAV1,DC->DC,4
PTGS2->CAV1,DC->EMT,1
PTGS2->CAV1,DC->Endo,5
PTGS2->CAV1,DC->ETC,6
PTGS2->CAV1,DC->TAM,5
PTGS2->CAV1,DC->TIL,2
PTGS2->CAV1,EMT->CAF,2
PTGS2->CAV1,EMT->DC,1
PTGS2->CAV1,EMT->EMT,2
PTGS2->CAV1,EMT->Endo,2
PTGS2->CAV1,EMT->ETC,2
PTGS2->CAV1,EMT->TAM,2
PTGS2->CAV1,EMT->TIL,2
PTGS2->CAV1,Endo->CAF,6
PTGS2->CAV1,Endo->DC,4
PTGS2->CAV1,Endo->EMT,1
PTGS2->CAV1,Endo->Endo,6
PTGS2->CAV1,Endo->ETC,6
PTGS2->CAV1,Endo->TAM,4
PTGS2->CAV1,Endo->TIL,2
PTGS2->CAV1,ETC->CAF,9
PTGS2->CAV1,ETC->DC,5
PTGS2->CAV1,ETC->EMT,3
PTGS2->CAV1,ETC->Endo,6
PTGS2->CAV1,ETC->ETC,9
PTGS2->CAV1,ETC->TAM,5
PTGS2->CAV1,ETC->TIL,2
PTGS2->CAV1,TAM->CAF,9
PTGS2->CAV1,TAM->DC,5
PTGS2->CAV1,TAM->EMT,3
PTGS2->CAV1,TAM->Endo,7
PTGS2->CAV1,TAM->ETC,9
PTGS2->CAV1,TAM->TAM,6
PTGS2->CAV1,TAM->TIL,3
PTGS2->PTGDR2,CAF->TIL,1
PTGS2->PTGDR2,DC->TIL,1
PTGS2->PTGDR2,Endo->TIL,1
PTGS2->PTGDR2,ETC->TIL,1
PTGS2->PTGDR2,TAM->TIL,1
RELN->ITGA3,CAF->CAF,3
RELN->ITGA3,CAF->DC,2
RELN->ITGA3,CAF->EMT,1
RELN->ITGA3,CAF->Endo,3
RELN->ITGA3,CAF->ETC,3
RELN->ITGA3,CAF->TAM,2
RELN->ITGA3,CAF->TIL,1
RELN->ITGA3,Endo->CAF,1
RELN->ITGA3,Endo->Endo,1
RELN->ITGA3,Endo->ETC,1
RELN->ITGA3,Endo->TAM,1
RELN->ITGA3,ETC->CAF,3
RELN->ITGA3,ETC->DC,3
RELN->ITGA3,ETC->Endo,3
RELN->ITGA3,ETC->ETC,3
RELN->ITGA3,ETC->TAM,2
RELN->ITGA3,ETC->TIL,1
RELN->ITGB1,CAF->CAF,3
RELN->ITGB1,CAF->DC,2
RELN->ITGB1,CAF->EMT,1
RELN->ITGB1,CAF->Endo,3
RELN->ITGB1,CAF->ETC,3
RELN->ITGB1,CAF->TAM,3
RELN->ITGB1,CAF->TIL,2
RELN->ITGB1,Endo->CAF,1
RELN->ITGB1,Endo->DC,1
RELN->ITGB1,Endo->Endo,1
RELN->ITGB1,Endo->ETC,1
RELN->ITGB1,Endo->TAM,1
RELN->ITGB1,ETC->CAF,3
RELN->ITGB1,ETC->DC,3
RELN->ITGB1,ETC->Endo,3
RELN->ITGB1,ETC->ETC,3
RELN->ITGB1,ETC->TAM,3
RELN->ITGB1,ETC->TIL,2
RTN4->S1PR2,CAF->CAF,1
RTN4->S1PR2,CAF->ETC,1
RTN4->S1PR2,DC->CAF,1
RTN4->S1PR2,DC->ETC,1
RTN4->S1PR2,EMT->CAF,1
RTN4->S1PR2,Endo->CAF,1
RTN4->S1PR2,ETC->CAF,1
RTN4->S1PR2,ETC->ETC,1
RTN4->S1PR2,TAM->CAF,1
RTN4->S1PR2,TAM->ETC,1
RTN4->S1PR2,TIL->CAF,1
RTN4->TNFRSF19,CAF->CAF,8
RTN4->TNFRSF19,CAF->EMT,2
RTN4->TNFRSF19,CAF->Endo,4
RTN4->TNFRSF19,CAF->ETC,9
RTN4->TNFRSF19,CAF->TAM,2
RTN4->TNFRSF19,CAF->TIL,1
RTN4->TNFRSF19,DC->CAF,7
RTN4->TNFRSF19,DC->EMT,2
RTN4->TNFRSF19,DC->Endo,4
RTN4->TNFRSF19,DC->ETC,8
RTN4->TNFRSF19,DC->TAM,2
RTN4->TNFRSF19,DC->TIL,1
RTN4->TNFRSF19,EMT->CAF,2
RTN4->TNFRSF19,EMT->EMT,2
RTN4->TNFRSF19,EMT->Endo,1
RTN4->TNFRSF19,EMT->ETC,2
RTN4->TNFRSF19,EMT->TAM,1
RTN4->TNFRSF19,Endo->CAF,6
RTN4->TNFRSF19,Endo->EMT,2
RTN4->TNFRSF19,Endo->Endo,4
RTN4->TNFRSF19,Endo->ETC,6
RTN4->TNFRSF19,Endo->TAM,2
RTN4->TNFRSF19,Endo->TIL,1
RTN4->TNFRSF19,ETC->CAF,8
RTN4->TNFRSF19,ETC->EMT,2
RTN4->TNFRSF19,ETC->Endo,4
RTN4->TNFRSF19,ETC->ETC,9
RTN4->TNFRSF19,ETC->TAM,2
RTN4->TNFRSF19,ETC->TIL,1
RTN4->TNFRSF19,TAM->CAF,7
RTN4->TNFRSF19,TAM->EMT,2
RTN4->TNFRSF19,TAM->Endo,4
RTN4->TNFRSF19,TAM->ETC,8
RTN4->TNFRSF19,TAM->TAM,2
RTN4->TNFRSF19,TAM->TIL,1
RTN4->TNFRSF19,TIL->CAF,4
RTN4->TNFRSF19,TIL->EMT,2
RTN4->TNFRSF19,TIL->Endo,3
RTN4->TNFRSF19,TIL->ETC,5
RTN4->TNFRSF19,TIL->TAM,2
RTN4->TNFRSF19,TIL->TIL,1
SEMA3A->NRP1,CAF->CAF,9
SEMA3A->NRP1,CAF->DC,6
SEMA3A->NRP1,CAF->EMT,3
SEMA3A->NRP1,CAF->Endo,7
SEMA3A->NRP1,CAF->ETC,9
SEMA3A->NRP1,CAF->TAM,7
SEMA3A->NRP1,CAF->TIL,2
SEMA3A->NRP1,EMT->CAF,2
SEMA3A->NRP1,EMT->EMT,2
SEMA3A->NRP1,EMT->Endo,2
SEMA3A->NRP1,EMT->ETC,2
SEMA3A->NRP1,EMT->TAM,1
SEMA3A->NRP1,EMT->TIL,1
SEMA3A->NRP1,Endo->CAF,6
SEMA3A->NRP1,Endo->DC,5
SEMA3A->NRP1,Endo->EMT,1
SEMA3A->NRP1,Endo->Endo,6
SEMA3A->NRP1,Endo->ETC,6
SEMA3A->NRP1,Endo->TAM,6
SEMA3A->NRP1,Endo->TIL,2
SEMA3A->NRP1,ETC->CAF,7
SEMA3A->NRP1,ETC->DC,5
SEMA3A->NRP1,ETC->EMT,2
SEMA3A->NRP1,ETC->Endo,5
SEMA3A->NRP1,ETC->ETC,7
SEMA3A->NRP1,ETC->TAM,5
SEMA3A->NRP1,ETC->TIL,1
SEMA3A->NRP1,TAM->CAF,4
SEMA3A->NRP1,TAM->DC,4
SEMA3A->NRP1,TAM->Endo,4
SEMA3A->NRP1,TAM->ETC,4
SEMA3A->NRP1,TAM->TAM,4
SEMA3A->NRP1,TAM->TIL,1
SEMA3A->NRP1,TIL->CAF,2
SEMA3A->NRP1,TIL->DC,1
SEMA3A->NRP1,TIL->EMT,1
SEMA3A->NRP1,TIL->Endo,2
SEMA3A->NRP1,TIL->ETC,2
SEMA3A->NRP1,TIL->TAM,2
SEMA3A->NRP1,TIL->TIL,2
SEMA3C->NRP1,CAF->CAF,8
SEMA3C->NRP1,CAF->DC,6
SEMA3C->NRP1,CAF->EMT,2
SEMA3C->NRP1,CAF->Endo,6
SEMA3C->NRP1,CAF->ETC,8
SEMA3C->NRP1,CAF->TAM,7
SEMA3C->NRP1,CAF->TIL,2
SEMA3C->NRP1,DC->CAF,5
SEMA3C->NRP1,DC->DC,3
SEMA3C->NRP1,DC->EMT,1
SEMA3C->NRP1,DC->Endo,4
SEMA3C->NRP1,DC->ETC,5
SEMA3C->NRP1,DC->TAM,4
SEMA3C->NRP1,DC->TIL,2
SEMA3C->NRP1,EMT->CAF,3
SEMA3C->NRP1,EMT->EMT,3
SEMA3C->NRP1,EMT->Endo,2
SEMA3C->NRP1,EMT->ETC,3
SEMA3C->NRP1,EMT->TAM,1
SEMA3C->NRP1,EMT->TIL,1
SEMA3C->NRP1,Endo->CAF,6
SEMA3C->NRP1,Endo->DC,4
SEMA3C->NRP1,Endo->EMT,2
SEMA3C->NRP1,Endo->Endo,6
SEMA3C->NRP1,Endo->ETC,6
SEMA3C->NRP1,Endo->TAM,5
SEMA3C->NRP1,Endo->TIL,1
SEMA3C->NRP1,ETC->CAF,9
SEMA3C->NRP1,ETC->DC,6
SEMA3C->NRP1,ETC->EMT,2
SEMA3C->NRP1,ETC->Endo,6
SEMA3C->NRP1,ETC->ETC,9
SEMA3C->NRP1,ETC->TAM,6
SEMA3C->NRP1,ETC->TIL,1
SEMA3C->NRP1,TAM->CAF,8
SEMA3C->NRP1,TAM->DC,6
SEMA3C->NRP1,TAM->EMT,1
SEMA3C->NRP1,TAM->Endo,6
SEMA3C->NRP1,TAM->ETC,8
SEMA3C->NRP1,TAM->TAM,6
SEMA3C->NRP1,TAM->TIL,1
SEMA3C->NRP1,TIL->CAF,1
SEMA3C->NRP1,TIL->DC,1
SEMA3C->NRP1,TIL->Endo,1
SEMA3C->NRP1,TIL->ETC,1
SEMA3C->NRP1,TIL->TAM,1
SEMA3C->NRP1,TIL->TIL,1
SEMA4B->DCBLD2,CAF->CAF,9
SEMA4B->DCBLD2,CAF->DC,2
SEMA4B->DCBLD2,CAF->EMT,2
SEMA4B->DCBLD2,CAF->Endo,6
SEMA4B->DCBLD2,CAF->ETC,10
SEMA4B->DCBLD2,CAF->TAM,7
SEMA4B->DCBLD2,CAF->TIL,1
SEMA4B->DCBLD2,DC->CAF,2
SEMA4B->DCBLD2,DC->DC,1
SEMA4B->DCBLD2,DC->Endo,2
SEMA4B->DCBLD2,DC->ETC,3
SEMA4B->DCBLD2,DC->TAM,2
SEMA4B->DCBLD2,EMT->CAF,3
SEMA4B->DCBLD2,EMT->EMT,2
SEMA4B->DCBLD2,EMT->Endo,2
SEMA4B->DCBLD2,EMT->ETC,3
SEMA4B->DCBLD2,EMT->TAM,1
SEMA4B->DCBLD2,EMT->TIL,1
SEMA4B->DCBLD2,Endo->CAF,4
SEMA4B->DCBLD2,Endo->EMT,1
SEMA4B->DCBLD2,Endo->Endo,4
SEMA4B->DCBLD2,Endo->ETC,4
SEMA4B->DCBLD2,Endo->TAM,4
SEMA4B->DCBLD2,ETC->CAF,9
SEMA4B->DCBLD2,ETC->DC,2
SEMA4B->DCBLD2,ETC->EMT,2
SEMA4B->DCBLD2,ETC->Endo,6
SEMA4B->DCBLD2,ETC->ETC,10
SEMA4B->DCBLD2,ETC->TAM,7
SEMA4B->DCBLD2,ETC->TIL,1
SEMA4B->DCBLD2,TAM->CAF,6
