LR,cell_type_pair,Patient
NAMPT->INSR,TIL->Endo,P03
NAMPT->INSR,TIL->TAM,P03
VEGFA->GPC1,CAF->CAF,P03
VEGFA->GPC1,CAF->EMT,P03
VEGFA->GPC1,CAF->ETC,P03
VEGFA->GPC1,CAF->Endo,P03
VEGFA->GPC1,CAF->TAM,P03
VEGFA->GPC1,CAF->TIL,P03
VEGFA->GPC1,EMT->CAF,P03
VEGFA->GPC1,EMT->EMT,P03
VEGFA->GPC1,EMT->ETC,P03
VEGFA->GPC1,EMT->Endo,P03
VEGFA->GPC1,EMT->TAM,P03
VEGFA->GPC1,EMT->TIL,P03
VEGFA->GPC1,ETC->CAF,P03
VEGFA->GPC1,ETC->EMT,P03
VEGFA->GPC1,ETC->ETC,P03
VEGFA->GPC1,ETC->Endo,P03
VEGFA->GPC1,ETC->TAM,P03
VEGFA->GPC1,ETC->TIL,P03
VEGFA->GPC1,Endo->CAF,P03
VEGFA->GPC1,Endo->EMT,P03
VEGFA->GPC1,Endo->ETC,P03
VEGFA->GPC1,Endo->Endo,P03
VEGFA->GPC1,Endo->TAM,P03
VEGFA->GPC1,Endo->TIL,P03
VEGFA->GPC1,TAM->CAF,P03
VEGFA->GPC1,TAM->EMT,P03
VEGFA->GPC1,TAM->ETC,P03
VEGFA->GPC1,TAM->Endo,P03
VEGFA->GPC1,TAM->TAM,P03
VEGFA->GPC1,TAM->TIL,P03
SEMA3A->NRP1,CAF->CAF,P03
SEMA3A->NRP1,CAF->EMT,P03
SEMA3A->NRP1,CAF->ETC,P03
SEMA3A->NRP1,CAF->Endo,P03
SEMA3A->NRP1,CAF->TAM,P03
SEMA3A->NRP1,CAF->TIL,P03
SEMA3A->NRP1,EMT->CAF,P03
SEMA3A->NRP1,EMT->EMT,P03
SEMA3A->NRP1,EMT->ETC,P03
SEMA3A->NRP1,EMT->Endo,P03
SEMA3A->NRP1,EMT->TAM,P03
SEMA3A->NRP1,EMT->TIL,P03
SEMA3A->NRP1,Endo->CAF,P03
SEMA3A->NRP1,Endo->EMT,P03
SEMA3A->NRP1,Endo->ETC,P03
SEMA3A->NRP1,Endo->Endo,P03
SEMA3A->NRP1,Endo->TAM,P03
SEMA3A->NRP1,Endo->TIL,P03
SEMA3A->NRP1,TIL->CAF,P03
SEMA3A->NRP1,TIL->EMT,P03
SEMA3A->NRP1,TIL->ETC,P03
SEMA3A->NRP1,TIL->Endo,P03
SEMA3A->NRP1,TIL->TAM,P03
SEMA3A->NRP1,TIL->TIL,P03
PTGS2->CAV1,CAF->CAF,P03
PTGS2->CAV1,CAF->EMT,P03
PTGS2->CAV1,CAF->ETC,P03
PTGS2->CAV1,CAF->Endo,P03
PTGS2->CAV1,CAF->TAM,P03
PTGS2->CAV1,CAF->TIL,P03
PTGS2->CAV1,EMT->CAF,P03
PTGS2->CAV1,EMT->EMT,P03
PTGS2->CAV1,EMT->ETC,P03
PTGS2->CAV1,EMT->Endo,P03
PTGS2->CAV1,EMT->TAM,P03
PTGS2->CAV1,EMT->TIL,P03
PTGS2->CAV1,Endo->CAF,P03
PTGS2->CAV1,Endo->EMT,P03
PTGS2->CAV1,Endo->ETC,P03
PTGS2->CAV1,Endo->Endo,P03
PTGS2->CAV1,Endo->TAM,P03
PTGS2->CAV1,Endo->TIL,P03
PTGS2->CAV1,TAM->CAF,P03
PTGS2->CAV1,TAM->EMT,P03
PTGS2->CAV1,TAM->ETC,P03
PTGS2->CAV1,TAM->Endo,P03
PTGS2->CAV1,TAM->TAM,P03
PTGS2->CAV1,TAM->TIL,P03
FGA->ITGB3,EMT->CAF,P03
FGA->ITGB3,EMT->EMT,P03
FGA->ITGB3,EMT->Endo,P03
FGA->ITGB3,ETC->CAF,P03
FGA->ITGB3,ETC->EMT,P03
FGA->ITGB3,ETC->Endo,P03
ADAM17->ITGB1,CAF->CAF,P03
ADAM17->ITGB1,CAF->EMT,P03
ADAM17->ITGB1,CAF->ETC,P03
ADAM17->ITGB1,CAF->Endo,P03
ADAM17->ITGB1,CAF->TAM,P03
ADAM17->ITGB1,CAF->TIL,P03
ADAM17->ITGB1,EMT->CAF,P03
ADAM17->ITGB1,EMT->EMT,P03
ADAM17->ITGB1,EMT->ETC,P03
ADAM17->ITGB1,EMT->Endo,P03
ADAM17->ITGB1,EMT->TAM,P03
ADAM17->ITGB1,EMT->TIL,P03
ADAM17->ITGB1,ETC->CAF,P03
ADAM17->ITGB1,ETC->EMT,P03
ADAM17->ITGB1,ETC->ETC,P03
ADAM17->ITGB1,ETC->Endo,P03
ADAM17->ITGB1,ETC->TAM,P03
ADAM17->ITGB1,ETC->TIL,P03
ADAM17->ITGB1,Endo->CAF,P03
ADAM17->ITGB1,Endo->EMT,P03
ADAM17->ITGB1,Endo->ETC,P03
ADAM17->ITGB1,Endo->Endo,P03
ADAM17->ITGB1,Endo->TAM,P03
ADAM17->ITGB1,Endo->TIL,P03
ADAM17->ITGB1,TAM->CAF,P03
ADAM17->ITGB1,TAM->EMT,P03
ADAM17->ITGB1,TAM->ETC,P03
ADAM17->ITGB1,TAM->Endo,P03
ADAM17->ITGB1,TAM->TAM,P03
ADAM17->ITGB1,TAM->TIL,P03
ADAM17->ITGB1,TIL->CAF,P03
ADAM17->ITGB1,TIL->EMT,P03
ADAM17->ITGB1,TIL->ETC,P03
ADAM17->ITGB1,TIL->Endo,P03
ADAM17->ITGB1,TIL->TAM,P03
ADAM17->ITGB1,TIL->TIL,P03
DSC3->DSG3,NA,NA
ADAM9->ITGB1,CAF->CAF,P03
ADAM9->ITGB1,CAF->EMT,P03
ADAM9->ITGB1,CAF->ETC,P03
ADAM9->ITGB1,CAF->Endo,P03
ADAM9->ITGB1,CAF->TAM,P03
ADAM9->ITGB1,CAF->TIL,P03
ADAM9->ITGB1,EMT->CAF,P03
ADAM9->ITGB1,EMT->EMT,P03
ADAM9->ITGB1,EMT->ETC,P03
ADAM9->ITGB1,EMT->Endo,P03
ADAM9->ITGB1,EMT->TAM,P03
ADAM9->ITGB1,EMT->TIL,P03
ADAM9->ITGB1,ETC->CAF,P03
ADAM9->ITGB1,ETC->EMT,P03
ADAM9->ITGB1,ETC->ETC,P03
ADAM9->ITGB1,ETC->Endo,P03
ADAM9->ITGB1,ETC->TAM,P03
ADAM9->ITGB1,ETC->TIL,P03
ADAM9->ITGB1,Endo->CAF,P03
ADAM9->ITGB1,Endo->EMT,P03
ADAM9->ITGB1,Endo->ETC,P03
ADAM9->ITGB1,Endo->Endo,P03
ADAM9->ITGB1,Endo->TAM,P03
ADAM9->ITGB1,Endo->TIL,P03
ADAM9->ITGB1,TAM->CAF,P03
ADAM9->ITGB1,TAM->EMT,P03
ADAM9->ITGB1,TAM->ETC,P03
ADAM9->ITGB1,TAM->Endo,P03
ADAM9->ITGB1,TAM->TAM,P03
ADAM9->ITGB1,TAM->TIL,P03
ADAM9->ITGB1,TIL->CAF,P03
ADAM9->ITGB1,TIL->EMT,P03
ADAM9->ITGB1,TIL->ETC,P03
ADAM9->ITGB1,TIL->Endo,P03
ADAM9->ITGB1,TIL->TAM,P03
ADAM9->ITGB1,TIL->TIL,P03
ADM->CALCR,NA,NA
ECM1->ITGB4,CAF->CAF,P03
ECM1->ITGB4,CAF->EMT,P03
ECM1->ITGB4,CAF->ETC,P03
ECM1->ITGB4,CAF->Endo,P03
ECM1->ITGB4,CAF->TAM,P03
ECM1->ITGB4,EMT->CAF,P03
ECM1->ITGB4,EMT->EMT,P03
ECM1->ITGB4,EMT->ETC,P03
ECM1->ITGB4,EMT->Endo,P03
ECM1->ITGB4,EMT->TAM,P03
ECM1->ITGB4,ETC->CAF,P03
ECM1->ITGB4,ETC->EMT,P03
ECM1->ITGB4,ETC->ETC,P03
ECM1->ITGB4,ETC->Endo,P03
ECM1->ITGB4,ETC->TAM,P03
ECM1->ITGB4,Endo->CAF,P03
ECM1->ITGB4,Endo->EMT,P03
ECM1->ITGB4,Endo->ETC,P03
ECM1->ITGB4,Endo->Endo,P03
ECM1->ITGB4,Endo->TAM,P03
ECM1->ITGB4,TAM->CAF,P03
ECM1->ITGB4,TAM->EMT,P03
ECM1->ITGB4,TAM->ETC,P03
ECM1->ITGB4,TAM->Endo,P03
ECM1->ITGB4,TAM->TAM,P03
ADAM9->ITGA3,CAF->CAF,P03
ADAM9->ITGA3,CAF->EMT,P03
ADAM9->ITGA3,CAF->ETC,P03
ADAM9->ITGA3,CAF->Endo,P03
ADAM9->ITGA3,CAF->TAM,P03
ADAM9->ITGA3,CAF->TIL,P03
ADAM9->ITGA3,EMT->CAF,P03
ADAM9->ITGA3,EMT->EMT,P03
ADAM9->ITGA3,EMT->ETC,P03
ADAM9->ITGA3,EMT->Endo,P03
ADAM9->ITGA3,EMT->TAM,P03
ADAM9->ITGA3,EMT->TIL,P03
ADAM9->ITGA3,ETC->CAF,P03
ADAM9->ITGA3,ETC->EMT,P03
ADAM9->ITGA3,ETC->ETC,P03
ADAM9->ITGA3,ETC->Endo,P03
ADAM9->ITGA3,ETC->TAM,P03
ADAM9->ITGA3,ETC->TIL,P03
ADAM9->ITGA3,Endo->CAF,P03
ADAM9->ITGA3,Endo->EMT,P03
ADAM9->ITGA3,Endo->ETC,P03
ADAM9->ITGA3,Endo->Endo,P03
ADAM9->ITGA3,Endo->TAM,P03
ADAM9->ITGA3,Endo->TIL,P03
ADAM9->ITGA3,TAM->CAF,P03
ADAM9->ITGA3,TAM->EMT,P03
ADAM9->ITGA3,TAM->ETC,P03
ADAM9->ITGA3,TAM->Endo,P03
ADAM9->ITGA3,TAM->TAM,P03
ADAM9->ITGA3,TAM->TIL,P03
ADAM9->ITGA3,TIL->CAF,P03
ADAM9->ITGA3,TIL->EMT,P03
ADAM9->ITGA3,TIL->ETC,P03
ADAM9->ITGA3,TIL->Endo,P03
ADAM9->ITGA3,TIL->TAM,P03
ADAM9->ITGA3,TIL->TIL,P03
WNT7B->FZD8,EMT->CAF,P03
WNT7B->FZD8,EMT->EMT,P03
WNT7B->FZD8,EMT->Endo,P03
WNT7B->FZD8,Endo->CAF,P03
WNT7B->FZD8,Endo->EMT,P03
WNT7B->FZD8,Endo->Endo,P03
WNT7B->FZD8,TAM->CAF,P03
WNT7B->FZD8,TAM->EMT,P03
WNT7B->FZD8,TAM->Endo,P03
ADM->MRGPRX2,NA,NA
SPP1->ITGA4,CAF->CAF,P03
SPP1->ITGA4,CAF->EMT,P03
SPP1->ITGA4,CAF->Endo,P03
SPP1->ITGA4,CAF->TAM,P03
SPP1->ITGA4,EMT->CAF,P03
SPP1->ITGA4,EMT->EMT,P03
SPP1->ITGA4,EMT->Endo,P03
SPP1->ITGA4,EMT->TAM,P03
SPP1->ITGA4,ETC->CAF,P03
SPP1->ITGA4,ETC->EMT,P03
SPP1->ITGA4,ETC->Endo,P03
SPP1->ITGA4,ETC->TAM,P03
SPP1->ITGA4,Endo->CAF,P03
SPP1->ITGA4,Endo->EMT,P03
SPP1->ITGA4,Endo->Endo,P03
SPP1->ITGA4,Endo->TAM,P03
SPP1->ITGA4,TAM->CAF,P03
SPP1->ITGA4,TAM->EMT,P03
SPP1->ITGA4,TAM->Endo,P03
SPP1->ITGA4,TAM->TAM,P03
SPP1->ITGA9,CAF->CAF,P03
SPP1->ITGA9,CAF->EMT,P03
SPP1->ITGA9,CAF->Endo,P03
SPP1->ITGA9,CAF->TAM,P03
SPP1->ITGA9,EMT->CAF,P03
SPP1->ITGA9,EMT->EMT,P03
SPP1->ITGA9,EMT->Endo,P03
SPP1->ITGA9,EMT->TAM,P03
SPP1->ITGA9,ETC->CAF,P03
SPP1->ITGA9,ETC->EMT,P03
SPP1->ITGA9,ETC->Endo,P03
SPP1->ITGA9,ETC->TAM,P03
SPP1->ITGA9,Endo->CAF,P03
SPP1->ITGA9,Endo->EMT,P03
SPP1->ITGA9,Endo->Endo,P03
SPP1->ITGA9,Endo->TAM,P03
SPP1->ITGA9,TAM->CAF,P03
SPP1->ITGA9,TAM->EMT,P03
SPP1->ITGA9,TAM->Endo,P03
SPP1->ITGA9,TAM->TAM,P03
SPP1->ITGB3,CAF->CAF,P03
SPP1->ITGB3,CAF->EMT,P03
SPP1->ITGB3,CAF->Endo,P03
SPP1->ITGB3,EMT->CAF,P03
SPP1->ITGB3,EMT->EMT,P03
SPP1->ITGB3,EMT->Endo,P03
SPP1->ITGB3,ETC->CAF,P03
SPP1->ITGB3,ETC->EMT,P03
SPP1->ITGB3,ETC->Endo,P03
SPP1->ITGB3,Endo->CAF,P03
SPP1->ITGB3,Endo->EMT,P03
SPP1->ITGB3,Endo->Endo,P03
SPP1->ITGB3,TAM->CAF,P03
SPP1->ITGB3,TAM->EMT,P03
SPP1->ITGB3,TAM->Endo,P03
PTGS2->PTGDR2,NA,NA
FGB->ITGA5,EMT->CAF,P03
FGB->ITGA5,EMT->EMT,P03
FGB->ITGA5,EMT->ETC,P03
FGB->ITGA5,EMT->Endo,P03
FGB->ITGA5,EMT->TAM,P03
FGB->ITGA5,EMT->TIL,P03
FGB->ITGA5,ETC->CAF,P03
FGB->ITGA5,ETC->EMT,P03
FGB->ITGA5,ETC->ETC,P03
FGB->ITGA5,ETC->Endo,P03
FGB->ITGA5,ETC->TAM,P03
FGB->ITGA5,ETC->TIL,P03
VEGFA->NRP1,CAF->CAF,P03
VEGFA->NRP1,CAF->EMT,P03
VEGFA->NRP1,CAF->ETC,P03
VEGFA->NRP1,CAF->Endo,P03
VEGFA->NRP1,CAF->TAM,P03
VEGFA->NRP1,CAF->TIL,P03
VEGFA->NRP1,EMT->CAF,P03
VEGFA->NRP1,EMT->EMT,P03
VEGFA->NRP1,EMT->ETC,P03
VEGFA->NRP1,EMT->Endo,P03
VEGFA->NRP1,EMT->TAM,P03
VEGFA->NRP1,EMT->TIL,P03
VEGFA->NRP1,ETC->CAF,P03
VEGFA->NRP1,ETC->EMT,P03
VEGFA->NRP1,ETC->ETC,P03
VEGFA->NRP1,ETC->Endo,P03
VEGFA->NRP1,ETC->TAM,P03
VEGFA->NRP1,ETC->TIL,P03
VEGFA->NRP1,Endo->CAF,P03
VEGFA->NRP1,Endo->EMT,P03
VEGFA->NRP1,Endo->ETC,P03
VEGFA->NRP1,Endo->Endo,P03
VEGFA->NRP1,Endo->TAM,P03
VEGFA->NRP1,Endo->TIL,P03
VEGFA->NRP1,TAM->CAF,P03
VEGFA->NRP1,TAM->EMT,P03
VEGFA->NRP1,TAM->ETC,P03
VEGFA->NRP1,TAM->Endo,P03
VEGFA->NRP1,TAM->TAM,P03
VEGFA->NRP1,TAM->TIL,P03
SPP1->ITGB5,CAF->CAF,P03
SPP1->ITGB5,CAF->EMT,P03
SPP1->ITGB5,CAF->ETC,P03
SPP1->ITGB5,CAF->Endo,P03
SPP1->ITGB5,CAF->TAM,P03
SPP1->ITGB5,CAF->TIL,P03
SPP1->ITGB5,EMT->CAF,P03
SPP1->ITGB5,EMT->EMT,P03
SPP1->ITGB5,EMT->ETC,P03
SPP1->ITGB5,EMT->Endo,P03
SPP1->ITGB5,EMT->TAM,P03
SPP1->ITGB5,EMT->TIL,P03
SPP1->ITGB5,ETC->CAF,P03
SPP1->ITGB5,ETC->EMT,P03
SPP1->ITGB5,ETC->ETC,P03
SPP1->ITGB5,ETC->Endo,P03
SPP1->ITGB5,ETC->TAM,P03
SPP1->ITGB5,ETC->TIL,P03
SPP1->ITGB5,Endo->CAF,P03
SPP1->ITGB5,Endo->EMT,P03
SPP1->ITGB5,Endo->ETC,P03
SPP1->ITGB5,Endo->Endo,P03
SPP1->ITGB5,Endo->TAM,P03
SPP1->ITGB5,Endo->TIL,P03
SPP1->ITGB5,TAM->CAF,P03
SPP1->ITGB5,TAM->EMT,P03
SPP1->ITGB5,TAM->ETC,P03
SPP1->ITGB5,TAM->Endo,P03
SPP1->ITGB5,TAM->TAM,P03
SPP1->ITGB5,TAM->TIL,P03
TGM2->ITGB1,CAF->CAF,P03
TGM2->ITGB1,CAF->EMT,P03
TGM2->ITGB1,CAF->ETC,P03
TGM2->ITGB1,CAF->Endo,P03
TGM2->ITGB1,CAF->TAM,P03
TGM2->ITGB1,CAF->TIL,P03
TGM2->ITGB1,EMT->CAF,P03
TGM2->ITGB1,EMT->EMT,P03
TGM2->ITGB1,EMT->ETC,P03
TGM2->ITGB1,EMT->Endo,P03
TGM2->ITGB1,EMT->TAM,P03
TGM2->ITGB1,EMT->TIL,P03
TGM2->ITGB1,ETC->CAF,P03
TGM2->ITGB1,ETC->EMT,P03
TGM2->ITGB1,ETC->ETC,P03
TGM2->ITGB1,ETC->Endo,P03
TGM2->ITGB1,ETC->TAM,P03
TGM2->ITGB1,ETC->TIL,P03
TGM2->ITGB1,Endo->CAF,P03
TGM2->ITGB1,Endo->EMT,P03
TGM2->ITGB1,Endo->ETC,P03
TGM2->ITGB1,Endo->Endo,P03
TGM2->ITGB1,Endo->TAM,P03
TGM2->ITGB1,Endo->TIL,P03
TGM2->ITGB1,TAM->CAF,P03
TGM2->ITGB1,TAM->EMT,P03
TGM2->ITGB1,TAM->ETC,P03
TGM2->ITGB1,TAM->Endo,P03
TGM2->ITGB1,TAM->TAM,P03
TGM2->ITGB1,TAM->TIL,P03
TGM2->ITGB1,TIL->CAF,P03
TGM2->ITGB1,TIL->EMT,P03
TGM2->ITGB1,TIL->ETC,P03
TGM2->ITGB1,TIL->Endo,P03
TGM2->ITGB1,TIL->TAM,P03
TGM2->ITGB1,TIL->TIL,P03
PODXL->SELL,CAF->EMT,P03
PODXL->SELL,CAF->TAM,P03
PODXL->SELL,EMT->EMT,P03
PODXL->SELL,EMT->TAM,P03
PODXL->SELL,ETC->EMT,P03
PODXL->SELL,ETC->TAM,P03
PODXL->SELL,Endo->EMT,P03
PODXL->SELL,Endo->TAM,P03
PODXL->SELL,TAM->EMT,P03
PODXL->SELL,TAM->TAM,P03
PODXL->SELL,TIL->EMT,P03
PODXL->SELL,TIL->TAM,P03
WNT3A->FZD6,EMT->CAF,P03
WNT3A->FZD6,EMT->EMT,P03
WNT3A->FZD6,EMT->ETC,P03
WNT3A->FZD6,EMT->Endo,P03
DKK1->KREMEN2,CAF->EMT,P03
DKK1->KREMEN2,EMT->EMT,P03
DKK1->KREMEN2,ETC->EMT,P03
DKK1->KREMEN2,Endo->EMT,P03
FGG->ITGA5,EMT->CAF,P03
FGG->ITGA5,EMT->EMT,P03
FGG->ITGA5,EMT->ETC,P03
FGG->ITGA5,EMT->Endo,P03
FGG->ITGA5,EMT->TAM,P03
FGG->ITGA5,EMT->TIL,P03
FGG->ITGA5,ETC->CAF,P03
FGG->ITGA5,ETC->EMT,P03
FGG->ITGA5,ETC->ETC,P03
FGG->ITGA5,ETC->Endo,P03
FGG->ITGA5,ETC->TAM,P03
FGG->ITGA5,ETC->TIL,P03
FGG->ITGA5,TAM->CAF,P03
FGG->ITGA5,TAM->EMT,P03
FGG->ITGA5,TAM->ETC,P03
FGG->ITGA5,TAM->Endo,P03
FGG->ITGA5,TAM->TAM,P03
FGG->ITGA5,TAM->TIL,P03
SEMA3C->NRP1,CAF->CAF,P03
SEMA3C->NRP1,CAF->EMT,P03
SEMA3C->NRP1,CAF->ETC,P03
SEMA3C->NRP1,CAF->Endo,P03
SEMA3C->NRP1,CAF->TAM,P03
SEMA3C->NRP1,CAF->TIL,P03
SEMA3C->NRP1,DC->CAF,P03
SEMA3C->NRP1,DC->EMT,P03
SEMA3C->NRP1,DC->ETC,P03
SEMA3C->NRP1,DC->Endo,P03
SEMA3C->NRP1,DC->TAM,P03
SEMA3C->NRP1,DC->TIL,P03
SEMA3C->NRP1,EMT->CAF,P03
SEMA3C->NRP1,EMT->EMT,P03
SEMA3C->NRP1,EMT->ETC,P03
SEMA3C->NRP1,EMT->Endo,P03
SEMA3C->NRP1,EMT->TAM,P03
SEMA3C->NRP1,EMT->TIL,P03
SEMA3C->NRP1,Endo->CAF,P03
SEMA3C->NRP1,Endo->EMT,P03
SEMA3C->NRP1,Endo->ETC,P03
SEMA3C->NRP1,Endo->Endo,P03
SEMA3C->NRP1,Endo->TAM,P03
SEMA3C->NRP1,Endo->TIL,P03
DSC1->DSG3,EMT->EMT,P03
L1CAM->EGFR,CAF->CAF,P03
L1CAM->EGFR,CAF->EMT,P03
L1CAM->EGFR,CAF->ETC,P03
L1CAM->EGFR,CAF->Endo,P03
L1CAM->EGFR,CAF->TAM,P03
L1CAM->EGFR,EMT->CAF,P03
L1CAM->EGFR,EMT->EMT,P03
L1CAM->EGFR,EMT->ETC,P03
L1CAM->EGFR,EMT->Endo,P03
L1CAM->EGFR,EMT->TAM,P03
L1CAM->EGFR,Endo->CAF,P03
L1CAM->EGFR,Endo->EMT,P03
L1CAM->EGFR,Endo->ETC,P03
L1CAM->EGFR,Endo->Endo,P03
L1CAM->EGFR,Endo->TAM,P03
L1CAM->EGFR,TAM->CAF,P03
L1CAM->EGFR,TAM->EMT,P03
L1CAM->EGFR,TAM->ETC,P03
L1CAM->EGFR,TAM->Endo,P03
L1CAM->EGFR,TAM->TAM,P03
TGFA->EGFR,CAF->CAF,P03
TGFA->EGFR,CAF->EMT,P03
TGFA->EGFR,CAF->ETC,P03
TGFA->EGFR,CAF->Endo,P03
TGFA->EGFR,CAF->TAM,P03
TGFA->EGFR,DC->CAF,P03
TGFA->EGFR,DC->EMT,P03
TGFA->EGFR,DC->ETC,P03
TGFA->EGFR,DC->Endo,P03
TGFA->EGFR,DC->TAM,P03
TGFA->EGFR,EMT->CAF,P03
TGFA->EGFR,EMT->EMT,P03
TGFA->EGFR,EMT->ETC,P03
TGFA->EGFR,EMT->Endo,P03
TGFA->EGFR,EMT->TAM,P03
CHAD->ITGA2,NA,NA
COL2A1->ITGA2,NA,NA
THBS1->ITGB1,CAF->CAF,P03
THBS1->ITGB1,CAF->EMT,P03
THBS1->ITGB1,CAF->ETC,P03
THBS1->ITGB1,CAF->Endo,P03
THBS1->ITGB1,CAF->TAM,P03
THBS1->ITGB1,CAF->TIL,P03
THBS1->ITGB1,EMT->CAF,P03
THBS1->ITGB1,EMT->EMT,P03
THBS1->ITGB1,EMT->ETC,P03
THBS1->ITGB1,EMT->Endo,P03
THBS1->ITGB1,EMT->TAM,P03
THBS1->ITGB1,EMT->TIL,P03
THBS1->ITGB1,ETC->CAF,P03
THBS1->ITGB1,ETC->EMT,P03
THBS1->ITGB1,ETC->ETC,P03
THBS1->ITGB1,ETC->Endo,P03
THBS1->ITGB1,ETC->TAM,P03
THBS1->ITGB1,ETC->TIL,P03
THBS1->ITGB1,Endo->CAF,P03
THBS1->ITGB1,Endo->EMT,P03
THBS1->ITGB1,Endo->ETC,P03
THBS1->ITGB1,Endo->Endo,P03
THBS1->ITGB1,Endo->TAM,P03
THBS1->ITGB1,Endo->TIL,P03
THBS1->ITGB1,TAM->CAF,P03
THBS1->ITGB1,TAM->EMT,P03
THBS1->ITGB1,TAM->ETC,P03
THBS1->ITGB1,TAM->Endo,P03
THBS1->ITGB1,TAM->TAM,P03
THBS1->ITGB1,TAM->TIL,P03
FGB->ITGB1,EMT->CAF,P03
FGB->ITGB1,EMT->EMT,P03
FGB->ITGB1,EMT->ETC,P03
FGB->ITGB1,EMT->Endo,P03
FGB->ITGB1,EMT->TAM,P03
FGB->ITGB1,EMT->TIL,P03
FGB->ITGB1,ETC->CAF,P03
FGB->ITGB1,ETC->EMT,P03
FGB->ITGB1,ETC->ETC,P03
FGB->ITGB1,ETC->Endo,P03
FGB->ITGB1,ETC->TAM,P03
FGB->ITGB1,ETC->TIL,P03
RELN->ITGB1,CAF->CAF,P03
RELN->ITGB1,CAF->EMT,P03
RELN->ITGB1,CAF->ETC,P03
RELN->ITGB1,CAF->Endo,P03
RELN->ITGB1,CAF->TAM,P03
RELN->ITGB1,CAF->TIL,P03
RTN4->S1PR2,CAF->CAF,P03
RTN4->S1PR2,DC->CAF,P03
RTN4->S1PR2,EMT->CAF,P03
RTN4->S1PR2,ETC->CAF,P03
RTN4->S1PR2,Endo->CAF,P03
RTN4->S1PR2,TAM->CAF,P03
RTN4->S1PR2,TIL->CAF,P03
LAMC2->ITGB1,CAF->CAF,P03
LAMC2->ITGB1,CAF->EMT,P03
LAMC2->ITGB1,CAF->ETC,P03
LAMC2->ITGB1,CAF->Endo,P03
LAMC2->ITGB1,CAF->TAM,P03
LAMC2->ITGB1,CAF->TIL,P03
LAMC2->ITGB1,EMT->CAF,P03
LAMC2->ITGB1,EMT->EMT,P03
LAMC2->ITGB1,EMT->ETC,P03
LAMC2->ITGB1,EMT->Endo,P03
LAMC2->ITGB1,EMT->TAM,P03
LAMC2->ITGB1,EMT->TIL,P03
LAMC2->ITGB1,ETC->CAF,P03
LAMC2->ITGB1,ETC->EMT,P03
LAMC2->ITGB1,ETC->ETC,P03
LAMC2->ITGB1,ETC->Endo,P03
LAMC2->ITGB1,ETC->TAM,P03
LAMC2->ITGB1,ETC->TIL,P03
LAMC2->ITGB1,Endo->CAF,P03
LAMC2->ITGB1,Endo->EMT,P03
LAMC2->ITGB1,Endo->ETC,P03
LAMC2->ITGB1,Endo->Endo,P03
LAMC2->ITGB1,Endo->TAM,P03
LAMC2->ITGB1,Endo->TIL,P03
LAMC2->ITGB1,TAM->CAF,P03
LAMC2->ITGB1,TAM->EMT,P03
LAMC2->ITGB1,TAM->ETC,P03
LAMC2->ITGB1,TAM->Endo,P03
LAMC2->ITGB1,TAM->TAM,P03
LAMC2->ITGB1,TAM->TIL,P03
LAMC2->ITGB1,TIL->CAF,P03
LAMC2->ITGB1,TIL->EMT,P03
LAMC2->ITGB1,TIL->ETC,P03
LAMC2->ITGB1,TIL->Endo,P03
LAMC2->ITGB1,TIL->TAM,P03
LAMC2->ITGB1,TIL->TIL,P03
CALR->ITGA3,CAF->CAF,P03
CALR->ITGA3,CAF->EMT,P03
CALR->ITGA3,CAF->ETC,P03
CALR->ITGA3,CAF->Endo,P03
CALR->ITGA3,CAF->TAM,P03
CALR->ITGA3,CAF->TIL,P03
CALR->ITGA3,DC->CAF,P03
CALR->ITGA3,DC->EMT,P03
CALR->ITGA3,DC->ETC,P03
CALR->ITGA3,DC->Endo,P03
CALR->ITGA3,DC->TAM,P03
CALR->ITGA3,DC->TIL,P03
CALR->ITGA3,EMT->CAF,P03
CALR->ITGA3,EMT->EMT,P03
CALR->ITGA3,EMT->ETC,P03
CALR->ITGA3,EMT->Endo,P03
CALR->ITGA3,EMT->TAM,P03
CALR->ITGA3,EMT->TIL,P03
CALR->ITGA3,ETC->CAF,P03
CALR->ITGA3,ETC->EMT,P03
CALR->ITGA3,ETC->ETC,P03
CALR->ITGA3,ETC->Endo,P03
CALR->ITGA3,ETC->TAM,P03
CALR->ITGA3,ETC->TIL,P03
CALR->ITGA3,Endo->CAF,P03
CALR->ITGA3,Endo->EMT,P03
CALR->ITGA3,Endo->ETC,P03
CALR->ITGA3,Endo->Endo,P03
CALR->ITGA3,Endo->TAM,P03
CALR->ITGA3,Endo->TIL,P03
CALR->ITGA3,TAM->CAF,P03
CALR->ITGA3,TAM->EMT,P03
CALR->ITGA3,TAM->ETC,P03
CALR->ITGA3,TAM->Endo,P03
CALR->ITGA3,TAM->TAM,P03
CALR->ITGA3,TAM->TIL,P03
CALR->ITGA3,TIL->CAF,P03
CALR->ITGA3,TIL->EMT,P03
CALR->ITGA3,TIL->ETC,P03
CALR->ITGA3,TIL->Endo,P03
CALR->ITGA3,TIL->TAM,P03
CALR->ITGA3,TIL->TIL,P03
SEMA4B->DCBLD2,CAF->CAF,P04
SEMA4B->DCBLD2,CAF->ETC,P04
SEMA4B->DCBLD2,EMT->CAF,P04
SEMA4B->DCBLD2,EMT->ETC,P04
SEMA4B->DCBLD2,ETC->CAF,P04
SEMA4B->DCBLD2,ETC->ETC,P04
