LR,cell_type_pair,Patient
CALR->ITGA3,TAM->CAF,P01
CALR->ITGA3,TAM->EMT,P01
CALR->ITGA3,TAM->ETC,P01
CALR->ITGA3,TIL->CAF,P01
CALR->ITGA3,TIL->EMT,P01
CALR->ITGA3,TIL->ETC,P01
SEMA4B->DCBLD2,CAF->DC,P02
SEMA4B->DCBLD2,CAF->ETC,P02
SEMA4B->DCBLD2,DC->DC,P02
SEMA4B->DCBLD2,DC->ETC,P02
SEMA4B->DCBLD2,ETC->DC,P02
SEMA4B->DCBLD2,ETC->ETC,P02
IL20->IL20RB,NA,NA
IL26->IL20RB,DC->ETC,P02
IL26->IL20RB,TIL->ETC,P02
IL24->IL20RB,NA,NA
DKK1->KREMEN1,ETC->ETC,P02
IL19->IL20RB,TAM->ETC,P02
DSC3->DSG4,NA,NA
DSC3->DSG1,NA,NA
DSG1->DSC3,NA,NA
AREG->EGFR,DC->ETC,P02
AREG->EGFR,ETC->ETC,P02
AREG->EGFR,TAM->ETC,P02
AREG->EGFR,TIL->ETC,P02
FGA->ITGA2B,NA,NA
RELN->ITGA3,NA,NA
TGM2->ITGB3,NA,NA
ANXA1->EGFR,CAF->ETC,P02
ANXA1->EGFR,DC->ETC,P02
ANXA1->EGFR,ETC->ETC,P02
ANXA1->EGFR,TAM->ETC,P02
ANXA1->EGFR,TIL->ETC,P02
HAS2->HMMR,NA,NA
FGB->ITGA2B,NA,NA
WNT7B->FZD10,NA,NA
SEMA7A->ITGB1,ETC->CAF,P02
SEMA7A->ITGB1,ETC->DC,P02
SEMA7A->ITGB1,ETC->ETC,P02
SEMA7A->ITGB1,ETC->TAM,P02
SEMA7A->ITGB1,ETC->TIL,P02
TGM2->SDC4,ETC->DC,P02
TGM2->SDC4,ETC->ETC,P02
TGM2->SDC4,ETC->TAM,P02
TGM2->SDC4,ETC->TIL,P02
TGM2->SDC4,TAM->DC,P02
TGM2->SDC4,TAM->ETC,P02
TGM2->SDC4,TAM->TAM,P02
TGM2->SDC4,TAM->TIL,P02
ANXA1->DYSF,CAF->CAF,P02
ANXA1->DYSF,DC->CAF,P02
ANXA1->DYSF,ETC->CAF,P02
ANXA1->DYSF,TAM->CAF,P02
ANXA1->DYSF,TIL->CAF,P02
IL31->IL31RA,NA,NA
ANXA1->FPR1,CAF->DC,P02
ANXA1->FPR1,CAF->ETC,P02
ANXA1->FPR1,CAF->TAM,P02
ANXA1->FPR1,DC->DC,P02
ANXA1->FPR1,DC->ETC,P02
ANXA1->FPR1,DC->TAM,P02
ANXA1->FPR1,ETC->DC,P02
ANXA1->FPR1,ETC->ETC,P02
ANXA1->FPR1,ETC->TAM,P02
ANXA1->FPR1,TAM->DC,P02
ANXA1->FPR1,TAM->ETC,P02
ANXA1->FPR1,TAM->TAM,P02
ANXA1->FPR1,TIL->DC,P02
ANXA1->FPR1,TIL->ETC,P02
ANXA1->FPR1,TIL->TAM,P02
DKK1->LRP4,ETC->ETC,P02
ANXA1->FPR3,CAF->TAM,P02
ANXA1->FPR3,DC->TAM,P02
ANXA1->FPR3,ETC->TAM,P02
ANXA1->FPR3,TAM->TAM,P02
ANXA1->FPR3,TIL->TAM,P02
TGM2->ADGRG1,NA,NA
ANXA1->FPR2,CAF->TAM,P02
ANXA1->FPR2,DC->TAM,P02
ANXA1->FPR2,ETC->TAM,P02
ANXA1->FPR2,TAM->TAM,P02
ANXA1->FPR2,TIL->TAM,P02
NTF4->NTRK1,NA,NA
LAMC2->ITGA3,ETC->DC,P02
LAMC2->ITGA3,ETC->ETC,P02
WNT7A->FZD9,NA,NA
EREG->ERBB4,NA,NA
NAMPT->INSR,CAF->CAF,P02
NAMPT->INSR,CAF->DC,P02
NAMPT->INSR,CAF->ETC,P02
NAMPT->INSR,DC->CAF,P02
NAMPT->INSR,DC->DC,P02
NAMPT->INSR,DC->ETC,P02
NAMPT->INSR,ETC->CAF,P02
NAMPT->INSR,ETC->DC,P02
NAMPT->INSR,ETC->ETC,P02
NAMPT->INSR,TAM->CAF,P02
NAMPT->INSR,TAM->DC,P02
NAMPT->INSR,TAM->ETC,P02
NAMPT->INSR,TIL->CAF,P02
NAMPT->INSR,TIL->DC,P02
NAMPT->INSR,TIL->ETC,P02
VEGFA->GPC1,DC->ETC,P02
VEGFA->GPC1,ETC->ETC,P02
VEGFA->GPC1,TAM->ETC,P02
SEMA3A->NRP1,NA,NA
PTGS2->CAV1,ETC->CAF,P02
PTGS2->CAV1,ETC->EMT,P02
PTGS2->CAV1,ETC->ETC,P02
PTGS2->CAV1,TAM->CAF,P02
PTGS2->CAV1,TAM->EMT,P02
PTGS2->CAV1,TAM->ETC,P02
FGA->ITGB3,NA,NA
ADAM17->ITGB1,CAF->CAF,P02
ADAM17->ITGB1,CAF->DC,P02
ADAM17->ITGB1,CAF->ETC,P02
ADAM17->ITGB1,CAF->TAM,P02
ADAM17->ITGB1,CAF->TIL,P02
ADAM17->ITGB1,DC->CAF,P02
ADAM17->ITGB1,DC->DC,P02
ADAM17->ITGB1,DC->ETC,P02
ADAM17->ITGB1,DC->TAM,P02
ADAM17->ITGB1,DC->TIL,P02
ADAM17->ITGB1,ETC->CAF,P02
ADAM17->ITGB1,ETC->DC,P02
ADAM17->ITGB1,ETC->ETC,P02
ADAM17->ITGB1,ETC->TAM,P02
ADAM17->ITGB1,ETC->TIL,P02
ADAM17->ITGB1,TAM->CAF,P02
ADAM17->ITGB1,TAM->DC,P02
ADAM17->ITGB1,TAM->ETC,P02
ADAM17->ITGB1,TAM->TAM,P02
ADAM17->ITGB1,TAM->TIL,P02
ADAM17->ITGB1,TIL->CAF,P02
ADAM17->ITGB1,TIL->DC,P02
ADAM17->ITGB1,TIL->ETC,P02
ADAM17->ITGB1,TIL->TAM,P02
ADAM17->ITGB1,TIL->TIL,P02
DSC3->DSG3,NA,NA
ADAM9->ITGB1,CAF->CAF,P02
ADAM9->ITGB1,CAF->DC,P02
ADAM9->ITGB1,CAF->ETC,P02
ADAM9->ITGB1,CAF->TAM,P02
ADAM9->ITGB1,CAF->TIL,P02
ADAM9->ITGB1,DC->CAF,P02
ADAM9->ITGB1,DC->DC,P02
ADAM9->ITGB1,DC->ETC,P02
ADAM9->ITGB1,DC->TAM,P02
ADAM9->ITGB1,DC->TIL,P02
ADAM9->ITGB1,ETC->CAF,P02
ADAM9->ITGB1,ETC->DC,P02
ADAM9->ITGB1,ETC->ETC,P02
ADAM9->ITGB1,ETC->TAM,P02
ADAM9->ITGB1,ETC->TIL,P02
ADAM9->ITGB1,TAM->CAF,P02
ADAM9->ITGB1,TAM->DC,P02
ADAM9->ITGB1,TAM->ETC,P02
ADAM9->ITGB1,TAM->TAM,P02
ADAM9->ITGB1,TAM->TIL,P02
ADM->CALCR,NA,NA
ECM1->ITGB4,CAF->DC,P02
ECM1->ITGB4,CAF->ETC,P02
ECM1->ITGB4,CAF->TAM,P02
ECM1->ITGB4,ETC->DC,P02
ECM1->ITGB4,ETC->ETC,P02
ECM1->ITGB4,ETC->TAM,P02
ADAM9->ITGA3,CAF->DC,P02
ADAM9->ITGA3,CAF->ETC,P02
ADAM9->ITGA3,DC->DC,P02
ADAM9->ITGA3,DC->ETC,P02
ADAM9->ITGA3,ETC->DC,P02
ADAM9->ITGA3,ETC->ETC,P02
ADAM9->ITGA3,TAM->DC,P02
ADAM9->ITGA3,TAM->ETC,P02
WNT7B->FZD8,ETC->ETC,P02
ADM->MRGPRX2,NA,NA
SPP1->ITGA4,DC->ETC,P02
SPP1->ITGA4,DC->TAM,P02
SPP1->ITGA4,DC->TIL,P02
SPP1->ITGA4,ETC->ETC,P02
SPP1->ITGA4,ETC->TAM,P02
SPP1->ITGA4,ETC->TIL,P02
SPP1->ITGA4,TAM->ETC,P02
SPP1->ITGA4,TAM->TAM,P02
SPP1->ITGA4,TAM->TIL,P02
SPP1->ITGA9,DC->CAF,P02
SPP1->ITGA9,DC->TAM,P02
SPP1->ITGA9,ETC->CAF,P02
SPP1->ITGA9,ETC->TAM,P02
SPP1->ITGA9,TAM->CAF,P02
SPP1->ITGA9,TAM->TAM,P02
SPP1->ITGB3,NA,NA
PTGS2->PTGDR2,NA,NA
FGB->ITGA5,NA,NA
VEGFA->NRP1,DC->CAF,P02
VEGFA->NRP1,DC->ETC,P02
VEGFA->NRP1,ETC->CAF,P02
VEGFA->NRP1,ETC->ETC,P02
VEGFA->NRP1,TAM->CAF,P02
VEGFA->NRP1,TAM->ETC,P02
SPP1->ITGB5,DC->DC,P02
SPP1->ITGB5,DC->ETC,P02
SPP1->ITGB5,DC->TAM,P02
SPP1->ITGB5,ETC->DC,P02
SPP1->ITGB5,ETC->ETC,P02
SPP1->ITGB5,ETC->TAM,P02
SPP1->ITGB5,TAM->DC,P02
SPP1->ITGB5,TAM->ETC,P02
SPP1->ITGB5,TAM->TAM,P02
TGM2->ITGB1,ETC->CAF,P02
TGM2->ITGB1,ETC->DC,P02
TGM2->ITGB1,ETC->ETC,P02
TGM2->ITGB1,ETC->TAM,P02
TGM2->ITGB1,ETC->TIL,P02
TGM2->ITGB1,TAM->CAF,P02
TGM2->ITGB1,TAM->DC,P02
TGM2->ITGB1,TAM->ETC,P02
TGM2->ITGB1,TAM->TAM,P02
TGM2->ITGB1,TAM->TIL,P02
PODXL->SELL,ETC->DC,P02
PODXL->SELL,ETC->TAM,P02
PODXL->SELL,ETC->TIL,P02
WNT3A->FZD6,NA,NA
DKK1->KREMEN2,NA,NA
FGG->ITGA5,NA,NA
SEMA3C->NRP1,DC->CAF,P02
SEMA3C->NRP1,DC->ETC,P02
SEMA3C->NRP1,ETC->CAF,P02
SEMA3C->NRP1,ETC->ETC,P02
SEMA3C->NRP1,TAM->CAF,P02
SEMA3C->NRP1,TAM->ETC,P02
DSC1->DSG3,NA,NA
L1CAM->EGFR,NA,NA
TGFA->EGFR,DC->ETC,P02
TGFA->EGFR,ETC->ETC,P02
CHAD->ITGA2,NA,NA
COL2A1->ITGA2,NA,NA
THBS1->ITGB1,CAF->CAF,P02
THBS1->ITGB1,CAF->DC,P02
THBS1->ITGB1,CAF->ETC,P02
THBS1->ITGB1,CAF->TAM,P02
THBS1->ITGB1,CAF->TIL,P02
THBS1->ITGB1,ETC->CAF,P02
THBS1->ITGB1,ETC->DC,P02
THBS1->ITGB1,ETC->ETC,P02
THBS1->ITGB1,ETC->TAM,P02
THBS1->ITGB1,ETC->TIL,P02
THBS1->ITGB1,TAM->CAF,P02
THBS1->ITGB1,TAM->DC,P02
THBS1->ITGB1,TAM->ETC,P02
THBS1->ITGB1,TAM->TAM,P02
THBS1->ITGB1,TAM->TIL,P02
THBS1->ITGB1,TIL->CAF,P02
THBS1->ITGB1,TIL->DC,P02
THBS1->ITGB1,TIL->ETC,P02
THBS1->ITGB1,TIL->TAM,P02
THBS1->ITGB1,TIL->TIL,P02
FGB->ITGB1,NA,NA
RELN->ITGB1,NA,NA
RTN4->S1PR2,NA,NA
LAMC2->ITGB1,ETC->CAF,P02
LAMC2->ITGB1,ETC->DC,P02
LAMC2->ITGB1,ETC->ETC,P02
LAMC2->ITGB1,ETC->TAM,P02
LAMC2->ITGB1,ETC->TIL,P02
CALR->ITGA3,CAF->DC,P02
CALR->ITGA3,CAF->ETC,P02
CALR->ITGA3,DC->DC,P02
CALR->ITGA3,DC->ETC,P02
CALR->ITGA3,ETC->DC,P02
CALR->ITGA3,ETC->ETC,P02
CALR->ITGA3,TAM->DC,P02
CALR->ITGA3,TAM->ETC,P02
CALR->ITGA3,TIL->DC,P02
CALR->ITGA3,TIL->ETC,P02
SEMA4B->DCBLD2,CAF->CAF,P03
SEMA4B->DCBLD2,CAF->EMT,P03
SEMA4B->DCBLD2,CAF->ETC,P03
SEMA4B->DCBLD2,CAF->Endo,P03
SEMA4B->DCBLD2,CAF->TAM,P03
SEMA4B->DCBLD2,EMT->CAF,P03
SEMA4B->DCBLD2,EMT->EMT,P03
SEMA4B->DCBLD2,EMT->ETC,P03
SEMA4B->DCBLD2,EMT->Endo,P03
SEMA4B->DCBLD2,EMT->TAM,P03
SEMA4B->DCBLD2,ETC->CAF,P03
SEMA4B->DCBLD2,ETC->EMT,P03
SEMA4B->DCBLD2,ETC->ETC,P03
SEMA4B->DCBLD2,ETC->Endo,P03
SEMA4B->DCBLD2,ETC->TAM,P03
SEMA4B->DCBLD2,Endo->CAF,P03
SEMA4B->DCBLD2,Endo->EMT,P03
SEMA4B->DCBLD2,Endo->ETC,P03
SEMA4B->DCBLD2,Endo->Endo,P03
SEMA4B->DCBLD2,Endo->TAM,P03
IL20->IL20RB,NA,NA
IL26->IL20RB,NA,NA
IL24->IL20RB,EMT->EMT,P03
DKK1->KREMEN1,CAF->CAF,P03
DKK1->KREMEN1,CAF->EMT,P03
DKK1->KREMEN1,CAF->ETC,P03
DKK1->KREMEN1,CAF->Endo,P03
DKK1->KREMEN1,EMT->CAF,P03
DKK1->KREMEN1,EMT->EMT,P03
DKK1->KREMEN1,EMT->ETC,P03
DKK1->KREMEN1,EMT->Endo,P03
DKK1->KREMEN1,ETC->CAF,P03
DKK1->KREMEN1,ETC->EMT,P03
DKK1->KREMEN1,ETC->ETC,P03
DKK1->KREMEN1,ETC->Endo,P03
DKK1->KREMEN1,Endo->CAF,P03
DKK1->KREMEN1,Endo->EMT,P03
DKK1->KREMEN1,Endo->ETC,P03
DKK1->KREMEN1,Endo->Endo,P03
IL19->IL20RB,NA,NA
DSC3->DSG4,NA,NA
DSC3->DSG1,NA,NA
DSG1->DSC3,NA,NA
AREG->EGFR,CAF->CAF,P03
AREG->EGFR,CAF->EMT,P03
AREG->EGFR,CAF->ETC,P03
AREG->EGFR,CAF->Endo,P03
AREG->EGFR,CAF->TAM,P03
AREG->EGFR,DC->CAF,P03
AREG->EGFR,DC->EMT,P03
AREG->EGFR,DC->ETC,P03
AREG->EGFR,DC->Endo,P03
AREG->EGFR,DC->TAM,P03
AREG->EGFR,EMT->CAF,P03
AREG->EGFR,EMT->EMT,P03
AREG->EGFR,EMT->ETC,P03
AREG->EGFR,EMT->Endo,P03
AREG->EGFR,EMT->TAM,P03
AREG->EGFR,ETC->CAF,P03
AREG->EGFR,ETC->EMT,P03
AREG->EGFR,ETC->ETC,P03
AREG->EGFR,ETC->Endo,P03
AREG->EGFR,ETC->TAM,P03
AREG->EGFR,Endo->CAF,P03
AREG->EGFR,Endo->EMT,P03
AREG->EGFR,Endo->ETC,P03
AREG->EGFR,Endo->Endo,P03
AREG->EGFR,Endo->TAM,P03
AREG->EGFR,TAM->CAF,P03
AREG->EGFR,TAM->EMT,P03
AREG->EGFR,TAM->ETC,P03
AREG->EGFR,TAM->Endo,P03
AREG->EGFR,TAM->TAM,P03
FGA->ITGA2B,EMT->EMT,P03
FGA->ITGA2B,EMT->Endo,P03
FGA->ITGA2B,ETC->EMT,P03
FGA->ITGA2B,ETC->Endo,P03
RELN->ITGA3,CAF->CAF,P03
RELN->ITGA3,CAF->EMT,P03
RELN->ITGA3,CAF->ETC,P03
RELN->ITGA3,CAF->Endo,P03
RELN->ITGA3,CAF->TAM,P03
RELN->ITGA3,CAF->TIL,P03
TGM2->ITGB3,CAF->CAF,P03
TGM2->ITGB3,CAF->EMT,P03
TGM2->ITGB3,CAF->Endo,P03
TGM2->ITGB3,EMT->CAF,P03
TGM2->ITGB3,EMT->EMT,P03
TGM2->ITGB3,EMT->Endo,P03
TGM2->ITGB3,ETC->CAF,P03
TGM2->ITGB3,ETC->EMT,P03
TGM2->ITGB3,ETC->Endo,P03
TGM2->ITGB3,Endo->CAF,P03
TGM2->ITGB3,Endo->EMT,P03
TGM2->ITGB3,Endo->Endo,P03
TGM2->ITGB3,TAM->CAF,P03
TGM2->ITGB3,TAM->EMT,P03
TGM2->ITGB3,TAM->Endo,P03
TGM2->ITGB3,TIL->CAF,P03
TGM2->ITGB3,TIL->EMT,P03
TGM2->ITGB3,TIL->Endo,P03
ANXA1->EGFR,CAF->CAF,P03
ANXA1->EGFR,CAF->EMT,P03
ANXA1->EGFR,CAF->ETC,P03
ANXA1->EGFR,CAF->Endo,P03
ANXA1->EGFR,CAF->TAM,P03
ANXA1->EGFR,DC->CAF,P03
ANXA1->EGFR,DC->EMT,P03
ANXA1->EGFR,DC->ETC,P03
ANXA1->EGFR,DC->Endo,P03
ANXA1->EGFR,DC->TAM,P03
ANXA1->EGFR,EMT->CAF,P03
ANXA1->EGFR,EMT->EMT,P03
ANXA1->EGFR,EMT->ETC,P03
ANXA1->EGFR,EMT->Endo,P03
ANXA1->EGFR,EMT->TAM,P03
ANXA1->EGFR,ETC->CAF,P03
ANXA1->EGFR,ETC->EMT,P03
ANXA1->EGFR,ETC->ETC,P03
ANXA1->EGFR,ETC->Endo,P03
ANXA1->EGFR,ETC->TAM,P03
ANXA1->EGFR,Endo->CAF,P03
ANXA1->EGFR,Endo->EMT,P03
ANXA1->EGFR,Endo->ETC,P03
ANXA1->EGFR,Endo->Endo,P03
ANXA1->EGFR,Endo->TAM,P03
ANXA1->EGFR,TAM->CAF,P03
ANXA1->EGFR,TAM->EMT,P03
ANXA1->EGFR,TAM->ETC,P03
ANXA1->EGFR,TAM->Endo,P03
ANXA1->EGFR,TAM->TAM,P03
ANXA1->EGFR,TIL->CAF,P03
ANXA1->EGFR,TIL->EMT,P03
ANXA1->EGFR,TIL->ETC,P03
ANXA1->EGFR,TIL->Endo,P03
ANXA1->EGFR,TIL->TAM,P03
HAS2->HMMR,CAF->CAF,P03
HAS2->HMMR,CAF->EMT,P03
HAS2->HMMR,CAF->TAM,P03
HAS2->HMMR,EMT->CAF,P03
HAS2->HMMR,EMT->EMT,P03
HAS2->HMMR,EMT->TAM,P03
HAS2->HMMR,Endo->CAF,P03
HAS2->HMMR,Endo->EMT,P03
HAS2->HMMR,Endo->TAM,P03
FGB->ITGA2B,EMT->EMT,P03
FGB->ITGA2B,EMT->Endo,P03
FGB->ITGA2B,ETC->EMT,P03
FGB->ITGA2B,ETC->Endo,P03
WNT7B->FZD10,EMT->CAF,P03
WNT7B->FZD10,EMT->EMT,P03
WNT7B->FZD10,EMT->Endo,P03
WNT7B->FZD10,Endo->CAF,P03
WNT7B->FZD10,Endo->EMT,P03
WNT7B->FZD10,Endo->Endo,P03
WNT7B->FZD10,TAM->CAF,P03
WNT7B->FZD10,TAM->EMT,P03
WNT7B->FZD10,TAM->Endo,P03
SEMA7A->ITGB1,CAF->CAF,P03
SEMA7A->ITGB1,CAF->EMT,P03
SEMA7A->ITGB1,CAF->ETC,P03
SEMA7A->ITGB1,CAF->Endo,P03
SEMA7A->ITGB1,CAF->TAM,P03
SEMA7A->ITGB1,CAF->TIL,P03
SEMA7A->ITGB1,EMT->CAF,P03
SEMA7A->ITGB1,EMT->EMT,P03
SEMA7A->ITGB1,EMT->ETC,P03
SEMA7A->ITGB1,EMT->Endo,P03
SEMA7A->ITGB1,EMT->TAM,P03
SEMA7A->ITGB1,EMT->TIL,P03
SEMA7A->ITGB1,ETC->CAF,P03
SEMA7A->ITGB1,ETC->EMT,P03
SEMA7A->ITGB1,ETC->ETC,P03
SEMA7A->ITGB1,ETC->Endo,P03
SEMA7A->ITGB1,ETC->TAM,P03
SEMA7A->ITGB1,ETC->TIL,P03
SEMA7A->ITGB1,Endo->CAF,P03
SEMA7A->ITGB1,Endo->EMT,P03
SEMA7A->ITGB1,Endo->ETC,P03
SEMA7A->ITGB1,Endo->Endo,P03
SEMA7A->ITGB1,Endo->TAM,P03
SEMA7A->ITGB1,Endo->TIL,P03
SEMA7A->ITGB1,TAM->CAF,P03
SEMA7A->ITGB1,TAM->EMT,P03
SEMA7A->ITGB1,TAM->ETC,P03
SEMA7A->ITGB1,TAM->Endo,P03
SEMA7A->ITGB1,TAM->TAM,P03
SEMA7A->ITGB1,TAM->TIL,P03
TGM2->SDC4,CAF->CAF,P03
TGM2->SDC4,CAF->EMT,P03
TGM2->SDC4,CAF->ETC,P03
TGM2->SDC4,CAF->Endo,P03
TGM2->SDC4,CAF->TAM,P03
TGM2->SDC4,EMT->CAF,P03
TGM2->SDC4,EMT->EMT,P03
TGM2->SDC4,EMT->ETC,P03
TGM2->SDC4,EMT->Endo,P03
TGM2->SDC4,EMT->TAM,P03
TGM2->SDC4,ETC->CAF,P03
TGM2->SDC4,ETC->EMT,P03
TGM2->SDC4,ETC->ETC,P03
TGM2->SDC4,ETC->Endo,P03
TGM2->SDC4,ETC->TAM,P03
TGM2->SDC4,Endo->CAF,P03
TGM2->SDC4,Endo->EMT,P03
TGM2->SDC4,Endo->ETC,P03
TGM2->SDC4,Endo->Endo,P03
TGM2->SDC4,Endo->TAM,P03
TGM2->SDC4,TAM->CAF,P03
TGM2->SDC4,TAM->EMT,P03
TGM2->SDC4,TAM->ETC,P03
TGM2->SDC4,TAM->Endo,P03
TGM2->SDC4,TAM->TAM,P03
TGM2->SDC4,TIL->CAF,P03
TGM2->SDC4,TIL->EMT,P03
TGM2->SDC4,TIL->ETC,P03
TGM2->SDC4,TIL->Endo,P03
TGM2->SDC4,TIL->TAM,P03
ANXA1->DYSF,CAF->EMT,P03
ANXA1->DYSF,CAF->Endo,P03
ANXA1->DYSF,CAF->TAM,P03
ANXA1->DYSF,DC->EMT,P03
ANXA1->DYSF,DC->Endo,P03
ANXA1->DYSF,DC->TAM,P03
ANXA1->DYSF,EMT->EMT,P03
ANXA1->DYSF,EMT->Endo,P03
ANXA1->DYSF,EMT->TAM,P03
ANXA1->DYSF,ETC->EMT,P03
ANXA1->DYSF,ETC->Endo,P03
ANXA1->DYSF,ETC->TAM,P03
ANXA1->DYSF,Endo->EMT,P03
ANXA1->DYSF,Endo->Endo,P03
ANXA1->DYSF,Endo->TAM,P03
ANXA1->DYSF,TAM->EMT,P03
ANXA1->DYSF,TAM->Endo,P03
ANXA1->DYSF,TAM->TAM,P03
ANXA1->DYSF,TIL->EMT,P03
ANXA1->DYSF,TIL->Endo,P03
ANXA1->DYSF,TIL->TAM,P03
IL31->IL31RA,EMT->EMT,P03
ANXA1->FPR1,CAF->EMT,P03
ANXA1->FPR1,CAF->TAM,P03
ANXA1->FPR1,DC->EMT,P03
ANXA1->FPR1,DC->TAM,P03
ANXA1->FPR1,EMT->EMT,P03
ANXA1->FPR1,EMT->TAM,P03
ANXA1->FPR1,ETC->EMT,P03
ANXA1->FPR1,ETC->TAM,P03
ANXA1->FPR1,Endo->EMT,P03
ANXA1->FPR1,Endo->TAM,P03
ANXA1->FPR1,TAM->EMT,P03
ANXA1->FPR1,TAM->TAM,P03
ANXA1->FPR1,TIL->EMT,P03
ANXA1->FPR1,TIL->TAM,P03
DKK1->LRP4,CAF->EMT,P03
DKK1->LRP4,EMT->EMT,P03
DKK1->LRP4,ETC->EMT,P03
DKK1->LRP4,Endo->EMT,P03
ANXA1->FPR3,CAF->DC,P03
ANXA1->FPR3,CAF->EMT,P03
ANXA1->FPR3,CAF->TAM,P03
ANXA1->FPR3,DC->DC,P03
ANXA1->FPR3,DC->EMT,P03
ANXA1->FPR3,DC->TAM,P03
ANXA1->FPR3,EMT->DC,P03
ANXA1->FPR3,EMT->EMT,P03
ANXA1->FPR3,EMT->TAM,P03
ANXA1->FPR3,ETC->DC,P03
ANXA1->FPR3,ETC->EMT,P03
ANXA1->FPR3,ETC->TAM,P03
ANXA1->FPR3,Endo->DC,P03
ANXA1->FPR3,Endo->EMT,P03
ANXA1->FPR3,Endo->TAM,P03
ANXA1->FPR3,TAM->DC,P03
ANXA1->FPR3,TAM->EMT,P03
ANXA1->FPR3,TAM->TAM,P03
ANXA1->FPR3,TIL->DC,P03
ANXA1->FPR3,TIL->EMT,P03
ANXA1->FPR3,TIL->TAM,P03
TGM2->ADGRG1,NA,NA
ANXA1->FPR2,CAF->EMT,P03
ANXA1->FPR2,CAF->TAM,P03
ANXA1->FPR2,DC->EMT,P03
ANXA1->FPR2,DC->TAM,P03
ANXA1->FPR2,EMT->EMT,P03
ANXA1->FPR2,EMT->TAM,P03
ANXA1->FPR2,ETC->EMT,P03
ANXA1->FPR2,ETC->TAM,P03
ANXA1->FPR2,Endo->EMT,P03
ANXA1->FPR2,Endo->TAM,P03
ANXA1->FPR2,TAM->EMT,P03
ANXA1->FPR2,TAM->TAM,P03
ANXA1->FPR2,TIL->EMT,P03
ANXA1->FPR2,TIL->TAM,P03
NTF4->NTRK1,EMT->CAF,P03
NTF4->NTRK1,EMT->EMT,P03
LAMC2->ITGA3,CAF->CAF,P03
LAMC2->ITGA3,CAF->EMT,P03
LAMC2->ITGA3,CAF->ETC,P03
LAMC2->ITGA3,CAF->Endo,P03
LAMC2->ITGA3,CAF->TAM,P03
LAMC2->ITGA3,CAF->TIL,P03
LAMC2->ITGA3,EMT->CAF,P03
LAMC2->ITGA3,EMT->EMT,P03
LAMC2->ITGA3,EMT->ETC,P03
LAMC2->ITGA3,EMT->Endo,P03
LAMC2->ITGA3,EMT->TAM,P03
LAMC2->ITGA3,EMT->TIL,P03
LAMC2->ITGA3,ETC->CAF,P03
LAMC2->ITGA3,ETC->EMT,P03
LAMC2->ITGA3,ETC->ETC,P03
LAMC2->ITGA3,ETC->Endo,P03
LAMC2->ITGA3,ETC->TAM,P03
LAMC2->ITGA3,ETC->TIL,P03
LAMC2->ITGA3,Endo->CAF,P03
LAMC2->ITGA3,Endo->EMT,P03
LAMC2->ITGA3,Endo->ETC,P03
LAMC2->ITGA3,Endo->Endo,P03
LAMC2->ITGA3,Endo->TAM,P03
LAMC2->ITGA3,Endo->TIL,P03
LAMC2->ITGA3,TAM->CAF,P03
LAMC2->ITGA3,TAM->EMT,P03
LAMC2->ITGA3,TAM->ETC,P03
LAMC2->ITGA3,TAM->Endo,P03
LAMC2->ITGA3,TAM->TAM,P03
LAMC2->ITGA3,TAM->TIL,P03
LAMC2->ITGA3,TIL->CAF,P03
LAMC2->ITGA3,TIL->EMT,P03
LAMC2->ITGA3,TIL->ETC,P03
LAMC2->ITGA3,TIL->Endo,P03
LAMC2->ITGA3,TIL->TAM,P03
LAMC2->ITGA3,TIL->TIL,P03
WNT7A->FZD9,NA,NA
EREG->ERBB4,NA,NA
NAMPT->INSR,CAF->CAF,P03
NAMPT->INSR,CAF->DC,P03
NAMPT->INSR,CAF->EMT,P03
NAMPT->INSR,CAF->ETC,P03
NAMPT->INSR,CAF->Endo,P03
NAMPT->INSR,CAF->TAM,P03
NAMPT->INSR,DC->CAF,P03
NAMPT->INSR,DC->DC,P03
NAMPT->INSR,DC->EMT,P03
NAMPT->INSR,DC->ETC,P03
NAMPT->INSR,DC->Endo,P03
NAMPT->INSR,DC->TAM,P03
NAMPT->INSR,EMT->CAF,P03
NAMPT->INSR,EMT->DC,P03
NAMPT->INSR,EMT->EMT,P03
NAMPT->INSR,EMT->ETC,P03
NAMPT->INSR,EMT->Endo,P03
NAMPT->INSR,EMT->TAM,P03
NAMPT->INSR,ETC->CAF,P03
NAMPT->INSR,ETC->DC,P03
NAMPT->INSR,ETC->EMT,P03
NAMPT->INSR,ETC->ETC,P03
NAMPT->INSR,ETC->Endo,P03
NAMPT->INSR,ETC->TAM,P03
NAMPT->INSR,Endo->CAF,P03
NAMPT->INSR,Endo->DC,P03
NAMPT->INSR,Endo->EMT,P03
NAMPT->INSR,Endo->ETC,P03
NAMPT->INSR,Endo->Endo,P03
NAMPT->INSR,Endo->TAM,P03
NAMPT->INSR,TAM->CAF,P03
NAMPT->INSR,TAM->DC,P03
NAMPT->INSR,TAM->EMT,P03
NAMPT->INSR,TAM->ETC,P03
NAMPT->INSR,TAM->Endo,P03
NAMPT->INSR,TAM->TAM,P03
NAMPT->INSR,TIL->CAF,P03
NAMPT->INSR,TIL->DC,P03
NAMPT->INSR,TIL->EMT,P03
NAMPT->INSR,TIL->ETC,P03
