"","LR","pval_PAAD.US","pval_PACA.AU","pval_PACA.CA","hr_PAAD.US","hr_PACA.AU","hr_PACA.CA","median_day_low_PAAD.US","median_day_low_PACA.AU","median_day_low_PACA.CA","median_day_high_PAAD.US","median_day_high_PACA.AU","median_day_high_PACA.CA","diff_day_PAAD.US","diff_day_PACA.AU","diff_day_PACA.CA","meta_pval","meta_qval_BH","meta_qval_holm","meta_qval_storey"
"80","RTN4->S1PR2",0.208903932043878,0.141456539704901,0.124067176060215,0.812044771637597,0.641789521222477,0.69255671342898,233,470.5,573,181,348,455.5,-52,-122.5,-117.5,0.0177974884557893,0.172691908991698,1,0.0894590020017404
"81","TIMD4->HAVCR1",0.210083813951913,0.145829175683394,0.317318335680317,0.68561680239127,0.705580890373227,0.738540968889529,224,458,575,160,392,480,-64,-66,-95,0.0508559411472565,0.282387912774887,1,0.146284449582466
"82","RTN4->TNFRSF19",0.210307302025411,0.137751491678203,0.141624357720719,0.812735553596921,0.639702751132196,0.728575349190605,233,470.5,560,181,348,456,-52,-122.5,-104,0.019570153586146,0.181911168567596,1,0.0942348236697632
"83","ECM1->ITGB4",0.212381185109089,0.1196264672745,0.0329373912765123,0.896458100030289,0.671621894818426,0.668089351045906,171.5,406.5,632,197,414,455,25.5,7.5,-177,0.00810086060530049,0.116691299415868,1,0.0604491967746541
"84","RTN4->RTN4RL1",0.213457110765537,0.169268221316987,0.175779716895543,0.814301208311009,0.659194321082359,0.734515092534137,233,470.5,560,181,361,456,-52,-109.5,-104,0.0290355502222516,0.222605885037262,1,0.115315769171936
"85","RTN4->LINGO1",0.215549610385053,0.141456539704901,0.198376832961404,0.815469094393765,0.641789521222477,0.739234012121591,233,470.5,560,181,348,456,-52,-122.5,-104,0.0285513373891546,0.222605885037262,1,0.115315769171936
"86","FGG->ITGA5",0.216000312130127,0.188851506032745,0.0216034881746843,0.744130836985322,0.684715537056644,0.668148492536572,213.5,446,626,181,351,446,-32.5,-95,-180,0.0129261537579107,0.150581297673323,1,0.0780051172555517
"87","TGFA->EGFR",0.225366375035495,0.0590374066507786,0.151920400730292,0.76790133745978,0.526488326296698,0.797896208180079,162.5,460,582.5,194,348,456,31.5,-112,-126.5,0.0138444784732189,0.158978841583841,1,0.0823552683534636
"88","NMB->GRPR",0.239048090579234,0.396167259500291,0.000844995112939895,0.724770418260921,0.792996042564526,0.582442077384336,222.5,413,643,167,413,437,-55.5,0,-206,0.0428887818525327,0.259940792714337,1,0.134656244357596
"89","PODXL->SELL",0.240571153179006,0.147501102536359,0.0253347928073311,0.695899340802333,0.612909556420327,0.633815383047193,180,470.5,630.5,194,348,446,14,-122.5,-184.5,0.011775581988983,0.142739149244835,1,0.0739426757893692
"90","F10->F3",0.24232876864611,0.272839752364949,0.0709032407064601,0.68279803791883,0.573565031928951,0.645569006955384,240.5,439.5,530.5,164,392,480,-76.5,-47.5,-50.5,0.0335506655189778,0.235356604606966,1,0.121920981044164
"91","ADM->RAMP2",0.250086008431108,0.230168656864009,0.0081980993937999,0.845353810300087,0.619626186606491,0.575619808778089,222.5,508,627.5,179,337,437,-43.5,-171,-190.5,0.019423006964832,0.181783388697236,1,0.0941686302983133
"92","SPP1->ITGB1",0.251154614212574,0.178332487217122,0.182905268052126,0.699839331272219,0.724273361825513,0.781965076174252,165.5,470.5,574,194,337,456,28.5,-133.5,-118,0.0382770149375335,0.250616659846479,1,0.129826095534988
"93","VEGFA->GPC1",0.252227863385103,0.0363060480300079,0.00166039124452988,0.849825782335232,0.476317160225658,0.516389647987738,183.5,547.5,589.5,183,348,371,-0.5,-199.5,-218.5,0.00407300923565474,0.0777535504566225,1,0.0402784071735277
"94","COL4A1->ITGB1",0.258743774929024,0.200327124016515,0.200013468634858,0.632532975750006,0.6968476589395,0.772380254496646,189,470.5,589.5,183,337,456,-6,-133.5,-133.5,0.0477168517973689,0.272624306128916,1,0.141226641653966
"95","SEMA3A->NRP1",0.266497286259759,0.00926505799868593,0.015482032397934,0.669854446776815,0.495687052209534,0.667143477337884,243.5,538.5,642,164,332,446,-79.5,-206.5,-196,0.00411738422150453,0.0777535504566225,1,0.0402784071735277
"96","RELN->ITGB1",0.273099018771317,0.071765287926429,0.126119393862956,0.707416046846934,0.588906187414036,0.754502309711243,159.5,470.5,581,219,332,456,59.5,-138.5,-125,0.0174127106206083,0.170701654936455,1,0.0884279974656762
"97","FGB->ITGA5",0.292303893352514,0.0747451928802807,0.0307379933952745,0.792902120666015,0.611248168850537,0.682640801169581,233,446,608.5,181,348,446,-52,-98,-162.5,0.0104906106341088,0.13665979879215,1,0.0707934105603758
"98","VCAM1->ITGB1",0.293332993602813,0.206017923996,0.287695376037264,0.736521188157807,0.746737566763106,0.834947908788688,171.5,460,557,194,332,480,22.5,-128,-77,0.081254904431535,0.357130165977825,1,0.185002924686112
"99","TGM2->ITGB1",0.293690573938848,0.0990146401993258,0.0144810967104976,0.656974876055509,0.595250143812187,0.589548893894192,171.5,487.5,658,194,337,456,22.5,-150.5,-202,0.0112519620011345,0.140644274983062,1,0.0728574752037048
"100","COMP->ITGA5",0.295820915597358,0.470365607848622,0.0657090752620358,0.686191380917784,0.668699940825818,0.713471104998078,207,418.5,585,183,388,456,-24,-30.5,-129,0.0959522646607518,0.386986003678208,1,0.200469042700539
"101","LAMC2->ITGB1",0.30238728854379,0.164031475620693,0.0081045010586227,0.80122049244027,0.660941567889677,0.543397334258106,165.5,460,629,197,343,446,31.5,-117,-183,0.0178082514846512,0.172691908991698,1,0.0894590020017404
"102","F13A1->ITGB1",0.30580029336508,0.0449281228060173,0.247973160180276,0.750833746208703,0.563031152798805,0.791370477484134,171.5,487.5,557,194,332,480,22.5,-155.5,-77,0.0357667891496024,0.24435355623593,1,0.126581641282877
"103","SEMA3A->PLXNA4",0.320109906532313,0.358009741152365,0.00249063646673231,0.765925539752907,0.723357156824383,0.614719886258071,233,420,632,179,388,437,-54,-32,-195,0.052546557698916,0.286530469640898,1,0.14843040422002
"104","FGF1->NRP1",0.33099744664302,0.0556477134038579,0.241625804878699,0.667997507422605,0.573579628673081,0.799710321729035,239.5,538.5,597.5,179,337,480,-60.5,-201.5,-117.5,0.0413323138400919,0.256606222752187,1,0.132928848426538
"105","VEGFA->NRP1",0.345406229378382,0.0227757637169905,0.0281899037695136,0.936490052639205,0.453849477257586,0.675439816800948,224,546,583,181,337,379,-43,-209,-204,0.0103790430827958,0.13665979879215,1,0.0707934105603758
"106","VEGFA->NRP2",0.371580050182699,0.0922856751879162,0.0430559820893497,0.861736191180698,0.594955253123536,0.665141225770271,179,508,583,194,348,446,15,-160,-137,0.0217105795442428,0.195722511067194,1,0.101389466429417
"107","RTN4->CNTNAP1",0.372550929188006,0.236865058108919,0.185996148471169,0.966810238463239,0.682676436816777,0.720555559386071,215,470.5,560,181,388,456,-34,-82.5,-104,0.083873620083799,0.359974340742429,1,0.186476282861638
"108","ANGPTL2->ITGB1",0.384183211128426,0.0665393507745694,0.342048617085757,0.818282888186855,0.583669302801195,0.818937452814265,156.5,470.5,557,219,332,480,62.5,-138.5,-77,0.0830409499929841,0.358114096844744,1,0.185512627045112
"109","ADAM12->ITGB1",0.386385033166768,0.071765287926429,0.342048617085757,0.752944344659961,0.588906187414036,0.818937452814265,161,470.5,557,216,332,480,55,-138.5,-77,0.0853970093824706,0.364767225790839,1,0.188959124794669
"110","LGALS3BP->ITGB1",0.390341095594155,0.328377404139561,0.015400572378485,0.737372280574843,0.785724890709054,0.639334019817477,180,453,627.5,188,348,446,8,-105,-181.5,0.0659398979444427,0.327152742459143,1,0.169473821983948
"111","RLN1->RXFP1",0.394128565845193,0.140188032861957,0.0988270632284761,0.742313373002069,0.651234109493895,0.752001861119395,192.5,453,591,181,348,456,-11.5,-105,-135,0.0423014779113212,0.258499752088418,1,0.133909746985534
"112","IL1A->IL1RAP",0.398277314842763,0.263289225933975,0.00935254357511339,0.768423326577539,0.598937500433269,0.619921762220826,202,465.5,625,181,361,375,-21,-104.5,-250,0.0503337382587092,0.282016708523413,1,0.14609215590716
"113","THBS1->ITGB1",0.399366739132742,0.0389222718383697,0.0144738986842599,0.700311365691736,0.53615498380124,0.590671564691576,199.5,470.5,632,181,332,446,-18.5,-138.5,-186,0.0154689656934932,0.16420902043862,1,0.0850646401090425
"114","LTB->LTBR",0.405699880184316,0.0465701212945769,0.30998889535849,0.783978293200584,0.521444823420742,0.905091965371895,180,470.5,583,194,351,503,14,-119.5,-80,0.07381697698802,0.343967939523397,1,0.178184541302611
